EntryId,File,EntryBarIndex,EntryTime,ExitHorizon,ObservedHorizon,HorizonSignedMove,MaxFavorableMove,MaxAdverseMove,EntryDirectionSign
42,xApvaV01StateLog_ES.csv,2898,2026-05-20 08:05:00,3,3,15.5,31.0,-2.5,1.0
42,xApvaV01StateLog_ES.csv,2898,2026-05-20 08:05:00,4,4,13.5,31.0,-2.5,1.0
42,xApvaV01StateLog_ES.csv,2898,2026-05-20 08:05:00,5,5,4.75,31.0,-2.5,1.0
42,xApvaV01StateLog_ES.csv,2898,2026-05-20 08:05:00,6,6,11.25,31.0,-2.5,1.0
42,xApvaV01StateLog_ES.csv,2898,2026-05-20 08:05:00,8,8,15.0,31.0,-2.5,1.0
42,xApvaV01StateLog_ES.csv,2898,2026-05-20 08:05:00,10,10,19.0,31.0,-2.5,1.0
43,xApvaV01StateLog_ES.csv,2904,2026-05-20 08:35:00,3,3,-8.25,7.0,-8.25,-1.0
43,xApvaV01StateLog_ES.csv,2904,2026-05-20 08:35:00,4,4,-7.75,7.0,-10.25,-1.0
43,xApvaV01StateLog_ES.csv,2904,2026-05-20 08:35:00,5,5,-3.0,7.0,-10.25,-1.0
43,xApvaV01StateLog_ES.csv,2904,2026-05-20 08:35:00,6,6,-3.25,7.0,-10.25,-1.0
43,xApvaV01StateLog_ES.csv,2904,2026-05-20 08:35:00,8,8,-1.5,7.0,-10.25,-1.0
43,xApvaV01StateLog_ES.csv,2904,2026-05-20 08:35:00,10,10,7.5,10.75,-10.25,-1.0
44,xApvaV01StateLog_ES.csv,2987,2026-05-21 08:00:00,3,3,0.25,4.0,-18.25,1.0
44,xApvaV01StateLog_ES.csv,2987,2026-05-21 08:00:00,4,4,0.25,4.0,-18.25,1.0
44,xApvaV01StateLog_ES.csv,2987,2026-05-21 08:00:00,5,5,-0.75,4.25,-18.25,1.0
44,xApvaV01StateLog_ES.csv,2987,2026-05-21 08:00:00,6,6,-1.5,4.25,-18.25,1.0
44,xApvaV01StateLog_ES.csv,2987,2026-05-21 08:00:00,8,8,0.0,4.25,-18.25,1.0
44,xApvaV01StateLog_ES.csv,2987,2026-05-21 08:00:00,10,10,7.5,7.75,-18.25,1.0
45,xApvaV01StateLog_ES.csv,3059,2026-05-21 14:00:00,3,3,41.5,49.25,-0.5,1.0
45,xApvaV01StateLog_ES.csv,3059,2026-05-21 14:00:00,4,4,41.25,49.25,-0.5,1.0
45,xApvaV01StateLog_ES.csv,3059,2026-05-21 14:00:00,5,5,40.25,49.25,-0.5,1.0
45,xApvaV01StateLog_ES.csv,3059,2026-05-21 14:00:00,6,6,42.75,49.25,-0.5,1.0
45,xApvaV01StateLog_ES.csv,3059,2026-05-21 14:00:00,8,8,28.5,49.25,-0.5,1.0
45,xApvaV01StateLog_ES.csv,3059,2026-05-21 14:00:00,10,10,21.75,49.25,-0.5,1.0
46,xApvaV01StateLog_ES.csv,3098,2026-05-22 09:45:00,3,3,2.75,5.5,-1.0,1.0
46,xApvaV01StateLog_ES.csv,3098,2026-05-22 09:45:00,4,4,8.0,8.0,-1.0,1.0
46,xApvaV01StateLog_ES.csv,3098,2026-05-22 09:45:00,5,5,7.5,9.0,-1.0,1.0
46,xApvaV01StateLog_ES.csv,3098,2026-05-22 09:45:00,6,6,6.0,9.0,-1.0,1.0
46,xApvaV01StateLog_ES.csv,3098,2026-05-22 09:45:00,8,8,3.5,9.0,-3.0,1.0
46,xApvaV01StateLog_ES.csv,3098,2026-05-22 09:45:00,10,10,9.25,19.5,-3.0,1.0
