Offset,Count,Mean_RollingEntropy,Median_RollingEntropy,Mean_RollingDirectionalPresence,Median_RollingDirectionalPresence,Mean_RollingVelocity,Median_RollingVelocity,Mean_DominantPressureValue,Median_DominantPressureValue,EntryMeanSignedReturn
-5,375,1.2516734585721987,1.360964047439353,0.04293333333333334,0.0,0.38666666666666666,0.4444444444444444,0.6517696413628087,0.6232730803683738,1.718
-4,375,1.2324745427788497,1.360964047439353,0.02986666666666667,0.0,0.3754074074074074,0.4444444444444444,0.657331878101301,0.6290621092029942,1.718
-3,375,1.2117702867925753,1.2954618442339936,0.018666666666666668,0.0,0.36829629629629623,0.3333333333333333,0.647747768067542,0.6290621092029942,1.718
-2,375,1.2101791059348057,1.2954618442339936,0.010400000000000001,0.0,0.3674074074074074,0.3333333333333333,0.6222786940693766,0.6232730803683738,1.718
-1,375,1.1925084986542394,1.2954618442339936,0.0037333333333333333,0.0,0.3514074074074074,0.3333333333333333,0.6329641419846871,0.6690336347353755,1.718
0,375,1.134100653418123,1.1567796494427114,0.0,0.0,0.32296296296296295,0.3333333333333333,0.6788001906428488,0.6690336347353755,1.718
