InputPath,Instrument,File,SourceRows,RowsAfterSessionFilter,SessionFilter,TimeMin,TimeMax,PressureRows
data/Validation/ES/xApvaV01StateLog_ES062023.csv,ES,xApvaV01StateLog_ES062023.csv,1930,1930,all,2023-05-08 06:40:00,2023-06-06 13:55:00,1927
data/Validation/NQ/xApvaV01StateLog_NQ062023.csv,NQ,xApvaV01StateLog_NQ062023.csv,1930,1930,all,2023-05-08 06:40:00,2023-06-06 13:55:00,1927
