APVA Context-to-Topology Study v0.1 - Cross-Instrument Aggregate
================================================================
Input instruments: 6E, NQ, CL
Replication threshold: topology present count >= 20 in at least two instruments.
Effects compare historical context for topology-present versus topology-absent bars.

Aggregate Topology-Feature Table
================================
Topology                               Group     Feature                            Effect_6E   Effect_NQ   Effect_CL Valid  Pos  Neg  MeanEffect
Accepted+Dissipating+Peak              Negative  Prev20Dominance                     0.064301    0.109586    0.068655     3    3    0    0.080847
Accepted+Dissipating+Peak              Negative  Prev20NetAcceptance                -0.094273    0.092466    0.028557     3    2    1    0.008917

Most Replicated Positive Context Predictors of Positive Topologies
------------------------------------------------------------------
Rank Topology                               Feature                          Valid  Pos  Neg  MeanEffect
   1 Compressed+Dissipating+Peak            Prev5PeakCount                       3    3    0    0.648834
   2 Compressed+Dissipating+Peak            Prev5ClimacticCount                  3    3    0    0.646732
   3 Compressed+Dissipating+Peak            Prev5ExpandingCount                  3    3    0    0.616269
   4 Compressed+Peak                        Prev5PeakCount                       3    3    0    0.563490
   5 Compressed+Dissipating+Peak            Prev10PeakCount                      3    3    0    0.474454
   6 Compressed+Peak                        Prev5ClimacticCount                  3    3    0    0.468322
   7 Compressed+Peak                        Prev5ExpandingCount                  3    3    0    0.448759
   8 Compressed+Dissipating+Peak            Prev10ExpandingCount                 3    3    0    0.444007
   9 Compressed+Peak                        Prev10PeakCount                      3    3    0    0.409496
  10 Compressed+Dissipating+Peak            Prev5AcceptedCount                   3    3    0    0.375766
  11 Compressed+Peak                        Prev10ExpandingCount                 3    3    0    0.338147
  12 Compressed+Dissipating+Peak            Prev10ClimacticCount                 3    3    0    0.315044
  13 Compressed+Dissipating+Peak            Prev20PeakCount                      3    3    0    0.284835
  14 Compressed+Peak                        Prev5AcceptedCount                   3    3    0    0.271566
  15 Compressed+Dissipating+Peak            Prev10AcceptedCount                  3    3    0    0.246605
  16 Accepted+Compressed+Dissipating        Prev5ExpandingCount                  3    3    0    0.237497
  17 Accepted+Compressed                    Prev5ExpandingCount                  3    3    0    0.237000
  18 Accepted+Compressed+Dissipating        Prev10ExpandingCount                 3    3    0    0.229955
  19 Compressed+Dissipating+Peak            Prev5Dominance                       3    3    0    0.229422
  20 Accepted+Compressed                    Prev10ExpandingCount                 3    3    0    0.225462

Most Replicated Negative Context Predictors of Positive Topologies
------------------------------------------------------------------
Rank Topology                               Feature                          Valid  Pos  Neg  MeanEffect
   1 Compressed+Dissipating+Peak            Prev5CompressedCount                 3    0    3   -0.372908
   2 Compressed+Peak                        Prev5CompressedCount                 3    0    3   -0.275341
   3 Compressed+Dissipating+Peak            Prev10CompressedCount                3    0    3   -0.252316
   4 Compressed+Peak                        Prev10DissipatingCount               3    0    3   -0.225671
   5 Compressed+Dissipating+Peak            Prev5DissipatingCount                3    0    3   -0.221859
   6 Compressed+Dissipating+Peak            Prev10DissipatingCount               3    0    3   -0.215335
   7 Compressed+Peak                        Prev5DissipatingCount                3    0    3   -0.209687
   8 Compressed+Peak                        Prev5NetAcceptance                   3    0    3   -0.204871
   9 Compressed+Dissipating+Peak            Prev20DissipatingCount               3    0    3   -0.195888
  10 Compressed+Peak                        Prev10NetAcceptance                  3    0    3   -0.192012
  11 Compressed+Dissipating+Peak            Prev5NetAcceptance                   3    0    3   -0.189040
  12 Compressed+Dissipating+Peak            Prev10NetAcceptance                  3    0    3   -0.187510
  13 Compressed+Peak                        Prev10CompressedCount                3    0    3   -0.182056
  14 Compressed+Peak                        Prev20DissipatingCount               3    0    3   -0.180479
  15 Compressed+Dissipating+Peak            Prev20NetAcceptance                  3    0    3   -0.152154
  16 Compressed+Dissipating                 Prev5CompressedCount                 3    0    3   -0.085035
  17 Compressed+Dissipating+Peak            Prev20CompressedCount                3    0    3   -0.084700
  18 Compressed+Dissipating                 Prev20CompressedCount                3    0    3   -0.067824
  19 Compressed+Dissipating                 Prev10CompressedCount                3    0    3   -0.063368
  20 Accepted+Compressed+Dissipating        Prev10DissipatingCount               3    1    2   -0.226371

Most Replicated Positive Context Predictors of Negative Topologies
------------------------------------------------------------------
Rank Topology                               Feature                          Valid  Pos  Neg  MeanEffect
   1 Accepted+Dissipating+Peak              Prev5ExpandingCount                  3    3    0    0.661717
   2 Accepted+Climactic                     Prev5ClimacticCount                  3    3    0    0.604758
   3 Accepted+Dissipating+Peak              Prev5PeakCount                       3    3    0    0.567694
   4 Accepted+Dissipating+Peak              Prev5ClimacticCount                  3    3    0    0.522163
   5 Accepted+Dissipating+Peak              Prev10ExpandingCount                 3    3    0    0.451751
   6 Accepted+Climactic                     Prev20PeakCount                      3    3    0    0.442615
   7 Accepted+Climactic                     Prev10ClimacticCount                 3    3    0    0.419456
   8 Accepted+Dissipating+Peak              Prev5AcceptedCount                   3    3    0    0.416611
   9 Accepted+Climactic                     Prev20ClimacticCount                 3    3    0    0.404023
  10 Accepted+Dissipating+Peak              Prev10PeakCount                      3    3    0    0.392808
  11 Accepted+Climactic                     Prev5ExpandingCount                  3    3    0    0.341005
  12 Accepted+Peak                          Prev5PeakCount                       3    3    0    0.331537
  13 Accepted+Climactic                     Prev5PeakCount                       3    3    0    0.331423
  14 Accepted+Climactic                     Prev20ExpandingCount                 3    3    0    0.331397
  15 Accepted+Climactic                     Prev10PeakCount                      3    3    0    0.313180
  16 Accepted+Dissipating+Peak              Prev10AcceptedCount                  3    3    0    0.311875
  17 Accepted+Climactic                     Prev10ExpandingCount                 3    3    0    0.311195
  18 Accepted+Dissipating+Peak              Prev20ExpandingCount                 3    3    0    0.290567
  19 Accepted+Dissipating+Peak              Prev10ClimacticCount                 3    3    0    0.286138
  20 Accepted+Climactic                     Prev5AcceptedCount                   3    3    0    0.262973

Most Replicated Negative Context Predictors of Negative Topologies
------------------------------------------------------------------
Rank Topology                               Feature                          Valid  Pos  Neg  MeanEffect
   1 Accepted+Dissipating+Peak              Prev5CompressedCount                 3    0    3   -0.420297
   2 Accepted+Dissipating+Peak              Prev10CompressedCount                3    0    3   -0.318418
   3 Accepted+Climactic                     Prev5CompressedCount                 3    0    3   -0.261531
   4 Accepted+Dissipating+Peak              Prev5DissipatingCount                3    0    3   -0.238716
   5 Accepted+Climactic                     Prev20CompressedCount                3    0    3   -0.205499
   6 Accepted+Climactic                     Prev10CompressedCount                3    0    3   -0.198091
   7 Accepted+Peak                          Prev20ClimacticCount                 3    0    3   -0.185936
   8 Accepted+Climactic                     Prev20NetAcceptance                  3    0    3   -0.178497
   9 Accepted+Peak                          Prev5CompressedCount                 3    0    3   -0.177660
  10 Accepted+Expanding                     Prev5ExpandingCount                  3    0    3   -0.157857
  11 Accepted+Dissipating+Peak              Prev20CompressedCount                3    0    3   -0.155956
  12 Accepted+Dissipating+Peak              Prev20DissipatingCount               3    0    3   -0.143535
  13 Accepted+Dissipating+Peak              Prev10DissipatingCount               3    0    3   -0.139199
  14 Accepted+Expanding                     Prev10ExpandingCount                 3    0    3   -0.120662
  15 Accepted+Peak                          Prev10CompressedCount                3    0    3   -0.120256
  16 Accepted+Peak                          Prev10DissipatingCount               3    0    3   -0.119942
  17 Accepted+Dissipating                   Prev5CompressedCount                 3    0    3   -0.113066
  18 Accepted+Peak                          Prev20DissipatingCount               3    0    3   -0.112729
  19 Accepted+Expanding                     Prev20ExpandingCount                 3    0    3   -0.105552
  20 Accepted+Peak                          Prev5DissipatingCount                3    0    3   -0.100256

Strongest Positive Topology Signatures
--------------------------------------
Rank Topology                               Feature                          Valid  Pos  Neg  MeanEffect
   1 Accepted+Dissipating+Peak              Prev5ExpandingCount                  3    3    0    0.661717
   2 Compressed+Dissipating+Peak            Prev5PeakCount                       3    3    0    0.648834
   3 Compressed+Dissipating+Peak            Prev5ClimacticCount                  3    3    0    0.646732
   4 Compressed+Dissipating+Peak            Prev5ExpandingCount                  3    3    0    0.616269
   5 Accepted+Climactic                     Prev5ClimacticCount                  3    3    0    0.604758
   6 Accepted+Dissipating+Peak              Prev5PeakCount                       3    3    0    0.567694
   7 Compressed+Peak                        Prev5PeakCount                       3    3    0    0.563490
   8 Accepted+Dissipating+Peak              Prev5ClimacticCount                  3    3    0    0.522163
   9 Compressed+Dissipating+Peak            Prev10PeakCount                      3    3    0    0.474454
  10 Compressed+Peak                        Prev5ClimacticCount                  3    3    0    0.468322
  11 Accepted+Dissipating+Peak              Prev10ExpandingCount                 3    3    0    0.451751
  12 Compressed+Peak                        Prev5ExpandingCount                  3    3    0    0.448759
  13 Compressed+Dissipating+Peak            Prev10ExpandingCount                 3    3    0    0.444007
  14 Accepted+Climactic                     Prev20PeakCount                      3    3    0    0.442615
  15 Accepted+Climactic                     Prev10ClimacticCount                 3    3    0    0.419456
  16 Accepted+Dissipating+Peak              Prev5AcceptedCount                   3    3    0    0.416611
  17 Compressed+Peak                        Prev10PeakCount                      3    3    0    0.409496
  18 Accepted+Climactic                     Prev20ClimacticCount                 3    3    0    0.404023
  19 Accepted+Dissipating+Peak              Prev10PeakCount                      3    3    0    0.392808
  20 Compressed+Dissipating+Peak            Prev5AcceptedCount                   3    3    0    0.375766

Strongest Negative Topology Signatures
--------------------------------------
Rank Topology                               Feature                          Valid  Pos  Neg  MeanEffect
   1 Accepted+Dissipating+Peak              Prev5CompressedCount                 3    0    3   -0.420297
   2 Compressed+Dissipating+Peak            Prev5CompressedCount                 3    0    3   -0.372908
   3 Accepted+Dissipating+Peak              Prev10CompressedCount                3    0    3   -0.318418
   4 Compressed+Peak                        Prev5CompressedCount                 3    0    3   -0.275341
   5 Accepted+Climactic                     Prev5CompressedCount                 3    0    3   -0.261531
   6 Compressed+Dissipating+Peak            Prev10CompressedCount                3    0    3   -0.252316
   7 Accepted+Dissipating+Peak              Prev5DissipatingCount                3    0    3   -0.238716
   8 Compressed+Peak                        Prev10DissipatingCount               3    0    3   -0.225671
   9 Compressed+Dissipating+Peak            Prev5DissipatingCount                3    0    3   -0.221859
  10 Compressed+Dissipating+Peak            Prev10DissipatingCount               3    0    3   -0.215335
  11 Compressed+Peak                        Prev5DissipatingCount                3    0    3   -0.209687
  12 Accepted+Climactic                     Prev20CompressedCount                3    0    3   -0.205499
  13 Compressed+Peak                        Prev5NetAcceptance                   3    0    3   -0.204871
  14 Accepted+Climactic                     Prev10CompressedCount                3    0    3   -0.198091
  15 Compressed+Dissipating+Peak            Prev20DissipatingCount               3    0    3   -0.195888
  16 Compressed+Peak                        Prev10NetAcceptance                  3    0    3   -0.192012
  17 Compressed+Dissipating+Peak            Prev5NetAcceptance                   3    0    3   -0.189040
  18 Compressed+Dissipating+Peak            Prev10NetAcceptance                  3    0    3   -0.187510
  19 Accepted+Peak                          Prev20ClimacticCount                 3    0    3   -0.185936
  20 Compressed+Peak                        Prev10CompressedCount                3    0    3   -0.182056

Most Similar Topology Pairs
---------------------------
Rank Topology A                             Topology B                             MeanSimilarity
   1 Accepted+Compressed                    Accepted+Compressed+Dissipating              0.999791
   2 Compressed+Peak                        Compressed+Dissipating+Peak                  0.976261
   3 Compressed+Dissipating+Peak            Accepted+Dissipating+Peak                    0.951085
   4 Compressed+Peak                        Accepted+Dissipating+Peak                    0.915857
   5 Accepted+Dissipating                   Accepted+Dissipating+Peak                    0.900980
   6 Compressed+Dissipating+Peak            Accepted+Dissipating                         0.827622
   7 Accepted+Climactic                     Accepted+Dissipating                         0.821748
   8 Accepted+Climactic                     Accepted+Dissipating+Peak                    0.820472
   9 Compressed+Dissipating+Peak            Accepted+Climactic                           0.818389
  10 Compressed+Dissipating                 Accepted+Dissipating                         0.787471
  11 Compressed+Peak                        Accepted+Peak                                0.780205
  12 Compressed+Dissipating                 Accepted+Dissipating+Peak                    0.770156
  13 Accepted+Peak                          Accepted+Dissipating+Peak                    0.760139
  14 Compressed+Peak                        Accepted+Climactic                           0.745277
  15 Compressed+Peak                        Accepted+Dissipating                         0.741841
  16 Compressed+Dissipating+Peak            Accepted+Peak                                0.733354
  17 Compressed+Dissipating                 Accepted+Climactic                           0.728625
  18 Compressed+Dissipating                 Compressed+Dissipating+Peak                  0.725775
  19 Compressed+Dissipating                 Compressed+Peak                              0.642436
  20 Accepted+Peak                          Accepted+Dissipating                         0.492553

Most Distinct Topology Pairs
----------------------------
Rank Topology A                             Topology B                             MeanSimilarity
   1 Compressed+Dissipating                 Accepted+Expanding                          -0.754260
   2 Accepted+Expanding                     Accepted+Dissipating                        -0.718750
   3 Accepted+Expanding                     Accepted+Dissipating+Peak                   -0.626468
   4 Compressed+Dissipating+Peak            Accepted+Expanding                          -0.542330
   5 Compressed+Peak                        Accepted+Expanding                          -0.487024
   6 Accepted+Climactic                     Accepted+Expanding                          -0.419255
   7 Accepted+Peak                          Accepted+Expanding                          -0.301270
   8 Accepted+Compressed                    Accepted+Expanding                          -0.199880
   9 Accepted+Compressed+Dissipating        Accepted+Expanding                          -0.198655
  10 Accepted+Compressed+Dissipating        Accepted+Peak                                0.200921
  11 Accepted+Compressed                    Accepted+Peak                                0.204902
  12 Accepted+Compressed+Dissipating        Compressed+Dissipating                       0.258116
  13 Accepted+Compressed                    Compressed+Dissipating                       0.259002
  14 Accepted+Peak                          Accepted+Climactic                           0.374992
  15 Accepted+Compressed+Dissipating        Accepted+Dissipating+Peak                    0.379328
  16 Accepted+Compressed                    Accepted+Dissipating+Peak                    0.380741
  17 Compressed+Dissipating                 Accepted+Peak                                0.381126
  18 Accepted+Compressed+Dissipating        Compressed+Peak                              0.416752
  19 Accepted+Compressed                    Compressed+Peak                              0.418582
  20 Accepted+Compressed                    Accepted+Climactic                           0.436715

Population-B Strongest Topology Predictors
------------------------------------------
Rank Topology                               Feature                          Valid  Pos  Neg  MeanEffect
   1 Compressed+Dissipating                 Prev10AcceptedCount                  3    0    0    0.000000
   2 Compressed+Dissipating                 Prev10ClimacticCount                 3    0    0    0.000000
   3 Compressed+Dissipating                 Prev10CompressedCount                3    0    0    0.000000
   4 Compressed+Dissipating                 Prev10DissipatingCount               3    0    0    0.000000
   5 Compressed+Dissipating                 Prev10Dominance                      3    0    0    0.000000
   6 Compressed+Dissipating                 Prev10ExpandingCount                 3    0    0    0.000000
   7 Compressed+Dissipating                 Prev10NetAcceptance                  3    0    0    0.000000
   8 Compressed+Dissipating                 Prev10PeakCount                      3    0    0    0.000000
   9 Compressed+Dissipating                 Prev20AcceptedCount                  3    0    0    0.000000
  10 Compressed+Dissipating                 Prev20ClimacticCount                 3    0    0    0.000000
  11 Compressed+Dissipating                 Prev20CompressedCount                3    0    0    0.000000
  12 Compressed+Dissipating                 Prev20DissipatingCount               3    0    0    0.000000
  13 Compressed+Dissipating                 Prev20Dominance                      3    0    0    0.000000
  14 Compressed+Dissipating                 Prev20ExpandingCount                 3    0    0    0.000000
  15 Compressed+Dissipating                 Prev20NetAcceptance                  3    0    0    0.000000
  16 Compressed+Dissipating                 Prev20PeakCount                      3    0    0    0.000000
  17 Compressed+Dissipating                 Prev5AcceptedCount                   3    0    0    0.000000
  18 Compressed+Dissipating                 Prev5ClimacticCount                  3    0    0    0.000000
  19 Compressed+Dissipating                 Prev5CompressedCount                 3    0    0    0.000000
  20 Compressed+Dissipating                 Prev5DissipatingCount                3    0    0    0.000000

Cross-Instrument Research Notes
===============================
- Strongest replicated context-to-topology feature: Accepted+Dissipating+Peak | Prev5ExpandingCount, MeanEffect=0.661717.
- Similarity compares effect-size vectors and is descriptive only.
- This report studies context upstream of topology; it does not measure topology consequences.
