Bin,Count,Min,Max,Mean,Median
XQ1,408,-1.4428232973175177e-12,-1.4428232973175177e-12,-1.4428232973175177e-12,-1.4428232973175177e-12
XQ2,408,-1.4428232973175177e-12,0.7219280948844771,0.13079704942382434,-1.4428232973175177e-12
XQ3,407,0.7219280948844771,1.2954618442339936,1.0258249519518663,0.9709505944517832
XQ4,408,1.2954618442339936,1.4854752972230063,1.360998016040266,1.360964047439353
XQ5,408,1.4854752972230063,2.246439344663802,1.6344889706451127,1.5709505944503404
