BarIndex,Time,Open,High,Low,Close,Volume,Geometry,VolumePolarity,VolumeDelta,VolumeRank20,VolumeRank50,Range,RangeDelta,RangeRank20,Body,BodyDelta,BodyRank20,CloseLocation,OverlapRatio,CloseInsidePriorRange,CloseInsidePriorBody,BreaksPriorHigh,BreaksPriorLow,ParticipationState,ExpansionState,CompressionState,DissipationState,AcceptanceState,SignificanceState,EvidenceFlags
522,"2026-04-13 11:05:00",91.66,91.68,91.17,91.32,1486,"LLLH","Red","Up",0.45,0.5,0.51,"Up",0.3,0.34,"Up",0.75,0.294118,0.352941,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
523,"2026-04-13 11:10:00",91.33,91.57,91.26,91.4,1038,"InsideBar","Black","Down",0.1,0.16,0.31,"Down",0.2,0.07,"Down",0.35,0.451613,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
524,"2026-04-13 11:15:00",91.39,91.41,90.99,91.15,1200,"LLLH","Red","Up",0.25,0.3,0.42,"Up",0.3,0.24,"Up",0.65,0.380952,0.357143,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
525,"2026-04-13 11:20:00",91.13,91.27,91.04,91.16,1198,"InsideBar","Black","Down",0.25,0.28,0.23,"Down",0.05,0.03,"Down",0.15,0.521739,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
526,"2026-04-13 11:25:00",91.16,91.34,90.96,91.31,1716,"OutsideBar","Black","Up",0.7,0.62,0.38,"Up",0.35,0.15,"Up",0.6,0.921053,0.605263,False,False,True,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
527,"2026-04-13 11:30:00",91.31,91.89,91.29,91.46,5505,"HHHL","Black","Up",1,0.96,0.6,"Up",0.8,0.15,"Down",0.55,0.283333,0.083333,False,False,True,False,"Climactic","Strong","Absent","Absent","Accepted","Structural","VolumePeak20;VolumeClimactic50;RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
528,"2026-04-14 06:05:00",88.34,88.61,88.12,88.48,2099,"LLLH","Black","Down",0.85,0.72,0.49,"Down",0.5,0.14,"Down",0.55,0.734694,0,False,False,False,True,"Peak","Absent","Absent","Local","Accepted","Major","VolumePeak20;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
529,"2026-04-14 06:10:00",88.48,88.83,88.41,88.65,1221,"HHHL","Black","Down",0.4,0.36,0.42,"Down",0.45,0.17,"Up",0.75,0.571429,0.47619,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
530,"2026-04-14 06:15:00",88.66,88.8,88.5,88.57,826,"InsideBar","Red","Down",0.1,0.06,0.3,"Down",0.25,0.09,"Down",0.4,0.233333,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
531,"2026-04-14 06:20:00",88.57,88.62,87.82,88.02,1921,"LLLH","Red","Up",0.8,0.64,0.8,"Up",1,0.55,"Up",1,0.25,0.15,False,False,False,True,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
532,"2026-04-14 06:25:00",88.01,88.21,87.85,87.96,1261,"InsideBar","Red","Down",0.55,0.42,0.36,"Down",0.35,0.05,"Down",0.3,0.305556,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
533,"2026-04-14 06:30:00",87.96,88.2,87.91,88.14,910,"InsideBar","Black","Down",0.15,0.14,0.29,"Down",0.25,0.18,"Up",0.8,0.793103,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
534,"2026-04-14 06:35:00",88.15,88.28,88.02,88.2,1365,"HHHL","Black","Up",0.75,0.52,0.26,"Down",0.15,0.05,"Down",0.25,0.692308,0.692308,True,False,True,False,"Rising","Absent","Local","Local","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
535,"2026-04-14 06:40:00",88.17,88.17,87.36,87.85,3134,"LLLH","Red","Up",0.95,0.86,0.81,"Up",1,0.32,"Up",0.9,0.604938,0.185185,False,False,False,True,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
536,"2026-04-14 06:45:00",87.85,87.97,87.45,87.7,2357,"InsideBar","Red","Down",0.9,0.78,0.52,"Down",0.75,0.15,"Down",0.6,0.480769,1,True,False,False,False,"Peak","Absent","Clustered","Absent","Unresolved","Major","VolumePeak20;CloseInsidePriorRange;CompressionClustered"
537,"2026-04-14 06:50:00",87.71,87.93,87.56,87.7,1180,"InsideBar","Red","Down",0.3,0.24,0.37,"Down",0.45,0.01,"Down",0.05,0.378378,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
538,"2026-04-14 06:55:00",87.68,87.84,87.16,87.19,2108,"LLLH","Red","Up",0.85,0.72,0.68,"Up",0.9,0.49,"Up",0.95,0.044118,0.411765,False,False,False,True,"Peak","Strong","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;BreaksPriorLow;AcceptanceAccepted"
539,"2026-04-14 07:00:00",87.19,87.37,87.16,87.19,1136,"InsideBar","Neutral","Down",0.25,0.2,0.21,"Down",0.05,0,"Down",0.05,0.142857,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
540,"2026-04-14 07:05:00",87.17,87.17,85.95,86.08,4959,"LLLH","Red","Up",0.95,0.94,1.22,"Up",1,1.09,"Up",1,0.106557,0.008197,False,False,False,True,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
541,"2026-04-14 07:10:00",86.09,86.29,84.74,84.86,5135,"LLLH","Red","Up",0.95,0.94,1.55,"Up",1,1.23,"Up",1,0.077419,0.219355,False,False,False,True,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
542,"2026-04-14 07:15:00",84.85,85.58,84.7,85.23,5402,"LLLH","Black","Up",0.95,0.94,0.88,"Down",0.9,0.38,"Down",0.8,0.602273,0.954545,True,True,False,True,"Peak","Strong","Clustered","Local","Contained","Structural","VolumePeak20;RangePeak20;BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
543,"2026-04-14 07:20:00",85.27,85.65,85.21,85.6,2124,"HHHL","Black","Down",0.7,0.68,0.44,"Down",0.55,0.33,"Down",0.75,0.886364,0.840909,False,False,True,False,"Falling","Absent","Clustered","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted;CompressionClustered"
544,"2026-04-14 07:25:00",85.61,86.03,85.56,85.94,2565,"HHHL","Black","Up",0.75,0.74,0.47,"Up",0.55,0.33,"Flat",0.75,0.808511,0.191489,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorHigh;AcceptanceAccepted"
545,"2026-04-14 07:30:00",85.92,86.25,85.82,85.98,2235,"HHHL","Black","Down",0.65,0.68,0.43,"Down",0.45,0.06,"Down",0.25,0.372093,0.488372,True,False,True,False,"Falling","Absent","Local","Local","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
546,"2026-04-14 07:35:00",85.99,86.16,85.81,85.84,1139,"LLLH","Red","Down",0.2,0.2,0.35,"Down",0.25,0.15,"Up",0.5,0.085714,0.971429,True,False,False,True,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
547,"2026-04-14 07:40:00",85.85,86,85.38,85.98,2152,"LLLH","Black","Up",0.65,0.66,0.62,"Up",0.7,0.13,"Down",0.35,0.967742,0.306452,True,True,False,True,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
548,"2026-04-14 07:45:00",85.96,86.17,85.88,85.99,749,"HHHL","Black","Down",0.05,0.02,0.29,"Down",0.2,0.03,"Down",0.15,0.37931,0.413793,True,False,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
549,"2026-04-14 07:50:00",86.02,86.15,85.64,85.8,1183,"LLLH","Red","Up",0.35,0.22,0.51,"Up",0.6,0.22,"Up",0.6,0.313725,0.529412,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorLow;AcceptanceAccepted"
550,"2026-04-14 07:55:00",85.81,86.09,85.76,85.97,884,"InsideBar","Black","Down",0.1,0.08,0.33,"Down",0.25,0.16,"Down",0.5,0.636364,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
551,"2026-04-14 08:00:00",85.96,86.15,85.66,85.91,1257,"OutsideBar","Red","Up",0.4,0.36,0.49,"Up",0.6,0.05,"Down",0.25,0.510204,0.673469,True,True,True,True,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorHigh;BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
552,"2026-04-14 08:05:00",85.91,86.28,85.88,86.2,1405,"HHHL","Black","Up",0.5,0.48,0.4,"Down",0.4,0.29,"Up",0.65,0.8,0.675,False,False,True,False,"Rising","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
553,"2026-04-14 08:10:00",86.18,86.81,86.15,86.56,2523,"HHHL","Black","Up",0.75,0.76,0.66,"Up",0.75,0.38,"Up",0.8,0.621212,0.19697,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorHigh;AcceptanceAccepted"
554,"2026-04-14 08:15:00",86.57,86.64,86.35,86.56,958,"InsideBar","Red","Down",0.15,0.12,0.29,"Down",0.15,0.01,"Down",0.15,0.724138,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
555,"2026-04-14 08:20:00",86.59,86.63,86,86.09,1551,"LLLH","Red","Up",0.5,0.54,0.63,"Up",0.75,0.5,"Up",0.9,0.142857,0.444444,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorLow;AcceptanceAccepted"
556,"2026-04-14 08:25:00",86.09,86.26,85.68,85.99,2372,"LLLH","Red","Up",0.75,0.78,0.58,"Down",0.65,0.1,"Down",0.35,0.534483,0.448276,False,False,False,True,"Rising","Absent","Absent","Local","Accepted","Moderate","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
557,"2026-04-14 08:30:00",85.97,86.38,85.83,86.34,1463,"HHHL","Black","Down",0.45,0.52,0.55,"Down",0.6,0.37,"Up",0.7,0.927273,0.781818,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
558,"2026-04-14 08:35:00",86.36,86.4,85.84,85.98,1710,"HHHL","Red","Up",0.55,0.6,0.56,"Up",0.65,0.38,"Up",0.8,0.25,0.964286,True,True,True,False,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
559,"2026-04-14 08:40:00",85.98,86,85.48,85.55,2175,"LLLH","Red","Up",0.65,0.78,0.52,"Down",0.55,0.43,"Up",0.85,0.134615,0.307692,False,False,False,True,"Rising","Absent","Absent","Local","Accepted","Moderate","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
560,"2026-04-14 08:45:00",85.55,85.68,85.14,85.39,2062,"LLLH","Red","Down",0.55,0.7,0.54,"Up",0.6,0.16,"Down",0.45,0.462963,0.37037,False,False,False,True,"Falling","Local","Absent","Local","Accepted","Moderate","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
561,"2026-04-14 08:50:00",85.39,85.39,85.16,85.33,1323,"InsideBar","Red","Down",0.35,0.48,0.23,"Down",0.05,0.06,"Down",0.25,0.73913,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
562,"2026-04-14 08:55:00",85.34,85.34,84.7,84.8,2068,"LLLH","Red","Up",0.65,0.7,0.64,"Up",0.95,0.54,"Up",1,0.15625,0.28125,False,False,False,True,"Rising","Climactic","Absent","Absent","Accepted","Structural","RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
563,"2026-04-14 09:00:00",84.8,85.13,84.7,85.1,1200,"InsideBar","Black","Down",0.3,0.32,0.43,"Down",0.35,0.3,"Down",0.65,0.930233,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
564,"2026-04-14 09:05:00",85.12,85.24,84.83,84.89,901,"HHHL","Red","Down",0.15,0.1,0.41,"Down",0.35,0.23,"Down",0.6,0.146341,0.731707,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
565,"2026-04-14 09:10:00",84.87,85.16,84.85,85.04,630,"InsideBar","Black","Down",0.05,0.02,0.31,"Down",0.2,0.17,"Down",0.5,0.612903,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
566,"2026-04-14 09:15:00",85.04,85.08,84.58,84.67,1026,"LLLH","Red","Up",0.3,0.18,0.5,"Up",0.5,0.37,"Up",0.75,0.18,0.46,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
567,"2026-04-14 09:20:00",84.66,85,84.61,84.83,800,"InsideBar","Black","Down",0.15,0.06,0.39,"Down",0.3,0.17,"Down",0.45,0.564103,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
568,"2026-04-14 09:25:00",84.85,85,84.66,84.8,801,"InsideBar","Red","Up",0.15,0.08,0.34,"Down",0.25,0.05,"Down",0.15,0.411765,1,True,True,False,False,"Rising","Absent","Clustered","Local","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;CompressionClustered"
569,"2026-04-14 09:30:00",84.78,84.78,84.41,84.62,1338,"LLLH","Red","Up",0.55,0.5,0.37,"Up",0.3,0.16,"Up",0.4,0.567568,0.324324,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
570,"2026-04-14 09:35:00",84.63,84.91,84.61,84.91,1206,"HHHL","Black","Down",0.4,0.4,0.3,"Down",0.15,0.28,"Up",0.55,1,0.566667,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
571,"2026-04-14 09:40:00",84.91,85.12,84.71,84.72,1385,"HHHL","Red","Up",0.55,0.52,0.41,"Up",0.5,0.19,"Down",0.45,0.02439,0.487805,True,True,True,False,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
572,"2026-04-14 09:45:00",84.7,84.9,84.46,84.75,1860,"LLLH","Black","Up",0.75,0.64,0.44,"Up",0.55,0.05,"Down",0.15,0.659091,0.431818,True,True,False,True,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
573,"2026-04-14 09:50:00",84.76,85.04,84.72,84.92,1421,"HHHL","Black","Down",0.6,0.54,0.32,"Down",0.25,0.16,"Up",0.4,0.625,0.5625,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
574,"2026-04-14 09:55:00",84.91,85.25,84.8,85.01,1158,"HHHL","Black","Down",0.3,0.26,0.45,"Up",0.6,0.1,"Down",0.25,0.466667,0.533333,True,False,True,False,"Falling","Local","Local","Local","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
575,"2026-04-14 10:00:00",85.01,85.3,84.94,85.26,661,"HHHL","Black","Down",0.1,0.04,0.36,"Down",0.3,0.25,"Up",0.65,0.888889,0.861111,False,False,True,False,"Falling","Absent","Clustered","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted;CompressionClustered"
576,"2026-04-14 10:05:00",85.25,85.49,85.13,85.16,1093,"HHHL","Red","Up",0.35,0.24,0.36,"Flat",0.35,0.09,"Down",0.2,0.083333,0.472222,True,True,True,False,"Rising","Absent","Local","Absent","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
577,"2026-04-14 10:10:00",85.16,85.2,84.93,85.08,1073,"LLLH","Red","Down",0.35,0.24,0.27,"Down",0.1,0.08,"Down",0.2,0.555556,0.259259,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
578,"2026-04-14 10:15:00",85.07,85.19,84.94,85.05,900,"InsideBar","Red","Down",0.25,0.16,0.25,"Down",0.1,0.02,"Down",0.05,0.44,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
579,"2026-04-14 10:20:00",85.07,85.28,84.91,85,994,"OutsideBar","Red","Up",0.35,0.24,0.37,"Up",0.55,0.07,"Up",0.25,0.243243,0.675676,True,False,True,True,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorHigh;BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
580,"2026-04-14 10:25:00",85,85.24,84.94,84.95,870,"InsideBar","Red","Down",0.25,0.12,0.3,"Down",0.25,0.05,"Down",0.2,0.033333,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
581,"2026-04-14 10:30:00",84.94,85.03,84.9,84.98,578,"LLLH","Black","Down",0.05,0.02,0.13,"Down",0.05,0.04,"Down",0.1,0.615385,0.692308,True,True,False,True,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
582,"2026-04-14 10:35:00",84.98,85.07,84.79,84.82,902,"OutsideBar","Red","Up",0.45,0.22,0.28,"Up",0.2,0.16,"Up",0.6,0.107143,0.464286,False,False,True,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
583,"2026-04-14 10:40:00",84.83,84.84,84.27,84.33,2183,"LLLH","Red","Up",1,0.82,0.57,"Up",1,0.5,"Up",1,0.105263,0.087719,False,False,False,True,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
584,"2026-04-14 10:45:00",84.31,84.53,84.23,84.32,1294,"LLLH","Black","Down",0.75,0.5,0.3,"Down",0.35,0.01,"Down",0.05,0.3,0.866667,True,False,False,True,"Falling","Absent","Clustered","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
585,"2026-04-14 10:50:00",84.33,84.44,84,84.11,1538,"LLLH","Red","Up",0.9,0.64,0.44,"Up",0.8,0.22,"Up",0.8,0.25,0.477273,False,False,False,True,"Peak","Strong","Absent","Absent","Accepted","Major","VolumePeak20;RangePeak20;BreaksPriorLow;AcceptanceAccepted"
586,"2026-04-14 10:55:00",84.1,84.6,83.99,84.46,1626,"OutsideBar","Black","Up",0.9,0.68,0.61,"Up",1,0.36,"Up",0.95,0.770492,0.721311,False,False,True,True,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
587,"2026-04-14 11:00:00",84.46,84.78,84.41,84.55,2208,"HHHL","Black","Up",1,0.86,0.37,"Down",0.7,0.09,"Down",0.5,0.378378,0.513514,True,False,True,False,"Peak","Absent","Local","Local","Contained","Major","VolumePeak20;BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
588,"2026-04-14 11:05:00",84.54,84.65,83.97,84.04,2145,"LLLH","Red","Down",0.9,0.78,0.68,"Up",1,0.5,"Up",1,0.102941,0.352941,False,False,False,True,"Peak","Climactic","Absent","Local","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
589,"2026-04-14 11:10:00",84.03,84.09,83.7,83.78,2171,"LLLH","Red","Up",0.9,0.8,0.39,"Down",0.65,0.25,"Down",0.8,0.205128,0.307692,False,False,False,True,"Peak","Absent","Absent","Local","Accepted","Major","VolumePeak20;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
590,"2026-04-14 11:15:00",83.79,84.11,83.76,84.1,1300,"HHHL","Black","Down",0.55,0.48,0.35,"Down",0.4,0.31,"Up",0.85,0.971429,0.942857,False,False,True,False,"Falling","Absent","Clustered","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted;CompressionClustered"
591,"2026-04-14 11:20:00",84.09,84.33,83.94,84.22,1876,"HHHL","Black","Up",0.8,0.72,0.39,"Up",0.7,0.13,"Down",0.55,0.717949,0.435897,False,False,True,False,"Peak","Local","Absent","Absent","Accepted","Major","VolumePeak20;BreaksPriorHigh;AcceptanceAccepted"
592,"2026-04-14 11:25:00",84.22,84.45,83.6,84.03,3652,"OutsideBar","Red","Up",1,1,0.85,"Up",1,0.19,"Up",0.65,0.505882,0.458824,True,False,True,True,"Climactic","Climactic","Local","Absent","Contained","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorHigh;BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
593,"2026-04-14 11:30:00",84,84.11,83.55,83.8,7318,"LLLH","Red","Up",1,1,0.56,"Down",0.8,0.2,"Up",0.65,0.446429,0.910714,True,False,False,True,"Climactic","Strong","Clustered","Local","Contained","Structural","VolumePeak20;VolumeClimactic50;RangePeak20;BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
594,"2026-04-15 06:05:00",84.46,84.72,84.32,84.56,859,"HHHL","Black","Down",0.15,0.14,0.4,"Down",0.7,0.1,"Down",0.45,0.6,0,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
595,"2026-04-15 06:10:00",84.57,84.6,83.84,83.89,1603,"LLLH","Red","Up",0.6,0.68,0.76,"Up",0.95,0.68,"Up",1,0.065789,0.368421,False,False,False,True,"Rising","Climactic","Absent","Absent","Accepted","Structural","RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
596,"2026-04-15 06:15:00",83.86,83.96,83.49,83.9,1645,"LLLH","Black","Up",0.65,0.7,0.47,"Down",0.7,0.04,"Down",0.2,0.87234,0.255319,True,True,False,True,"Rising","Absent","Local","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
597,"2026-04-15 06:20:00",83.92,83.93,83.62,83.8,1068,"InsideBar","Red","Down",0.35,0.32,0.31,"Down",0.3,0.12,"Up",0.45,0.580645,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
598,"2026-04-15 06:25:00",83.82,83.84,83.55,83.74,817,"LLLH","Red","Down",0.1,0.12,0.29,"Down",0.15,0.08,"Down",0.3,0.655172,0.758621,True,False,False,True,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
599,"2026-04-15 06:30:00",83.73,83.73,83.22,83.45,1254,"LLLH","Red","Up",0.35,0.44,0.51,"Up",0.7,0.28,"Up",0.75,0.45098,0.352941,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorLow;AcceptanceAccepted"
600,"2026-04-15 06:35:00",83.43,83.84,83.2,83.78,1544,"OutsideBar","Black","Up",0.5,0.64,0.64,"Up",0.85,0.35,"Up",0.8,0.90625,0.796875,False,False,True,True,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
601,"2026-04-15 06:40:00",83.78,83.78,82.89,83.06,1878,"LLLH","Red","Up",0.7,0.78,0.89,"Up",1,0.72,"Up",1,0.191011,0.651685,False,False,False,True,"Rising","Climactic","Absent","Absent","Accepted","Structural","RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
602,"2026-04-15 06:45:00",83.06,83.79,83.06,83.69,1592,"HHHL","Black","Down",0.45,0.64,0.73,"Down",0.85,0.63,"Down",0.9,0.863014,0.986301,True,True,True,False,"Falling","Strong","Clustered","Local","Contained","Major","RangePeak20;BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
603,"2026-04-15 06:50:00",83.7,83.71,83.45,83.51,1082,"InsideBar","Red","Down",0.2,0.34,0.26,"Down",0.05,0.19,"Down",0.45,0.230769,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
604,"2026-04-15 06:55:00",83.54,83.9,83.45,83.87,681,"OutsideBar","Black","Down",0.05,0.08,0.45,"Up",0.5,0.33,"Up",0.7,0.933333,0.577778,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
605,"2026-04-15 07:00:00",83.88,84.04,83.53,83.54,1098,"HHHL","Red","Up",0.3,0.38,0.51,"Up",0.6,0.34,"Up",0.7,0.019608,0.72549,True,True,True,False,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
606,"2026-04-15 07:05:00",83.56,83.76,83.3,83.39,1045,"LLLH","Red","Down",0.2,0.3,0.46,"Down",0.5,0.17,"Down",0.35,0.195652,0.5,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
