BarIndex,Time,Open,High,Low,Close,Volume,Geometry,VolumePolarity,VolumeDelta,VolumeRank20,VolumeRank50,Range,RangeDelta,RangeRank20,Body,BodyDelta,BodyRank20,CloseLocation,OverlapRatio,CloseInsidePriorRange,CloseInsidePriorBody,BreaksPriorHigh,BreaksPriorLow,ParticipationState,ExpansionState,CompressionState,DissipationState,AcceptanceState,SignificanceState,EvidenceFlags
1,"2026-04-01 06:10:00",93.27,93.5,93.16,93.32,1550,"HHHL","Black","Down",0,0,0.34,"Down",0,0.05,"Down",0,0.470588,0.823529,True,False,True,False,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
2,"2026-04-01 06:15:00",93.31,93.45,92.61,92.95,3290,"LLLH","Red","Up",0,0,0.84,"Up",0,0.36,"Up",0,0.404762,0.345238,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
3,"2026-04-01 06:20:00",92.96,93.22,92.5,92.79,2295,"LLLH","Red","Down",0,0,0.72,"Down",0,0.17,"Down",0,0.402778,0.847222,True,False,False,True,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
4,"2026-04-01 06:25:00",92.81,93.42,92.59,92.6,1750,"HHHL","Red","Down",0,0,0.83,"Up",0,0.21,"Up",0,0.012048,0.759036,True,False,True,False,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
5,"2026-04-01 06:30:00",92.59,92.81,92.37,92.61,1841,"LLLH","Black","Up",0,0,0.44,"Down",0,0.02,"Down",0,0.545455,0.5,True,True,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
6,"2026-04-01 06:35:00",92.63,92.74,92.03,92.13,2764,"LLLH","Red","Up",0,0,0.71,"Up",0,0.5,"Up",0,0.140845,0.521127,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
7,"2026-04-01 06:40:00",92.15,92.31,91.36,91.62,4056,"LLLH","Red","Up",0,0,0.95,"Up",0,0.53,"Up",0,0.273684,0.294737,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
8,"2026-04-01 06:45:00",91.61,92.4,91.27,91.99,4602,"OutsideBar","Black","Up",0,0,1.13,"Up",0,0.38,"Down",0,0.637168,0.840708,True,True,True,True,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorHigh;BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
9,"2026-04-01 06:50:00",91.95,92.07,91.49,91.58,2276,"InsideBar","Red","Down",0,0,0.58,"Down",0,0.37,"Down",0,0.155172,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
10,"2026-04-01 06:55:00",91.56,91.86,90.93,91.31,3082,"LLLH","Red","Up",0,0,0.93,"Up",0,0.25,"Down",0,0.408602,0.397849,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
11,"2026-04-01 07:00:00",91.32,91.63,91.1,91.45,1921,"InsideBar","Black","Down",0,0,0.53,"Down",0,0.13,"Down",0,0.660377,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
12,"2026-04-01 07:05:00",91.45,91.93,91.38,91.55,2191,"HHHL","Black","Up",0,0,0.55,"Up",0,0.1,"Down",0,0.309091,0.454545,True,False,True,False,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
13,"2026-04-01 07:10:00",91.52,91.92,91.37,91.51,1582,"LLLH","Red","Down",0,0,0.55,"Down",0,0.01,"Down",0,0.254545,0.981818,True,True,False,True,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
14,"2026-04-01 07:15:00",91.51,91.74,91.06,91.17,1833,"LLLH","Red","Up",0,0,0.68,"Up",0,0.34,"Up",0,0.161765,0.544118,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
15,"2026-04-01 07:20:00",91.17,91.3,90.95,91.12,1968,"LLLH","Red","Up",0,0,0.35,"Down",0,0.05,"Down",0,0.485714,0.685714,True,False,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
16,"2026-04-01 07:25:00",91.11,91.61,91.08,91.31,2509,"HHHL","Black","Up",0,0,0.53,"Up",0,0.2,"Up",0,0.433962,0.415094,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
17,"2026-04-01 07:30:00",91.28,91.6,91.19,91.34,1282,"InsideBar","Black","Down",0,0,0.41,"Down",0,0.06,"Down",0,0.365854,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
18,"2026-04-01 07:35:00",91.36,91.75,90.72,91.67,3458,"OutsideBar","Black","Up",0,0,1.03,"Up",0,0.31,"Up",0,0.92233,0.398058,False,False,True,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
19,"2026-04-01 07:40:00",91.66,91.99,91.02,91.27,3515,"HHHL","Red","Up",0.9,0,0.97,"Down",0.9,0.39,"Up",0.9,0.257732,0.752577,True,False,True,False,"Peak","Strong","Local","Local","Contained","Structural","VolumePeak20;RangePeak20;BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
20,"2026-04-01 07:45:00",91.31,92.07,91.3,91.44,2885,"HHHL","Black","Down",0.7,0,0.77,"Down",0.65,0.13,"Down",0.35,0.181818,0.896104,True,True,True,False,"Falling","Absent","Clustered","Local","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
21,"2026-04-01 07:50:00",91.45,91.83,91.22,91.34,1684,"LLLH","Red","Down",0.15,0,0.61,"Down",0.45,0.11,"Down",0.3,0.196721,0.868852,True,True,False,True,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
22,"2026-04-01 07:55:00",91.34,91.58,91.09,91.34,1796,"LLLH","Neutral","Up",0.25,0,0.49,"Down",0.2,0,"Down",0.05,0.510204,0.734694,True,True,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
23,"2026-04-01 08:00:00",91.33,91.58,91.17,91.56,1085,"InsideBar","Black","Down",0.05,0,0.41,"Down",0.15,0.23,"Up",0.6,0.95122,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
24,"2026-04-01 08:05:00",91.55,91.86,91.43,91.63,1675,"HHHL","Black","Up",0.2,0,0.43,"Up",0.2,0.08,"Down",0.3,0.465116,0.348837,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
25,"2026-04-01 08:10:00",91.64,91.87,91.51,91.58,1563,"HHHL","Red","Down",0.15,0,0.36,"Down",0.1,0.06,"Down",0.25,0.194444,0.972222,True,True,True,False,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
26,"2026-04-01 08:15:00",91.58,91.85,91.54,91.77,1329,"InsideBar","Black","Down",0.15,0,0.31,"Down",0.05,0.19,"Up",0.55,0.741935,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
27,"2026-04-01 08:20:00",91.74,91.97,91.61,91.67,1182,"HHHL","Red","Down",0.1,0,0.36,"Up",0.2,0.07,"Down",0.3,0.166667,0.666667,True,True,True,False,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
28,"2026-04-01 08:25:00",91.68,92.48,91.61,92.39,2280,"OutsideBar","Black","Up",0.75,0,0.87,"Up",0.85,0.71,"Up",1,0.896552,0.413793,False,False,True,False,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
29,"2026-04-01 08:30:00",92.39,92.69,92.25,92.53,3252,"HHHL","Black","Up",0.9,0,0.44,"Down",0.4,0.14,"Down",0.6,0.636364,0.522727,False,False,True,False,"Peak","Absent","Absent","Local","Accepted","Major","VolumePeak20;HighVolumeLowRange;BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
30,"2026-04-01 08:35:00",92.51,92.63,92.21,92.28,1930,"LLLH","Red","Down",0.6,0,0.42,"Down",0.35,0.23,"Up",0.8,0.166667,0.904762,True,False,False,True,"Falling","Absent","Clustered","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
31,"2026-04-01 08:40:00",92.27,92.43,92.03,92.08,1444,"LLLH","Red","Down",0.25,0,0.4,"Down",0.25,0.19,"Down",0.65,0.125,0.55,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
32,"2026-04-01 08:45:00",92.06,92.39,92.05,92.34,962,"InsideBar","Black","Down",0.05,0,0.34,"Down",0.1,0.28,"Up",0.8,0.852941,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
33,"2026-04-01 08:50:00",92.33,92.64,92.29,92.51,1189,"HHHL","Black","Up",0.2,0,0.35,"Up",0.2,0.18,"Down",0.5,0.628571,0.285714,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
34,"2026-04-01 08:55:00",92.51,92.77,92.49,92.61,1380,"HHHL","Black","Up",0.35,0,0.28,"Down",0.05,0.1,"Down",0.35,0.428571,0.535714,True,False,True,False,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
35,"2026-04-01 09:00:00",92.6,92.61,92.09,92.22,2496,"LLLH","Red","Up",0.75,0,0.52,"Up",0.7,0.38,"Up",0.9,0.25,0.230769,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorLow;AcceptanceAccepted"
36,"2026-04-01 09:05:00",92.23,92.36,92.12,92.34,1532,"InsideBar","Black","Down",0.45,0,0.24,"Down",0.05,0.11,"Down",0.4,0.916667,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
37,"2026-04-01 09:10:00",92.34,92.57,92.22,92.43,1054,"HHHL","Black","Down",0.1,0,0.35,"Up",0.3,0.09,"Down",0.25,0.6,0.4,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
38,"2026-04-01 09:15:00",92.42,93.23,92.42,93.17,3255,"HHHL","Black","Up",0.95,0,0.81,"Up",0.9,0.75,"Up",1,0.925926,0.185185,False,False,True,False,"Peak","Strong","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
39,"2026-04-01 09:20:00",93.16,93.35,92.84,92.89,1727,"HHHL","Red","Down",0.65,0,0.51,"Down",0.75,0.27,"Down",0.8,0.098039,0.764706,True,True,True,False,"Falling","Absent","Local","Local","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
40,"2026-04-01 09:25:00",92.89,92.98,92.7,92.82,1025,"LLLH","Red","Down",0.1,0,0.28,"Down",0.15,0.07,"Down",0.2,0.428571,0.5,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
41,"2026-04-01 09:30:00",92.83,92.88,92.55,92.58,1307,"LLLH","Red","Up",0.35,0,0.33,"Up",0.25,0.25,"Up",0.75,0.090909,0.545455,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
42,"2026-04-01 09:35:00",92.58,92.75,92.45,92.69,1846,"LLLH","Black","Up",0.75,0,0.3,"Down",0.2,0.11,"Down",0.4,0.8,0.666667,True,True,False,True,"Rising","Absent","Local","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
43,"2026-04-01 09:40:00",92.7,92.8,92.61,92.64,669,"HHHL","Red","Down",0.05,0,0.19,"Down",0.05,0.06,"Down",0.1,0.157895,0.736842,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
44,"2026-04-01 09:45:00",92.66,92.67,92.3,92.3,1263,"LLLH","Red","Up",0.35,0,0.37,"Up",0.65,0.36,"Up",0.85,0,0.162162,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorLow;AcceptanceAccepted"
45,"2026-04-01 09:50:00",92.31,92.58,92.31,92.54,900,"InsideBar","Black","Down",0.1,0,0.27,"Down",0.15,0.23,"Down",0.65,0.851852,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
46,"2026-04-01 09:55:00",92.54,92.69,92.46,92.66,849,"HHHL","Black","Down",0.1,0,0.23,"Down",0.1,0.12,"Down",0.4,0.869565,0.521739,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
47,"2026-04-01 10:00:00",92.64,92.75,92.46,92.52,679,"OutsideBar","Red","Down",0.1,0,0.29,"Up",0.35,0.12,"Up",0.4,0.206897,0.793103,True,False,True,False,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
48,"2026-04-01 10:05:00",92.5,92.53,92.25,92.28,1429,"LLLH","Red","Up",0.6,0,0.28,"Down",0.35,0.22,"Up",0.6,0.107143,0.25,False,False,False,True,"Rising","Absent","Absent","Local","Accepted","Moderate","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
49,"2026-04-01 10:10:00",92.29,92.29,91.68,91.79,2595,"LLLH","Red","Up",0.95,0.8,0.61,"Up",0.95,0.5,"Up",0.95,0.180328,0.065574,False,False,False,True,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
50,"2026-04-01 10:15:00",91.78,91.89,91.64,91.71,1672,"LLLH","Red","Down",0.75,0.44,0.25,"Down",0.2,0.07,"Down",0.15,0.28,0.84,True,False,False,True,"Falling","Absent","Clustered","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
51,"2026-04-01 10:20:00",91.7,92.04,91.67,92.01,1289,"HHHL","Black","Down",0.5,0.26,0.37,"Up",0.8,0.31,"Up",0.8,0.918919,0.594595,False,False,True,False,"Falling","Strong","Absent","Local","Accepted","Major","RangePeak20;BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
52,"2026-04-01 10:25:00",92.01,92.02,91.65,91.98,1397,"LLLH","Red","Up",0.6,0.34,0.37,"Down",0.7,0.03,"Down",0.05,0.891892,0.945946,True,True,False,True,"Rising","Absent","Clustered","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
53,"2026-04-01 10:30:00",91.99,92.03,91.8,91.81,706,"HHHL","Red","Down",0.15,0.06,0.23,"Down",0.15,0.18,"Up",0.55,0.043478,0.956522,True,False,True,False,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
54,"2026-04-01 10:35:00",91.82,91.87,91.49,91.68,1635,"LLLH","Red","Up",0.7,0.48,0.38,"Up",0.8,0.14,"Down",0.5,0.5,0.184211,False,False,False,True,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;BreaksPriorLow;AcceptanceAccepted"
55,"2026-04-01 10:40:00",91.67,91.74,91.49,91.55,1156,"InsideBar","Red","Down",0.4,0.2,0.25,"Down",0.3,0.12,"Down",0.5,0.24,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
56,"2026-04-01 10:45:00",91.54,91.55,91.37,91.44,994,"LLLH","Red","Down",0.3,0.14,0.18,"Down",0.05,0.1,"Down",0.3,0.388889,0.333333,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
57,"2026-04-01 10:50:00",91.44,91.46,91.11,91.3,1824,"LLLH","Red","Up",0.85,0.64,0.35,"Up",0.65,0.14,"Up",0.55,0.542857,0.257143,False,False,False,True,"Peak","Local","Absent","Absent","Accepted","Major","VolumePeak20;BreaksPriorLow;AcceptanceAccepted"
58,"2026-04-01 10:55:00",91.3,91.43,91.07,91.4,1508,"LLLH","Black","Down",0.7,0.46,0.36,"Up",0.7,0.1,"Down",0.3,0.916667,0.888889,True,True,False,True,"Falling","Local","Local","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
59,"2026-04-01 11:00:00",91.38,91.99,91.29,91.8,1984,"HHHL","Black","Up",0.95,0.78,0.7,"Up",1,0.42,"Up",0.95,0.728571,0.2,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
60,"2026-04-01 11:05:00",91.8,92.28,91.78,92.2,1918,"HHHL","Black","Down",0.9,0.72,0.5,"Down",0.9,0.4,"Down",0.9,0.84,0.42,False,False,True,False,"Peak","Strong","Absent","Local","Accepted","Structural","VolumePeak20;RangePeak20;BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
61,"2026-04-01 11:10:00",92.21,92.26,91.96,92.08,1198,"InsideBar","Red","Down",0.4,0.28,0.3,"Down",0.55,0.13,"Down",0.5,0.4,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
62,"2026-04-01 11:15:00",92.08,92.08,91.66,91.89,1628,"LLLH","Red","Up",0.7,0.56,0.42,"Up",0.85,0.19,"Up",0.65,0.547619,0.285714,False,False,False,True,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;BreaksPriorLow;AcceptanceAccepted"
63,"2026-04-01 11:20:00",91.91,92.43,91.89,92.32,1640,"HHHL","Black","Up",0.75,0.58,0.54,"Up",0.9,0.41,"Up",0.9,0.796296,0.351852,False,False,True,False,"Rising","Strong","Absent","Absent","Accepted","Structural","RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
64,"2026-04-01 11:25:00",92.32,92.37,91.92,92.05,2083,"InsideBar","Red","Up",0.95,0.82,0.45,"Down",0.8,0.27,"Down",0.75,0.288889,1,True,True,False,False,"Peak","Strong","Clustered","Local","Unresolved","Major","VolumePeak20;RangePeak20;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;CompressionClustered"
65,"2026-04-01 11:30:00",92.03,92.75,91.97,92.63,6693,"HHHL","Black","Up",1,1,0.78,"Up",1,0.6,"Up",1,0.846154,0.512821,False,False,True,False,"Climactic","Climactic","Absent","Absent","Accepted","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
66,"2026-04-02 06:05:00",105.64,106.46,104.31,104.69,8196,"HHHL","Red","Up",1,1,2.15,"Up",1,0.95,"Up",1,0.176744,0,False,False,True,False,"Climactic","Climactic","Absent","Absent","Accepted","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
67,"2026-04-02 06:10:00",104.7,105.09,104.24,104.67,4020,"LLLH","Red","Down",0.9,0.96,0.85,"Down",0.95,0.03,"Down",0.1,0.505882,0.917647,True,False,False,True,"Climactic","Climactic","Clustered","Local","Contained","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
68,"2026-04-02 06:15:00",104.67,106.3,104.53,105.89,4444,"HHHL","Black","Up",0.9,0.96,1.77,"Up",0.95,1.22,"Up",1,0.768362,0.316384,False,False,True,False,"Climactic","Climactic","Absent","Absent","Accepted","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
69,"2026-04-02 06:20:00",105.88,105.93,105.03,105.6,3732,"InsideBar","Red","Down",0.8,0.92,0.9,"Down",0.9,0.28,"Down",0.65,0.633333,1,True,True,False,False,"Peak","Strong","Clustered","Absent","Unresolved","Structural","VolumePeak20;RangePeak20;CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
70,"2026-04-02 06:25:00",105.59,106.1,105.32,106.05,2321,"HHHL","Black","Down",0.75,0.82,0.78,"Down",0.8,0.46,"Up",0.85,0.935897,0.782051,False,False,True,False,"Falling","Strong","Absent","Local","Accepted","Major","RangePeak20;BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
71,"2026-04-02 06:30:00",106.05,106.05,104.99,105.13,2995,"LLLH","Red","Up",0.75,0.86,1.06,"Up",0.9,0.92,"Up",0.9,0.132075,0.688679,False,False,False,True,"Rising","Strong","Absent","Absent","Accepted","Structural","RangePeak20;BreaksPriorLow;AcceptanceAccepted"
72,"2026-04-02 06:35:00",105.14,105.17,104.2,104.39,4511,"LLLH","Red","Up",0.9,0.96,0.97,"Down",0.85,0.75,"Down",0.85,0.195876,0.185567,False,False,False,True,"Climactic","Strong","Absent","Local","Accepted","Structural","VolumePeak20;VolumeClimactic50;RangePeak20;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
73,"2026-04-02 06:40:00",104.41,105.53,103.99,105.49,4811,"OutsideBar","Black","Up",0.9,0.96,1.54,"Up",0.9,1.08,"Up",0.95,0.974026,0.62987,False,False,True,True,"Climactic","Strong","Absent","Absent","Accepted","Structural","VolumePeak20;VolumeClimactic50;RangePeak20;BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
74,"2026-04-02 06:45:00",105.47,105.97,105.16,105.66,3614,"HHHL","Black","Down",0.65,0.86,0.81,"Down",0.65,0.19,"Down",0.4,0.617284,0.45679,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
75,"2026-04-02 06:50:00",105.66,105.68,103.99,104.33,3729,"LLLH","Red","Up",0.65,0.86,1.69,"Up",0.9,1.33,"Up",1,0.201183,0.307692,False,False,False,True,"Rising","Strong","Absent","Absent","Accepted","Structural","RangePeak20;BreaksPriorLow;AcceptanceAccepted"
76,"2026-04-02 06:55:00",104.32,104.42,103.26,103.93,4439,"LLLH","Red","Up",0.75,0.9,1.16,"Down",0.8,0.39,"Down",0.45,0.577586,0.37069,False,False,False,True,"Rising","Strong","Absent","Local","Accepted","Structural","RangePeak20;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
77,"2026-04-02 07:00:00",103.91,104.05,103.19,103.52,4332,"LLLH","Red","Down",0.7,0.88,0.86,"Down",0.6,0.39,"Up",0.45,0.383721,0.918605,True,False,False,True,"Falling","Absent","Clustered","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
78,"2026-04-02 07:05:00",103.52,104.21,102.99,103.91,3442,"OutsideBar","Black","Down",0.45,0.78,1.22,"Up",0.8,0.39,"Flat",0.45,0.754098,0.704918,True,True,True,True,"Falling","Strong","Local","Local","Contained","Major","RangePeak20;BreaksPriorHigh;BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
79,"2026-04-02 07:10:00",103.92,104.18,102.82,103.22,3172,"LLLH","Red","Down",0.4,0.74,1.36,"Up",0.8,0.7,"Up",0.7,0.294118,0.875,True,False,False,True,"Falling","Strong","Local","Local","Contained","Major","RangePeak20;LowVolumeHighRange;BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
80,"2026-04-02 07:15:00",103.22,104.06,103.18,104.01,2774,"InsideBar","Black","Down",0.3,0.7,0.88,"Down",0.5,0.79,"Up",0.75,0.943182,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
81,"2026-04-02 07:20:00",104.01,104.01,103.07,103.51,2774,"LLLH","Red","Flat",0.3,0.7,0.94,"Up",0.55,0.5,"Down",0.55,0.468085,0.882979,True,True,False,True,"Normal","Local","Local","Absent","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
82,"2026-04-02 07:25:00",103.5,103.54,102.74,103.17,3555,"LLLH","Red","Up",0.45,0.78,0.8,"Down",0.25,0.33,"Down",0.25,0.5375,0.5875,True,False,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
83,"2026-04-02 07:30:00",103.15,103.71,103.06,103.48,2379,"HHHL","Black","Down",0.15,0.6,0.65,"Down",0.1,0.33,"Flat",0.3,0.646154,0.738462,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
84,"2026-04-02 07:35:00",103.49,103.67,102.59,102.9,3154,"LLLH","Red","Up",0.3,0.7,1.08,"Up",0.65,0.59,"Up",0.55,0.287037,0.564815,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorLow;AcceptanceAccepted"
85,"2026-04-02 07:40:00",102.92,103.01,99.11,100.61,16126,"LLLH","Red","Up",1,1,3.9,"Up",1,2.31,"Up",1,0.384615,0.107692,False,False,False,True,"Climactic","Climactic","Absent","Absent","Accepted","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
