method,block_size,boot_mean
iid,,0.44912646748109725
iid,,0.33387882924089957
iid,,0.13717925295723626
iid,,0.32023252463693547
iid,,0.34408901758404076
iid,,0.45656275944579955
iid,,0.3075040681262938
iid,,0.359269174103928
iid,,0.36016748297732254
iid,,0.387484282527269
iid,,0.47137486581852467
iid,,0.09385432150183515
iid,,0.24521441669918823
iid,,0.056872143014514785
iid,,0.2353526027656953
iid,,0.4672709820532026
iid,,0.18739872605603172
iid,,0.34207061874942657
iid,,-0.1750573504167534
iid,,0.4875932384337886
iid,,0.3380380336595249
iid,,0.14895307600267693
iid,,0.17898479040444715
iid,,0.22712570678558083
iid,,0.4882094072745424
iid,,0.1646248235229646
iid,,0.2087514709936555
iid,,0.17566075516191024
iid,,0.10563805368687824
iid,,0.3351824947396836
iid,,0.37152913330829385
iid,,0.4001751098838949
iid,,0.17799170837200456
iid,,0.31261603186592113
iid,,0.360665047869299
iid,,0.21868830983406506
iid,,0.41619607075785753
iid,,0.40704742063600047
iid,,0.48709569051011303
iid,,0.43244605161490435
iid,,0.18758712077986836
iid,,0.3609380617858056
iid,,0.2580874564124424
iid,,0.504903022367122
iid,,0.3671454782905765
iid,,0.33762929952094656
iid,,0.4907008952576487
iid,,0.3493934966284319
iid,,0.19437853027163737
iid,,0.31708913070554556
iid,,0.3123216002401571
iid,,0.18140852235273866
iid,,0.3431775565425425
iid,,0.2673013591474378
iid,,0.3352730724087776
iid,,0.26066562116770814
iid,,0.26013553216991575
iid,,0.24281637708701564
iid,,0.23290216552534324
iid,,0.378516238597247
iid,,0.6261656560003424
iid,,0.38436679309217425
iid,,0.26577894458392864
iid,,0.49297824128675155
iid,,0.4012772867902528
iid,,0.03508817432901205
iid,,0.5137278370178694
iid,,0.3140766186369667
iid,,0.36697013903553455
iid,,0.1894964664653901
iid,,0.3274532790019186
iid,,-0.10604144164758267
iid,,0.40202872822851976
iid,,0.38404983911147017
iid,,0.2219666700400173
iid,,0.33776023593627513
iid,,0.27764465747854783
iid,,0.37635067107274345
iid,,0.31044649979359795
iid,,0.1316963257400305
iid,,0.3668785034347554
iid,,0.4925079691585408
iid,,0.07231426296001565
iid,,0.1844664306985183
iid,,0.37918379663607893
iid,,0.2998533784202618
iid,,0.13667795658217383
iid,,0.3123710121790497
iid,,0.1356830552449685
iid,,0.10314082006081222
iid,,0.34332791699317494
iid,,0.44785304899768574
iid,,0.0329281462714299
iid,,0.3291788461472005
iid,,0.3015023591936045
iid,,0.39341556800761096
iid,,0.46065268258663433
iid,,0.22146839559145523
iid,,0.29636066722123094
iid,,0.05364643105854828
iid,,0.20421723353316917
iid,,0.46507746828896235
iid,,0.17985531640351407
iid,,0.3816600049286516
iid,,0.43723341370915325
iid,,0.45175827116638156
iid,,0.1341878284073538
iid,,0.6144797584723285
iid,,0.20515971999960414
iid,,0.17893755665494454
iid,,0.12032943735090833
iid,,0.23199926271105645
iid,,-0.009117708877432431
iid,,0.2316344361593626
iid,,-0.05996804925353634
iid,,0.49273551723641457
iid,,0.09005156724752128
iid,,0.19137480768313342
iid,,0.4060183113919563
iid,,0.12280708709535579
iid,,0.1813269007839337
iid,,0.5649310786913155
iid,,0.6454081082022911
iid,,0.23947401358014034
iid,,0.3424059675483878
iid,,0.251430141086493
iid,,0.2790914528315722
iid,,0.31221121679321073
iid,,0.35041965774890815
iid,,0.19218802175732735
iid,,0.0323328960637763
iid,,0.30919297939675694
iid,,0.3118581545491221
iid,,0.3310380652856675
iid,,0.2787538475330066
iid,,0.2586406616040082
iid,,0.23783295644996483
iid,,0.3368386805988071
iid,,0.05254939010926414
iid,,0.17685691953993193
iid,,0.45980004703881333
iid,,0.35736945209731674
iid,,0.23276729542244004
iid,,0.4776407262556359
iid,,0.13050302782429798
iid,,0.23537969408905868
iid,,0.23176483017110847
iid,,0.19239454737673245
iid,,0.24896404772072545
iid,,0.265822538875244
iid,,0.3508379628972948
iid,,0.17585074393571512
iid,,0.4913610074439357
iid,,0.3211406952545462
iid,,0.28785668716513324
iid,,0.3074658604795981
iid,,0.012039209633966238
iid,,0.22566574478294874
iid,,0.09366805677086705
iid,,0.3967290240533144
iid,,0.1811088589584891
iid,,0.34804835323930605
iid,,0.40103458967718225
iid,,0.4529991621864249
iid,,0.5028835178744884
iid,,0.08658246921667735
iid,,0.07511001762318605
iid,,0.21801005584871802
iid,,0.24029294652901143
iid,,0.08765811758191984
iid,,0.38373663968196886
iid,,0.4228094931443702
iid,,0.2183178980110151
iid,,0.31799989341676865
iid,,0.31667557266030044
iid,,0.16471353316134063
iid,,0.11199621340723402
iid,,0.23042179863320195
iid,,0.2884145646104433
iid,,0.21055667019964291
iid,,-0.01046682689611753
iid,,0.38673343791365766
iid,,0.026056977460208845
iid,,0.1087520285381957
iid,,-0.08146581241365716
iid,,0.4149401783993219
iid,,0.08142104890749952
iid,,0.1897022441435469
iid,,0.14190247654910473
iid,,0.09134151771696382
iid,,0.31525867796316703
iid,,0.11022247028659238
iid,,-0.05039439223929495
iid,,0.2598164480922016
iid,,0.3425226291571572
iid,,0.31264375136983363
iid,,0.391442118540568
iid,,0.274220131767699
iid,,0.502634823005782
iid,,-0.032542229230060955
iid,,0.13314671755912447
iid,,-0.01882368500686661
iid,,0.28049062950016956
iid,,0.1672884178379378
iid,,0.15774206727391893
iid,,0.21933448413172565
iid,,0.24938077915586343
iid,,0.4036651570235773
iid,,0.18391324423332606
iid,,0.4413797617217523
iid,,0.4312236898515425
iid,,0.06426508335528329
iid,,0.23859301629608431
iid,,0.48411292541558426
iid,,0.29018426735470443
iid,,0.08852889018316486
iid,,0.36025714164985134
iid,,0.2122127491281537
iid,,0.36827795564353294
iid,,0.4584381129231717
iid,,0.43668932328745386
iid,,0.39974826344347786
iid,,0.5013818828449832
iid,,0.24574108218007265
iid,,0.42305045431652094
iid,,-0.05574731833137229
iid,,0.22155535728895823
iid,,0.23326834430469154
iid,,0.5713769285520971
iid,,0.23276931920824812
iid,,0.46405804959598185
iid,,0.35046417232810667
iid,,0.3090813965205749
iid,,0.1304183249092518
iid,,0.5377291861817114
iid,,0.22187250083935442
iid,,0.29922397006024043
iid,,0.40895312642757115
iid,,0.19410043313525163
iid,,0.15002509774986017
iid,,0.07357914327268193
iid,,0.010065789292504608
iid,,0.26779355148351247
iid,,0.5726403892777183
iid,,0.10963343225532887
iid,,0.41610018369733964
iid,,0.38525116178232366
iid,,0.11579560593310706
iid,,0.21763689958291915
iid,,0.24077612965919643
iid,,0.1510169190165549
iid,,0.1902855220313534
iid,,0.45045642129435526
iid,,0.25226580518639335
iid,,0.2734080186753038
iid,,0.23849720920774445
iid,,0.35355095138182263
iid,,0.10383796354914743
iid,,0.3073279233027792
iid,,0.3876050057534906
iid,,0.02245943000039583
iid,,-0.01411670756586945
iid,,0.21205638010271932
iid,,0.31579065748765583
iid,,0.15696800399312302
iid,,0.531529364411335
iid,,0.5316796150207452
iid,,0.17994137356174938
iid,,0.30422692721037276
iid,,0.30777047345049974
iid,,0.323125028044354
iid,,0.31885030132953585
iid,,0.1212581462952592
iid,,0.324300220668383
iid,,0.20341768837254864
iid,,0.319459692252738
iid,,0.34041711987777473
iid,,0.23645751177068688
iid,,0.5398547893719384
iid,,0.08514143973109398
iid,,0.14514345701766235
iid,,0.374366571568161
iid,,0.4925526233326848
iid,,0.33331112789498557
iid,,0.3123826849914505
iid,,0.21670153127770267
iid,,0.1906607877789153
iid,,0.054235466492358234
iid,,0.16256871068741152
iid,,0.4339841378401628
iid,,0.23384053874944422
iid,,0.3448822792345636
iid,,0.1149390213171984
iid,,0.44666123318823103
iid,,0.2781654878166922
iid,,0.17153189410088807
iid,,0.4753734774926833
iid,,0.38266317952896567
iid,,0.2912938539755611
iid,,0.16751006266111865
iid,,0.08538531114655637
iid,,0.14348582978455912
iid,,0.43322300657508384
iid,,0.0956945936098945
iid,,0.24468236840506408
iid,,0.03268374360210927
iid,,0.08056909435096828
iid,,0.3638138571995574
iid,,-0.025702439805294356
iid,,0.3470742092503806
iid,,0.17800749918381203
iid,,0.21997464883661016
iid,,0.4079943723060233
iid,,0.1787504027991889
iid,,0.2650555201056912
iid,,0.25969906979278534
iid,,0.3219124546523051
iid,,0.10695212425652097
iid,,0.27287752496080314
iid,,0.2664415405406451
iid,,0.13014523960431254
iid,,0.06530122068635454
iid,,0.37814976859290755
iid,,0.39181495138142025
iid,,0.46877415734568384
iid,,0.3748736174164585
iid,,0.3504880853518199
iid,,0.07893775603473752
iid,,0.07733948645330924
iid,,0.11446585246207398
iid,,0.30386992964740744
iid,,0.31651113136293785
iid,,0.5073453057102256
iid,,0.2549745920609879
iid,,0.23195775387751788
iid,,0.08912139188669045
iid,,0.09402775964971334
iid,,0.2739081119012433
iid,,0.40603154507635164
iid,,0.26505972969532415
iid,,0.06000674456279075
iid,,0.14644655897685316
iid,,0.49963734911979735
iid,,0.13841084017346797
iid,,0.3325486265045366
iid,,0.4774589408138213
iid,,0.1400227940307273
iid,,0.014145439251831501
iid,,0.3788920118233378
iid,,0.26454466452995457
iid,,0.36561763121711344
iid,,0.3681066649436421
iid,,0.3440773269537052
iid,,0.07926429142918377
iid,,0.4818018364454838
iid,,0.26260081206079894
iid,,0.25187410468191923
iid,,0.29460498328663365
iid,,0.22376787438239482
iid,,0.1371544467500101
iid,,0.2822819819701539
iid,,0.25707416251805665
iid,,0.33054680978436457
iid,,0.15616970883413667
iid,,0.3581243423692389
iid,,0.3530950176452548
iid,,0.44311483427113113
iid,,-0.031794342873052335
iid,,-0.01735985081621553
iid,,0.3218330750997921
iid,,0.4460256823590662
iid,,0.27882336363946036
iid,,0.13711169626690334
iid,,0.215598926313583
iid,,0.14059720592321576
iid,,0.3175352344649677
iid,,0.11964446739159709
iid,,0.3092849006683702
iid,,0.22606391406212073
iid,,0.23442912298364652
iid,,0.631009543384308
iid,,0.34440089128314144
iid,,0.4772082245434893
iid,,0.32832284087889696
iid,,-0.06375981971686978
