APVA Harmful Node Heterogeneity Study v0.1
============================================================================================================
Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
Harmful node count: 11

1. Harmful Node Inventory
Node | Count | ReplicationCount | ContributionScore | Top1Loss | BrierWorsening
CompressionProcessing_Age1 | 2928 | 1 | 0.5919 | -0.56% | -0.0081
CompressionProcessing_Age4 | 528 | 1 | 0.5382 | -0.09% | -0.0014
CompressionProcessing_Age6-10 | 247 | 1 | 0.4871 | -0.16% | -0.0017
DecayToNeutral_Age1 | 1486 | 1 | 0.5216 | -0.74% | -0.0058
NeutralProcessing_Age1 | 5672 | 1 | 0.5000 | -2.85% | -0.0244
NeutralProcessing_Age2 | 3205 | 1 | 0.5102 | -1.67% | -0.0131
NeutralProcessing_Age3 | 1754 | 1 | 0.6220 | 0.18% | -0.0007
NeutralProcessing_Age6-10 | 2884 | 1 | 0.3534 | -0.44% | -0.0111
ReassertionProcessing_Age1 | 1759 | 1 | 0.5461 | -0.55% | -0.0059
ReassertionProcessing_Age2 | 237 | 1 | 0.5250 | -0.12% | -0.0009
RecoveryResolution_Age1 | 1079 | 1 | 0.5622 | -0.09% | -0.0021

2. Baseline Harmfulness
Node | BaselineTop1Loss | BaselineBrierWorsening | BaselineContribution
CompressionProcessing_Age1 | -0.56% | -0.0081 | 0.5919
CompressionProcessing_Age4 | -0.09% | -0.0014 | 0.5382
CompressionProcessing_Age6-10 | -0.16% | -0.0017 | 0.4871
DecayToNeutral_Age1 | -0.74% | -0.0058 | 0.5216
NeutralProcessing_Age1 | -2.85% | -0.0244 | 0.5000
NeutralProcessing_Age2 | -1.67% | -0.0131 | 0.5102
NeutralProcessing_Age3 | 0.18% | -0.0007 | 0.6220
NeutralProcessing_Age6-10 | -0.44% | -0.0111 | 0.3534
ReassertionProcessing_Age1 | -0.55% | -0.0059 | 0.5461
ReassertionProcessing_Age2 | -0.12% | -0.0009 | 0.5250
RecoveryResolution_Age1 | -0.09% | -0.0021 | 0.5622

3. Previous Node Split
Node | Subgroup | Count | Top1Accuracy | BrierScore | ForecastConfidence | Entropy
CompressionProcessing_Age1 | NeutralProcessing_Age1 | 835 | 67.54% | 0.4384 | 35.09% | 0.6303
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 607 | 74.46% | 0.3803 | 48.93% | 0.5681
CompressionProcessing_Age1 | NeutralProcessing_Age2 | 425 | 60.47% | 0.4781 | 20.94% | 0.6711
CompressionProcessing_Age1 | RecoveryResolution_Age3 | 173 | 71.68% | 0.4060 | 43.35% | 0.5960
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 145 | 56.55% | 0.4914 | 13.10% | 0.6845
CompressionProcessing_Age1 | NeutralProcessing_Age6-10 | 134 | 59.70% | 0.4812 | 19.40% | 0.6742
CompressionProcessing_Age1 | NeutralProcessing_Age3 | 102 | 59.80% | 0.4808 | 19.61% | 0.6738
CompressionProcessing_Age1 | DecayToNeutral_Age1 | 100 | 100.00% | 0.0000 | 100.00% | 0.0000
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 96 | 72.92% | 0.3950 | 45.83% | 0.5841
CompressionProcessing_Age1 | MixedStructure_Age1 | 91 | 82.42% | 0.2898 | 64.84% | 0.4650
CompressionProcessing_Age1 | NeutralProcessing_Age5 | 57 | 64.91% | 0.4555 | 29.82% | 0.6480
CompressionProcessing_Age1 | NeutralProcessing_Age11-20 | 46 | 71.74% | 0.4055 | 43.48% | 0.5954
CompressionProcessing_Age1 | NeutralProcessing_Age4 | 26 | 65.38% | 0.4527 | 30.77% | 0.6450
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 25 | 92.00% | 0.1472 | 84.00% | 0.2788
CompressionProcessing_Age1 | ExhaustionPersistence_Age4 | 14 | 78.57% | 0.3367 | 57.14% | 0.5196
CompressionProcessing_Age1 | ReassertionProcessing_Age2 | 10 | 100.00% | 0.0000 | 100.00% | 0.0000
CompressionProcessing_Age1 | RecoveryResolution_Age4 | 10 | 80.00% | 0.3200 | 60.00% | 0.5004
CompressionProcessing_Age1 | ExhaustionPersistence_Age5 | 7 | 57.14% | 0.4898 | 14.29% | 0.6829
CompressionProcessing_Age1 | MixedStructure_Age2 | 7 | 100.00% | 0.0000 | 100.00% | 0.0000
CompressionProcessing_Age1 | ConstructiveEmergence_Age1 | 6 | 66.67% | 0.4444 | 33.33% | 0.6365
CompressionProcessing_Age1 | NeutralProcessing_Age21+ | 4 | 75.00% | 0.3750 | 50.00% | 0.5623
CompressionProcessing_Age1 | RecoveryResolution_Age6-10 | 3 | 66.67% | 0.4444 | 33.33% | 0.6365
CompressionProcessing_Age1 | DestructiveRotation_Age2 | 2 | 100.00% | 0.0000 | 100.00% | 0.0000
CompressionProcessing_Age1 | DestructiveRotation_Age3 | 1 | 100.00% | 0.0000 | 100.00% | 0.0000
CompressionProcessing_Age1 | ExhaustionPersistence_Age6-10 | 1 | 100.00% | 0.0000 | 100.00% | 0.0000
CompressionProcessing_Age1 | ReassertionProcessing_Age3 | 1 | 100.00% | 0.0000 | 100.00% | 0.0000
CompressionProcessing_Age4 | CompressionProcessing_Age3 | 528 | 65.15% | 0.4541 | 30.30% | 0.6465
CompressionProcessing_Age6-10 | CompressionProcessing_Age5 | 127 | 50.39% | 0.6093 | 17.32% | 1.0089
CompressionProcessing_Age6-10 | CompressionProcessing_Age6-10 | 120 | 46.67% | 0.5999 | 5.83% | 0.9813
DecayToNeutral_Age1 | MixedStructure_Age1 | 662 | 54.23% | 0.4964 | 8.46% | 0.6896
DecayToNeutral_Age1 | DestructiveRotation_Age1 | 249 | 52.61% | 0.4986 | 5.22% | 0.6918
DecayToNeutral_Age1 | ExhaustionPersistence_Age1 | 218 | 56.88% | 0.4905 | 13.76% | 0.6836
DecayToNeutral_Age1 | MixedStructure_Age2 | 106 | 55.66% | 0.4936 | 11.32% | 0.6867
DecayToNeutral_Age1 | DestructiveRotation_Age2 | 45 | 60.00% | 0.4800 | 20.00% | 0.6730
DecayToNeutral_Age1 | CompressionProcessing_Age2 | 41 | 53.66% | 0.4973 | 7.32% | 0.6905
DecayToNeutral_Age1 | ExhaustionPersistence_Age4 | 32 | 50.00% | 0.5000 | 0.00% | 0.6931
DecayToNeutral_Age1 | CompressionProcessing_Age5 | 22 | 50.00% | 0.5000 | 0.00% | 0.6931
DecayToNeutral_Age1 | CompressionProcessing_Age4 | 19 | 52.63% | 0.4986 | 5.26% | 0.6918
DecayToNeutral_Age1 | MixedStructure_Age3 | 17 | 64.71% | 0.4567 | 29.41% | 0.6492
DecayToNeutral_Age1 | ExhaustionPersistence_Age5 | 14 | 57.14% | 0.4898 | 14.29% | 0.6829
DecayToNeutral_Age1 | CompressionProcessing_Age6-10 | 13 | 53.85% | 0.4970 | 7.69% | 0.6902
DecayToNeutral_Age1 | CompressionProcessing_Age3 | 11 | 54.55% | 0.4959 | 9.09% | 0.6890
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | 11 | 72.73% | 0.3967 | 45.45% | 0.5860
DecayToNeutral_Age1 | ExhaustionPersistence_Age6-10 | 9 | 77.78% | 0.3457 | 55.56% | 0.5297
DecayToNeutral_Age1 | DestructiveRotation_Age3 | 7 | 85.71% | 0.2449 | 71.43% | 0.4101
DecayToNeutral_Age1 | CompressionProcessing_Age1 | 3 | 66.67% | 0.4444 | 33.33% | 0.6365
DecayToNeutral_Age1 | MixedStructure_Age4 | 3 | 66.67% | 0.4444 | 33.33% | 0.6365
DecayToNeutral_Age1 | ExhaustionPersistence_Age3 | 2 | 50.00% | 0.5000 | 0.00% | 0.6931
DecayToNeutral_Age1 | DestructiveRotation_Age4 | 1 | 100.00% | 0.0000 | 100.00% | 0.0000
DecayToNeutral_Age1 | MixedStructure_Age5 | 1 | 100.00% | 0.0000 | 100.00% | 0.0000
NeutralProcessing_Age1 | MixedStructure_Age1 | 1219 | 58.49% | 0.4856 | 16.98% | 0.6787
NeutralProcessing_Age1 | CompressionProcessing_Age1 | 891 | 57.01% | 0.4902 | 14.03% | 0.6833
NeutralProcessing_Age1 | DecayToNeutral_Age1 | 811 | 53.14% | 0.4980 | 6.29% | 0.6912
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | 728 | 60.44% | 0.4782 | 20.88% | 0.6712
NeutralProcessing_Age1 | CompressionProcessing_Age2 | 549 | 54.28% | 0.4963 | 8.56% | 0.6895
NeutralProcessing_Age1 | DestructiveRotation_Age1 | 228 | 54.39% | 0.4962 | 8.77% | 0.6893
NeutralProcessing_Age1 | CompressionProcessing_Age3 | 177 | 57.63% | 0.4884 | 15.25% | 0.6815
NeutralProcessing_Age1 | ExhaustionPersistence_Age1 | 164 | 56.10% | 0.4926 | 12.20% | 0.6857
NeutralProcessing_Age1 | CompressionProcessing_Age4 | 142 | 50.70% | 0.4999 | 1.41% | 0.6930
NeutralProcessing_Age1 | RecoveryResolution_Age1 | 133 | 58.65% | 0.4850 | 17.29% | 0.6781
NeutralProcessing_Age1 | MixedStructure_Age2 | 111 | 60.36% | 0.4785 | 20.72% | 0.6715
NeutralProcessing_Age1 | ReassertionProcessing_Age2 | 103 | 65.05% | 0.4547 | 30.10% | 0.6471
NeutralProcessing_Age1 | RecoveryResolution_Age2 | 88 | 57.95% | 0.4873 | 15.91% | 0.6804
NeutralProcessing_Age1 | CompressionProcessing_Age5 | 76 | 51.32% | 0.4997 | 2.63% | 0.6928
NeutralProcessing_Age1 | ExhaustionPersistence_Age3 | 71 | 52.11% | 0.4991 | 4.23% | 0.6923
NeutralProcessing_Age1 | CompressionProcessing_Age6-10 | 63 | 53.97% | 0.4969 | 7.94% | 0.6900
NeutralProcessing_Age1 | RecoveryResolution_Age3 | 31 | 58.06% | 0.4870 | 16.13% | 0.6801
NeutralProcessing_Age1 | ConstructiveEmergence_Age1 | 27 | 59.26% | 0.4829 | 18.52% | 0.6759
NeutralProcessing_Age1 | ExhaustionPersistence_Age4 | 23 | 73.91% | 0.3856 | 47.83% | 0.5740
NeutralProcessing_Age1 | DestructiveRotation_Age2 | 10 | 50.00% | 0.5000 | 0.00% | 0.6931
NeutralProcessing_Age1 | ExhaustionPersistence_Age5 | 10 | 50.00% | 0.5000 | 0.00% | 0.6931
NeutralProcessing_Age1 | ExhaustionPersistence_Age6-10 | 4 | 50.00% | 0.5000 | 0.00% | 0.6931
NeutralProcessing_Age1 | ExhaustionPersistence_Age2 | 3 | 66.67% | 0.4444 | 33.33% | 0.6365
NeutralProcessing_Age1 | MixedStructure_Age3 | 3 | 66.67% | 0.4444 | 33.33% | 0.6365
NeutralProcessing_Age1 | DestructiveRotation_Age3 | 2 | 100.00% | 0.0000 | 100.00% | 0.0000
NeutralProcessing_Age1 | MixedStructure_Age4 | 2 | 50.00% | 0.5000 | 0.00% | 0.6931
NeutralProcessing_Age1 | RecoveryResolution_Age6-10 | 2 | 100.00% | 0.0000 | 100.00% | 0.0000
NeutralProcessing_Age1 | RecoveryResolution_Age5 | 1 | 100.00% | 0.0000 | 100.00% | 0.0000
NeutralProcessing_Age2 | NeutralProcessing_Age1 | 3205 | 54.73% | 0.4955 | 9.45% | 0.6887
NeutralProcessing_Age3 | NeutralProcessing_Age2 | 1754 | 74.80% | 0.3770 | 49.60% | 0.5645
NeutralProcessing_Age6-10 | NeutralProcessing_Age6-10 | 1916 | 61.22% | 0.5397 | 34.66% | 0.9093
NeutralProcessing_Age6-10 | NeutralProcessing_Age5 | 968 | 76.76% | 0.3614 | 54.55% | 0.5845
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 530 | 56.60% | 0.4913 | 13.21% | 0.6844
ReassertionProcessing_Age1 | NeutralProcessing_Age2 | 406 | 92.12% | 0.1452 | 84.24% | 0.2759
ReassertionProcessing_Age1 | NeutralProcessing_Age6-10 | 263 | 67.30% | 0.4401 | 34.60% | 0.6320
ReassertionProcessing_Age1 | MixedStructure_Age1 | 144 | 72.22% | 0.4012 | 44.44% | 0.5908
ReassertionProcessing_Age1 | NeutralProcessing_Age3 | 144 | 88.19% | 0.2082 | 76.39% | 0.3630
ReassertionProcessing_Age1 | NeutralProcessing_Age11-20 | 61 | 60.66% | 0.4773 | 21.31% | 0.6703
ReassertionProcessing_Age1 | NeutralProcessing_Age5 | 56 | 50.00% | 0.5000 | 0.00% | 0.6931
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 51 | 78.43% | 0.3383 | 56.86% | 0.5214
ReassertionProcessing_Age1 | NeutralProcessing_Age4 | 20 | 90.00% | 0.1800 | 80.00% | 0.3251
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 19 | 84.21% | 0.2659 | 68.42% | 0.4362
ReassertionProcessing_Age1 | DecayToNeutral_Age1 | 19 | 89.47% | 0.1884 | 78.95% | 0.3365
ReassertionProcessing_Age1 | MixedStructure_Age2 | 18 | 77.78% | 0.3457 | 55.56% | 0.5297
ReassertionProcessing_Age1 | DestructiveRotation_Age2 | 6 | 83.33% | 0.2778 | 66.67% | 0.4506
ReassertionProcessing_Age1 | NeutralProcessing_Age21+ | 6 | 66.67% | 0.4444 | 33.33% | 0.6365
ReassertionProcessing_Age1 | CompressionProcessing_Age3 | 5 | 80.00% | 0.3200 | 60.00% | 0.5004
ReassertionProcessing_Age1 | CompressionProcessing_Age5 | 5 | 100.00% | 0.0000 | 100.00% | 0.0000
ReassertionProcessing_Age1 | CompressionProcessing_Age2 | 2 | 100.00% | 0.0000 | 100.00% | 0.0000
ReassertionProcessing_Age1 | CompressionProcessing_Age4 | 2 | 50.00% | 0.5000 | 0.00% | 0.6931
ReassertionProcessing_Age1 | CompressionProcessing_Age6-10 | 2 | 100.00% | 0.0000 | 100.00% | 0.0000
ReassertionProcessing_Age2 | ReassertionProcessing_Age1 | 237 | 54.01% | 0.4968 | 8.02% | 0.6899
RecoveryResolution_Age1 | MixedStructure_Age1 | 307 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | ExhaustionPersistence_Age1 | 237 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 126 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | CompressionProcessing_Age2 | 77 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | ExhaustionPersistence_Age2 | 67 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | DestructiveRotation_Age1 | 43 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | CompressionProcessing_Age3 | 34 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | MixedStructure_Age2 | 26 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | CompressionProcessing_Age4 | 23 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | NeutralProcessing_Age6-10 | 23 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | NeutralProcessing_Age4 | 21 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | ExhaustionPersistence_Age3 | 18 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | NeutralProcessing_Age5 | 14 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | CompressionProcessing_Age5 | 12 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | CompressionProcessing_Age6-10 | 12 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | ExhaustionPersistence_Age4 | 11 | 90.91% | 0.1653 | 81.82% | 0.3046
RecoveryResolution_Age1 | NeutralProcessing_Age11-20 | 9 | 100.00% | 0.0000 | 100.00% | 0.0000
RecoveryResolution_Age1 | DestructiveRotation_Age2 | 6 | 100.00% | 0.0000 | 100.00% | 0.0000
