APVA Minimal Engine Study v0.1
================================================================================
Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
State counts: RecoveryResolution=1696, ExhaustionPersistence=1884, CompressionProcessing=6489, NeutralProcessing=16992, ReassertionProcessing=2011, DecayToNeutral=1486, DestructiveRotation=948, ConstructiveEmergence=83, MixedStructure=3671
State-age key count: 41

1. Transition Hazard Table
State | AgeBucket | Horizon | Count | NextStateDistribution | PersistenceRate | ExitRate | Entropy | NormalizedEntropy | DominantDestination | DominantProbability
MixedStructure | 1 | t+5 | 3263 | NeutralProcessing:48.18%, CompressionProcessing:20.75%, MixedStructure:9.87%, ExhaustionPersistence:5.33%, ReassertionProcessing:4.90%, RecoveryResolution:4.78%, DecayToNeutral:4.17%, DestructiveRotation:1.72%, ConstructiveEmergence:0.31% | 9.87% | 90.13% | 1.5762 | 0.7173 | NeutralProcessing | 48.18%
MixedStructure | 2 | t+1 | 355 | NeutralProcessing:31.27%, DecayToNeutral:29.86%, ExhaustionPersistence:12.11%, MixedStructure:11.83%, RecoveryResolution:7.32%, ReassertionProcessing:5.07%, CompressionProcessing:1.97%, DestructiveRotation:0.56% | 11.83% | 88.17% | 1.6819 | 0.8088 | NeutralProcessing | 31.27%
MixedStructure | 2 | t+2 | 355 | NeutralProcessing:36.34%, MixedStructure:23.66%, CompressionProcessing:14.93%, DecayToNeutral:11.83%, ExhaustionPersistence:6.20%, ReassertionProcessing:3.38%, RecoveryResolution:3.10%, ConstructiveEmergence:0.28%, DestructiveRotation:0.28% | 23.66% | 76.34% | 1.6729 | 0.7614 | NeutralProcessing | 36.34%
MixedStructure | 2 | t+3 | 355 | NeutralProcessing:35.49%, CompressionProcessing:16.90%, MixedStructure:16.06%, DecayToNeutral:14.37%, ExhaustionPersistence:5.63%, RecoveryResolution:5.63%, DestructiveRotation:3.38%, ReassertionProcessing:1.97%, ConstructiveEmergence:0.56% | 16.06% | 83.94% | 1.7857 | 0.8127 | NeutralProcessing | 35.49%
MixedStructure | 2 | t+5 | 355 | NeutralProcessing:47.04%, CompressionProcessing:18.59%, MixedStructure:11.55%, RecoveryResolution:7.04%, ExhaustionPersistence:5.07%, DecayToNeutral:4.79%, ReassertionProcessing:3.94%, DestructiveRotation:1.69%, ConstructiveEmergence:0.28% | 11.55% | 88.45% | 1.6134 | 0.7343 | NeutralProcessing | 47.04%
MixedStructure | 3 | t+1 | 42 | DecayToNeutral:40.48%, ExhaustionPersistence:19.05%, MixedStructure:19.05%, RecoveryResolution:11.90%, NeutralProcessing:7.14%, DestructiveRotation:2.38% | 19.05% | 80.95% | 1.5287 | 0.8532 | DecayToNeutral | 40.48%
MixedStructure | 3 | t+2 | 42 | NeutralProcessing:35.71%, DecayToNeutral:21.43%, MixedStructure:19.05%, CompressionProcessing:11.90%, RecoveryResolution:7.14%, ExhaustionPersistence:4.76% | 19.05% | 80.95% | 1.6005 | 0.8933 | NeutralProcessing | 35.71%
MixedStructure | 3 | t+3 | 42 | NeutralProcessing:40.48%, MixedStructure:16.67%, RecoveryResolution:11.90%, ExhaustionPersistence:9.52%, DecayToNeutral:7.14%, DestructiveRotation:7.14%, CompressionProcessing:4.76%, ReassertionProcessing:2.38% | 16.67% | 83.33% | 1.7530 | 0.8430 | NeutralProcessing | 40.48%
MixedStructure | 3 | t+5 | 42 | NeutralProcessing:40.48%, CompressionProcessing:19.05%, MixedStructure:16.67%, ExhaustionPersistence:11.90%, RecoveryResolution:7.14%, DestructiveRotation:2.38%, ReassertionProcessing:2.38% | 16.67% | 83.33% | 1.6004 | 0.8225 | NeutralProcessing | 40.48%
MixedStructure | 4 | t+1 | 8 | DecayToNeutral:37.50%, ExhaustionPersistence:25.00%, NeutralProcessing:25.00%, MixedStructure:12.50% | 12.50% | 87.50% | 1.3209 | 0.9528 | DecayToNeutral | 37.50%
MixedStructure | 4 | t+2 | 8 | NeutralProcessing:37.50%, DecayToNeutral:25.00%, ExhaustionPersistence:12.50%, MixedStructure:12.50%, ReassertionProcessing:12.50% | 12.50% | 87.50% | 1.4942 | 0.9284 | NeutralProcessing | 37.50%
MixedStructure | 4 | t+3 | 8 | MixedStructure:37.50%, NeutralProcessing:37.50%, DecayToNeutral:12.50%, ExhaustionPersistence:12.50% | 37.50% | 62.50% | 1.2555 | 0.9056 | MixedStructure | 37.50%
MixedStructure | 4 | t+5 | 8 | NeutralProcessing:75.00%, ExhaustionPersistence:12.50%, MixedStructure:12.50% | 12.50% | 87.50% | 0.7356 | 0.6696 | NeutralProcessing | 75.00%
MixedStructure | 5 | t+1 | 1 | DecayToNeutral:100.00% | 0.00% | 100.00% | -0.0000 | 0.0000 | DecayToNeutral | 100.00%
MixedStructure | 5 | t+2 | 1 | NeutralProcessing:100.00% | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00%
MixedStructure | 5 | t+3 | 1 | NeutralProcessing:100.00% | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00%
MixedStructure | 5 | t+5 | 1 | NeutralProcessing:100.00% | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00%
NeutralProcessing | 1 | t+1 | 5672 | NeutralProcessing:56.51%, MixedStructure:14.90%, CompressionProcessing:14.72%, ReassertionProcessing:9.34%, DestructiveRotation:4.18%, ConstructiveEmergence:0.35% | 56.51% | 43.49% | 1.2623 | 0.7045 | NeutralProcessing | 56.51%
NeutralProcessing | 1 | t+2 | 5672 | NeutralProcessing:42.67%, CompressionProcessing:17.28%, MixedStructure:16.33%, ReassertionProcessing:8.46%, DecayToNeutral:6.03%, ExhaustionPersistence:3.79%, RecoveryResolution:2.68%, DestructiveRotation:2.50%, ConstructiveEmergence:0.26% | 42.67% | 57.33% | 1.6700 | 0.7601 | NeutralProcessing | 42.67%
NeutralProcessing | 1 | t+3 | 5672 | NeutralProcessing:58.36%, CompressionProcessing:13.22%, MixedStructure:11.07%, ReassertionProcessing:6.47%, ExhaustionPersistence:4.51%, RecoveryResolution:2.73%, DecayToNeutral:1.96%, DestructiveRotation:1.38%, ConstructiveEmergence:0.30% | 58.36% | 41.64% | 1.3942 | 0.6345 | NeutralProcessing | 58.36%
NeutralProcessing | 1 | t+5 | 5671 | NeutralProcessing:48.30%, CompressionProcessing:17.83%, MixedStructure:10.90%, ReassertionProcessing:6.68%, ExhaustionPersistence:4.83%, DecayToNeutral:4.41%, RecoveryResolution:4.06%, DestructiveRotation:2.75%, ConstructiveEmergence:0.25% | 48.30% | 51.70% | 1.6090 | 0.7323 | NeutralProcessing | 48.30%
NeutralProcessing | 11-20 | t+1 | 891 | NeutralProcessing:77.22%, MixedStructure:8.87%, ReassertionProcessing:6.85%, CompressionProcessing:5.16%, RecoveryResolution:1.01%, ExhaustionPersistence:0.79%, ConstructiveEmergence:0.11% | 77.22% | 22.78% | 0.8432 | 0.4333 | NeutralProcessing | 77.22%
NeutralProcessing | 11-20 | t+2 | 891 | NeutralProcessing:66.78%, MixedStructure:10.66%, CompressionProcessing:7.97%, ReassertionProcessing:6.96%, ExhaustionPersistence:2.81%, DecayToNeutral:2.13%, RecoveryResolution:2.13%, DestructiveRotation:0.45%, ConstructiveEmergence:0.11% | 66.78% | 33.22% | 1.1916 | 0.5423 | NeutralProcessing | 66.78%
NeutralProcessing | 11-20 | t+3 | 891 | NeutralProcessing:63.52%, CompressionProcessing:10.89%, MixedStructure:9.09%, ReassertionProcessing:5.84%, RecoveryResolution:3.37%, ExhaustionPersistence:3.25%, DecayToNeutral:2.24%, DestructiveRotation:1.80% | 63.52% | 36.48% | 1.2965 | 0.6235 | NeutralProcessing | 63.52%
NeutralProcessing | 11-20 | t+5 | 891 | NeutralProcessing:52.64%, CompressionProcessing:17.85%, MixedStructure:9.54%, ExhaustionPersistence:4.71%, RecoveryResolution:4.71%, ReassertionProcessing:4.60%, DecayToNeutral:3.82%, DestructiveRotation:1.91%, ConstructiveEmergence:0.22% | 52.64% | 47.36% | 1.5130 | 0.6886 | NeutralProcessing | 52.64%
NeutralProcessing | 2 | t+1 | 3205 | NeutralProcessing:54.73%, MixedStructure:17.88%, CompressionProcessing:13.26%, ReassertionProcessing:12.67%, DestructiveRotation:1.25%, ConstructiveEmergence:0.22% | 54.73% | 45.27% | 1.2354 | 0.6895 | NeutralProcessing | 54.73%
NeutralProcessing | 2 | t+2 | 3205 | NeutralProcessing:68.95%, MixedStructure:8.77%, CompressionProcessing:8.11%, ReassertionProcessing:7.27%, ExhaustionPersistence:3.84%, RecoveryResolution:2.37%, DestructiveRotation:0.41%, ConstructiveEmergence:0.28% | 68.95% | 31.05% | 1.1168 | 0.5370 | NeutralProcessing | 68.95%
NeutralProcessing | 2 | t+3 | 3205 | NeutralProcessing:72.45%, MixedStructure:7.36%, CompressionProcessing:7.11%, ReassertionProcessing:5.99%, ExhaustionPersistence:3.18%, RecoveryResolution:3.00%, DestructiveRotation:0.69%, ConstructiveEmergence:0.22% | 72.45% | 27.55% | 1.0446 | 0.5024 | NeutralProcessing | 72.45%
NeutralProcessing | 2 | t+5 | 3205 | NeutralProcessing:50.80%, CompressionProcessing:15.48%, MixedStructure:10.70%, ReassertionProcessing:6.99%, ExhaustionPersistence:4.71%, RecoveryResolution:4.12%, DecayToNeutral:3.84%, DestructiveRotation:3.15%, ConstructiveEmergence:0.22% | 50.80% | 49.20% | 1.5807 | 0.7194 | NeutralProcessing | 50.80%
NeutralProcessing | 21+ | t+1 | 82 | NeutralProcessing:78.05%, MixedStructure:8.54%, ReassertionProcessing:7.32%, CompressionProcessing:4.88%, ExhaustionPersistence:1.22% | 78.05% | 21.95% | 0.7959 | 0.4945 | NeutralProcessing | 78.05%
NeutralProcessing | 21+ | t+2 | 82 | NeutralProcessing:74.39%, MixedStructure:12.20%, ReassertionProcessing:4.88%, CompressionProcessing:3.66%, ExhaustionPersistence:2.44%, DecayToNeutral:1.22%, RecoveryResolution:1.22% | 74.39% | 25.61% | 0.9431 | 0.4847 | NeutralProcessing | 74.39%
NeutralProcessing | 21+ | t+3 | 82 | NeutralProcessing:62.20%, MixedStructure:15.85%, CompressionProcessing:6.10%, ReassertionProcessing:6.10%, ExhaustionPersistence:4.88%, DecayToNeutral:2.44%, RecoveryResolution:2.44% | 62.20% | 37.80% | 1.2570 | 0.6460 | NeutralProcessing | 62.20%
NeutralProcessing | 21+ | t+5 | 82 | NeutralProcessing:52.44%, MixedStructure:12.20%, CompressionProcessing:8.54%, DecayToNeutral:7.32%, ReassertionProcessing:7.32%, RecoveryResolution:6.10%, ExhaustionPersistence:4.88%, DestructiveRotation:1.22% | 52.44% | 47.56% | 1.5595 | 0.7500 | NeutralProcessing | 52.44%
NeutralProcessing | 3 | t+1 | 1754 | NeutralProcessing:74.80%, MixedStructure:10.95%, ReassertionProcessing:8.21%, CompressionProcessing:5.82%, ConstructiveEmergence:0.23% | 74.80% | 25.20% | 0.8439 | 0.5243 | NeutralProcessing | 74.80%
NeutralProcessing | 3 | t+2 | 1754 | NeutralProcessing:84.26%, MixedStructure:4.22%, CompressionProcessing:3.71%, ReassertionProcessing:2.74%, ExhaustionPersistence:2.45%, RecoveryResolution:2.45%, ConstructiveEmergence:0.17% | 84.26% | 15.74% | 0.6911 | 0.3552 | NeutralProcessing | 84.26%
NeutralProcessing | 3 | t+3 | 1754 | NeutralProcessing:74.23%, MixedStructure:7.47%, CompressionProcessing:6.73%, ReassertionProcessing:6.04%, ExhaustionPersistence:2.57%, RecoveryResolution:2.11%, DestructiveRotation:0.63%, ConstructiveEmergence:0.23% | 74.23% | 25.77% | 0.9872 | 0.4747 | NeutralProcessing | 74.23%
NeutralProcessing | 3 | t+5 | 1754 | NeutralProcessing:50.06%, CompressionProcessing:15.28%, MixedStructure:12.14%, ReassertionProcessing:7.64%, ExhaustionPersistence:4.39%, DecayToNeutral:3.93%, RecoveryResolution:3.76%, DestructiveRotation:2.51%, ConstructiveEmergence:0.29% | 50.06% | 49.94% | 1.5830 | 0.7205 | NeutralProcessing | 50.06%
NeutralProcessing | 4 | t+1 | 1312 | NeutralProcessing:90.85%, MixedStructure:2.44%, CompressionProcessing:1.98%, ExhaustionPersistence:1.60%, RecoveryResolution:1.60%, ReassertionProcessing:1.52% | 90.85% | 9.15% | 0.4516 | 0.2520 | NeutralProcessing | 90.85%
NeutralProcessing | 4 | t+2 | 1312 | NeutralProcessing:79.65%, MixedStructure:5.95%, CompressionProcessing:5.18%, ReassertionProcessing:4.42%, ExhaustionPersistence:2.44%, RecoveryResolution:1.91%, ConstructiveEmergence:0.23%, DestructiveRotation:0.23% | 79.65% | 20.35% | 0.8342 | 0.4011 | NeutralProcessing | 79.65%
NeutralProcessing | 4 | t+3 | 1312 | NeutralProcessing:66.54%, MixedStructure:8.99%, CompressionProcessing:8.77%, ReassertionProcessing:6.55%, ExhaustionPersistence:3.58%, RecoveryResolution:2.59%, DecayToNeutral:1.83%, DestructiveRotation:0.99%, ConstructiveEmergence:0.15% | 66.54% | 33.46% | 1.2224 | 0.5563 | NeutralProcessing | 66.54%
NeutralProcessing | 4 | t+5 | 1312 | NeutralProcessing:52.59%, CompressionProcessing:15.40%, MixedStructure:10.37%, ReassertionProcessing:7.93%, ExhaustionPersistence:4.73%, DecayToNeutral:3.51%, DestructiveRotation:3.05%, RecoveryResolution:2.06%, ConstructiveEmergence:0.38% | 52.59% | 47.41% | 1.5312 | 0.6969 | NeutralProcessing | 52.59%
NeutralProcessing | 5 | t+1 | 1192 | NeutralProcessing:81.21%, MixedStructure:6.21%, CompressionProcessing:4.78%, ReassertionProcessing:4.70%, ExhaustionPersistence:1.68%, RecoveryResolution:1.17%, ConstructiveEmergence:0.25% | 81.21% | 18.79% | 0.7665 | 0.3939 | NeutralProcessing | 81.21%
NeutralProcessing | 5 | t+2 | 1192 | NeutralProcessing:69.38%, MixedStructure:9.23%, CompressionProcessing:7.21%, ReassertionProcessing:6.80%, ExhaustionPersistence:3.10%, RecoveryResolution:2.18%, DecayToNeutral:1.51%, DestructiveRotation:0.42%, ConstructiveEmergence:0.17% | 69.38% | 30.62% | 1.1342 | 0.5162 | NeutralProcessing | 69.38%
NeutralProcessing | 5 | t+3 | 1192 | NeutralProcessing:55.70%, MixedStructure:13.42%, CompressionProcessing:11.24%, ReassertionProcessing:7.89%, DecayToNeutral:3.52%, ExhaustionPersistence:3.27%, RecoveryResolution:3.19%, DestructiveRotation:1.34%, ConstructiveEmergence:0.42% | 55.70% | 44.30% | 1.4619 | 0.6654 | NeutralProcessing | 55.70%
NeutralProcessing | 5 | t+5 | 1192 | NeutralProcessing:51.34%, CompressionProcessing:14.77%, MixedStructure:11.24%, ReassertionProcessing:6.80%, ExhaustionPersistence:5.20%, DecayToNeutral:4.11%, RecoveryResolution:3.69%, DestructiveRotation:2.60%, ConstructiveEmergence:0.25% | 51.34% | 48.66% | 1.5698 | 0.7145 | NeutralProcessing | 51.34%
NeutralProcessing | 6-10 | t+1 | 2884 | NeutralProcessing:74.10%, MixedStructure:9.64%, ReassertionProcessing:9.12%, CompressionProcessing:4.65%, ExhaustionPersistence:1.42%, RecoveryResolution:0.80%, ConstructiveEmergence:0.28% | 74.10% | 25.90% | 0.9239 | 0.4748 | NeutralProcessing | 74.10%
NeutralProcessing | 6-10 | t+2 | 2884 | NeutralProcessing:64.81%, MixedStructure:11.30%, ReassertionProcessing:8.56%, CompressionProcessing:7.04%, ExhaustionPersistence:3.33%, RecoveryResolution:2.29%, DecayToNeutral:1.91%, ConstructiveEmergence:0.38%, DestructiveRotation:0.38% | 64.81% | 35.19% | 1.2425 | 0.5655 | NeutralProcessing | 64.81%
NeutralProcessing | 6-10 | t+3 | 2884 | NeutralProcessing:60.68%, MixedStructure:10.30%, CompressionProcessing:9.99%, ReassertionProcessing:8.11%, ExhaustionPersistence:4.02%, RecoveryResolution:2.64%, DecayToNeutral:2.15%, DestructiveRotation:1.80%, ConstructiveEmergence:0.31% | 60.68% | 39.32% | 1.3691 | 0.6231 | NeutralProcessing | 60.68%
NeutralProcessing | 6-10 | t+5 | 2884 | NeutralProcessing:51.49%, CompressionProcessing:14.11%, MixedStructure:10.96%, ReassertionProcessing:7.11%, RecoveryResolution:4.61%, ExhaustionPersistence:4.58%, DecayToNeutral:3.85%, DestructiveRotation:3.12%, ConstructiveEmergence:0.17% | 51.49% | 48.51% | 1.5760 | 0.7173 | NeutralProcessing | 51.49%
ReassertionProcessing | 1 | t+1 | 1759 | NeutralProcessing:41.39%, MixedStructure:31.84%, ReassertionProcessing:13.47%, DestructiveRotation:7.28%, CompressionProcessing:5.46%, ConstructiveEmergence:0.57% | 13.47% | 86.53% | 1.3784 | 0.7693 | NeutralProcessing | 41.39%
ReassertionProcessing | 1 | t+2 | 1759 | NeutralProcessing:51.96%, ReassertionProcessing:17.45%, MixedStructure:8.36%, CompressionProcessing:7.79%, DestructiveRotation:6.82%, DecayToNeutral:3.07%, ExhaustionPersistence:2.27%, RecoveryResolution:1.71%, ConstructiveEmergence:0.57% | 17.45% | 82.55% | 1.5261 | 0.6945 | NeutralProcessing | 51.96%
ReassertionProcessing | 1 | t+3 | 1759 | NeutralProcessing:36.67%, MixedStructure:19.95%, ReassertionProcessing:15.12%, CompressionProcessing:11.94%, DecayToNeutral:7.22%, DestructiveRotation:4.26%, ExhaustionPersistence:2.56%, RecoveryResolution:2.10%, ConstructiveEmergence:0.17% | 15.12% | 84.88% | 1.7391 | 0.7915 | NeutralProcessing | 36.67%
ReassertionProcessing | 1 | t+5 | 1759 | NeutralProcessing:53.21%, CompressionProcessing:14.50%, MixedStructure:11.43%, ReassertionProcessing:6.71%, ExhaustionPersistence:4.32%, DecayToNeutral:4.26%, RecoveryResolution:3.35%, DestructiveRotation:1.93%, ConstructiveEmergence:0.28% | 6.71% | 93.29% | 1.5219 | 0.6926 | NeutralProcessing | 53.21%
ReassertionProcessing | 2 | t+1 | 237 | DestructiveRotation:45.99%, NeutralProcessing:43.46%, ReassertionProcessing:6.33%, CompressionProcessing:4.22% | 6.33% | 93.67% | 1.0276 | 0.7413 | DestructiveRotation | 45.99%
ReassertionProcessing | 2 | t+2 | 237 | NeutralProcessing:50.63%, ReassertionProcessing:18.99%, DestructiveRotation:15.61%, DecayToNeutral:5.91%, CompressionProcessing:5.49%, ExhaustionPersistence:2.95%, RecoveryResolution:0.42% | 18.99% | 81.01% | 1.4034 | 0.7212 | NeutralProcessing | 50.63%
ReassertionProcessing | 2 | t+3 | 237 | NeutralProcessing:33.33%, DestructiveRotation:26.58%, ReassertionProcessing:17.72%, CompressionProcessing:9.28%, DecayToNeutral:8.86%, ExhaustionPersistence:3.80%, RecoveryResolution:0.42% | 17.72% | 82.28% | 1.6077 | 0.8262 | NeutralProcessing | 33.33%
ReassertionProcessing | 2 | t+5 | 237 | NeutralProcessing:53.59%, CompressionProcessing:13.92%, MixedStructure:10.97%, ReassertionProcessing:6.33%, DecayToNeutral:5.49%, DestructiveRotation:3.80%, RecoveryResolution:3.80%, ExhaustionPersistence:2.11% | 6.33% | 93.67% | 1.5150 | 0.7286 | NeutralProcessing | 53.59%
ReassertionProcessing | 3 | t+1 | 15 | DestructiveRotation:93.33%, CompressionProcessing:6.67% | 0.00% | 100.00% | 0.2449 | 0.3534 | DestructiveRotation | 93.33%
ReassertionProcessing | 3 | t+2 | 15 | ReassertionProcessing:33.33%, CompressionProcessing:20.00%, DestructiveRotation:13.33%, ExhaustionPersistence:13.33%, NeutralProcessing:13.33%, DecayToNeutral:6.67% | 33.33% | 66.67% | 1.6746 | 0.9346 | ReassertionProcessing | 33.33%
ReassertionProcessing | 3 | t+3 | 15 | CompressionProcessing:26.67%, DestructiveRotation:20.00%, DecayToNeutral:13.33%, NeutralProcessing:13.33%, ReassertionProcessing:13.33%, ExhaustionPersistence:6.67%, RecoveryResolution:6.67% | 13.33% | 86.67% | 1.8414 | 0.9463 | CompressionProcessing | 26.67%
ReassertionProcessing | 3 | t+5 | 15 | NeutralProcessing:53.33%, CompressionProcessing:26.67%, MixedStructure:13.33%, DecayToNeutral:6.67% | 0.00% | 100.00% | 1.1369 | 0.8201 | NeutralProcessing | 53.33%
RecoveryResolution | 1 | t+1 | 1079 | CompressionProcessing:56.26%, RecoveryResolution:31.42%, NeutralProcessing:12.33% | 31.42% | 68.58% | 0.9454 | 0.8606 | CompressionProcessing | 56.26%
RecoveryResolution | 1 | t+2 | 1079 | CompressionProcessing:41.71%, RecoveryResolution:26.97%, NeutralProcessing:26.04%, ExhaustionPersistence:5.28% | 26.97% | 73.03% | 1.2239 | 0.8829 | CompressionProcessing | 41.71%
RecoveryResolution | 1 | t+3 | 1079 | CompressionProcessing:62.84%, NeutralProcessing:25.49%, ExhaustionPersistence:7.78%, RecoveryResolution:3.89% | 3.89% | 96.11% | 0.9655 | 0.6964 | CompressionProcessing | 62.84%
RecoveryResolution | 1 | t+5 | 1079 | NeutralProcessing:41.89%, CompressionProcessing:24.84%, MixedStructure:9.82%, RecoveryResolution:7.41%, ExhaustionPersistence:6.21%, DecayToNeutral:4.26%, DestructiveRotation:3.06%, ReassertionProcessing:2.41%, ConstructiveEmergence:0.09% | 7.41% | 92.59% | 1.6413 | 0.7470 | NeutralProcessing | 41.89%
RecoveryResolution | 2 | t+1 | 339 | RecoveryResolution:74.04%, NeutralProcessing:25.96% | 74.04% | 25.96% | 0.5726 | 0.8261 | RecoveryResolution | 74.04%
RecoveryResolution | 2 | t+2 | 339 | CompressionProcessing:61.95%, NeutralProcessing:24.19%, ExhaustionPersistence:9.14%, RecoveryResolution:4.72% | 4.72% | 95.28% | 1.0028 | 0.7234 | CompressionProcessing | 61.95%
RecoveryResolution | 2 | t+3 | 339 | CompressionProcessing:53.10%, NeutralProcessing:31.86%, ExhaustionPersistence:8.85%, RecoveryResolution:6.19% | 6.19% | 93.81% | 1.0874 | 0.7844 | CompressionProcessing | 53.10%
RecoveryResolution | 2 | t+5 | 339 | NeutralProcessing:40.12%, CompressionProcessing:23.89%, MixedStructure:9.73%, RecoveryResolution:7.67%, ExhaustionPersistence:5.31%, DecayToNeutral:5.01%, DestructiveRotation:3.83%, ReassertionProcessing:3.83%, ConstructiveEmergence:0.59% | 7.67% | 92.33% | 1.7185 | 0.7821 | NeutralProcessing | 40.12%
RecoveryResolution | 3 | t+1 | 251 | CompressionProcessing:68.92%, ExhaustionPersistence:12.35%, NeutralProcessing:12.35%, RecoveryResolution:6.37% | 6.37% | 93.63% | 0.9486 | 0.6843 | CompressionProcessing | 68.92%
RecoveryResolution | 3 | t+2 | 251 | CompressionProcessing:58.17%, NeutralProcessing:24.30%, ExhaustionPersistence:9.96%, RecoveryResolution:7.57% | 7.57% | 92.43% | 1.0841 | 0.7820 | CompressionProcessing | 58.17%
RecoveryResolution | 3 | t+3 | 251 | CompressionProcessing:32.27%, NeutralProcessing:30.68%, RecoveryResolution:9.56%, MixedStructure:8.76%, DecayToNeutral:7.17%, ExhaustionPersistence:6.37%, DestructiveRotation:4.38%, ReassertionProcessing:0.80% | 9.56% | 90.44% | 1.7053 | 0.8201 | CompressionProcessing | 32.27%
RecoveryResolution | 3 | t+5 | 251 | NeutralProcessing:41.43%, CompressionProcessing:22.31%, MixedStructure:8.37%, RecoveryResolution:8.37%, ExhaustionPersistence:7.97%, DecayToNeutral:5.58%, ReassertionProcessing:3.98%, DestructiveRotation:1.99% | 8.37% | 91.63% | 1.6839 | 0.8098 | NeutralProcessing | 41.43%
RecoveryResolution | 4 | t+1 | 16 | CompressionProcessing:62.50%, RecoveryResolution:37.50% | 37.50% | 62.50% | 0.6616 | 0.9544 | CompressionProcessing | 62.50%
RecoveryResolution | 4 | t+2 | 16 | CompressionProcessing:43.75%, RecoveryResolution:37.50%, NeutralProcessing:12.50%, ExhaustionPersistence:6.25% | 37.50% | 62.50% | 1.1627 | 0.8387 | CompressionProcessing | 43.75%
RecoveryResolution | 4 | t+3 | 16 | CompressionProcessing:62.50%, NeutralProcessing:25.00%, ExhaustionPersistence:6.25%, RecoveryResolution:6.25% | 6.25% | 93.75% | 0.9869 | 0.7119 | CompressionProcessing | 62.50%
RecoveryResolution | 4 | t+5 | 16 | NeutralProcessing:56.25%, CompressionProcessing:25.00%, DestructiveRotation:6.25%, ExhaustionPersistence:6.25%, MixedStructure:6.25% | 0.00% | 100.00% | 1.1901 | 0.7394 | NeutralProcessing | 56.25%
RecoveryResolution | 5 | t+1 | 6 | RecoveryResolution:83.33%, NeutralProcessing:16.67% | 83.33% | 16.67% | 0.4506 | 0.6500 | RecoveryResolution | 83.33%
RecoveryResolution | 5 | t+2 | 6 | CompressionProcessing:66.67%, NeutralProcessing:33.33% | 0.00% | 100.00% | 0.6365 | 0.9183 | CompressionProcessing | 66.67%
RecoveryResolution | 5 | t+3 | 6 | NeutralProcessing:66.67%, CompressionProcessing:16.67%, RecoveryResolution:16.67% | 16.67% | 83.33% | 0.8676 | 0.7897 | NeutralProcessing | 66.67%
RecoveryResolution | 5 | t+5 | 6 | CompressionProcessing:50.00%, NeutralProcessing:50.00% | 0.00% | 100.00% | 0.6931 | 1.0000 | CompressionProcessing | 50.00%
RecoveryResolution | 6-10 | t+1 | 5 | CompressionProcessing:60.00%, NeutralProcessing:40.00% | 0.00% | 100.00% | 0.6730 | 0.9710 | CompressionProcessing | 60.00%
RecoveryResolution | 6-10 | t+2 | 5 | NeutralProcessing:60.00%, CompressionProcessing:20.00%, RecoveryResolution:20.00% | 20.00% | 80.00% | 0.9503 | 0.8650 | NeutralProcessing | 60.00%
RecoveryResolution | 6-10 | t+3 | 5 | CompressionProcessing:40.00%, NeutralProcessing:40.00%, DestructiveRotation:20.00% | 0.00% | 100.00% | 1.0549 | 0.9602 | CompressionProcessing | 40.00%
RecoveryResolution | 6-10 | t+5 | 5 | NeutralProcessing:80.00%, CompressionProcessing:20.00% | 0.00% | 100.00% | 0.5004 | 0.7219 | NeutralProcessing | 80.00%

2. Survival Curves
State | Count | Survival1 | Survival2 | Survival3 | Survival5 | Survival10 | Survival20
RecoveryResolution | 1696 | 36.38% | 16.39% | 1.59% | 0.29% | 0.00% | 0.00%
ExhaustionPersistence | 1884 | 40.76% | 24.63% | 12.21% | 1.54% | 0.00% | 0.00%
CompressionProcessing | 6489 | 54.88% | 29.31% | 16.37% | 3.88% | 0.08% | 0.00%
NeutralProcessing | 16992 | 66.62% | 47.76% | 37.44% | 22.70% | 5.73% | 0.48%
ReassertionProcessing | 2011 | 12.53% | 0.75% | 0.00% | 0.00% | 0.00% | 0.00%
DecayToNeutral | 1486 | 0.00% | 0.00% | 0.00% | 0.00% | 0.00% | 0.00%
DestructiveRotation | 948 | 11.81% | 1.27% | 0.11% | 0.00% | 0.00% | 0.00%
ConstructiveEmergence | 83 | 0.00% | 0.00% | 0.00% | 0.00% | 0.00% | 0.00%
MixedStructure | 3671 | 11.06% | 1.39% | 0.25% | 0.00% | 0.00% | 0.00%

3. Age Effect Test
State | MinExitAge | MinExitRate | MaxExitAge | MaxExitRate | ExitRateSpread | EntropySpread | DominantDestinationSpread | AgeEffectStrength
RecoveryResolution | 2 | 25.96% | 3 | 93.63% | 0.6767 | 0.3760 | 0.1779 | 1.0527
ExhaustionPersistence | 2 | 23.03% | 1 | 72.76% | 0.4973 | 1.1042 | 0.4973 | 1.6016
CompressionProcessing | 3 | 37.14% | 5 | 54.96% | 0.1782 | 0.4325 | 0.1782 | 0.6107
NeutralProcessing | 4 | 9.15% | 2 | 45.27% | 0.3613 | 0.8108 | 0.3613 | 1.1720
ReassertionProcessing | 1 | 86.53% | 2 | 93.67% | 0.0714 | 0.3507 | 0.0460 | 0.4222
