APVA Loop Closure Study v0.1 - 6E
================================================================================================
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Loop candidates: 2061

1. Loop Inventory
Instrument | CompleteLoopCount | IncompleteNoExcursionCount | IncompleteNoReturnCount | CompletionRate | MeanLoopDuration | MedianLoopDuration | MaxLoopDuration
6E | 2052 | 4 | 5 | 99.56% | 10.8762 | 9.0000 | 50
Aggregate | 2052 | 4 | 5 | 99.56% | 10.8762 | 9.0000 | 50

2. Phase Duration Table
LoopPhase | MeanDuration | MedianDuration | MaxDuration | PercentOfLoop
CompressionProcessing -> DecayToNeutral | 2 | 0.10% | 1 | 7.0000
DestructiveRotation -> ExhaustionPersistence -> RecoveryResolution | 2 | 0.10% | 1 | 4.5000
MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing | 2 | 0.10% | 1 | 12.5000
ExhaustionPersistence -> DestructiveRotation -> DecayToNeutral | 2 | 0.10% | 1 | 3.5000
MixedStructure -> DecayToNeutral -> MixedStructure -> RecoveryResolution -> CompressionProcessing | 2 | 0.10% | 1 | 6.0000
CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing | 2 | 0.10% | 1 | 11.0000
ExhaustionPersistence -> RecoveryResolution -> ExhaustionPersistence -> CompressionProcessing | 2 | 0.10% | 1 | 6.0000
CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing -> DestructiveRotation -> DecayToNeutral | 2 | 0.10% | 1 | 6.5000
ReassertionProcessing -> DestructiveRotation -> DecayToNeutral -> DestructiveRotation -> DecayToNeutral | 2 | 0.10% | 1 | 6.0000
ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure | 2 | 0.10% | 1 | 6.0000
MixedStructure -> ExhaustionPersistence -> CompressionProcessing | 2 | 0.10% | 1 | 6.5000
ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure -> DecayToNeutral | 2 | 0.10% | 1 | 5.0000
CompressionProcessing -> DestructiveRotation | 2 | 0.10% | 1 | 6.0000
CompressionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure | 2 | 0.10% | 1 | 8.0000
CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral | 2 | 0.10% | 1 | 11.0000
MixedStructure -> DecayToNeutral -> MixedStructure -> CompressionProcessing | 2 | 0.10% | 1 | 5.5000
ReassertionProcessing -> ConstructiveEmergence -> MixedStructure | 2 | 0.10% | 1 | 4.5000
MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> RecoveryResolution -> CompressionProcessing | 2 | 0.10% | 1 | 8.0000
CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing | 2 | 0.10% | 1 | 6.5000
DestructiveRotation -> ExhaustionPersistence -> RecoveryResolution -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 13.0000
ReassertionProcessing -> MixedStructure -> ConstructiveEmergence -> MixedStructure | 1 | 0.05% | 1 | 4.0000
CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> MixedStructure -> DecayToNeutral -> MixedStructure -> ExhaustionPersistence -> DecayToNeutral | 1 | 0.05% | 1 | 20.0000
CompressionProcessing -> ReassertionProcessing -> DestructiveRotation -> ExhaustionPersistence -> DecayToNeutral | 1 | 0.05% | 1 | 9.0000
MixedStructure -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> ReassertionProcessing -> DestructiveRotation -> ReassertionProcessing -> DestructiveRotation | 1 | 0.05% | 1 | 14.0000
CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 9.0000
CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing -> DestructiveRotation -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> ExhaustionPersistence -> DestructiveRotation -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 16.0000
ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure -> ConstructiveEmergence -> DecayToNeutral | 1 | 0.05% | 1 | 6.0000
MixedStructure -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 15.0000
MixedStructure -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing -> DestructiveRotation -> DecayToNeutral | 1 | 0.05% | 1 | 11.0000
MixedStructure -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 13.0000
CompressionProcessing -> DecayToNeutral -> MixedStructure -> ReassertionProcessing -> DestructiveRotation | 1 | 0.05% | 1 | 10.0000
CompressionProcessing -> MixedStructure -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 4.0000
CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution | 1 | 0.05% | 1 | 6.0000
MixedStructure -> ExhaustionPersistence -> DestructiveRotation -> DecayToNeutral -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 10.0000
MixedStructure -> ExhaustionPersistence -> CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 13.0000
ReassertionProcessing -> DestructiveRotation -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> CompressionProcessing | 1 | 0.05% | 1 | 17.0000
MixedStructure -> ExhaustionPersistence -> DestructiveRotation -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure | 1 | 0.05% | 1 | 9.0000
ReassertionProcessing -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 14.0000
MixedStructure -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> DecayToNeutral | 1 | 0.05% | 1 | 11.0000
MixedStructure -> ExhaustionPersistence -> DecayToNeutral -> DestructiveRotation -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> ReassertionProcessing -> DestructiveRotation | 1 | 0.05% | 1 | 14.0000
ReassertionProcessing -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 14.0000
MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 15.0000
ReassertionProcessing -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution | 1 | 0.05% | 1 | 8.0000
ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure | 1 | 0.05% | 1 | 10.0000
CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> MixedStructure -> DecayToNeutral -> CompressionProcessing -> DestructiveRotation -> DecayToNeutral -> DestructiveRotation -> DecayToNeutral | 1 | 0.05% | 1 | 18.0000
CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> ReassertionProcessing -> MixedStructure | 1 | 0.05% | 1 | 13.0000
ReassertionProcessing -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing | 1 | 0.05% | 1 | 6.0000
ReassertionProcessing -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> ReassertionProcessing -> MixedStructure -> CompressionProcessing | 1 | 0.05% | 1 | 24.0000
CompressionProcessing -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 19.0000
MixedStructure -> ConstructiveEmergence -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 4.0000
ReassertionProcessing -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence | 1 | 0.05% | 1 | 7.0000
ExhaustionPersistence -> DecayToNeutral -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> MixedStructure -> DecayToNeutral -> MixedStructure -> ExhaustionPersistence -> DecayToNeutral | 1 | 0.05% | 1 | 17.0000
ReassertionProcessing -> DestructiveRotation -> ReassertionProcessing -> DestructiveRotation -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> DecayToNeutral -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 25.0000
RecoveryResolution -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> ExhaustionPersistence -> RecoveryResolution | 1 | 0.05% | 1 | 16.0000
CompressionProcessing -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> MixedStructure | 1 | 0.05% | 1 | 9.0000
MixedStructure -> DecayToNeutral -> CompressionProcessing -> DecayToNeutral | 1 | 0.05% | 1 | 10.0000
CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> MixedStructure | 1 | 0.05% | 1 | 25.0000
CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing | 1 | 0.05% | 1 | 11.0000
CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> MixedStructure -> DecayToNeutral -> CompressionProcessing | 1 | 0.05% | 1 | 17.0000
MixedStructure -> DecayToNeutral -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 11.0000
ReassertionProcessing -> MixedStructure -> DecayToNeutral -> MixedStructure -> DestructiveRotation -> DecayToNeutral | 1 | 0.05% | 1 | 6.0000
MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> MixedStructure -> DecayToNeutral | 1 | 0.05% | 1 | 11.0000
MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing | 1 | 0.05% | 1 | 15.0000
MixedStructure -> ExhaustionPersistence -> DestructiveRotation -> ExhaustionPersistence -> DecayToNeutral -> DestructiveRotation -> DecayToNeutral -> CompressionProcessing | 1 | 0.05% | 1 | 14.0000

8. Return Family Table
ReturnFamily | Count | Probability | TopDestinationFamily | TopExcursionSequence
CompressionProcessing | 599 | 29.19% | CompressionProcessing | CompressionProcessing
MixedStructure | 551 | 26.85% | MixedStructure | MixedStructure
ReassertionProcessing | 444 | 21.64% | ReassertionProcessing | ReassertionProcessing
DecayToNeutral | 187 | 9.11% | MixedStructure | MixedStructure -> DecayToNeutral
ExhaustionPersistence | 112 | 5.46% | MixedStructure | MixedStructure -> ExhaustionPersistence
RecoveryResolution | 104 | 5.07% | MixedStructure | MixedStructure -> RecoveryResolution
DestructiveRotation | 45 | 2.19% | ReassertionProcessing | ReassertionProcessing -> DestructiveRotation
ConstructiveEmergence | 10 | 0.49% | ConstructiveEmergence | ConstructiveEmergence

9. Loop Market Signature Table
LoopPhase | RangeRelativeToPrevious | TrueRangeRelativeToPrevious | BodyRelativeToPrevious | VolumeRelativeToRollingMean | VolumeRelativeToPrevious | EfficiencyRatio | CloseLocation
FormationPhase | 0.8266 | 0.8319 | 0.7944 | 0.7501 | 0.9261 | 0.4253 | 0.4834
LifecyclePhase | 1.0650 | 1.0634 | 1.1277 | 0.6518 | 1.2264 | 0.4236 | 0.4924
LateNeutralPhase | 1.0559 | 1.0539 | 1.1468 | 0.7168 | 1.2046 | 0.4472 | 0.4980
FailurePhase | 1.0484 | 1.0530 | 1.1807 | 0.7666 | 1.3028 | 0.4589 | 0.4890
DestinationPhase | 1.8166 | 1.7897 | 2.8903 | 1.2467 | 2.2131 | 0.6241 | 0.4954
ExcursionPhase | 1.3050 | 1.2968 | 1.7698 | 1.4710 | 1.5002 | 0.5473 | 0.4992
ReturnPhase | 0.9633 | 0.9526 | 1.0009 | 1.0797 | 1.0393 | 0.4950 | 0.5067
NextFormationPhase | 0.7887 | 0.7911 | 0.6913 | 0.7717 | 0.9294 | 0.4210 | 0.5180

10. Loop Energy Curve Table
LoopPhase | RangeEnergy | VolumeEnergy | EfficiencyEnergy
FormationPhase | 0.8266 | 0.7501 | 0.4253
LifecyclePhase | 1.0650 | 0.6518 | 0.4236
LateNeutralPhase | 1.0559 | 0.7168 | 0.4472
FailurePhase | 1.0484 | 0.7666 | 0.4589
DestinationPhase | 1.8166 | 1.2467 | 0.6241
ExcursionPhase | 1.3050 | 1.4710 | 0.5473
ReturnPhase | 0.9633 | 1.0797 | 0.4950
NextFormationPhase | 0.7887 | 0.7717 | 0.4210

11. Loop Duration Class Table
DurationClass | Count | Probability | TopDestination | TopReturnFamily | MeanDuration
ShortLoop | 659 | 32.12% | MixedStructure | MixedStructure | 3.6616
NormalLoop | 942 | 45.91% | MixedStructure | CompressionProcessing | 9.8493
LongLoop | 451 | 21.98% | MixedStructure | CompressionProcessing | 23.5632

12. Loop Stability Table
PathEntropy | DestinationEntropy | ReturnEntropy | DurationVariance | LoopStabilityClass
0.7144 | 0.6965 | 0.8087 | 66.6523 | DiffuseClosedLoop

13. Loop Failure Point Table
FailureType | Count | LastObservedState | MaxNeutralAgeReached | MarketProfileSummary
IncompleteNoExcursion | 4 | NeutralProcessing | 1 | Range/Volume/Eff mean=1.1712
IncompleteNoReturn | 5 | DecayToNeutral | 11-20 | Range/Volume/Eff mean=0.7752

14. Cross-Instrument Replication Table
Instrument | CompletionRate | TopCanonicalPath | TopDestination | TopReturnFamily | MeanDuration | LoopStabilityClass

15. Minimal Loop State Machine Table
FromPhase | ToPhase | Count | Probability | ReplicationCount
NeutralFailure | DestinationSelection | 2052 | 100.00% | 1
Excursion | LateNeutral | 1559 | 74.84% | 1
DestinationSelection | NeutralFormation | 1119 | 54.53% | 1
LateNeutral | NeutralFailure | 1051 | 47.71% | 1
ReturnToNeutral | NeutralFormation | 933 | 100.00% | 1
NeutralFormation | Excursion | 863 | 42.06% | 1
LateNeutral | Excursion | 696 | 31.59% | 1
NeutralFormation | NeutralMaturation | 665 | 32.41% | 1
NeutralMaturation | LateNeutral | 644 | 57.45% | 1
NeutralFormation | NeutralFailure | 524 | 25.54% | 1
DestinationSelection | Excursion | 524 | 25.54% | 1
Excursion | ReturnToNeutral | 524 | 25.16% | 1
NeutralMaturation | NeutralFailure | 477 | 42.55% | 1
LateNeutral | NeutralMaturation | 456 | 20.70% | 1
DestinationSelection | ReturnToNeutral | 409 | 19.93% | 1

16. Information Retention Table
Model | Top1Accuracy | Top2Accuracy | BrierScore | Entropy
FullStateAge | 56.46% | 81.31% | 0.0810 | 0.8220
MinimalLoopPhase | 66.26% | 86.17% | 0.0654 | 0.6862

17. Outcome Diagnostics Table
CanonicalLoopClass | DRFwd1 | DRFwd3 | DRFwd5 | DRFwd10 | DRFwd20 | ContinuationRate5 | ContinuationRate10 | FailureRate5 | FlatRate5
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0000 | -0.0000 | -0.0000 | -0.0001 | -0.0001 | 46.77% | 46.77% | 47.98% | 5.24%
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.0000 | -0.0000 | -0.0000 | -0.0000 | -0.0000 | 46.22% | 47.11% | 47.56% | 6.22%
NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0000 | 0.0000 | -0.0000 | 0.0000 | 0.0001 | 47.57% | 45.95% | 48.65% | 3.78%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | 0.0000 | -0.0000 | 0.0000 | -0.0000 | -0.0001 | 40.00% | 44.21% | 51.58% | 8.42%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0000 | -0.0000 | 0.0000 | -0.0000 | 0.0000 | 46.58% | 52.05% | 41.10% | 12.33%
NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0001 | -0.0001 | -0.0001 | -0.0002 | -0.0003 | 45.07% | 42.25% | 50.70% | 4.23%
NeutralStart -> Age6-10 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0001 | -0.0001 | -0.0000 | -0.0001 | -0.0001 | 44.83% | 41.38% | 51.72% | 3.45%
NeutralStart -> Age3 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.0000 | -0.0001 | -0.0001 | -0.0001 | -0.0002 | 30.65% | 51.61% | 62.90% | 6.45%
NeutralStart -> Age3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0000 | 0.0000 | -0.0000 | -0.0001 | -0.0000 | 43.90% | 41.46% | 39.02% | 17.07%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | 0.0001 | 0.0001 | 0.0001 | 0.0002 | -0.0001 | 41.94% | 54.84% | 45.16% | 12.90%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | -0.0000 | -0.0001 | -0.0001 | -0.0001 | -0.0001 | 42.86% | 53.57% | 53.57% | 3.57%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -0.0001 | -0.0001 | -0.0001 | -0.0000 | -0.0002 | 33.33% | 62.96% | 51.85% | 14.81%
NeutralStart -> Age5 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0000 | -0.0002 | -0.0004 | -0.0005 | -0.0005 | 28.57% | 14.29% | 71.43% | 0.00%
NeutralStart -> Age11-20 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0000 | -0.0001 | -0.0000 | -0.0001 | -0.0001 | 31.82% | 50.00% | 59.09% | 9.09%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> RecoveryResolution -> RecoveryResolution -> NeutralStart | -0.0001 | -0.0001 | -0.0001 | -0.0000 | -0.0001 | 30.43% | 52.17% | 69.57% | 0.00%
NeutralStart -> Age11-20 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.0001 | -0.0001 | 0.0000 | 0.0002 | 0.0001 | 57.89% | 63.16% | 31.58% | 10.53%
NeutralStart -> Age6-10 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | -0.0000 | -0.0003 | -0.0001 | -0.0002 | -0.0000 | 42.11% | 42.11% | 47.37% | 10.53%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0001 | -0.0000 | -0.0001 | -0.0001 | 0.0001 | 43.75% | 31.25% | 56.25% | 0.00%
NeutralStart -> Age5 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0001 | -0.0001 | -0.0001 | -0.0001 | -0.0001 | 53.85% | 46.15% | 38.46% | 7.69%
NeutralStart -> Age11-20 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | 0.0000 | 0.0000 | 0.0001 | 0.0001 | 0.0000 | 50.00% | 50.00% | 40.00% | 10.00%
NeutralStart -> Age4 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0000 | -0.0002 | -0.0001 | 0.0001 | 0.0004 | 50.00% | 57.14% | 50.00% | 0.00%
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0001 | -0.0001 | 0.0001 | 0.0001 | 0.0008 | 66.67% | 58.33% | 33.33% | 0.00%
NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0001 | 0.0000 | -0.0001 | 0.0001 | -0.0002 | 45.45% | 54.55% | 45.45% | 9.09%
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | 0.0002 | 0.0001 | 0.0002 | 0.0002 | -0.0002 | 58.33% | 58.33% | 33.33% | 8.33%
NeutralStart -> Age4 -> RecoveryResolution -> RecoveryResolution -> RecoveryResolution -> NeutralStart | -0.0001 | -0.0002 | -0.0001 | -0.0004 | -0.0001 | 37.50% | 50.00% | 50.00% | 12.50%
NeutralStart -> Age4 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | 0.0002 | 0.0001 | 0.0001 | 0.0001 | 0.0002 | 41.67% | 66.67% | 25.00% | 33.33%
NeutralStart -> Age4 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.0000 | 0.0000 | -0.0000 | -0.0001 | -0.0004 | 45.45% | 45.45% | 54.55% | 0.00%
NeutralStart -> Age5 -> MixedStructure -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 0.0000 | 0.0000 | -0.0000 | -0.0001 | 0.0002 | 45.45% | 45.45% | 45.45% | 9.09%
NeutralStart -> Age4 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0001 | -0.0001 | -0.0001 | -0.0001 | -0.0001 | 40.00% | 30.00% | 40.00% | 20.00%
NeutralStart -> Age11-20 -> MixedStructure -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -0.0000 | 0.0000 | 0.0001 | 0.0002 | 0.0005 | 72.73% | 45.45% | 27.27% | 0.00%
NeutralStart -> Age2 -> DestructiveRotation -> DestructiveRotation -> DestructiveRotation -> NeutralStart | -0.0001 | -0.0002 | -0.0001 | -0.0000 | 0.0004 | 30.00% | 30.00% | 70.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0001 | 0.0000 | -0.0001 | 0.0000 | 0.0001 | 40.00% | 60.00% | 50.00% | 10.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0000 | -0.0001 | -0.0001 | -0.0004 | -0.0005 | 44.44% | 11.11% | 55.56% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | 0.0000 | 0.0001 | 0.0000 | -0.0004 | -0.0004 | 55.56% | 33.33% | 44.44% | 0.00%
NeutralStart -> Age5 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | -0.0001 | -0.0001 | 0.0001 | 0.0000 | 0.0001 | 66.67% | 55.56% | 33.33% | 0.00%
NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | 0.0000 | -0.0002 | -0.0003 | -0.0005 | 0.0000 | 37.50% | 25.00% | 50.00% | 12.50%
NeutralStart -> Age6-10 -> RecoveryResolution -> RecoveryResolution -> RecoveryResolution -> NeutralStart | -0.0000 | -0.0001 | 0.0002 | 0.0002 | -0.0004 | 57.14% | 57.14% | 42.86% | 0.00%
NeutralStart -> Age5 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | 0.0000 | -0.0000 | 0.0000 | 0.0001 | 0.0002 | 37.50% | 37.50% | 50.00% | 12.50%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> DestructiveRotation -> DestructiveRotation -> NeutralStart | -0.0001 | -0.0001 | 0.0002 | 0.0001 | -0.0000 | 50.00% | 62.50% | 37.50% | 12.50%
NeutralStart -> Age11-20 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | -0.0000 | -0.0000 | -0.0000 | 0.0000 | -0.0001 | 50.00% | 66.67% | 50.00% | 0.00%

18. Recommendation
Classification: DiffuseClosedLoop
NeutralAttractorAssessment: Neutral return completion rate 99.56%.
RoutingFamilies: CompressionProcessing, MixedStructure
HighEnergyFamilies: RecoveryResolution, ExhaustionPersistence
ResetFamilies: ReassertionProcessing
RecommendedNextStep: ProceedToSignalMinimalism
Reason: Loop class uses fixed completion and entropy thresholds; no returns or trading outcomes enter construction.

20. Low-DoF Audit
Uses only existing APVA states and OHLCV-derived variables.
No new APVA states.
No new APVA families.
No context.
No arbitration.
No persistence.
No phase from discretionary rules.
No optimization.
No fitting.
No machine learning.
No trading logic.
No forward returns used in loop construction or classification.

RANKINGS
1. Most common canonical loops: NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=249; NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=228; NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart=195; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=97; NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=73
2. Most replicated canonical loops: NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=R1; NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=R1; NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart=R1; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=R1; NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=R1
3. Most common failure nodes: NeutralProcessing_Age2=931; NeutralProcessing_Age6-10=507; NeutralProcessing_Age3=242; NeutralProcessing_Age5=145; NeutralProcessing_Age11-20=126; NeutralProcessing_Age4=90; NeutralProcessing_Age21+=11
4. Most common destinations: MixedStructure=784; ReassertionProcessing=622; CompressionProcessing=496; ExhaustionPersistence=64; RecoveryResolution=48; ConstructiveEmergence=20; DestructiveRotation=18
5. Most common return families: CompressionProcessing=599; MixedStructure=551; ReassertionProcessing=444; DecayToNeutral=187; ExhaustionPersistence=112; RecoveryResolution=104; DestructiveRotation=45; ConstructiveEmergence=10
6. Shortest loop classes: ShortLoop=3.6616; NormalLoop=9.8493; LongLoop=23.5632
