APVA Stage + Alignment + Breakout Type Study v0.1 - 6E
======================================================
Instrument: 6E
Input: C:\Users\rz0\Documents\ApvaAnalysis\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_OPEN_apva_bar_evidence_v01.csv
Total rows: 35179
Total stage-alignment-breakout observations: 28147
Breakout, SequenceStage, alignment, event, and DRFwd logic are reused from prior studies.
This is a descriptive decomposition of the prior Stage x Alignment result.

Observation Counts by BreakoutType
==================================
IBSYM            8724
Lateral         19423

Observation Counts by Stage
===========================
Stage0      2892
Stage1      8403
Stage2      6783
Stage3      3856
Stage4      6213

Observation Counts by Alignment
===============================
Aligned         13938
Opposed         14209

Event x Stage x Alignment x BreakoutType
========================================
Event                    Type       Stage Alignment    Count   MeanDRFwd5       Median  ContRate5  FailRate5  FlatRate5
ClimacticAccepted        IBSYM           47    42.55%        114     40.35%     2.20%   -0.000114
ClimacticAccepted        Lateral        186    51.61%        388     43.30%     8.31%    0.000064

Largest Mature Alignment Advantages by BreakoutType
===================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 ParticipationClimactic   Lateral        271        177    13.00%    0.000137
   2 ClimacticContained       Lateral         65         60    11.79%    0.000207
   3 PeakAccepted             IBSYM          112         80    10.54%    0.000084
   4 PeakContained            IBSYM           90         44    10.10%    0.000063
   5 ClimacticAccepted        Lateral        186         96     9.95%    0.000041
   6 PeakContained            Lateral        191        115     9.57%    0.000204
   7 ParticipationPeak        IBSYM          230        151     8.69%    0.000052
   8 DissipationContained     Lateral        468        437     7.73%    0.000109
   9 DissipationAny           Lateral       1143        923     5.70%    0.000071
  10 AllBars                  Lateral       2558       1846     5.69%    0.000078
  11 ParticipationPeak        Lateral        508        348     5.60%    0.000105
  12 DissipationAccepted      IBSYM          209        171     4.68%   -0.000021
  13 DissipationContained     IBSYM          200        183     4.51%    0.000041
  14 DissipationAccepted      Lateral        537        408     3.85%    0.000032
  15 AllBars                  IBSYM         1039        770     3.15%    0.000015
  16 DissipationAny           IBSYM          469        395     2.53%    0.000008
  17 PeakAccepted             Lateral        251        178     0.51%    0.000042
  18 ParticipationClimactic   IBSYM           78         53    -4.79%   -0.000217
  19 ClimacticAccepted        IBSYM           47         31   -12.29%   -0.000424

Largest Immature Alignment Advantages by BreakoutType
=====================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 ClimacticContained       Lateral         88         47     7.30%    0.000195
   2 PeakContained            Lateral        247        104     3.59%   -0.000003
   3 DissipationAccepted      IBSYM          524        378     1.43%   -0.000043
   4 DissipationContained     Lateral        851        812     1.28%   -0.000014
   5 PeakContained            IBSYM          116         51    -0.03%   -0.000009
   6 DissipationAny           Lateral       2247       1677    -0.05%   -0.000006
   7 DissipationContained     IBSYM          368        432    -0.48%   -0.000053
   8 DissipationAny           IBSYM          970        864    -0.68%   -0.000052
   9 DissipationAccepted      Lateral       1246        768    -0.72%   -0.000000
  10 AllBars                  IBSYM         2066       1656    -1.62%   -0.000061
  11 AllBars                  Lateral       4466       3107    -1.68%   -0.000024
  12 ParticipationClimactic   Lateral        499        147    -4.53%   -0.000076
  13 ParticipationPeak        Lateral       1041        352    -5.64%   -0.000090
  14 PeakAccepted             Lateral        700        173    -7.57%   -0.000143
  15 ParticipationPeak        IBSYM          456        180    -8.87%   -0.000173
  16 PeakAccepted             IBSYM          298         93    -9.53%   -0.000245
  17 ClimacticAccepted        Lateral        388         77    -9.95%   -0.000210
  18 ClimacticAccepted        IBSYM          114         38   -12.28%   -0.000412
  19 ParticipationClimactic   IBSYM          146         65   -12.75%   -0.000308

Largest Maturity Improvements for Aligned Events by BreakoutType
================================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 PeakContained            IBSYM           90        116    12.45%    0.000060
   2 PeakAccepted             IBSYM          112        298    11.85%    0.000055
   3 ParticipationPeak        IBSYM          230        456    11.17%    0.000066
   4 ParticipationClimactic   Lateral        271        499    11.16%    0.000133
   5 ClimacticContained       Lateral         65         88    10.73%    0.000112
   6 PeakAccepted             Lateral        251        700    10.05%    0.000101
   7 ParticipationPeak        Lateral        508       1041     8.35%    0.000072
   8 ClimacticAccepted        Lateral        186        388     8.31%    0.000064
   9 DissipationAccepted      IBSYM          209        524     7.02%   -0.000006
  10 PeakContained            Lateral        191        247     6.37%    0.000012
  11 DissipationAny           IBSYM          469        970     6.23%    0.000039
  12 DissipationAccepted      Lateral        537       1246     5.89%    0.000030
  13 AllBars                  Lateral       2558       4466     5.72%    0.000065
  14 DissipationAny           Lateral       1143       2247     5.07%    0.000046
  15 ParticipationClimactic   IBSYM           78        146     5.06%   -0.000002
  16 DissipationContained     IBSYM          200        368     4.76%    0.000066
  17 AllBars                  IBSYM         1039       2066     4.65%    0.000033
  18 DissipationContained     Lateral        468        851     4.64%    0.000065
  19 ClimacticAccepted        IBSYM           47        114     2.20%   -0.000114

Largest Maturity Deteriorations for Aligned Events by BreakoutType
==================================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 ClimacticAccepted        IBSYM           47        114     2.20%   -0.000114
   2 DissipationContained     Lateral        468        851     4.64%    0.000065
   3 AllBars                  IBSYM         1039       2066     4.65%    0.000033
   4 DissipationContained     IBSYM          200        368     4.76%    0.000066
   5 ParticipationClimactic   IBSYM           78        146     5.06%   -0.000002
   6 DissipationAny           Lateral       1143       2247     5.07%    0.000046
   7 AllBars                  Lateral       2558       4466     5.72%    0.000065
   8 DissipationAccepted      Lateral        537       1246     5.89%    0.000030
   9 DissipationAny           IBSYM          469        970     6.23%    0.000039
  10 PeakContained            Lateral        191        247     6.37%    0.000012
  11 DissipationAccepted      IBSYM          209        524     7.02%   -0.000006
  12 ClimacticAccepted        Lateral        186        388     8.31%    0.000064
  13 ParticipationPeak        Lateral        508       1041     8.35%    0.000072
  14 PeakAccepted             Lateral        251        700    10.05%    0.000101
  15 ClimacticContained       Lateral         65         88    10.73%    0.000112
  16 ParticipationClimactic   Lateral        271        499    11.16%    0.000133
  17 ParticipationPeak        IBSYM          230        456    11.17%    0.000066
  18 PeakAccepted             IBSYM          112        298    11.85%    0.000055
  19 PeakContained            IBSYM           90        116    12.45%    0.000060

Strongest Mature Aligned Combinations
=====================================
Rank Event                    Type        Count   MeanDRFwd5  ContRate5
   1 ClimacticContained       Lateral        65     0.000202    58.46%
   2 PeakContained            IBSYM          90     0.000094    55.56%
   3 ParticipationClimactic   Lateral       271     0.000087    54.24%
   4 DissipationContained     IBSYM         200     0.000060    51.50%
   5 DissipationContained     Lateral       468     0.000053    52.35%
   6 AllBars                  Lateral      2558     0.000043    50.70%
   7 PeakAccepted             Lateral       251     0.000042    52.19%
   8 DissipationAny           Lateral      1143     0.000035    51.53%
   9 ParticipationPeak        Lateral       508     0.000034    51.57%
  10 DissipationAccepted      Lateral       537     0.000019    51.40%
  11 PeakContained            Lateral       191     0.000019    51.31%
  12 DissipationAny           IBSYM         469     0.000016    51.39%
  13 ParticipationPeak        IBSYM         230     0.000012    51.74%
  14 ClimacticAccepted        Lateral       186     0.000008    51.61%
  15 AllBars                  IBSYM        1039     0.000003    48.99%
  16 PeakAccepted             IBSYM         112    -0.000018    51.79%
  17 DissipationAccepted      IBSYM         209    -0.000030    52.63%
  18 ParticipationClimactic   IBSYM          78    -0.000126    46.15%
  19 ClimacticAccepted        IBSYM          47    -0.000256    42.55%

Strongest Mature Opposed Combinations
=====================================
Rank Event                    Type        Count   MeanDRFwd5  ContRate5
   1 ClimacticAccepted        IBSYM          31     0.000168    54.84%
   2 ParticipationClimactic   IBSYM          53     0.000092    50.94%
   3 PeakContained            IBSYM          44     0.000031    45.45%
   4 DissipationContained     IBSYM         183     0.000019    46.99%
   5 DissipationAny           IBSYM         395     0.000008    48.86%
   6 PeakAccepted             Lateral       178    -0.000000    51.69%
   7 ClimacticContained       Lateral        60    -0.000005    46.67%
   8 DissipationAccepted      IBSYM         171    -0.000009    47.95%
   9 AllBars                  IBSYM         770    -0.000012    45.84%
  10 DissipationAccepted      Lateral       408    -0.000013    47.55%
  11 ClimacticAccepted        Lateral        96    -0.000033    41.67%
  12 AllBars                  Lateral      1846    -0.000035    45.02%
  13 DissipationAny           Lateral       923    -0.000036    45.83%
  14 ParticipationPeak        IBSYM         151    -0.000040    43.05%
  15 ParticipationClimactic   Lateral       177    -0.000050    41.24%
  16 DissipationContained     Lateral       437    -0.000055    44.62%
  17 ParticipationPeak        Lateral       348    -0.000071    45.98%
  18 PeakAccepted             IBSYM          80    -0.000102    41.25%
  19 PeakContained            Lateral       115    -0.000185    41.74%

Research Notes
==============
- Largest mature alignment advantage: ParticipationClimactic, Lateral (13.00%).
- Best mature alignment breakout type for DissipationContained: Lateral (7.73%).
- Best mature alignment breakout type for ParticipationPeak: IBSYM (8.69%).
- Best mature alignment breakout type for AllBars: Lateral (5.69%).
- Mature-alignment comparisons skipped from ranked tables because one side Count < 30: 1.
