APVA Process Graph Study v0.1
============================================================================================
Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
Node count: 41
Edge count: 221

1. Directed Graph Summary
SourceNode | DestinationNode | TransitionCount | TransitionProbability
CompressionProcessing_Age5 | 1 | 8 | 9 | 9
DestructiveRotation_Age2 | 1 | 8 | 9 | 9
MixedStructure_Age2 | 1 | 8 | 9 | 9
NeutralProcessing_Age5 | 1 | 7 | 8 | 8
ExhaustionPersistence_Age4 | 1 | 6 | 7 | 7
ExhaustionPersistence_Age5 | 1 | 6 | 7 | 7
ExhaustionPersistence_Age6-10 | 2 | 5 | 7 | 7
MixedStructure_Age3 | 1 | 6 | 7 | 7
NeutralProcessing_Age2 | 1 | 6 | 7 | 7
NeutralProcessing_Age21+ | 2 | 5 | 7 | 7
NeutralProcessing_Age4 | 1 | 6 | 7 | 7
NeutralProcessing_Age3 | 1 | 5 | 6 | 6
CompressionProcessing_Age11-20 | 2 | 3 | 5 | 5
DestructiveRotation_Age3 | 1 | 4 | 5 | 5
ExhaustionPersistence_Age3 | 1 | 4 | 5 | 5
MixedStructure_Age4 | 1 | 4 | 5 | 5
ReassertionProcessing_Age2 | 1 | 4 | 5 | 5
RecoveryResolution_Age3 | 1 | 4 | 5 | 5
ExhaustionPersistence_Age2 | 1 | 3 | 4 | 4
ReassertionProcessing_Age3 | 1 | 2 | 3 | 3
RecoveryResolution_Age2 | 1 | 2 | 3 | 3
RecoveryResolution_Age4 | 1 | 2 | 3 | 3
RecoveryResolution_Age5 | 1 | 2 | 3 | 3
RecoveryResolution_Age6-10 | 1 | 2 | 3 | 3
DestructiveRotation_Age4 | 1 | 1 | 2 | 2
MixedStructure_Age5 | 1 | 1 | 2 | 2

8. Young / Middle / Late Graph
StateZoneNode | DominantDestination | DominantProbability | PersistenceProbability | Entropy | TransitionConfidence
CompressionProcessing_Late | CompressionProcessing_Late | 49.60% | 49.60% | 1.4405 | 24.60%
CompressionProcessing_Middle | CompressionProcessing_Middle | 49.09% | 49.09% | 1.5062 | 25.15%
CompressionProcessing_Young | CompressionProcessing_Young | 36.17% | 36.17% | 1.5132 | 4.77%
ConstructiveEmergence_Young | MixedStructure_Young | 46.99% | 0.00% | 1.1780 | 14.46%
DecayToNeutral_Young | NeutralProcessing_Young | 54.58% | 0.00% | 1.1580 | 26.11%
DestructiveRotation_Middle | DecayToNeutral_Young | 66.67% | 8.33% | 0.9831 | 50.00%
DestructiveRotation_Young | DecayToNeutral_Young | 31.41% | 10.68% | 1.8505 | 5.98%
ExhaustionPersistence_Late | ExhaustionPersistence_Late | 37.93% | 37.93% | 1.3934 | 6.90%
ExhaustionPersistence_Middle | ExhaustionPersistence_Middle | 46.21% | 46.21% | 1.5051 | 22.30%
ExhaustionPersistence_Young | ExhaustionPersistence_Young | 21.41% | 21.41% | 1.8440 | 0.00%
MixedStructure_Middle | DecayToNeutral_Young | 41.18% | 17.65% | 1.5234 | 21.57%
MixedStructure_Young | NeutralProcessing_Young | 36.75% | 9.81% | 1.7937 | 15.53%
NeutralProcessing_Late | NeutralProcessing_Late | 74.90% | 74.90% | 0.9041 | 65.47%
NeutralProcessing_Middle | NeutralProcessing_Middle | 58.81% | 58.81% | 1.2192 | 36.07%
NeutralProcessing_Young | NeutralProcessing_Young | 36.10% | 36.10% | 1.6214 | 16.35%
ReassertionProcessing_Middle | DestructiveRotation_Young | 93.33% | 0.00% | 0.2449 | 86.67%
ReassertionProcessing_Young | NeutralProcessing_Young | 41.63% | 11.87% | 1.4466 | 13.58%
RecoveryResolution_Late | CompressionProcessing_Young | 60.00% | 0.00% | 0.6730 | 20.00%
RecoveryResolution_Middle | CompressionProcessing_Young | 67.03% | 8.06% | 1.0426 | 55.31%
RecoveryResolution_Young | CompressionProcessing_Young | 42.81% | 23.91% | 1.3015 | 18.90%

Young / Middle / Late Chains
Depth | Chain | ChainProbability | ChainSupport
2 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 56.10% | 2146
2 | DestructiveRotation_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young | 36.38% | 1
2 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 34.58% | 1192
2 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> DecayToNeutral_Young | 29.32% | 1
2 | CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late | 24.60% | 61
2 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young | 24.24% | 119
2 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 24.10% | 282
2 | MixedStructure_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young | 22.47% | 14
2 | RecoveryResolution_Late -> CompressionProcessing_Young -> CompressionProcessing_Young | 21.70% | 1
2 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 21.35% | 58
2 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 19.70% | 431
2 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young | 17.27% | 14
2 | DestructiveRotation_Young -> DecayToNeutral_Young -> NeutralProcessing_Young | 17.14% | 158
2 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 15.48% | 395
2 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 15.03% | 507
2 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 14.39% | 2
2 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 13.27% | 780
2 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 13.08% | 0
2 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 13.04% | 0
2 | ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young | 4.58% | 0
3 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 42.02% | 1625
3 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 20.34% | 0
3 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> DecayToNeutral_Young -> NeutralProcessing_Young | 16.00% | 1
3 | DestructiveRotation_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 13.14% | 1
3 | CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late | 12.20% | 28
3 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 11.83% | 0
3 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 9.87% | 0
3 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 8.77% | 0
3 | MixedStructure_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 8.11% | 9
3 | RecoveryResolution_Late -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 7.85% | 0
3 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 7.11% | 0
3 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 6.23% | 12
3 | DestructiveRotation_Young -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 6.19% | 88
3 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 5.60% | 0
3 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 5.46% | 0
3 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 5.43% | 0
3 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 4.79% | 0
3 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 4.73% | 0
3 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 4.71% | 0
3 | ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young | 0.98% | 0
4 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 31.48% | 1258
4 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 11.96% | 0
4 | CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late | 6.05% | 12
4 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 5.81% | 0
4 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 5.78% | 1
4 | DestructiveRotation_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 4.74% | 0
4 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 4.56% | 0
4 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 3.17% | 0
4 | MixedStructure_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.93% | 0
4 | RecoveryResolution_Late -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 2.84% | 0
4 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.57% | 0
4 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.25% | 0
4 | DestructiveRotation_Young -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.23% | 0
4 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 2.07% | 0
4 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 2.03% | 0
4 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.96% | 0
4 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.73% | 0
4 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 1.71% | 0
4 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.70% | 0
4 | ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young | 0.21% | 0
5 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 23.58% | 973
5 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 7.03% | 0
5 | CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late -> CompressionProcessing_Late | 3.00% | 5
5 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 2.85% | 0
5 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 2.11% | 0
5 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 2.09% | 0
5 | DestructiveRotation_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.71% | 0
5 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 1.15% | 0
5 | MixedStructure_Middle -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.06% | 0
5 | RecoveryResolution_Late -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 1.03% | 0
5 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.93% | 0
5 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.81% | 0
5 | DestructiveRotation_Young -> DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.81% | 0
5 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 0.79% | 0
5 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 0.73% | 0
5 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.71% | 0
5 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.62% | 0
5 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 0.62% | 0
5 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.61% | 0
5 | ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young -> ExhaustionPersistence_Young | 0.04% | 0

9. Graph Compression
ProbabilityMass | NodeCount | EdgeCount | CompressionRatio
90.00% | 26 | 64 | 28.96%
95.00% | 29 | 87 | 39.37%
99.00% | 34 | 146 | 66.06%

10. Outcome Diagnostics
Diagnostic only. Forward outcomes are not used in graph construction.
ItemType | Item | Count | MeanDRFwd5 | MedianDRFwd5 | ContinuationRate5 | FailureRate5 | FlatRate5 | OutcomeSkew
Node | CompressionProcessing_Age1 | 2631 | -0.0000 | 0.0000 | 46.94% | 48.50% | 4.56% | -1.56%
Node | CompressionProcessing_Age11-20 | 5 | -0.0001 | -0.0004 | 40.00% | 60.00% | 0.00% | -20.00%
Node | CompressionProcessing_Age2 | 1493 | -0.0000 | -0.0000 | 44.41% | 50.64% | 4.96% | -6.23%
Node | CompressionProcessing_Age3 | 763 | -0.0000 | -0.0000 | 46.00% | 50.59% | 3.41% | -4.59%
Node | CompressionProcessing_Age4 | 489 | 0.0000 | 0.0000 | 46.22% | 48.67% | 5.11% | -2.45%
Node | CompressionProcessing_Age5 | 260 | 0.0000 | 0.0000 | 47.31% | 48.46% | 4.23% | -1.15%
Node | CompressionProcessing_Age6-10 | 229 | -0.0000 | -0.0000 | 41.92% | 51.53% | 6.55% | -9.61%
Node | ConstructiveEmergence_Age1 | 82 | -0.0000 | 0.0000 | 51.22% | 46.34% | 2.44% | 4.88%
Node | DecayToNeutral_Age1 | 1265 | -0.0000 | 0.0000 | 47.75% | 46.72% | 5.53% | 1.03%
Node | DestructiveRotation_Age1 | 789 | -0.0000 | 0.0000 | 46.77% | 49.68% | 3.55% | -2.92%
Node | DestructiveRotation_Age2 | 99 | -0.0000 | 0.0000 | 44.44% | 49.49% | 6.06% | -5.05%
Node | DestructiveRotation_Age3 | 10 | 0.0000 | -0.0000 | 40.00% | 50.00% | 10.00% | -10.00%
Node | DestructiveRotation_Age4 | 1 | -0.0002 | -0.0002 | 0.00% | 100.00% | 0.00% | -100.00%
Node | ExhaustionPersistence_Age1 | 1106 | -0.0000 | 0.0000 | 47.65% | 46.56% | 5.79% | 1.08%
Node | ExhaustionPersistence_Age2 | 299 | -0.0001 | -0.0000 | 42.47% | 52.51% | 5.02% | -10.03%
Node | ExhaustionPersistence_Age3 | 215 | -0.0000 | -0.0000 | 44.65% | 52.09% | 3.26% | -7.44%
Node | ExhaustionPersistence_Age4 | 138 | -0.0001 | -0.0001 | 41.30% | 55.80% | 2.90% | -14.49%
Node | ExhaustionPersistence_Age5 | 55 | 0.0000 | 0.0000 | 49.09% | 45.45% | 5.45% | 3.64%
Node | ExhaustionPersistence_Age6-10 | 28 | -0.0002 | -0.0003 | 32.14% | 60.71% | 7.14% | -28.57%
Node | MixedStructure_Age1 | 3153 | -0.0000 | 0.0000 | 46.27% | 48.30% | 5.42% | -2.03%
Node | MixedStructure_Age2 | 341 | -0.0000 | 0.0000 | 45.45% | 48.97% | 5.57% | -3.52%
Node | MixedStructure_Age3 | 42 | -0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Node | MixedStructure_Age4 | 8 | 0.0002 | 0.0003 | 75.00% | 25.00% | 0.00% | 50.00%
Node | MixedStructure_Age5 | 1 | 0.0001 | 0.0001 | 100.00% | 0.00% | 0.00% | 100.00%
Node | NeutralProcessing_Age1 | 4710 | -0.0000 | 0.0000 | 45.82% | 48.77% | 5.41% | -2.95%
Node | NeutralProcessing_Age11-20 | 718 | -0.0000 | 0.0000 | 46.80% | 45.82% | 7.38% | 0.97%
Node | NeutralProcessing_Age2 | 2657 | -0.0000 | 0.0000 | 47.27% | 48.48% | 4.25% | -1.20%
Node | NeutralProcessing_Age21+ | 68 | -0.0000 | 0.0000 | 45.59% | 48.53% | 5.88% | -2.94%
Node | NeutralProcessing_Age3 | 1422 | 0.0000 | 0.0000 | 48.66% | 44.73% | 6.61% | 3.94%
Node | NeutralProcessing_Age4 | 1101 | -0.0000 | 0.0000 | 45.50% | 48.77% | 5.72% | -3.27%
Node | NeutralProcessing_Age5 | 1037 | -0.0000 | 0.0000 | 44.94% | 48.70% | 6.36% | -3.76%
Node | NeutralProcessing_Age6-10 | 2443 | -0.0000 | 0.0000 | 45.97% | 49.24% | 4.79% | -3.27%
Node | ReassertionProcessing_Age1 | 1732 | 0.0000 | 0.0000 | 46.77% | 48.15% | 5.08% | -1.39%
Node | ReassertionProcessing_Age2 | 235 | -0.0001 | -0.0000 | 44.26% | 50.64% | 5.11% | -6.38%
Node | ReassertionProcessing_Age3 | 15 | -0.0000 | 0.0001 | 53.33% | 40.00% | 6.67% | 13.33%
Node | RecoveryResolution_Age1 | 900 | -0.0000 | -0.0000 | 45.67% | 50.56% | 3.78% | -4.89%
Node | RecoveryResolution_Age2 | 303 | -0.0000 | -0.0001 | 42.90% | 54.13% | 2.97% | -11.22%
Node | RecoveryResolution_Age3 | 235 | 0.0000 | -0.0000 | 47.66% | 50.64% | 1.70% | -2.98%
Node | RecoveryResolution_Age4 | 14 | 0.0002 | 0.0003 | 71.43% | 28.57% | 0.00% | 42.86%
Node | RecoveryResolution_Age5 | 6 | -0.0001 | 0.0000 | 50.00% | 16.67% | 33.33% | 33.33%
Node | RecoveryResolution_Age6-10 | 4 | 0.0001 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 725 | -0.0000 | 0.0000 | 46.76% | 49.38% | 3.86% | -2.62%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 453 | -0.0000 | -0.0000 | 46.14% | 50.55% | 3.31% | -4.42%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 240 | -0.0001 | -0.0001 | 42.92% | 52.50% | 4.58% | -9.58%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 111 | -0.0001 | -0.0001 | 41.44% | 52.25% | 6.31% | -10.81%
Chain | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 1 | -0.0004 | -0.0004 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 472 | -0.0001 | -0.0000 | 43.01% | 51.69% | 5.30% | -8.69%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 248 | -0.0001 | 0.0000 | 43.95% | 49.19% | 6.85% | -5.24%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 118 | -0.0001 | -0.0000 | 38.14% | 52.54% | 9.32% | -14.41%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 62 | -0.0000 | -0.0000 | 38.71% | 51.61% | 9.68% | -12.90%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 245 | -0.0001 | -0.0001 | 43.27% | 54.69% | 2.04% | -11.43%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 112 | -0.0001 | -0.0001 | 42.86% | 54.46% | 2.68% | -11.61%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 55 | -0.0001 | -0.0001 | 40.00% | 56.36% | 3.64% | -16.36%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 27 | -0.0001 | -0.0001 | 40.74% | 59.26% | 0.00% | -18.52%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 112 | -0.0000 | -0.0001 | 40.18% | 53.57% | 6.25% | -13.39%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 53 | -0.0001 | -0.0001 | 35.85% | 56.60% | 7.55% | -20.75%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 28 | 0.0000 | -0.0000 | 42.86% | 50.00% | 7.14% | -7.14%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 13 | 0.0001 | 0.0001 | 53.85% | 46.15% | 0.00% | 7.69%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 58 | -0.0000 | 0.0000 | 44.83% | 46.55% | 8.62% | -1.72%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 30 | -0.0001 | -0.0001 | 46.67% | 50.00% | 3.33% | -3.33%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 14 | 0.0001 | 0.0001 | 64.29% | 35.71% | 0.00% | 28.57%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 7 | 0.0000 | 0.0001 | 57.14% | 42.86% | 0.00% | 14.29%
Chain | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 50 | -0.0000 | -0.0001 | 40.00% | 60.00% | 0.00% | -20.00%
Chain | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 21 | 0.0000 | -0.0001 | 47.62% | 52.38% | 0.00% | -4.76%
Chain | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 6 | -0.0001 | -0.0001 | 33.33% | 66.67% | 0.00% | -33.33%
Chain | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 14 | 0.0001 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 12 | 0.0001 | 0.0000 | 58.33% | 41.67% | 0.00% | 16.67%
