APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
State counts: RecoveryResolution=1696, ExhaustionPersistence=1884, CompressionProcessing=6489, NeutralProcessing=16992, ReassertionProcessing=2011, DecayToNeutral=1486, DestructiveRotation=948, ConstructiveEmergence=83, MixedStructure=3671
Age counts: 1=18224, 2=6199, 3=3147, 4=2008, 5=1539, 6-10=3165, 11-20=896, 21+=82
Validated context counts: B=310, C=255, D=233
Candidate interpretation counts: ValidatedContext=798, PreviousDistinctContext=35256, CurrentStateAge=35260

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
PreviousDistinctContext | ExhaustionPersistence->DecayToNeutral+Age1 | 275 | 0.00% | 100.00% | 1.0302 | 0.6401 | NeutralProcessing | 56.73% | -0.0729
PreviousDistinctContext | ExhaustionPersistence->DestructiveRotation+Age1 | 59 | 23.73% | 76.27% | 1.0270 | 0.6381 | DecayToNeutral | 62.71% | 0.2263
PreviousDistinctContext | ExhaustionPersistence->DestructiveRotation+Age2 | 14 | 7.14% | 92.86% | 1.1164 | 0.8053 | DecayToNeutral | 57.14% | -0.1624
PreviousDistinctContext | ExhaustionPersistence->DestructiveRotation+Age3 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | DecayToNeutral | 100.00% | 0.0000
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age1 | 275 | 49.09% | 50.91% | 0.9792 | 0.7063 | NeutralProcessing | 49.09% | 0.2755
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age11-20 | 41 | 73.17% | 26.83% | 0.9482 | 0.5292 | NeutralProcessing | 73.17% | 0.9342
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age2 | 135 | 60.74% | 39.26% | 1.0949 | 0.6803 | NeutralProcessing | 60.74% | 0.5345
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age3 | 82 | 71.95% | 28.05% | 0.6436 | 0.5858 | NeutralProcessing | 71.95% | 0.8532
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age4 | 59 | 88.14% | 11.86% | 0.5157 | 0.3204 | NeutralProcessing | 88.14% | 1.4423
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age5 | 52 | 84.62% | 15.38% | 0.6859 | 0.3525 | NeutralProcessing | 84.62% | 1.3398
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age6-10 | 134 | 75.37% | 24.63% | 0.8861 | 0.4554 | NeutralProcessing | 75.37% | 1.0521
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age1 | 340 | 99.71% | 0.29% | 0.0201 | 0.0290 | RecoveryResolution | 99.71% | 1.9651
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age2 | 339 | 74.04% | 25.96% | 0.5726 | 0.8261 | RecoveryResolution | 74.04% | 0.6547
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age3 | 251 | 6.37% | 93.63% | 0.9486 | 0.6843 | CompressionProcessing | 68.92% | 0.0687
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age4 | 16 | 37.50% | 62.50% | 0.6616 | 0.9544 | CompressionProcessing | 62.50% | 0.0456
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age5 | 6 | 83.33% | 16.67% | 0.4506 | 0.6500 | RecoveryResolution | 83.33% | 0.0000
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age6-10 | 5 | 0.00% | 100.00% | 0.6730 | 0.9710 | CompressionProcessing | 60.00% | 0.0000
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age1 | 98 | 83.67% | 16.33% | 0.4450 | 0.6421 | CompressionProcessing | 83.67% | 1.0314
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age2 | 82 | 63.41% | 36.59% | 0.7632 | 0.5506 | CompressionProcessing | 63.41% | 0.7177
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age3 | 52 | 53.85% | 46.15% | 1.0906 | 0.7867 | CompressionProcessing | 53.85% | 0.2902
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age4 | 28 | 78.57% | 21.43% | 0.7363 | 0.5311 | CompressionProcessing | 78.57% | 1.0403
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age5 | 22 | 36.36% | 63.64% | 1.6572 | 0.8516 | CompressionProcessing | 36.36% | -0.1243
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age6-10 | 15 | 46.67% | 53.33% | 1.0833 | 0.7814 | CompressionProcessing | 46.67% | 0.1519
PreviousDistinctContext | MixedStructure->ConstructiveEmergence+Age1 | 20 | 0.00% | 100.00% | 1.2312 | 0.8881 | MixedStructure | 35.00% | -0.5381
PreviousDistinctContext | MixedStructure->DecayToNeutral+Age1 | 789 | 0.00% | 100.00% | 0.9335 | 0.5800 | NeutralProcessing | 54.75% | -0.0325
PreviousDistinctContext | MixedStructure->DestructiveRotation+Age1 | 70 | 27.14% | 72.86% | 1.3521 | 0.8401 | DecayToNeutral | 34.29% | -0.2259
PreviousDistinctContext | MixedStructure->DestructiveRotation+Age2 | 19 | 26.32% | 73.68% | 1.6775 | 0.9362 | DecayToNeutral | 26.32% | -0.4099
PreviousDistinctContext | MixedStructure->DestructiveRotation+Age3 | 5 | 20.00% | 80.00% | 1.3322 | 0.9610 | NeutralProcessing | 40.00% | 0.0000
PreviousDistinctContext | MixedStructure->DestructiveRotation+Age4 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | DecayToNeutral | 100.00% | 0.0000
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | 452 | 25.00% | 75.00% | 1.5100 | 0.9382 | DecayToNeutral | 30.31% | -0.3851
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age2 | 113 | 83.19% | 16.81% | 0.4529 | 0.6534 | ExhaustionPersistence | 83.19% | 1.0103
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age3 | 94 | 61.70% | 38.30% | 0.8684 | 0.7904 | ExhaustionPersistence | 61.70% | 0.4436
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age4 | 58 | 34.48% | 65.52% | 1.5757 | 0.8794 | ExhaustionPersistence | 34.48% | -0.1898
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age5 | 20 | 25.00% | 75.00% | 1.5114 | 0.9391 | DecayToNeutral | 25.00% | -0.4391
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age6-10 | 8 | 37.50% | 62.50% | 1.3209 | 0.9528 | ExhaustionPersistence | 37.50% | 0.0000
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 1335 | 58.65% | 41.35% | 1.0773 | 0.6694 | NeutralProcessing | 58.65% | 0.5037
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age11-20 | 215 | 78.60% | 21.40% | 0.8099 | 0.4520 | NeutralProcessing | 78.60% | 1.1201
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age2 | 783 | 54.66% | 45.34% | 1.1333 | 0.7041 | NeutralProcessing | 54.66% | 0.3891
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age21+ | 18 | 77.78% | 22.22% | 0.6837 | 0.6224 | NeutralProcessing | 77.78% | 0.9332
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | 428 | 63.32% | 36.68% | 1.0015 | 0.6223 | NeutralProcessing | 63.32% | 0.6441
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | 271 | 93.73% | 6.27% | 0.3296 | 0.1840 | NeutralProcessing | 93.73% | 1.6906
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age5 | 254 | 83.46% | 16.54% | 0.6810 | 0.3801 | NeutralProcessing | 83.46% | 1.2892
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age6-10 | 632 | 74.37% | 25.63% | 0.8863 | 0.4947 | NeutralProcessing | 74.37% | 0.9927
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age1 | 162 | 10.49% | 89.51% | 1.1612 | 0.7215 | MixedStructure | 62.96% | 0.0131
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age2 | 17 | 5.88% | 94.12% | 0.4438 | 0.4039 | DestructiveRotation | 88.24% | 0.5373
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age3 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | DestructiveRotation | 100.00% | 0.0000
PreviousDistinctContext | MixedStructure->RecoveryResolution+Age1 | 338 | 0.00% | 100.00% | 0.4853 | 0.7001 | CompressionProcessing | 81.07% | 0.1105
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age1 | 1629 | 47.64% | 52.36% | 1.1738 | 0.6032 | CompressionProcessing | 47.64% | 0.3495
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age11-20 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | ExhaustionPersistence | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age2 | 776 | 40.08% | 59.92% | 1.2288 | 0.5592 | NeutralProcessing | 43.56% | 0.2771
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age3 | 311 | 61.74% | 38.26% | 1.3022 | 0.6262 | CompressionProcessing | 61.74% | 0.6085
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age4 | 192 | 61.46% | 38.54% | 0.9923 | 0.5538 | CompressionProcessing | 61.46% | 0.6753
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age5 | 118 | 37.29% | 62.71% | 1.6591 | 0.7979 | CompressionProcessing | 37.29% | -0.0521
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age6-10 | 78 | 44.87% | 55.13% | 1.4663 | 0.7535 | CompressionProcessing | 44.87% | 0.1439
PreviousDistinctContext | NeutralProcessing->ConstructiveEmergence+Age1 | 43 | 0.00% | 100.00% | 1.0253 | 0.7396 | MixedStructure | 48.84% | -0.2512
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age1 | 277 | 7.94% | 92.06% | 1.6970 | 0.8721 | NeutralProcessing | 35.02% | -0.4425
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age2 | 22 | 9.09% | 90.91% | 1.7047 | 0.8761 | DecayToNeutral | 36.36% | -0.4215
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age3 | 2 | 0.00% | 100.00% | -0.0000 | 0.0000 | DecayToNeutral | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age1 | 90 | 26.67% | 73.33% | 1.1441 | 0.8253 | NeutralProcessing | 48.89% | -0.0697
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age2 | 24 | 87.50% | 12.50% | 0.3768 | 0.5436 | ExhaustionPersistence | 87.50% | 1.2064
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age3 | 21 | 61.90% | 38.10% | 0.8081 | 0.7355 | ExhaustionPersistence | 61.90% | 0.5026
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age4 | 13 | 30.77% | 69.23% | 1.2659 | 0.9131 | DecayToNeutral | 38.46% | -0.2208
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age5 | 4 | 25.00% | 75.00% | 1.0397 | 0.9464 | NeutralProcessing | 50.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age6-10 | 2 | 50.00% | 50.00% | 0.6931 | 1.0000 | ExhaustionPersistence | 50.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | 2080 | 7.74% | 92.26% | 1.6588 | 0.7550 | NeutralProcessing | 42.07% | -0.2569
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | 161 | 10.56% | 89.44% | 1.4696 | 0.7067 | NeutralProcessing | 49.07% | -0.1104
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age3 | 17 | 17.65% | 82.35% | 1.3854 | 0.8608 | DecayToNeutral | 47.06% | -0.2137
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age4 | 3 | 0.00% | 100.00% | 0.6365 | 0.9183 | ExhaustionPersistence | 66.67% | 0.0000
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | 1486 | 14.06% | 85.94% | 1.3091 | 0.7306 | NeutralProcessing | 46.97% | -0.1202
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age2 | 209 | 6.70% | 93.30% | 0.9971 | 0.7193 | NeutralProcessing | 49.28% | -0.1595
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age3 | 14 | 0.00% | 100.00% | 0.2573 | 0.3712 | DestructiveRotation | 92.86% | 0.5573
PreviousDistinctContext | NeutralProcessing->RecoveryResolution+Age1 | 67 | 0.00% | 100.00% | 0.6796 | 0.9805 | NeutralProcessing | 58.21% | -0.3984
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age1 | 107 | 75.70% | 24.30% | 0.5545 | 0.8000 | CompressionProcessing | 75.70% | 0.7140
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age2 | 81 | 69.14% | 30.86% | 0.8600 | 0.6204 | CompressionProcessing | 69.14% | 0.7623
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age3 | 56 | 60.71% | 39.29% | 0.9670 | 0.6975 | CompressionProcessing | 60.71% | 0.5167
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age4 | 34 | 64.71% | 35.29% | 0.9879 | 0.7126 | CompressionProcessing | 64.71% | 0.5815
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age5 | 22 | 36.36% | 63.64% | 1.5267 | 0.8521 | CompressionProcessing | 36.36% | -0.1248
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age6-10 | 16 | 50.00% | 50.00% | 1.1433 | 0.8247 | CompressionProcessing | 50.00% | 0.1753
PreviousDistinctContext | ReassertionProcessing->ConstructiveEmergence+Age1 | 10 | 0.00% | 100.00% | 0.6931 | 1.0000 | NeutralProcessing | 50.00% | -0.5000
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | 251 | 7.97% | 92.03% | 1.7238 | 0.7845 | NeutralProcessing | 41.83% | -0.2865
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age2 | 20 | 0.00% | 100.00% | 0.8954 | 0.5563 | DecayToNeutral | 75.00% | 0.1937
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | 560 | 11.43% | 88.57% | 1.5056 | 0.7240 | NeutralProcessing | 51.79% | -0.0919
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age2 | 64 | 7.81% | 92.19% | 1.0809 | 0.6716 | DecayToNeutral | 62.50% | 0.0316
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age3 | 5 | 20.00% | 80.00% | 1.0549 | 0.9602 | DecayToNeutral | 40.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age4 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | DecayToNeutral | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | 831 | 61.01% | 38.99% | 1.0785 | 0.6019 | NeutralProcessing | 61.01% | 0.6183
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age11-20 | 158 | 75.95% | 24.05% | 0.8531 | 0.4761 | NeutralProcessing | 75.95% | 1.0429
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | 507 | 57.79% | 42.21% | 1.0893 | 0.6768 | NeutralProcessing | 57.79% | 0.4790
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age21+ | 5 | 40.00% | 60.00% | 0.6730 | 0.9710 | CompressionProcessing | 60.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age3 | 293 | 60.75% | 39.25% | 1.0183 | 0.6327 | NeutralProcessing | 60.75% | 0.5823
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | 178 | 100.00% | 0.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 2.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | 178 | 85.96% | 14.04% | 0.6149 | 0.3432 | NeutralProcessing | 85.96% | 1.3759
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | 503 | 77.73% | 22.27% | 0.8394 | 0.4313 | NeutralProcessing | 77.73% | 1.1233
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | 793 | 64.94% | 35.06% | 0.9873 | 0.7122 | CompressionProcessing | 64.94% | 0.5867
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age11-20 | 4 | 50.00% | 50.00% | 1.0397 | 0.9464 | CompressionProcessing | 50.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | 515 | 60.19% | 39.81% | 1.1650 | 0.5603 | CompressionProcessing | 60.19% | 0.6436
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age3 | 310 | 64.84% | 35.16% | 0.9375 | 0.5232 | CompressionProcessing | 64.84% | 0.7735
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age4 | 201 | 37.31% | 62.69% | 1.6177 | 0.7780 | CompressionProcessing | 37.31% | -0.0317
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age5 | 75 | 66.67% | 33.33% | 1.0807 | 0.6031 | CompressionProcessing | 66.67% | 0.7302
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age6-10 | 102 | 52.94% | 47.06% | 1.4090 | 0.7241 | CompressionProcessing | 52.94% | 0.3347
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age1 | 31 | 41.94% | 58.06% | 1.0681 | 0.9722 | ExhaustionPersistence | 41.94% | -0.1335
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age2 | 13 | 46.15% | 53.85% | 1.0579 | 0.9629 | ExhaustionPersistence | 46.15% | -0.0399
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age3 | 6 | 33.33% | 66.67% | 1.0986 | 1.0000 | DecayToNeutral | 33.33% | 0.0000
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age4 | 2 | 100.00% | 0.00% | -0.0000 | 0.0000 | ExhaustionPersistence | 100.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age5 | 2 | 50.00% | 50.00% | 0.6931 | 1.0000 | DestructiveRotation | 50.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age6-10 | 3 | 66.67% | 33.33% | 0.6365 | 0.9183 | ExhaustionPersistence | 66.67% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age1 | 255 | 58.43% | 41.57% | 0.6789 | 0.9794 | NeutralProcessing | 58.43% | 0.1892
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age11-20 | 36 | 83.33% | 16.67% | 0.6576 | 0.4086 | NeutralProcessing | 83.33% | 1.2581
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age2 | 149 | 51.01% | 48.99% | 0.8153 | 0.7421 | NeutralProcessing | 51.01% | 0.2780
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age21+ | 7 | 71.43% | 28.57% | 0.7963 | 0.7248 | NeutralProcessing | 71.43% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age3 | 76 | 77.63% | 22.37% | 0.5315 | 0.7668 | NeutralProcessing | 77.63% | 0.7858
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age4 | 59 | 86.44% | 13.56% | 0.5760 | 0.3579 | NeutralProcessing | 86.44% | 1.3709
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age5 | 51 | 74.51% | 25.49% | 0.8373 | 0.6040 | NeutralProcessing | 74.51% | 0.8862
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age6-10 | 104 | 71.15% | 28.85% | 0.9382 | 0.5829 | NeutralProcessing | 71.15% | 0.8402
ValidatedContext | B:RecoveryResolution->CompressionProcessing+Age3 | 310 | 64.84% | 35.16% | 0.9375 | 0.5232 | CompressionProcessing | 64.84% | 0.7735
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | 255 | 58.43% | 41.57% | 0.6789 | 0.9794 | NeutralProcessing | 58.43% | 0.1892
ValidatedContext | D:DecayToNeutral->NeutralProcessing+Age4 | 233 | 86.27% | 13.73% | 0.6153 | 0.3434 | NeutralProcessing | 86.27% | 1.3819

2. Interpretation scoring examples
BarIndex | WinnerType | WinnerKey | WinnerScore | RunnerUpScore | ScoreMargin | DominanceRatio | AmbiguityClass
54 | CurrentStateAge | NeutralProcessing+Age1 | 0.3827 | 0.0000 | 0.3827 | N/A | Moderate
57 | CurrentStateAge | NeutralProcessing+Age1 | 0.4900 | 0.0000 | 0.4900 | N/A | Moderate
60 | CurrentStateAge | NeutralProcessing+Age1 | 0.5833 | 0.0000 | 0.5833 | N/A | Clear
64 | CurrentStateAge | NeutralProcessing+Age1 | 0.6653 | 0.0000 | 0.6653 | N/A | Clear
68 | CurrentStateAge | NeutralProcessing+Age1 | 0.7378 | 0.0000 | 0.7378 | N/A | Clear
69 | CurrentStateAge | NeutralProcessing+Age2 | -0.3350 | 0.0000 | -0.3350 | N/A | Unresolved
73 | CurrentStateAge | NeutralProcessing+Age1 | 0.8023 | 0.0000 | 0.8023 | N/A | Clear
74 | CurrentStateAge | NeutralProcessing+Age2 | -0.1849 | 0.0000 | -0.1849 | N/A | Unresolved
77 | CurrentStateAge | NeutralProcessing+Age1 | 0.8602 | 0.0000 | 0.8602 | N/A | Clear
78 | CurrentStateAge | NeutralProcessing+Age2 | -0.2760 | 0.0000 | -0.2760 | N/A | Unresolved
88 | CurrentStateAge | CompressionProcessing+Age1 | 0.1573 | 0.0000 | 0.1573 | N/A | Ambiguous
92 | CurrentStateAge | NeutralProcessing+Age1 | 0.9124 | 0.0000 | 0.9124 | N/A | Clear
93 | CurrentStateAge | NeutralProcessing+Age2 | -0.3570 | 0.0000 | -0.3570 | N/A | Unresolved
97 | CurrentStateAge | NeutralProcessing+Age1 | 0.9596 | 0.0000 | 0.9596 | N/A | Clear
98 | CurrentStateAge | CompressionProcessing+Age1 | 0.2823 | 0.0000 | 0.2823 | N/A | Moderate
102 | CurrentStateAge | NeutralProcessing+Age1 | 0.8292 | 0.0000 | 0.8292 | N/A | Clear
112 | CurrentStateAge | CompressionProcessing+Age1 | 0.1352 | 0.0000 | 0.1352 | N/A | Ambiguous
116 | CurrentStateAge | CompressionProcessing+Age1 | 0.2423 | 0.0000 | 0.2423 | N/A | Moderate
117 | CurrentStateAge | NeutralProcessing+Age1 | 0.7716 | 0.0000 | 0.7716 | N/A | Clear
118 | CurrentStateAge | NeutralProcessing+Age2 | -0.2375 | 0.0000 | -0.2375 | N/A | Unresolved
126 | CurrentStateAge | NeutralProcessing+Age1 | 0.8182 | 0.0000 | 0.8182 | N/A | Clear
127 | CurrentStateAge | NeutralProcessing+Age2 | -0.1285 | 0.0000 | -0.1285 | N/A | Unresolved
135 | CurrentStateAge | ExhaustionPersistence+Age1 | -0.5675 | 0.0000 | -0.5675 | N/A | Unresolved
139 | CurrentStateAge | MixedStructure+Age1 | -0.5696 | 0.0000 | -0.5696 | N/A | Unresolved
141 | CurrentStateAge | MixedStructure+Age1 | -0.6096 | 0.0000 | -0.6096 | N/A | Unresolved
143 | CurrentStateAge | NeutralProcessing+Age1 | 0.8612 | 0.0000 | 0.8612 | N/A | Clear
144 | CurrentStateAge | NeutralProcessing+Age2 | -0.0292 | 0.0000 | -0.0292 | N/A | Unresolved
145 | CurrentStateAge | MixedStructure+Age1 | -0.5411 | 0.0000 | -0.5411 | N/A | Unresolved
146 | CurrentStateAge | NeutralProcessing+Age1 | 0.9010 | 0.0000 | 0.9010 | N/A | Clear
148 | CurrentStateAge | MixedStructure+Age1 | -0.5633 | 0.0000 | -0.5633 | N/A | Unresolved
149 | CurrentStateAge | NeutralProcessing+Age1 | 0.7802 | 0.0000 | 0.7802 | N/A | Clear
151 | CurrentStateAge | NeutralProcessing+Age1 | 0.6829 | 0.0000 | 0.6829 | N/A | Clear
152 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1173 | -0.1173 | 0.0000 | N/A | Unresolved
153 | CurrentStateAge | MixedStructure+Age1 | -0.5013 | 0.0000 | -0.5013 | N/A | Unresolved
154 | CurrentStateAge | ReassertionProcessing+Age1 | -0.1978 | 0.0000 | -0.1978 | N/A | Unresolved
155 | CurrentStateAge | MixedStructure+Age1 | -0.5300 | 0.0000 | -0.5300 | N/A | Unresolved
156 | CurrentStateAge | NeutralProcessing+Age1 | 0.6015 | 0.0000 | 0.6015 | N/A | Clear
157 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1978 | -0.2527 | 0.0548 | N/A | Ambiguous
158 | CurrentStateAge | MixedStructure+Age1 | -0.4716 | 0.0000 | -0.4716 | N/A | Unresolved
159 | CurrentStateAge | ExhaustionPersistence+Age1 | -0.4872 | 0.0000 | -0.4872 | N/A | Unresolved
164 | CurrentStateAge | CompressionProcessing+Age1 | 0.1553 | 0.0000 | 0.1553 | N/A | Ambiguous
165 | CurrentStateAge | ExhaustionPersistence+Age1 | -0.5260 | 0.0000 | -0.5260 | N/A | Unresolved
171 | CurrentStateAge | DecayToNeutral+Age1 | -0.5232 | 0.0000 | -0.5232 | N/A | Unresolved
172 | CurrentStateAge | NeutralProcessing+Age1 | 0.5318 | 0.0000 | 0.5318 | N/A | Clear
173 | CurrentStateAge | NeutralProcessing+Age2 | -0.0967 | 0.0000 | -0.0967 | N/A | Unresolved
179 | CurrentStateAge | MixedStructure+Age1 | -0.4974 | 0.0000 | -0.4974 | N/A | Unresolved
180 | CurrentStateAge | NeutralProcessing+Age1 | 0.5725 | 0.0000 | 0.5725 | N/A | Clear
181 | CurrentStateAge | NeutralProcessing+Age2 | -0.0095 | 0.0000 | -0.0095 | N/A | Unresolved
193 | CurrentStateAge | CompressionProcessing+Age1 | 0.0601 | 0.0000 | 0.0601 | N/A | Ambiguous
197 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2908 | 0.0000 | -0.2908 | N/A | Unresolved
199 | CurrentStateAge | CompressionProcessing+Age1 | 0.1486 | 0.0000 | 0.1486 | N/A | Ambiguous
207 | CurrentStateAge | NeutralProcessing+Age1 | 0.6110 | 0.0000 | 0.6110 | N/A | Clear
208 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.2527 | -0.3427 | 0.0900 | N/A | Ambiguous
209 | CurrentStateAge | NeutralProcessing+Age1 | 0.5502 | 0.0000 | 0.5502 | N/A | Clear
210 | CurrentStateAge | NeutralProcessing+Age2 | 0.0708 | 0.0000 | 0.0708 | N/A | Ambiguous
217 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.2021 | -0.3019 | 0.0998 | N/A | Ambiguous
218 | CurrentStateAge | NeutralProcessing+Age1 | 0.5866 | 0.0000 | 0.5866 | N/A | Clear
219 | CurrentStateAge | NeutralProcessing+Age2 | 0.1449 | 0.0000 | 0.1449 | N/A | Ambiguous
220 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1545 | -0.2619 | 0.1073 | N/A | Ambiguous
