APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
State counts: RecoveryResolution=1696, ExhaustionPersistence=1884, CompressionProcessing=6489, NeutralProcessing=16992, ReassertionProcessing=2011, DecayToNeutral=1486, DestructiveRotation=948, ConstructiveEmergence=83, MixedStructure=3671
Age counts: 1=18224, 2=6199, 3=3147, 4=2008, 5=1539, 6-10=3165, 11-20=896, 21+=82
Validated context counts: B=310, C=255, D=233
Candidate interpretation counts: ValidatedContext=798, PreviousDistinctContext=35256, CurrentStateAge=35260

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Unresolved | 166 | 0.0000 | 0.0000 | 48.19% | 45.78% | 6.02% | 2.41%
PreviousDistinctContext | CompressionProcessing->ReassertionProcessing+Age1 | Unresolved | 1 | -0.0023 | -0.0023 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->RecoveryResolution+Age1 | Ambiguous | 4 | 0.0000 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->RecoveryResolution+Age1 | Clear | 59 | 0.0000 | -0.0001 | 40.68% | 52.54% | 6.78% | -11.86%
PreviousDistinctContext | CompressionProcessing->RecoveryResolution+Age1 | Moderate | 165 | 0.0001 | 0.0001 | 53.33% | 43.64% | 3.03% | 9.70%
PreviousDistinctContext | CompressionProcessing->RecoveryResolution+Age1 | Unresolved | 1 | 0.0001 | 0.0001 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ConstructiveEmergence->DecayToNeutral+Age1 | Ambiguous | 1 | -0.0005 | -0.0005 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ConstructiveEmergence->MixedStructure+Age1 | Ambiguous | 28 | 0.0002 | 0.0001 | 53.57% | 39.29% | 7.14% | 14.29%
PreviousDistinctContext | ConstructiveEmergence->MixedStructure+Age1 | Moderate | 1 | 0.0002 | 0.0002 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ConstructiveEmergence->NeutralProcessing+Age1 | Ambiguous | 6 | 0.0001 | 0.0000 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | ConstructiveEmergence->NeutralProcessing+Age1 | Moderate | 1 | 0.0000 | 0.0000 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ConstructiveEmergence->NeutralProcessing+Age1 | Unresolved | 3 | -0.0001 | -0.0000 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | ConstructiveEmergence->NeutralProcessing+Age2 | Ambiguous | 3 | 0.0003 | 0.0002 | 66.67% | 0.00% | 33.33% | 66.67%
PreviousDistinctContext | ConstructiveEmergence->NeutralProcessing+Age2 | Unresolved | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age1 | Clear | 79 | -0.0001 | 0.0000 | 46.84% | 49.37% | 3.80% | -2.53%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age2 | Ambiguous | 48 | 0.0001 | 0.0001 | 58.33% | 41.67% | 0.00% | 16.67%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age2 | Moderate | 5 | -0.0000 | 0.0000 | 40.00% | 40.00% | 20.00% | 0.00%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age2 | Unresolved | 5 | 0.0007 | 0.0005 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age3 | Ambiguous | 19 | -0.0001 | 0.0000 | 47.37% | 47.37% | 5.26% | 0.00%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age3 | Moderate | 7 | -0.0002 | -0.0004 | 42.86% | 57.14% | 0.00% | -14.29%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age3 | Unresolved | 1 | 0.0005 | 0.0005 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age4 | Ambiguous | 8 | -0.0003 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age4 | Moderate | 12 | 0.0001 | 0.0002 | 58.33% | 41.67% | 0.00% | 16.67%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age4 | Unresolved | 3 | -0.0005 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DecayToNeutral->CompressionProcessing+Age6-10 | Unresolved | 1 | 0.0006 | 0.0006 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | DecayToNeutral->DestructiveRotation+Age1 | Ambiguous | 9 | 0.0001 | 0.0002 | 55.56% | 33.33% | 11.11% | 22.22%
PreviousDistinctContext | DecayToNeutral->DestructiveRotation+Age1 | Clear | 27 | 0.0001 | -0.0000 | 44.44% | 55.56% | 0.00% | -11.11%
PreviousDistinctContext | DecayToNeutral->DestructiveRotation+Age1 | Moderate | 80 | 0.0000 | 0.0000 | 51.25% | 46.25% | 2.50% | 5.00%
PreviousDistinctContext | DecayToNeutral->MixedStructure+Age1 | Clear | 5 | 0.0000 | 0.0000 | 40.00% | 40.00% | 20.00% | 0.00%
PreviousDistinctContext | DecayToNeutral->MixedStructure+Age1 | Moderate | 400 | -0.0000 | -0.0000 | 44.00% | 51.25% | 4.75% | -7.25%
PreviousDistinctContext | DecayToNeutral->MixedStructure+Age3 | Ambiguous | 3 | -0.0010 | -0.0010 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age1 | Ambiguous | 5 | -0.0002 | -0.0003 | 20.00% | 60.00% | 20.00% | -40.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age1 | Clear | 5 | -0.0002 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age1 | Moderate | 11 | -0.0001 | -0.0001 | 36.36% | 54.55% | 9.09% | -18.18%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age1 | Unresolved | 24 | 0.0000 | 0.0001 | 62.50% | 33.33% | 4.17% | 29.17%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age2 | Ambiguous | 1 | -0.0004 | -0.0004 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age2 | Moderate | 2 | 0.0001 | 0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age2 | Unresolved | 3 | 0.0001 | 0.0000 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age21+ | Ambiguous | 1 | -0.0005 | -0.0005 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age21+ | Moderate | 2 | -0.0001 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age3 | Clear | 181 | 0.0001 | 0.0000 | 50.83% | 41.44% | 7.73% | 9.39%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age5 | Ambiguous | 1 | -0.0005 | -0.0005 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DecayToNeutral->ReassertionProcessing+Age1 | Unresolved | 1 | -0.0001 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->CompressionProcessing+Age1 | Clear | 16 | 0.0001 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->CompressionProcessing+Age1 | Moderate | 2 | 0.0005 | 0.0005 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->CompressionProcessing+Age2 | Ambiguous | 2 | -0.0002 | -0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->CompressionProcessing+Age2 | Moderate | 4 | 0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->CompressionProcessing+Age3 | Clear | 3 | -0.0001 | -0.0001 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | DestructiveRotation->CompressionProcessing+Age4 | Moderate | 1 | -0.0006 | -0.0006 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->DecayToNeutral+Age1 | Ambiguous | 43 | -0.0000 | 0.0000 | 48.84% | 44.19% | 6.98% | 4.65%
PreviousDistinctContext | DestructiveRotation->DecayToNeutral+Age1 | Unresolved | 44 | 0.0001 | 0.0000 | 45.45% | 47.73% | 6.82% | -2.27%
PreviousDistinctContext | DestructiveRotation->ExhaustionPersistence+Age1 | Ambiguous | 67 | -0.0000 | 0.0000 | 46.27% | 47.76% | 5.97% | -1.49%
PreviousDistinctContext | DestructiveRotation->ExhaustionPersistence+Age1 | Moderate | 2 | -0.0001 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->ExhaustionPersistence+Age1 | Unresolved | 29 | 0.0002 | 0.0001 | 58.62% | 31.03% | 10.34% | 27.59%
PreviousDistinctContext | DestructiveRotation->ExhaustionPersistence+Age2 | Ambiguous | 3 | -0.0003 | -0.0005 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | DestructiveRotation->ExhaustionPersistence+Age2 | Moderate | 4 | -0.0007 | -0.0004 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->ExhaustionPersistence+Age2 | Unresolved | 2 | 0.0003 | 0.0003 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->MixedStructure+Age1 | Ambiguous | 1 | 0.0004 | 0.0004 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | DestructiveRotation->MixedStructure+Age1 | Unresolved | 1 | 0.0006 | 0.0006 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age1 | Unresolved | 4 | 0.0001 | 0.0001 | 75.00% | 25.00% | 0.00% | 50.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age2 | Ambiguous | 1 | -0.0002 | -0.0002 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age2 | Unresolved | 19 | 0.0001 | 0.0001 | 63.16% | 36.84% | 0.00% | 26.32%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age6-10 | Ambiguous | 3 | -0.0002 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age6-10 | Moderate | 1 | -0.0001 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age6-10 | Unresolved | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->ReassertionProcessing+Age1 | Ambiguous | 34 | -0.0001 | 0.0000 | 50.00% | 47.06% | 2.94% | 2.94%
PreviousDistinctContext | DestructiveRotation->ReassertionProcessing+Age1 | Unresolved | 8 | 0.0001 | 0.0002 | 62.50% | 37.50% | 0.00% | 25.00%
PreviousDistinctContext | DestructiveRotation->RecoveryResolution+Age1 | Ambiguous | 19 | 0.0000 | -0.0002 | 47.37% | 52.63% | 0.00% | -5.26%
PreviousDistinctContext | DestructiveRotation->RecoveryResolution+Age1 | Moderate | 8 | -0.0001 | 0.0001 | 62.50% | 37.50% | 0.00% | 25.00%
PreviousDistinctContext | DestructiveRotation->RecoveryResolution+Age1 | Unresolved | 4 | -0.0004 | -0.0003 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ExhaustionPersistence->CompressionProcessing+Age4 | Ambiguous | 1 | -0.0005 | -0.0005 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ExhaustionPersistence->CompressionProcessing+Age4 | Moderate | 4 | 0.0001 | 0.0002 | 50.00% | 25.00% | 25.00% | 25.00%
PreviousDistinctContext | ExhaustionPersistence->CompressionProcessing+Age4 | Unresolved | 1 | -0.0005 | -0.0005 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ExhaustionPersistence->CompressionProcessing+Age6-10 | Ambiguous | 2 | -0.0003 | -0.0003 | 0.00% | 50.00% | 50.00% | -50.00%
PreviousDistinctContext | ExhaustionPersistence->CompressionProcessing+Age6-10 | Moderate | 2 | -0.0004 | -0.0004 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ExhaustionPersistence->DecayToNeutral+Age1 | Unresolved | 84 | -0.0000 | 0.0000 | 51.19% | 47.62% | 1.19% | 3.57%
PreviousDistinctContext | ExhaustionPersistence->DestructiveRotation+Age1 | Clear | 39 | -0.0002 | -0.0002 | 38.46% | 58.97% | 2.56% | -20.51%
PreviousDistinctContext | ExhaustionPersistence->DestructiveRotation+Age1 | Moderate | 10 | 0.0003 | 0.0003 | 80.00% | 20.00% | 0.00% | 60.00%
PreviousDistinctContext | ExhaustionPersistence->DestructiveRotation+Age2 | Ambiguous | 3 | 0.0006 | 0.0005 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | ExhaustionPersistence->DestructiveRotation+Age2 | Moderate | 1 | 0.0000 | 0.0000 | 0.00% | 0.00% | 100.00% | 0.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age11-20 | Ambiguous | 4 | 0.0002 | 0.0002 | 75.00% | 25.00% | 0.00% | 50.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age11-20 | Unresolved | 3 | 0.0000 | 0.0001 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age2 | Ambiguous | 82 | -0.0000 | 0.0000 | 42.68% | 48.78% | 8.54% | -6.10%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age2 | Moderate | 3 | -0.0000 | -0.0001 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age2 | Unresolved | 10 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age3 | Ambiguous | 4 | 0.0002 | 0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age3 | Unresolved | 5 | 0.0002 | 0.0002 | 80.00% | 20.00% | 0.00% | 60.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age4 | Ambiguous | 6 | -0.0005 | -0.0006 | 0.00% | 83.33% | 16.67% | -83.33%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age4 | Unresolved | 2 | -0.0001 | -0.0001 | 0.00% | 50.00% | 50.00% | -50.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age5 | Ambiguous | 14 | -0.0000 | -0.0000 | 42.86% | 57.14% | 0.00% | -14.29%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age5 | Unresolved | 3 | 0.0003 | 0.0000 | 33.33% | 33.33% | 33.33% | 0.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age6-10 | Ambiguous | 35 | 0.0001 | 0.0000 | 48.57% | 48.57% | 2.86% | 0.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age6-10 | Unresolved | 31 | 0.0001 | 0.0001 | 51.61% | 38.71% | 9.68% | 12.90%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age1 | Clear | 283 | -0.0001 | -0.0001 | 43.11% | 53.00% | 3.89% | -9.89%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age2 | Unresolved | 296 | -0.0000 | -0.0001 | 42.91% | 54.39% | 2.70% | -11.49%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age3 | Unresolved | 225 | 0.0000 | -0.0000 | 48.00% | 50.67% | 1.33% | -2.67%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age4 | Unresolved | 5 | 0.0002 | 0.0003 | 80.00% | 20.00% | 0.00% | 60.00%
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age1 | Ambiguous | 11 | 0.0003 | 0.0005 | 72.73% | 27.27% | 0.00% | 45.45%
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age1 | Moderate | 57 | 0.0000 | 0.0000 | 47.37% | 45.61% | 7.02% | 1.75%
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age2 | Ambiguous | 20 | -0.0001 | 0.0000 | 50.00% | 45.00% | 5.00% | 5.00%
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age2 | Moderate | 43 | 0.0001 | 0.0000 | 55.81% | 39.53% | 4.65% | 16.28%
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age4 | Clear | 7 | 0.0000 | -0.0002 | 28.57% | 71.43% | 0.00% | -42.86%
PreviousDistinctContext | MixedStructure->CompressionProcessing+Age4 | Moderate | 10 | 0.0004 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | MixedStructure->ConstructiveEmergence+Age1 | Ambiguous | 1 | 0.0016 | 0.0016 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | MixedStructure->ConstructiveEmergence+Age1 | Moderate | 1 | -0.0003 | -0.0003 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->DecayToNeutral+Age1 | Ambiguous | 458 | -0.0000 | 0.0000 | 46.72% | 46.72% | 6.55% | 0.00%
PreviousDistinctContext | MixedStructure->DecayToNeutral+Age1 | Moderate | 3 | -0.0001 | -0.0003 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | MixedStructure->DecayToNeutral+Age1 | Unresolved | 100 | 0.0001 | 0.0001 | 56.00% | 40.00% | 4.00% | 16.00%
PreviousDistinctContext | MixedStructure->DestructiveRotation+Age1 | Ambiguous | 40 | -0.0001 | -0.0001 | 42.50% | 55.00% | 2.50% | -12.50%
PreviousDistinctContext | MixedStructure->DestructiveRotation+Age1 | Moderate | 14 | 0.0003 | 0.0002 | 71.43% | 28.57% | 0.00% | 42.86%
PreviousDistinctContext | MixedStructure->DestructiveRotation+Age1 | Unresolved | 4 | 0.0002 | 0.0003 | 75.00% | 25.00% | 0.00% | 50.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Ambiguous | 32 | -0.0000 | 0.0001 | 56.25% | 34.38% | 9.38% | 21.88%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Unresolved | 375 | -0.0000 | -0.0000 | 44.00% | 50.67% | 5.33% | -6.67%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age2 | Ambiguous | 21 | 0.0002 | 0.0001 | 57.14% | 42.86% | 0.00% | 14.29%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age2 | Moderate | 8 | 0.0001 | 0.0001 | 62.50% | 25.00% | 12.50% | 37.50%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age2 | Unresolved | 8 | 0.0001 | -0.0000 | 37.50% | 62.50% | 0.00% | -25.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age4 | Ambiguous | 5 | 0.0001 | 0.0003 | 60.00% | 40.00% | 0.00% | 20.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age4 | Unresolved | 2 | -0.0002 | -0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age5 | Ambiguous | 2 | -0.0003 | -0.0003 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | Ambiguous | 417 | -0.0000 | -0.0000 | 42.93% | 50.60% | 6.47% | -7.67%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age11-20 | Ambiguous | 11 | -0.0001 | 0.0000 | 54.55% | 36.36% | 9.09% | 18.18%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age11-20 | Unresolved | 47 | -0.0000 | 0.0001 | 55.32% | 40.43% | 4.26% | 14.89%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age2 | Ambiguous | 6 | -0.0001 | -0.0003 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age2 | Unresolved | 36 | -0.0000 | 0.0001 | 55.56% | 44.44% | 0.00% | 11.11%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | Ambiguous | 2 | -0.0002 | -0.0002 | 0.00% | 50.00% | 50.00% | -50.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | Moderate | 3 | 0.0003 | 0.0001 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | Unresolved | 6 | -0.0006 | -0.0005 | 16.67% | 83.33% | 0.00% | -66.67%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | Ambiguous | 102 | 0.0000 | 0.0000 | 48.04% | 45.10% | 6.86% | 2.94%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | Unresolved | 58 | -0.0002 | -0.0001 | 44.83% | 53.45% | 1.72% | -8.62%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age5 | Ambiguous | 42 | -0.0000 | -0.0000 | 42.86% | 54.76% | 2.38% | -11.90%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age5 | Unresolved | 52 | -0.0001 | -0.0001 | 36.54% | 53.85% | 9.62% | -17.31%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age6-10 | Ambiguous | 108 | 0.0000 | 0.0000 | 48.15% | 45.37% | 6.48% | 2.78%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age6-10 | Clear | 1 | -0.0002 | -0.0002 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age6-10 | Moderate | 34 | 0.0001 | -0.0000 | 47.06% | 50.00% | 2.94% | -2.94%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age6-10 | Unresolved | 277 | 0.0000 | 0.0000 | 47.29% | 46.93% | 5.78% | 0.36%
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age1 | Ambiguous | 5 | 0.0001 | -0.0001 | 20.00% | 60.00% | 20.00% | -40.00%
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age1 | Moderate | 144 | -0.0000 | 0.0000 | 51.39% | 46.53% | 2.08% | 4.86%
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age1 | Unresolved | 2 | 0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age2 | Clear | 7 | -0.0001 | -0.0004 | 28.57% | 71.43% | 0.00% | -42.86%
PreviousDistinctContext | MixedStructure->RecoveryResolution+Age1 | Ambiguous | 163 | -0.0000 | -0.0001 | 42.94% | 53.99% | 3.07% | -11.04%
PreviousDistinctContext | MixedStructure->RecoveryResolution+Age1 | Unresolved | 62 | -0.0000 | 0.0000 | 50.00% | 45.16% | 4.84% | 4.84%
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age4 | Ambiguous | 11 | -0.0001 | -0.0001 | 36.36% | 54.55% | 9.09% | -18.18%
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age4 | Clear | 21 | 0.0001 | 0.0001 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age4 | Moderate | 136 | 0.0000 | -0.0000 | 45.59% | 50.00% | 4.41% | -4.41%
PreviousDistinctContext | NeutralProcessing->ConstructiveEmergence+Age1 | Ambiguous | 24 | -0.0001 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | NeutralProcessing->ConstructiveEmergence+Age1 | Moderate | 3 | -0.0004 | 0.0000 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | NeutralProcessing->ConstructiveEmergence+Age1 | Unresolved | 4 | 0.0003 | 0.0001 | 75.00% | 25.00% | 0.00% | 50.00%
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age1 | Ambiguous | 1 | -0.0002 | -0.0002 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age1 | Unresolved | 15 | -0.0001 | 0.0000 | 40.00% | 46.67% | 13.33% | -6.67%
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age2 | Ambiguous | 2 | 0.0004 | 0.0004 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age2 | Unresolved | 1 | 0.0007 | 0.0007 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age1 | Clear | 16 | 0.0000 | 0.0000 | 56.25% | 37.50% | 6.25% | 18.75%
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age1 | Moderate | 64 | -0.0001 | 0.0000 | 39.06% | 45.31% | 15.62% | -6.25%
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age2 | Ambiguous | 6 | -0.0003 | -0.0002 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age2 | Unresolved | 1 | 0.0006 | 0.0006 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age3 | Ambiguous | 5 | 0.0002 | 0.0001 | 80.00% | 20.00% | 0.00% | 60.00%
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age3 | Moderate | 2 | 0.0005 | 0.0005 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age3 | Unresolved | 2 | -0.0007 | -0.0007 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | Ambiguous | 1725 | -0.0000 | 0.0000 | 46.55% | 47.88% | 5.57% | -1.33%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | Unresolved | 272 | -0.0000 | -0.0000 | 44.12% | 50.00% | 5.88% | -5.88%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | Ambiguous | 101 | 0.0001 | -0.0000 | 46.53% | 50.50% | 2.97% | -3.96%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | Moderate | 45 | -0.0000 | -0.0001 | 40.00% | 53.33% | 6.67% | -13.33%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | Unresolved | 2 | 0.0003 | 0.0003 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age3 | Ambiguous | 3 | 0.0004 | 0.0003 | 100.00% | 0.00% | 0.00% | 100.00%
