BarIndex,Time,Open,High,Low,Close,Volume,Geometry,VolumePolarity,VolumeDelta,VolumeRank20,VolumeRank50,Range,RangeDelta,RangeRank20,Body,BodyDelta,BodyRank20,CloseLocation,OverlapRatio,CloseInsidePriorRange,CloseInsidePriorBody,BreaksPriorHigh,BreaksPriorLow,ParticipationState,ExpansionState,CompressionState,DissipationState,AcceptanceState,SignificanceState,EvidenceFlags
1,"2026-04-30 06:40:00",27345,27373,27294,27295.5,15811,"LLLH","Red","Down",0,0,79,"Down",0,49.5,"Down",0,0.018987,0.401899,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
2,"2026-04-30 06:45:00",27296.25,27351.25,27271,27345.25,12060,"LLLH","Black","Down",0,0,80.25,"Up",0,49,"Down",0,0.925234,0.713396,True,False,False,True,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
3,"2026-04-30 06:50:00",27345.75,27365.25,27286.25,27323.75,12067,"HHHL","Red","Up",0,0,79,"Down",0,22,"Down",0,0.474684,0.822785,True,True,True,False,"Rising","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
4,"2026-04-30 06:55:00",27325,27342.75,27241.75,27244,12737,"LLLH","Red","Up",0,0,101,"Up",0,81,"Up",0,0.022277,0.559406,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
5,"2026-04-30 07:00:00",27243.5,27265.25,27203,27245.75,11158,"LLLH","Black","Down",0,0,62.25,"Down",0,2.25,"Down",0,0.686747,0.37751,True,True,False,True,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
6,"2026-04-30 07:05:00",27247.25,27303,27236.25,27288.25,10175,"HHHL","Black","Down",0,0,66.75,"Up",0,41,"Up",0,0.779026,0.434457,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
7,"2026-04-30 07:10:00",27288.5,27301,27200.75,27227.5,11392,"LLLH","Red","Up",0,0,100.25,"Up",0,61,"Up",0,0.266833,0.645885,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
8,"2026-04-30 07:15:00",27227,27274.25,27202.25,27252.75,8884,"InsideBar","Black","Down",0,0,72,"Down",0,25.75,"Down",0,0.701389,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9,"2026-04-30 07:20:00",27253,27253,27163.25,27214.5,10650,"LLLH","Red","Up",0,0,89.75,"Up",0,38.5,"Up",0,0.571031,0.56546,True,False,False,True,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
10,"2026-04-30 07:25:00",27214.25,27258.25,27205,27241.25,8308,"HHHL","Black","Down",0,0,53.25,"Down",0,27,"Down",0,0.680751,0.901408,True,True,True,False,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
11,"2026-04-30 07:30:00",27241,27243.5,27187,27228.25,8060,"LLLH","Red","Down",0,0,56.5,"Up",0,12.75,"Down",0,0.730088,0.681416,True,True,False,True,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
12,"2026-04-30 07:35:00",27228.5,27275.75,27201.5,27220,10048,"HHHL","Red","Up",0,0,74.25,"Up",0,8.5,"Down",0,0.249158,0.565657,True,False,True,False,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
13,"2026-04-30 07:40:00",27220.75,27230.75,27171.25,27175.75,8496,"LLLH","Red","Down",0,0,59.5,"Down",0,45,"Up",0,0.07563,0.491597,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
14,"2026-04-30 07:45:00",27176.25,27257,27175,27245.5,7998,"HHHL","Black","Down",0,0,82,"Up",0,69.25,"Up",0,0.859756,0.679878,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
15,"2026-04-30 07:50:00",27245.25,27300,27243.25,27284,7514,"HHHL","Black","Down",0,0,56.75,"Down",0,38.75,"Down",0,0.718062,0.242291,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
16,"2026-04-30 07:55:00",27283,27348.5,27273,27339.25,8747,"HHHL","Black","Up",0,0,75.5,"Up",0,56.25,"Up",0,0.877483,0.357616,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
17,"2026-04-30 08:00:00",27338.75,27376,27337,27359.5,6917,"HHHL","Black","Down",0,0,39,"Down",0,20.75,"Down",0,0.576923,0.294872,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
18,"2026-04-30 08:05:00",27359.25,27403.5,27359.25,27379.25,8921,"HHHL","Black","Up",0,0,44.25,"Up",0,20,"Down",0,0.451977,0.378531,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
19,"2026-04-30 08:10:00",27378,27404.25,27356.5,27403.75,8603,"OutsideBar","Black","Down",0.35,0,47.75,"Up",0.15,25.75,"Up",0.4,0.989529,0.926702,False,False,True,True,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
20,"2026-04-30 08:15:00",27403.5,27415.25,27372.75,27401.25,7038,"HHHL","Red","Down",0.1,0,42.5,"Down",0.1,2.25,"Down",0.1,0.670588,0.741176,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
21,"2026-04-30 08:20:00",27401.75,27410,27384,27397.75,4642,"InsideBar","Red","Down",0.05,0,26,"Down",0.05,4,"Up",0.15,0.528846,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
22,"2026-04-30 08:25:00",27398,27402,27377,27397,4344,"LLLH","Red","Down",0.05,0,25,"Down",0.05,1,"Down",0.05,0.8,0.72,True,False,False,True,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
23,"2026-04-30 08:30:00",27398.5,27417,27389.5,27404.75,5111,"HHHL","Black","Up",0.15,0,27.5,"Up",0.15,6.25,"Up",0.25,0.554545,0.454545,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
24,"2026-04-30 08:35:00",27404.25,27435.75,27404,27404.75,6873,"HHHL","Black","Up",0.2,0,31.75,"Up",0.2,0.5,"Down",0.05,0.023622,0.409449,True,True,True,False,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
25,"2026-04-30 08:40:00",27404.5,27404.75,27363.75,27369,6390,"LLLH","Red","Down",0.2,0,41,"Up",0.3,35.5,"Up",0.65,0.128049,0.018293,False,False,False,True,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
26,"2026-04-30 08:45:00",27368.5,27377.25,27350.5,27361.25,4854,"LLLH","Red","Down",0.15,0,26.75,"Down",0.15,7.25,"Down",0.3,0.401869,0.504673,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
27,"2026-04-30 08:50:00",27362.25,27373.25,27331.25,27373,6184,"LLLH","Black","Up",0.25,0,42,"Up",0.4,10.75,"Up",0.4,0.994048,0.541667,True,False,False,True,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
28,"2026-04-30 08:55:00",27373,27411.5,27369.5,27408,5463,"HHHL","Black","Down",0.25,0,42,"Flat",0.45,35,"Up",0.7,0.916667,0.089286,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
29,"2026-04-30 09:00:00",27408.75,27422,27387,27388.5,4781,"HHHL","Red","Down",0.15,0,35,"Down",0.3,20.25,"Down",0.55,0.042857,0.7,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
30,"2026-04-30 09:05:00",27388.25,27394,27356.25,27384.5,5722,"LLLH","Red","Up",0.35,0,37.75,"Up",0.35,3.75,"Down",0.2,0.748344,0.18543,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
31,"2026-04-30 09:10:00",27385.25,27410.25,27383.75,27392.25,3783,"HHHL","Black","Down",0.05,0,26.5,"Down",0.15,7,"Up",0.35,0.320755,0.386792,True,False,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
32,"2026-04-30 09:15:00",27391.75,27433.25,27387.25,27430.75,4027,"HHHL","Black","Up",0.1,0,46,"Up",0.75,39,"Up",0.85,0.945652,0.5,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorHigh;AcceptanceAccepted"
33,"2026-04-30 09:20:00",27430.5,27435,27409.5,27424.75,3935,"HHHL","Red","Down",0.1,0,25.5,"Down",0.1,5.75,"Down",0.3,0.598039,0.931373,True,True,True,False,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
34,"2026-04-30 09:25:00",27424.75,27431.75,27406.25,27406.5,2738,"LLLH","Red","Down",0.05,0,25.5,"Flat",0.15,18.25,"Up",0.55,0.009804,0.872549,False,False,False,True,"Falling","Absent","Clustered","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted;CompressionClustered"
35,"2026-04-30 09:30:00",27406.5,27417.75,27395.25,27415,2887,"LLLH","Black","Up",0.1,0,22.5,"Down",0.05,8.5,"Down",0.5,0.877778,0.511111,True,True,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
36,"2026-04-30 09:35:00",27415.5,27424.25,27409.5,27414.75,2429,"HHHL","Red","Down",0.05,0,14.75,"Down",0.05,0.75,"Down",0.1,0.355932,0.559322,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
37,"2026-04-30 09:40:00",27415,27423,27405.25,27422.25,2359,"LLLH","Black","Down",0.05,0,17.75,"Up",0.1,7.25,"Up",0.55,0.957746,0.760563,True,False,False,True,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
38,"2026-04-30 09:45:00",27421.75,27423.25,27392,27394.75,2573,"OutsideBar","Red","Up",0.15,0,31.25,"Up",0.55,27,"Up",0.85,0.088,0.568,False,False,True,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
39,"2026-04-30 09:50:00",27394.75,27402,27380,27397.25,4168,"LLLH","Black","Up",0.45,0,22,"Down",0.15,2.5,"Down",0.25,0.784091,0.454545,True,True,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
40,"2026-04-30 09:55:00",27396.75,27400,27359.5,27372,3607,"LLLH","Red","Down",0.3,0,40.5,"Up",0.8,24.75,"Up",0.8,0.308642,0.493827,False,False,False,True,"Falling","Strong","Absent","Local","Accepted","Major","RangePeak20;LowVolumeHighRange;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
41,"2026-04-30 10:00:00",27372.5,27375.25,27347.75,27371.25,4800,"LLLH","Red","Up",0.65,0,27.5,"Down",0.55,1.25,"Down",0.2,0.854545,0.572727,True,False,False,True,"Rising","Absent","Local","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
42,"2026-04-30 10:05:00",27370.75,27423.25,27369.5,27413.5,6507,"HHHL","Black","Up",0.95,0,53.75,"Up",1,42.75,"Up",1,0.818605,0.106977,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
43,"2026-04-30 10:10:00",27414,27431.5,27404.25,27430,3215,"HHHL","Black","Down",0.3,0,27.25,"Down",0.45,16,"Down",0.6,0.944954,0.697248,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
44,"2026-04-30 10:15:00",27430.5,27455,27425,27448.75,4508,"HHHL","Black","Up",0.6,0,30,"Up",0.55,18.25,"Up",0.65,0.791667,0.216667,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorHigh;AcceptanceAccepted"
45,"2026-04-30 10:20:00",27448,27449,27426,27440,3536,"InsideBar","Red","Down",0.35,0,23,"Down",0.25,8,"Down",0.45,0.608696,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
46,"2026-04-30 10:25:00",27440.75,27452.75,27428.25,27450.25,3222,"HHHL","Black","Down",0.35,0,24.5,"Up",0.3,9.5,"Up",0.5,0.897959,0.846939,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
47,"2026-04-30 10:30:00",27449.75,27463.5,27441.5,27462.25,3133,"HHHL","Black","Down",0.3,0,22,"Down",0.2,12.5,"Up",0.55,0.943182,0.511364,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
48,"2026-04-30 10:35:00",27461.75,27502.75,27461.5,27483.5,8146,"HHHL","Black","Up",1,0,41.25,"Up",0.9,21.75,"Up",0.8,0.533333,0.048485,False,False,True,False,"Peak","Strong","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
49,"2026-04-30 10:40:00",27483.25,27499,27480,27498,3322,"InsideBar","Black","Down",0.45,0.18,19,"Down",0.15,14.75,"Down",0.6,0.947368,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
50,"2026-04-30 10:45:00",27498.25,27504.25,27490,27498,3204,"HHHL","Red","Down",0.35,0.14,14.25,"Down",0.05,0.25,"Down",0.05,0.561404,0.631579,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
51,"2026-04-30 10:50:00",27498.5,27522.25,27497.5,27511.75,4423,"HHHL","Black","Up",0.8,0.36,24.75,"Up",0.5,13.25,"Up",0.55,0.575758,0.272727,False,False,True,False,"Peak","Local","Absent","Absent","Accepted","Major","VolumePeak20;BreaksPriorHigh;AcceptanceAccepted"
52,"2026-04-30 10:55:00",27511.75,27524,27507.5,27518,3296,"HHHL","Black","Down",0.5,0.2,16.5,"Down",0.15,6.25,"Down",0.3,0.636364,0.893939,True,False,True,False,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
53,"2026-04-30 11:00:00",27518.75,27548,27516.75,27543.25,4024,"HHHL","Black","Up",0.7,0.32,31.25,"Up",0.85,24.5,"Up",0.85,0.848,0.232,False,False,True,False,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
54,"2026-04-30 11:05:00",27543.5,27586.75,27542,27579.25,7886,"HHHL","Black","Up",0.95,0.72,44.75,"Up",0.95,35.75,"Up",0.95,0.832402,0.134078,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
55,"2026-04-30 11:10:00",27579.25,27580.25,27560,27563,4522,"InsideBar","Red","Down",0.8,0.44,20.25,"Down",0.3,16.25,"Down",0.65,0.148148,1,True,True,False,False,"Peak","Absent","Clustered","Absent","Unresolved","Major","VolumePeak20;HighVolumeLowRange;CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
56,"2026-04-30 11:15:00",27563,27573,27555.75,27570.25,3812,"LLLH","Black","Down",0.55,0.3,17.25,"Down",0.15,7.25,"Down",0.3,0.84058,0.753623,True,True,False,True,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
57,"2026-04-30 11:20:00",27570.75,27585.5,27567,27568.5,3326,"HHHL","Red","Down",0.4,0.24,18.5,"Up",0.2,2.25,"Down",0.15,0.081081,0.324324,True,True,True,False,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
58,"2026-04-30 11:25:00",27567.75,27572.5,27557,27558.75,3190,"LLLH","Red","Down",0.1,0.14,15.5,"Down",0.1,9,"Up",0.4,0.112903,0.354839,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
59,"2026-04-30 11:30:00",27558.75,27564,27552.5,27562.5,2845,"LLLH","Black","Down",0.05,0.1,11.5,"Down",0.05,3.75,"Down",0.2,0.869565,0.608696,True,True,False,True,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
60,"2026-04-30 11:35:00",27563,27583.5,27561,27573,3234,"HHHL","Black","Up",0.35,0.24,22.5,"Up",0.5,10,"Up",0.5,0.533333,0.133333,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
61,"2026-04-30 11:40:00",27571.75,27591.75,27571.75,27581,3391,"HHHL","Black","Up",0.55,0.32,20,"Down",0.4,9.25,"Down",0.4,0.4625,0.5875,True,False,True,False,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
62,"2026-04-30 11:45:00",27581.5,27588,27574,27575.5,2109,"InsideBar","Red","Down",0.05,0.02,14,"Down",0.1,6,"Down",0.2,0.107143,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
63,"2026-04-30 11:50:00",27575.5,27581.75,27570,27573,1774,"LLLH","Red","Down",0.05,0.02,11.75,"Down",0.1,2.5,"Down",0.15,0.255319,0.659574,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
64,"2026-04-30 11:55:00",27573.25,27579.25,27565,27569.75,2719,"LLLH","Red","Up",0.15,0.12,14.25,"Up",0.25,3.5,"Up",0.2,0.333333,0.649123,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Minor","BreaksPriorLow;AcceptanceAccepted"
65,"2026-04-30 12:00:00",27570,27573.5,27548.75,27551.25,3173,"LLLH","Red","Up",0.3,0.22,24.75,"Up",0.85,18.75,"Up",0.85,0.10101,0.343434,False,False,False,True,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;LowVolumeHighRange;BreaksPriorLow;AcceptanceAccepted"
66,"2026-04-30 12:05:00",27551.25,27569.25,27542,27565.5,4089,"LLLH","Black","Up",0.8,0.56,27.25,"Up",0.85,14.25,"Down",0.7,0.862385,0.752294,True,True,False,True,"Peak","Strong","Local","Absent","Contained","Major","VolumePeak20;RangePeak20;BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
67,"2026-04-30 12:10:00",27565.75,27589.25,27560.75,27579.75,4025,"HHHL","Black","Down",0.75,0.54,28.5,"Up",0.85,14,"Down",0.65,0.666667,0.298246,False,False,True,False,"Falling","Strong","Absent","Local","Accepted","Major","RangePeak20;BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
68,"2026-04-30 12:15:00",27579.75,27598.25,27579.5,27597.5,3945,"HHHL","Black","Down",0.7,0.52,18.75,"Down",0.5,17.75,"Up",0.85,0.96,0.52,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
69,"2026-04-30 12:20:00",27597,27604.5,27590,27594.25,3424,"HHHL","Red","Down",0.6,0.42,14.5,"Down",0.3,2.75,"Down",0.2,0.293103,0.568966,True,True,True,False,"Falling","Absent","Local","Local","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
70,"2026-04-30 12:25:00",27594.75,27602.25,27587,27601.25,2240,"LLLH","Black","Down",0.15,0.06,15.25,"Up",0.3,6.5,"Up",0.4,0.934426,0.803279,True,False,False,True,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
71,"2026-04-30 12:30:00",27600.75,27608.5,27591.25,27592,2715,"HHHL","Red","Up",0.2,0.14,17.25,"Up",0.5,8.75,"Up",0.5,0.043478,0.637681,True,False,True,False,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
72,"2026-04-30 12:35:00",27592.25,27598,27582,27596,3352,"LLLH","Black","Up",0.55,0.44,16,"Down",0.4,3.75,"Down",0.3,0.875,0.421875,True,True,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
73,"2026-04-30 12:40:00",27596.25,27605,27587.25,27603,2444,"HHHL","Black","Down",0.2,0.12,17.75,"Up",0.55,6.75,"Up",0.45,0.887324,0.605634,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
74,"2026-04-30 12:45:00",27602.75,27619.5,27589.75,27618,3726,"HHHL","Black","Up",0.75,0.56,29.75,"Up",1,15.25,"Up",0.85,0.94958,0.512605,False,False,True,False,"Rising","Climactic","Absent","Absent","Accepted","Structural","RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
75,"2026-04-30 12:50:00",27618.25,27619.75,27604.75,27615.25,3280,"HHHL","Red","Down",0.55,0.4,15,"Down",0.3,3,"Down",0.2,0.7,0.983333,True,True,True,False,"Falling","Absent","Clustered","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
76,"2026-04-30 12:55:00",27615.25,27622,27572.25,27600,9572,"OutsideBar","Red","Up",1,1,49.75,"Up",1,15.25,"Up",0.9,0.557789,0.301508,False,False,True,True,"Climactic","Climactic","Absent","Absent","Accepted","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
77,"2026-04-30 13:00:00",27599.75,27620.25,27575.25,27577,18761,"InsideBar","Red","Up",1,1,45,"Down",0.95,22.75,"Up",1,0.038889,1,True,False,False,False,"Climactic","Climactic","Clustered","Local","Unresolved","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;CloseInsidePriorRange;DissipationLocal;CompressionClustered"
78,"2026-04-30 13:05:00",27577,27602,27557,27580,11064,"LLLH","Black","Down",0.95,0.98,45,"Flat",0.95,3,"Down",0.2,0.511111,0.594444,True,True,False,True,"Climactic","Climactic","Local","Local","Contained","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
79,"2026-04-30 13:10:00",27579.5,27603,27565,27583.5,3865,"HHHL","Black","Down",0.7,0.64,38,"Down",0.85,4,"Up",0.35,0.486842,0.973684,True,False,True,False,"Falling","Strong","Clustered","Local","Contained","Major","RangePeak20;BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionClustered"
80,"2026-04-30 13:15:00",27584,27593.5,27580.5,27588.5,1436,"InsideBar","Black","Down",0.05,0.02,13,"Down",0.1,4.5,"Up",0.4,0.615385,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
81,"2026-04-30 13:20:00",27589,27603.75,27588.75,27596.75,1381,"HHHL","Black","Down",0.05,0.02,15,"Up",0.35,7.75,"Up",0.6,0.533333,0.316667,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
82,"2026-04-30 13:25:00",27597,27611.5,27593.25,27609,1363,"HHHL","Black","Down",0.05,0.02,18.25,"Up",0.55,12,"Up",0.65,0.863014,0.575342,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
83,"2026-04-30 13:30:00",27608.75,27615,27604,27604.25,1044,"HHHL","Red","Down",0.05,0.02,11,"Down",0.05,4.5,"Down",0.4,0.022727,0.681818,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
84,"2026-04-30 13:35:00",27604.75,27617.5,27576.75,27598.5,2621,"OutsideBar","Red","Up",0.35,0.24,40.75,"Up",0.85,6.25,"Up",0.4,0.533742,0.269939,False,False,True,True,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;LowVolumeHighRange;BreaksPriorHigh;BreaksPriorLow;AcceptanceAccepted"
85,"2026-04-30 13:40:00",27598.5,27599.5,27579.25,27592.25,1165,"InsideBar","Red","Down",0.1,0.04,20.25,"Down",0.6,6.25,"Flat",0.45,0.641975,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Moderate","CloseInsidePriorRange;CompressionClustered"
