BarIndex,Time,Open,High,Low,Close,Volume,Geometry,VolumePolarity,VolumeDelta,VolumeRank20,VolumeRank50,Range,RangeDelta,RangeRank20,Body,BodyDelta,BodyRank20,CloseLocation,OverlapRatio,CloseInsidePriorRange,CloseInsidePriorBody,BreaksPriorHigh,BreaksPriorLow,ParticipationState,ExpansionState,CompressionState,DissipationState,AcceptanceState,SignificanceState,EvidenceFlags
9905,"2026-01-21 16:55:00",1.17505,1.1753,1.17495,1.17495,61,"OutsideBar","Red","Down",0.15,0.06,0.00035,"Up",0.8,0.0001,"Down",0.65,0,0.714286,False,False,True,True,"Falling","Strong","Absent","Local","Accepted","Major","RangePeak20;LowVolumeHighRange;BreaksPriorHigh;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9906,"2026-01-21 17:00:00",1.17495,1.1751,1.17495,1.17505,66,"InsideBar","Black","Up",0.2,0.08,0.00015,"Down",0.4,0.0001,"Flat",0.65,0.666667,1,True,True,False,False,"Rising","Absent","Clustered","Local","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;CompressionClustered"
9907,"2026-01-21 17:05:00",1.17505,1.17545,1.17505,1.17525,265,"HHHL","Black","Up",0.9,0.44,0.0004,"Up",0.9,0.0002,"Up",0.8,0.5,0.125,False,False,True,False,"Peak","Strong","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
9908,"2026-01-21 17:10:00",1.17525,1.1756,1.17525,1.17555,89,"HHHL","Black","Down",0.35,0.14,0.00035,"Down",0.75,0.0003,"Up",0.9,0.857143,0.571429,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
9909,"2026-01-21 17:15:00",1.1756,1.1757,1.17555,1.17555,86,"HHHL","Red","Down",0.3,0.12,0.00015,"Down",0.4,0.00005,"Down",0.3,0,0.333333,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9910,"2026-01-21 17:20:00",1.17555,1.17555,1.1754,1.17545,52,"LLLH","Red","Down",0.1,0.04,0.00015,"Up",0.45,0.0001,"Up",0.6,0.333333,0,False,False,False,True,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9911,"2026-01-21 17:25:00",1.17545,1.17565,1.17545,1.1756,42,"HHHL","Black","Down",0.05,0.02,0.0002,"Up",0.5,0.00015,"Up",0.6,0.75,0.5,False,False,True,False,"Falling","Local","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
9912,"2026-01-21 17:30:00",1.17565,1.17575,1.1755,1.1755,65,"HHHL","Red","Up",0.2,0.12,0.00025,"Up",0.65,0.00015,"Up",0.65,0,0.6,True,True,True,False,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
9913,"2026-01-21 17:35:00",1.17555,1.1761,1.17555,1.176,759,"HHHL","Black","Up",0.95,0.78,0.00055,"Up",0.95,0.00045,"Up",1,0.818182,0.363636,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
9914,"2026-01-21 17:40:00",1.176,1.1763,1.1758,1.1763,450,"HHHL","Black","Down",0.9,0.64,0.0005,"Down",0.9,0.0003,"Down",0.85,1,0.6,False,False,True,False,"Peak","Strong","Absent","Local","Accepted","Structural","VolumePeak20;RangePeak20;BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
9915,"2026-01-21 17:45:00",1.1763,1.1765,1.1762,1.1763,488,"HHHL","Neutral","Up",0.9,0.68,0.0003,"Down",0.6,0,"Down",0.1,0.333333,0.333333,True,True,True,False,"Peak","Absent","Local","Local","Contained","Major","VolumePeak20;BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9916,"2026-01-21 17:50:00",1.1763,1.17645,1.1763,1.1764,77,"InsideBar","Black","Down",0.3,0.16,0.00015,"Down",0.25,0.0001,"Up",0.45,0.666667,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
9917,"2026-01-21 17:55:00",1.1764,1.17645,1.1762,1.17645,98,"OutsideBar","Black","Up",0.55,0.28,0.00025,"Up",0.55,0.00005,"Down",0.25,1,0.6,True,False,False,True,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
9918,"2026-01-21 18:00:00",1.1765,1.17675,1.17645,1.17645,328,"HHHL","Red","Up",0.8,0.64,0.0003,"Up",0.6,0.00005,"Flat",0.25,0,0,True,True,True,False,"Peak","Local","Local","Absent","Contained","Major","VolumePeak20;BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
9919,"2026-01-21 18:05:00",1.17645,1.1765,1.1761,1.1761,217,"LLLH","Red","Down",0.65,0.52,0.0004,"Up",0.85,0.00035,"Up",0.95,0,0.125,False,False,False,True,"Falling","Strong","Absent","Local","Accepted","Major","RangePeak20;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9920,"2026-01-21 18:10:00",1.17605,1.1762,1.176,1.1761,188,"LLLH","Black","Down",0.6,0.44,0.0002,"Down",0.35,0.00005,"Down",0.15,0.5,0.5,True,True,False,True,"Falling","Absent","Local","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9921,"2026-01-21 18:15:00",1.17605,1.17615,1.176,1.1761,140,"InsideBar","Black","Down",0.55,0.42,0.00015,"Down",0.25,0.00005,"Flat",0.2,0.666667,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9922,"2026-01-21 18:20:00",1.1761,1.17615,1.1759,1.17615,158,"OutsideBar","Black","Up",0.6,0.44,0.00025,"Up",0.6,0.00005,"Up",0.35,1,0.6,True,False,False,True,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
9923,"2026-01-21 18:25:00",1.17615,1.17625,1.17605,1.1762,203,"HHHL","Black","Up",0.7,0.54,0.0002,"Down",0.4,0.00005,"Down",0.25,0.75,0.5,False,False,True,False,"Rising","Absent","Absent","Local","Accepted","Moderate","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
9924,"2026-01-21 18:30:00",1.17625,1.17625,1.17605,1.1762,46,"Symmetric","Red","Down",0.1,0.04,0.0002,"Flat",0.45,0.00005,"Up",0.45,0.75,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9925,"2026-01-21 18:35:00",1.1763,1.17635,1.17615,1.1762,149,"HHHL","Red","Up",0.55,0.46,0.0002,"Flat",0.5,0.0001,"Up",0.65,0.25,0.5,True,True,True,False,"Rising","Absent","Local","Absent","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
9926,"2026-01-21 18:40:00",1.17625,1.1765,1.17615,1.1762,382,"OutsideBar","Red","Up",0.85,0.8,0.00035,"Up",0.8,0.00005,"Down",0.5,0.142857,0.571429,True,True,True,False,"Peak","Strong","Local","Absent","Contained","Major","VolumePeak20;RangePeak20;BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
9927,"2026-01-21 18:45:00",1.1763,1.1764,1.1762,1.17635,122,"InsideBar","Black","Down",0.45,0.36,0.0002,"Down",0.5,0.00005,"Flat",0.55,0.75,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
9928,"2026-01-21 18:50:00",1.1763,1.17665,1.1763,1.17665,218,"HHHL","Black","Up",0.75,0.68,0.00035,"Up",0.85,0.00035,"Up",0.95,1,0.285714,False,False,True,False,"Rising","Strong","Absent","Absent","Accepted","Major","RangePeak20;BreaksPriorHigh;AcceptanceAccepted"
9929,"2026-01-21 18:55:00",1.1766,1.17665,1.17645,1.17665,208,"InsideBar","Black","Down",0.65,0.62,0.0002,"Down",0.5,0.00005,"Down",0.25,1,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Moderate","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9930,"2026-01-21 19:00:00",1.17665,1.17675,1.1766,1.1766,119,"HHHL","Red","Down",0.3,0.36,0.00015,"Down",0.05,0.00005,"Flat",0.3,0,0.333333,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9931,"2026-01-21 19:05:00",1.1766,1.17675,1.1765,1.17675,159,"OutsideBar","Black","Up",0.5,0.54,0.00025,"Up",0.5,0.00015,"Up",0.75,1,0.6,True,False,False,True,"Rising","Local","Local","Absent","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
9932,"2026-01-21 19:10:00",1.1767,1.17695,1.1767,1.17695,199,"HHHL","Black","Up",0.55,0.62,0.00025,"Flat",0.55,0.00025,"Up",0.8,1,0.2,False,False,True,False,"Rising","Absent","Absent","Absent","Accepted","Minor","BreaksPriorHigh;AcceptanceAccepted"
9933,"2026-01-21 19:15:00",1.177,1.1771,1.17685,1.1769,233,"HHHL","Red","Up",0.8,0.8,0.00025,"Up",0.7,0.0001,"Down",0.75,0.2,0.4,True,True,True,False,"Peak","Local","Local","Absent","Contained","Major","VolumePeak20;BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
9934,"2026-01-21 19:20:00",1.1768,1.1769,1.17675,1.17675,104,"LLLH","Red","Down",0.2,0.32,0.00015,"Down",0.2,0.00005,"Down",0.65,0,0.333333,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9935,"2026-01-21 19:25:00",1.17675,1.17675,1.1762,1.17625,523,"LLLH","Red","Up",1,0.96,0.00055,"Up",1,0.0005,"Up",1,0.090909,0,False,False,False,True,"Climactic","Climactic","Absent","Absent","Accepted","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorLow;AcceptanceAccepted"
9936,"2026-01-21 19:30:00",1.1763,1.17635,1.1762,1.17625,71,"InsideBar","Red","Down",0.1,0.18,0.00015,"Down",0.2,0.00005,"Down",0.3,0.333333,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9937,"2026-01-21 19:35:00",1.17625,1.17625,1.1761,1.1762,91,"LLLH","Red","Up",0.15,0.3,0.00015,"Flat",0.25,0.00005,"Up",0.65,0.666667,0.333333,True,False,False,True,"Rising","Absent","Local","Absent","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
9938,"2026-01-21 19:40:00",1.1762,1.17625,1.1761,1.1761,71,"Symmetric","Red","Down",0.15,0.2,0.00015,"Flat",0.3,0.0001,"Up",0.75,0,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
9939,"2026-01-21 19:45:00",1.17615,1.1764,1.17615,1.17625,153,"HHHL","Black","Up",0.5,0.54,0.00025,"Up",0.75,0.0001,"Flat",0.8,0.4,0.4,True,False,True,False,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
9940,"2026-01-21 19:50:00",1.1763,1.17635,1.17615,1.1762,42,"InsideBar","Red","Down",0.05,0.04,0.0002,"Down",0.6,0.0001,"Flat",0.8,0.25,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Moderate","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9941,"2026-01-21 19:55:00",1.1762,1.1764,1.1762,1.17635,108,"HHHL","Black","Up",0.35,0.38,0.0002,"Flat",0.6,0.00015,"Up",0.85,0.75,0.75,True,False,True,False,"Rising","Absent","Local","Absent","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;AcceptanceContained;CompressionLocal"
9942,"2026-01-21 20:00:00",1.17635,1.17645,1.1763,1.1763,74,"HHHL","Red","Down",0.25,0.2,0.00015,"Down",0.3,0.00005,"Down",0.5,0,0.666667,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9943,"2026-01-21 20:05:00",1.17635,1.17635,1.17625,1.1763,81,"LLLH","Red","Up",0.3,0.24,0.0001,"Down",0.05,0.00005,"Flat",0.5,0.5,0.5,True,True,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9944,"2026-01-21 20:10:00",1.1763,1.1764,1.1763,1.17635,42,"HHHL","Black","Down",0.1,0.06,0.0001,"Flat",0.1,0.00005,"Flat",0.5,0.5,0.5,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9945,"2026-01-21 20:15:00",1.17635,1.1764,1.1763,1.17635,73,"Symmetric","Neutral","Up",0.25,0.22,0.0001,"Flat",0.15,0,"Down",0.05,0.5,1,True,True,False,False,"Rising","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9946,"2026-01-21 20:20:00",1.1764,1.17645,1.17635,1.17635,45,"HHHL","Red","Down",0.15,0.08,0.0001,"Flat",0.2,0.00005,"Up",0.25,0,0.5,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9947,"2026-01-21 20:25:00",1.1763,1.17645,1.1763,1.17645,34,"OutsideBar","Black","Down",0.05,0.02,0.00015,"Up",0.55,0.00015,"Up",0.85,1,0.666667,True,False,False,True,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
9948,"2026-01-21 20:30:00",1.1765,1.17655,1.1765,1.1765,56,"HHHL","Neutral","Up",0.25,0.16,0.00005,"Down",0.05,0,"Down",0.1,0,0,False,False,True,False,"Rising","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
9949,"2026-01-21 20:35:00",1.1765,1.1765,1.17635,1.1765,68,"LLLH","Neutral","Up",0.3,0.24,0.00015,"Up",0.65,0,"Flat",0.15,1,0,True,True,False,True,"Rising","Local","Local","Absent","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;AcceptanceContained;CompressionLocal"
9950,"2026-01-21 20:40:00",1.1765,1.17655,1.17645,1.17645,14,"HHHL","Red","Down",0.05,0.02,0.0001,"Down",0.3,0.00005,"Up",0.55,0,0.5,True,False,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
9951,"2026-01-21 20:45:00",1.17645,1.17645,1.1764,1.17645,27,"LLLH","Neutral","Up",0.1,0.04,0.00005,"Down",0.1,0,"Down",0.2,1,0,True,True,False,True,"Rising","Absent","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9952,"2026-01-21 20:50:00",1.1764,1.17645,1.1764,1.1764,46,"Symmetric","Neutral","Up",0.35,0.18,0.00005,"Flat",0.15,0,"Flat",0.25,0,1,True,False,False,False,"Rising","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
9953,"2026-01-21 20:55:00",1.1764,1.17665,1.1764,1.1766,95,"OutsideBar","Black","Up",0.8,0.5,0.00025,"Up",0.95,0.0002,"Up",0.95,0.8,0.2,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
9954,"2026-01-21 21:00:00",1.1766,1.17675,1.17655,1.1766,94,"HHHL","Neutral","Down",0.8,0.5,0.0002,"Down",0.85,0,"Down",0.3,0.25,0.5,True,True,True,False,"Peak","Strong","Local","Local","Contained","Major","VolumePeak20;RangePeak20;BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9955,"2026-01-21 21:05:00",1.17665,1.1769,1.1766,1.17685,90,"HHHL","Black","Down",0.75,0.46,0.0003,"Up",1,0.0002,"Up",0.95,0.833333,0.5,False,False,True,False,"Falling","Climactic","Absent","Local","Accepted","Structural","RangePeak20;RangeClimactic20;BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
9956,"2026-01-21 21:10:00",1.1768,1.1772,1.1768,1.1771,188,"HHHL","Black","Up",1,0.74,0.0004,"Up",1,0.0003,"Up",1,0.75,0.25,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
9957,"2026-01-21 21:15:00",1.1771,1.17745,1.17705,1.1774,206,"HHHL","Black","Up",1,0.8,0.0004,"Up",1,0.0003,"Flat",1,0.875,0.375,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
9958,"2026-01-21 21:20:00",1.17735,1.1775,1.1772,1.1772,188,"HHHL","Red","Down",0.95,0.74,0.0003,"Down",0.9,0.00015,"Down",0.7,0,0.833333,True,True,True,False,"Peak","Strong","Clustered","Local","Contained","Structural","VolumePeak20;RangePeak20;BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionClustered"
9959,"2026-01-21 21:25:00",1.1772,1.1773,1.17715,1.1772,115,"LLLH","Neutral","Down",0.85,0.54,0.00015,"Down",0.6,0,"Down",0.35,0.333333,0.666667,True,True,False,True,"Peak","Absent","Local","Local","Contained","Major","VolumePeak20;BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9960,"2026-01-21 21:30:00",1.1772,1.1772,1.17715,1.1772,71,"InsideBar","Neutral","Down",0.45,0.3,0.00005,"Down",0.2,0,"Flat",0.4,1,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9961,"2026-01-21 21:35:00",1.1772,1.1772,1.17705,1.17705,57,"OutsideBar","Red","Down",0.4,0.2,0.00015,"Up",0.7,0.00015,"Up",0.8,0,0.333333,False,False,False,True,"Falling","Local","Absent","Local","Accepted","Moderate","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9962,"2026-01-21 21:40:00",1.177,1.1771,1.17685,1.1769,44,"LLLH","Red","Down",0.25,0.12,0.00025,"Up",0.8,0.0001,"Down",0.65,0.2,0.2,False,False,False,True,"Falling","Strong","Absent","Local","Accepted","Major","RangePeak20;LowVolumeHighRange;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9963,"2026-01-21 21:45:00",1.1769,1.17695,1.17685,1.17685,71,"InsideBar","Red","Up",0.6,0.32,0.0001,"Down",0.45,0.00005,"Down",0.6,0,1,True,False,False,False,"Rising","Absent","Clustered","Local","Unresolved","Moderate","CloseInsidePriorRange;DissipationLocal;CompressionClustered"
9964,"2026-01-21 21:50:00",1.1768,1.1768,1.1767,1.1768,58,"LLLH","Neutral","Down",0.45,0.24,0.0001,"Flat",0.45,0,"Down",0.45,1,0,False,False,False,True,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9965,"2026-01-21 21:55:00",1.17685,1.17695,1.17685,1.1769,37,"HHHL","Black","Down",0.2,0.08,0.0001,"Flat",0.45,0.00005,"Up",0.6,0.5,0,False,False,True,False,"Falling","Absent","Absent","Local","Accepted","Minor","BreaksPriorHigh;DissipationLocal;AcceptanceAccepted"
9966,"2026-01-21 22:00:00",1.17695,1.177,1.17685,1.1769,30,"OutsideBar","Red","Down",0.15,0.06,0.00015,"Up",0.65,0.00005,"Down",0.45,0.333333,0.666667,True,True,True,False,"Falling","Local","Local","Local","Contained","Moderate","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9967,"2026-01-21 22:05:00",1.17685,1.17685,1.1768,1.1768,57,"LLLH","Red","Up",0.45,0.28,0.00005,"Down",0.1,0.00005,"Flat",0.5,0,0,False,False,False,True,"Rising","Absent","Absent","Local","Accepted","Minor","BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9968,"2026-01-21 22:10:00",1.1768,1.17685,1.17675,1.1768,50,"OutsideBar","Neutral","Down",0.35,0.24,0.0001,"Up",0.45,0,"Down",0.4,0.5,0.5,True,True,False,True,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9969,"2026-01-21 22:15:00",1.1768,1.1769,1.17675,1.1769,54,"OutsideBar","Black","Up",0.4,0.26,0.00015,"Up",0.65,0.0001,"Up",0.7,1,0.666667,False,False,True,False,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorHigh;AcceptanceAccepted"
9970,"2026-01-21 22:20:00",1.17695,1.17695,1.1768,1.1768,39,"HHHL","Red","Down",0.2,0.12,0.00015,"Down",0.45,0.00015,"Up",0.75,0,0.666667,True,True,True,False,"Falling","Absent","Local","Local","Contained","Minor","BreaksPriorHigh;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9971,"2026-01-21 22:25:00",1.1768,1.1768,1.17655,1.1766,131,"LLLH","Red","Up",0.85,0.72,0.00025,"Up",0.8,0.0002,"Up",0.85,0.2,0,False,False,False,True,"Peak","Strong","Absent","Absent","Accepted","Major","VolumePeak20;RangePeak20;BreaksPriorLow;AcceptanceAccepted"
9972,"2026-01-21 22:30:00",1.1766,1.17665,1.17655,1.17655,33,"InsideBar","Red","Down",0.1,0.08,0.0001,"Down",0.35,0.00005,"Down",0.5,0,1,True,False,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Minor","CloseInsidePriorRange;CompressionClustered"
9973,"2026-01-21 22:35:00",1.1766,1.17665,1.1766,1.1766,37,"InsideBar","Neutral","Up",0.2,0.14,0.00005,"Down",0.1,0,"Down",0.3,0,1,True,True,False,False,"Rising","Absent","Clustered","Local","Unresolved","Minor","CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;CompressionClustered"
9974,"2026-01-21 22:40:00",1.17655,1.1766,1.17655,1.1766,30,"LLLH","Black","Down",0.1,0.08,0.00005,"Up",0.2,0.00005,"Up",0.55,1,0,True,True,False,True,"Falling","Local","Local","Local","Contained","Minor","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9975,"2026-01-21 22:45:00",1.17655,1.17655,1.1764,1.1764,52,"LLLH","Red","Up",0.45,0.32,0.00015,"Up",0.75,0.00015,"Up",0.85,0,0,False,False,False,True,"Rising","Local","Absent","Absent","Accepted","Moderate","BreaksPriorLow;AcceptanceAccepted"
9976,"2026-01-21 22:50:00",1.17645,1.17645,1.1762,1.1762,259,"LLLH","Red","Up",1,0.98,0.00025,"Up",0.9,0.00025,"Up",0.95,0,0.2,False,False,False,True,"Climactic","Strong","Absent","Absent","Accepted","Structural","VolumePeak20;VolumeClimactic50;RangePeak20;BreaksPriorLow;AcceptanceAccepted"
9977,"2026-01-21 22:55:00",1.17625,1.17645,1.17625,1.1764,246,"InsideBar","Black","Down",0.95,0.96,0.0002,"Down",0.8,0.00015,"Down",0.8,0.75,1,True,True,False,False,"Climactic","Strong","Clustered","Absent","Unresolved","Structural","VolumePeak20;VolumeClimactic50;RangePeak20;CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9978,"2026-01-21 23:00:00",1.17635,1.17665,1.17635,1.17655,284,"HHHL","Black","Up",1,0.98,0.0003,"Up",1,0.0002,"Up",0.95,0.666667,0.333333,False,False,True,False,"Climactic","Climactic","Absent","Absent","Accepted","SessionDefining","VolumePeak20;VolumeClimactic50;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
9979,"2026-01-21 23:05:00",1.1766,1.1768,1.17655,1.17665,174,"HHHL","Black","Down",0.85,0.82,0.00025,"Down",0.95,0.00005,"Down",0.35,0.4,0.4,True,False,True,False,"Peak","Climactic","Local","Local","Contained","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;CloseInsidePriorRange;DissipationLocal;AcceptanceContained;CompressionLocal"
9980,"2026-01-21 23:10:00",1.17665,1.17665,1.17635,1.1764,166,"LLLH","Red","Down",0.8,0.8,0.0003,"Up",1,0.00025,"Up",1,0.166667,0.333333,False,False,False,True,"Peak","Climactic","Absent","Local","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorLow;DissipationLocal;AcceptanceAccepted"
9981,"2026-01-21 23:15:00",1.17645,1.17645,1.17625,1.1764,155,"LLLH","Red","Down",0.75,0.78,0.0002,"Down",0.7,0.00005,"Down",0.55,0.75,0.5,True,True,False,True,"Falling","Absent","Local","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9982,"2026-01-21 23:20:00",1.17645,1.1768,1.17645,1.1767,194,"HHHL","Black","Up",0.85,0.88,0.00035,"Up",1,0.00025,"Up",1,0.714286,0,False,False,True,False,"Peak","Climactic","Absent","Absent","Accepted","Structural","VolumePeak20;RangePeak20;RangeClimactic20;BreaksPriorHigh;AcceptanceAccepted"
9983,"2026-01-21 23:25:00",1.1767,1.17675,1.17655,1.1766,74,"InsideBar","Red","Down",0.6,0.58,0.0002,"Down",0.7,0.0001,"Down",0.6,0.25,1,True,True,False,False,"Falling","Absent","Clustered","Absent","Unresolved","Moderate","CloseInsidePriorRange;CloseInsidePriorBody;CompressionClustered"
9984,"2026-01-21 23:30:00",1.17665,1.1767,1.1765,1.1767,57,"LLLH","Black","Down",0.55,0.42,0.0002,"Flat",0.7,0.00005,"Down",0.5,1,0.75,True,True,False,True,"Falling","Absent","Local","Local","Contained","Moderate","BreaksPriorLow;CloseInsidePriorRange;CloseInsidePriorBody;DissipationLocal;AcceptanceContained;CompressionLocal"
9985,"2026-01-21 23:35:00",1.17675,1.1769,1.1767,1.1768,259,"HHHL","Black","Up",0.95,0.98,0.0002,"Flat",0.7,0.00005,"Flat",0.5,0.5,0,False,False,True,False,"Climactic","Absent","Absent","Absent","Accepted","Structural","VolumePeak20;VolumeClimactic50;BreaksPriorHigh;AcceptanceAccepted"
