File,Count,Mean,Median,Std,TStat,WinRate,LossRate,ProfitFactor,GrossWin,GrossLoss,Min,Q25,Q75,Q90,Max,Top5SharePositiveSum,Top10SharePositiveSum,Sum,StopRate,MeanMaxFavorableMove,MedianMaxFavorableMove,MeanMaxAdverseMove,MedianMaxAdverseMove
xApvaV01StateLog_ES.csv,47,4.409574468085107,0.75,26.8434180222887,1.1261799619868662,0.5106382978723404,0.46808510638297873,2.322169059011164,364.0,156.75,-20.0,-5.125,5.25,11.799999999999999,167.25,0.6662087912087912,0.7657967032967034,207.25,0.06382978723404255,12.882978723404255,5.75,-8.101063829787234,-5.5
