APVA Family Resolution Study v0.1 - Aggregate
==============================================
Instruments: 6E, NQ, CL
Family C resolution uses the existing Study 30 family projection.

Aggregate Resolution Counts
===========================
Resolution           6E_Count     6E_Pct    6E_Med     NQ_Count     NQ_Pct    NQ_Med     CL_Count     CL_Pct    CL_Med ValidN    MeanPct  MeanMedian
C->A                       70     1.28%    1.0000            6     2.37%    1.0000            6     1.34%    1.0000      1     1.28%      1.0000
C->B                     1443    26.46%    1.0000           61    24.11%    1.0000          139    31.03%    1.0000      3    27.20%      1.0000
C->D                      452     8.29%    1.0000           26    10.28%    1.0000           28     6.25%    1.0000      3     8.27%      1.0000
C->N                     3481    63.82%    1.0000          158    62.45%    1.0000          273    60.94%    1.0000      3    62.40%      1.0000
C->C_Persist                8     0.15%    5.0000            2     0.79%    5.0000            2     0.45%    5.0000      0     0.00%      0.0000

Aggregate Branch Predictor Table
================================
Category                 Feature                                     6E_Effect    NQ_Effect    CL_Effect ValidN  PosN  NegN  MeanEffect
C->A                     AcceptanceState_Accepted                     0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     AcceptanceState_Contained                    0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     AcceptanceState_Rejected                     0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     AcceptanceState_Unknown                      0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     AcceptanceState_Unresolved                   0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionOn                                0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionState_Absent                      0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionState_Clustered                   0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionState_FailedResolution            0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionState_Lateral                     0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionState_Local                       0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionState_Resolving                   0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CompressionState_Unknown                     0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CurrentFlag_Accepted                         0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CurrentFlag_Climactic                        0.289054     0.785869    -0.314136      1     1     0    0.289054
C->A                     CurrentFlag_Compressed                       0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     CurrentFlag_Dissipating                     -0.181568    -0.418600     0.499091      1     0     1   -0.181568
C->A                     CurrentFlag_Expanding                        0.231404     0.402752    -0.582727      1     1     0    0.231404
C->A                     CurrentFlag_Peak                            -0.289054    -0.785869     0.314136      1     0     1   -0.289054
C->A                     DissipationOn                               -0.181568    -0.418600     0.499091      1     0     1   -0.181568
C->A                     DissipationState_Absent                      0.181568     0.418600    -0.499091      1     1     0    0.181568
C->A                     DissipationState_Climactic                   0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     DissipationState_Local                      -0.181568    -0.418600     0.499091      1     0     1   -0.181568
C->A                     DissipationState_Repeated                    0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     DissipationState_Strong                      0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     DissipationState_Unknown                     0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     ExpansionOn                                  0.231404     0.402752    -0.582727      1     1     0    0.231404
C->A                     ExpansionState_Absent                       -0.231404    -0.402752     0.582727      1     0     1   -0.231404
C->A                     ExpansionState_Climactic                     0.286837     0.687963     0.099814      1     1     0    0.286837
C->A                     ExpansionState_Failed                        0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     ExpansionState_Local                        -0.153063    -0.345763    -0.358755      1     0     1   -0.153063
C->A                     ExpansionState_Strong                       -0.019036    -0.227092    -0.297000      1     0     1   -0.019036
C->A                     ExpansionState_Unknown                       0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     FamilyCRunLengthSoFar                       -0.147628    -0.161055    -0.331515      1     0     1   -0.147628
C->A                     FamilyCTotalRunLength                       -0.205515    -0.217372    -0.460039      1     0     1   -0.205515
C->A                     ParticipationState_Climactic                 0.289054     0.785869    -0.314136      1     1     0    0.289054
C->A                     ParticipationState_Falling                   0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     ParticipationState_Normal                    0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     ParticipationState_Peak                     -0.289054    -0.785869     0.314136      1     0     1   -0.289054
C->A                     ParticipationState_Rising                    0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     ParticipationState_Silent                    0.000000     0.000000     0.000000      1     0     0    0.000000
C->A                     PositionInRun_First                          0.079438     0.444792    -0.102047      1     1     0    0.079438
C->A                     PositionInRun_Last                           0.079438     0.444792    -0.102047      1     1     0    0.079438
C->A                     PositionInRun_Middle                        -0.212932    -0.367671    -0.316864      1     0     1   -0.212932
C->A                     PositionInRun_Only                          -0.016987    -0.435588     0.346422      1     0     1   -0.016987
C->A                     Prev10AcceptedCount                          0.073635     0.043921    -0.616505      1     1     0    0.073635
C->A                     Prev10ClimacticCount                         0.193224     0.147691    -0.519755      1     1     0    0.193224
C->A                     Prev10CompressedCount                       -0.071718     0.005194     0.570928      1     0     1   -0.071718
C->A                     Prev10DissipatingCount                       0.177938     0.293756    -0.340236      1     1     0    0.177938
C->A                     Prev10Dominance                              0.141101     0.131527    -0.645870      1     1     0    0.141101
C->A                     Prev10ExpandingCount                        -0.031088     0.607315     0.313503      1     0     1   -0.031088
C->A                     Prev10NetAcceptance                          0.083838    -0.260254    -0.388750      1     1     0    0.083838
C->A                     Prev10PeakCount                             -0.039349     0.362455    -0.071818      1     0     1   -0.039349
C->A                     Prev20AcceptedCount                          0.146436    -0.171121    -0.585742      1     1     0    0.146436
C->A                     Prev20ClimacticCount                         0.119316     0.336014    -0.257913      1     1     0    0.119316
C->A                     Prev20CompressedCount                       -0.152625     0.132280     0.683662      1     0     1   -0.152625
C->A                     Prev20DissipatingCount                       0.142612     0.881438    -0.013847      1     1     0    0.142612
C->A                     Prev20Dominance                              0.187409     0.231326    -0.527181      1     1     0    0.187409
C->A                     Prev20ExpandingCount                         0.183359     0.182761     0.256736      1     1     0    0.183359
C->A                     Prev20NetAcceptance                          0.101057    -0.451839    -0.168875      1     1     0    0.101057
C->A                     Prev20PeakCount                              0.003675     0.417242    -0.333807      1     1     0    0.003675
C->A                     Prev5AcceptedCount                           0.168953     0.233371    -0.327202      1     1     0    0.168953
C->A                     Prev5ClimacticCount                         -0.011777     0.010733    -0.369931      1     0     1   -0.011777
C->A                     Prev5CompressedCount                        -0.183238    -0.126337     0.296192      1     0     1   -0.183238
C->A                     Prev5DissipatingCount                        0.104746    -0.024193     0.251116      1     1     0    0.104746
C->A                     Prev5Dominance                               0.195420     0.144952    -0.151814      1     1     0    0.195420
C->A                     Prev5ExpandingCount                          0.018430     0.696907     0.068570      1     1     0    0.018430
C->A                     Prev5NetAcceptance                           0.126406    -0.112052    -0.484878      1     1     0    0.126406
C->A                     Prev5PeakCount                              -0.005240     0.371774     0.289194      1     0     1   -0.005240
C->A                     VolumePolarity_Black                         0.157879    -0.679765    -0.722563      1     1     0    0.157879
C->A                     VolumePolarity_Neutral                      -0.115495     0.000000     0.000000      1     0     1   -0.115495
C->A                     VolumePolarity_Red                          -0.131752     0.679765     0.722563      1     0     1   -0.131752
C->B                     AcceptanceState_Accepted                     0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     AcceptanceState_Contained                    0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     AcceptanceState_Rejected                     0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     AcceptanceState_Unknown                      0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     AcceptanceState_Unresolved                   0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionOn                                0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionState_Absent                      0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionState_Clustered                   0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionState_FailedResolution            0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionState_Lateral                     0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionState_Local                       0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionState_Resolving                   0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CompressionState_Unknown                     0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CurrentFlag_Accepted                         0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CurrentFlag_Climactic                        0.022406    -0.095141     0.200471      3     2     1    0.042578
C->B                     CurrentFlag_Compressed                       0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     CurrentFlag_Dissipating                     -0.083203    -0.142583    -0.064616      3     0     3   -0.096800
C->B                     CurrentFlag_Expanding                        0.078334     0.202483     0.211187      3     3     0    0.164001
C->B                     CurrentFlag_Peak                            -0.022406     0.095141    -0.200471      3     1     2   -0.042578
C->B                     DissipationOn                               -0.083203    -0.142583    -0.064616      3     0     3   -0.096800
C->B                     DissipationState_Absent                      0.083203     0.142583     0.064616      3     3     0    0.096800
C->B                     DissipationState_Climactic                   0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     DissipationState_Local                      -0.083203    -0.142583    -0.064616      3     0     3   -0.096800
C->B                     DissipationState_Repeated                    0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     DissipationState_Strong                      0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     DissipationState_Unknown                     0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     ExpansionOn                                  0.078334     0.202483     0.211187      3     3     0    0.164001
C->B                     ExpansionState_Absent                       -0.078334    -0.202483    -0.211187      3     0     3   -0.164001
C->B                     ExpansionState_Climactic                     0.230833     0.558501     0.433633      3     3     0    0.407656
C->B                     ExpansionState_Failed                        0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     ExpansionState_Local                        -0.104506    -0.161145    -0.149530      3     0     3   -0.138394
C->B                     ExpansionState_Strong                       -0.113113    -0.352842    -0.202437      3     0     3   -0.222797
C->B                     ExpansionState_Unknown                       0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     FamilyCRunLengthSoFar                        0.126162    -0.215649    -0.111073      3     1     2   -0.066853
C->B                     FamilyCTotalRunLength                        0.161799    -0.292014    -0.154219      3     1     2   -0.094811
C->B                     ParticipationState_Climactic                 0.022406    -0.095141     0.200471      3     2     1    0.042578
C->B                     ParticipationState_Falling                   0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     ParticipationState_Normal                    0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     ParticipationState_Peak                     -0.022406     0.095141    -0.200471      3     1     2   -0.042578
C->B                     ParticipationState_Rising                    0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     ParticipationState_Silent                    0.000000     0.000000     0.000000      3     0     0    0.000000
C->B                     PositionInRun_First                          0.096464     0.093589     0.184009      3     3     0    0.124687
C->B                     PositionInRun_Last                           0.098903     0.093589     0.184009      3     3     0    0.125500
C->B                     PositionInRun_Middle                         0.078168    -0.202853    -0.161426      3     1     2   -0.095370
C->B                     PositionInRun_Only                          -0.192568    -0.011785    -0.206584      3     0     3   -0.136979
C->B                     Prev10AcceptedCount                         -0.054223    -0.261377    -0.126135      3     0     3   -0.147245
C->B                     Prev10ClimacticCount                        -0.232346    -0.163158    -0.106816      3     0     3   -0.167440
C->B                     Prev10CompressedCount                        0.042766     0.257670     0.136038      3     3     0    0.145492
C->B                     Prev10DissipatingCount                      -0.047449    -0.311640    -0.117828      3     0     3   -0.158972
C->B                     Prev10Dominance                             -0.061829    -0.340513    -0.160266      3     0     3   -0.187536
C->B                     Prev10ExpandingCount                        -0.023464    -0.006307    -0.211972      3     0     3   -0.080581
C->B                     Prev10NetAcceptance                         -0.145671    -0.182141    -0.023110      3     0     3   -0.116974
C->B                     Prev10PeakCount                              0.131667    -0.032244    -0.080252      3     1     2    0.006390
C->B                     Prev20AcceptedCount                         -0.086626    -0.157130    -0.059027      3     0     3   -0.100928
C->B                     Prev20ClimacticCount                        -0.331603    -0.151324    -0.199268      3     0     3   -0.227398
C->B                     Prev20CompressedCount                        0.073474     0.104246     0.069620      3     3     0    0.082447
C->B                     Prev20DissipatingCount                      -0.069694    -0.063842    -0.008635      3     0     3   -0.047390
C->B                     Prev20Dominance                             -0.097356    -0.140260    -0.056514      3     0     3   -0.098043
C->B                     Prev20ExpandingCount                        -0.152150    -0.155227    -0.282919      3     0     3   -0.196765
C->B                     Prev20NetAcceptance                         -0.018545    -0.208992     0.157509      3     1     2   -0.023343
C->B                     Prev20PeakCount                             -0.052730     0.111544    -0.244477      3     1     2   -0.061888
C->B                     Prev5AcceptedCount                          -0.011338    -0.245748    -0.054708      3     0     3   -0.103931
C->B                     Prev5ClimacticCount                         -0.138081    -0.020553     0.040102      3     1     2   -0.039511
C->B                     Prev5CompressedCount                         0.008257     0.274308     0.033280      3     3     0    0.105281
C->B                     Prev5DissipatingCount                       -0.043340    -0.187992    -0.033859      3     0     3   -0.088397
C->B                     Prev5Dominance                              -0.027536    -0.301984    -0.052482      3     0     3   -0.127334
C->B                     Prev5ExpandingCount                          0.042243    -0.002530    -0.131540      3     1     2   -0.030609
C->B                     Prev5NetAcceptance                          -0.149051    -0.186308    -0.028661      3     0     3   -0.121340
C->B                     Prev5PeakCount                               0.181554    -0.012775    -0.014462      3     1     2    0.051439
C->B                     VolumePolarity_Black                        -0.046408    -0.320553     0.008278      3     1     2   -0.119561
C->B                     VolumePolarity_Neutral                       0.020756     0.000000     0.000000      3     1     0    0.006919
C->B                     VolumePolarity_Red                           0.041699     0.320553    -0.008278      3     2     1    0.117991
