Instrument,Policy_Count,Policy_Mean,Policy_Median,Policy_TStat,Policy_WinRate,Policy_ProfitFactor,Policy_Min,Policy_Max,Policy_Sum,RawSignedNorm_Count,RawSignedNorm_Mean,RawSignedNorm_Median,RawSignedNorm_TStat,RawSignedNorm_WinRate,RawSignedNorm_ProfitFactor,RawSignedNorm_Min,RawSignedNorm_Max,RawSignedNorm_Sum,StopRate
ES,47,0.7401852690212744,-0.0634201585503963,1.3280072768278672,0.48936170212765956,2.3136500852763047,-2.0,16.06518010291595,34.78870764399989,47,0.6892203811770304,0.0446333687566418,1.110665016470999,0.5106382978723404,1.9782849796465283,-12.202702702702704,16.06518010291595,32.39335791532043,0.14893617021276595
NQ,209,0.15092549494710536,0.095592799503414,1.389896439316277,0.5263157894736842,1.2823335971827945,-2.0,5.644348452123831,31.543428443945018,209,0.12237626348665297,0.1140529531568228,0.9269371258294372,0.5358851674641149,1.2108439614279953,-14.847980997624704,5.644348452123831,25.57663906871047,0.18181818181818182
6E,108,-0.2710588459858744,-0.2886904761898276,-1.9397925312426783,0.37037037037037035,0.6274551383072315,-2.0,3.818181818181048,-29.27435536647443,108,-0.4976728544499419,-0.2540229885059825,-2.5615323032146486,0.37037037037037035,0.4784403042400518,-8.333333333332751,3.818181818181048,-53.748668280593726,0.25
