ValidationMode,Regime,Instrument,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,EntryShareWithinMode
Reference,2017 | 2017 observed regime,ES,43,-0.1754033929375638,-0.1971830985915493,-0.9346286417757728,0.3953488372093023,0.6940771768082463,-2.0,-0.9827586206896552,0.5419580419580419,1.2853387259858446,3.090909090909091,-7.542345896315243,0.16279069767441862,0.03467741935483871
Reference,2017 | 2017 observed regime,NQ,137,0.006676320045686439,0.0,0.04532569855244895,0.4744525547445255,1.0103826275607208,-2.0,-1.5815899581589956,0.8512,1.9194535519125713,6.5625,0.9146558462590422,0.23357664233576642,0.11048387096774194
Reference,2019 | 2019 observed regime,ES,45,-0.23502023469056635,-0.3206106870229007,-1.1113627187852957,0.35555555555555557,0.6509246701754321,-2.0,-1.2574850299401197,0.4028776978417266,1.8242122719734661,4.392156862745098,-10.575910561075485,0.2,0.036290322580645164
Reference,2019 | 2019 observed regime,NQ,36,0.02059026110773004,0.29567733151803943,0.09907448215679954,0.6388888888888888,1.0427482465799363,-2.0,-0.7885057471264367,0.7583611826288599,1.26928335422126,2.925373134328358,0.7412493998782814,0.16666666666666666,0.02903225806451613
Reference,2020 | COVID / crisis,ES,33,0.7904312303881403,0.4516129032258064,2.813384546809772,0.6666666666666666,3.6811713261844368,-2.0,-0.4454545454545455,1.7379310344827583,2.8564449111912698,4.720930232558139,26.08423060280863,0.06060606060606061,0.02661290322580645
Reference,2020 | COVID / crisis,NQ,28,0.2973487955837335,-0.0839637773443167,0.7526569226338807,0.42857142857142855,1.5198273760570231,-2.0,-0.8505734785135033,0.797094942501811,2.610845325290824,6.2093308778391645,8.325766276344538,0.17857142857142858,0.02258064516129032
Reference,2021 | 2021 observed regime,ES,37,0.4663648158428826,0.2661596958174905,1.5099647861914771,0.5945945945945946,2.1193177738820914,-2.0,-0.4890829694323144,1.0327868852459017,2.5645161290322567,5.739999999999999,17.255498186186657,0.08108108108108109,0.029838709677419355
Reference,2021 | 2021 observed regime,NQ,29,0.04077875508590322,-0.0613362541073384,0.14832445625602658,0.4827586206896552,1.0793600699874344,-2.0,-0.8638297872340426,0.651595744680851,1.3353045535186274,4.515,1.1825838974911935,0.13793103448275862,0.02338709677419355
Reference,2022 | tightening / bear trend,ES,65,0.582668069874824,-0.2814070351758794,1.0333387561873884,0.47692307692307695,1.763322786169837,-2.0,-2.0,1.1578947368421053,2.905418522039325,31.769230769230766,37.87342454186356,0.2923076923076923,0.05241935483870968
Reference,2022 | tightening / bear trend,NQ,73,0.2596670952035468,0.423419930205506,1.4103224806242503,0.589041095890411,1.4983895268294969,-2.0,-0.8961038961038961,1.4872318692543411,1.9921733493114353,5.4855769230769225,18.955697949858916,0.1917808219178082,0.05887096774193548
Reference,2023 | 2023 observed regime,ES,56,-0.068285556191972,-0.11740093526950525,-0.33930466856191993,0.42857142857142855,0.8895225636390919,-2.0,-1.1992508240934971,0.6268858800773695,2.119660014781966,4.418250950570342,-3.8239911467504326,0.17857142857142858,0.04516129032258064
