SourceType,SourcePath,Field,FeatureFamily,Present,ColumnName
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,AmbiguityScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,MacroState,CategoricalStateProxy,True,MacroState
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SponsorState,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SequencePhase,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,Volume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,VolumeSMA,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,RelativeVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,VolumeZScore,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SignedVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,UpVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,DownVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,FlatVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,UpDownVolumeDelta,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SpyderDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SpyderNonDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SpyderDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SpyderNonDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,BarDirection,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SpyderNonDominantColor,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,SpyderSplitMethod,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,DominantPressureValue,NumericStateProxy,True,DominantPressureValue
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,RollingEntropy,NumericStateProxy,True,RollingEntropy
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,RollingDirectionalPresence,NumericStateProxy,True,RollingDirectionalPresence
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SponsorConfidence,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,DominanceScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,DegradationScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,BalanceScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,TransitionScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,AmbiguityScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,MacroState,CategoricalStateProxy,True,MacroState
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SponsorState,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SequencePhase,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,Volume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,VolumeSMA,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,RelativeVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,VolumeZScore,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SignedVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,UpVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,DownVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,FlatVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,UpDownVolumeDelta,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SpyderDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SpyderNonDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SpyderDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SpyderNonDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,BarDirection,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SpyderNonDominantColor,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,SpyderSplitMethod,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,DominantPressureValue,NumericStateProxy,True,DominantPressureValue
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,RollingEntropy,NumericStateProxy,True,RollingEntropy
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,RollingDirectionalPresence,NumericStateProxy,True,RollingDirectionalPresence
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SponsorConfidence,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,DominanceScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,DegradationScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,BalanceScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,TransitionScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,AmbiguityScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,MacroState,CategoricalStateProxy,True,MacroState
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SponsorState,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SequencePhase,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,Volume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,VolumeSMA,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,RelativeVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,VolumeZScore,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SignedVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,UpVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,DownVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,FlatVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,UpDownVolumeDelta,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SpyderDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SpyderNonDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SpyderDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SpyderNonDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,BarDirection,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SpyderNonDominantColor,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_generated.csv,SpyderSplitMethod,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,DominantPressureValue,NumericStateProxy,True,DominantPressureValue
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,RollingEntropy,NumericStateProxy,True,RollingEntropy
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,RollingDirectionalPresence,NumericStateProxy,True,RollingDirectionalPresence
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SponsorConfidence,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,DominanceScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,DegradationScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,BalanceScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,TransitionScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,AmbiguityScore,NumericStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,MacroState,CategoricalStateProxy,True,MacroState
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SponsorState,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SequencePhase,CategoricalStateProxy,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,Volume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,VolumeSMA,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,RelativeVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,VolumeZScore,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SignedVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,UpVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,DownVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,FlatVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,UpDownVolumeDelta,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SpyderDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SpyderNonDominantVolume,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SpyderDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SpyderNonDominantVolumeShare,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,BarDirection,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SpyderNonDominantColor,ExplicitVolume,False,
CanonicalDataset,tables/apva_forward_signed_return_dataset_v1.csv,SpyderSplitMethod,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,RollingEntropy,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,RollingDirectionalPresence,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SponsorConfidence,NumericStateProxy,True,SponsorConfidence
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,DominanceScore,NumericStateProxy,True,DominanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,DegradationScore,NumericStateProxy,True,DegradationScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,BalanceScore,NumericStateProxy,True,BalanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,TransitionScore,NumericStateProxy,True,TransitionScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,AmbiguityScore,NumericStateProxy,True,AmbiguityScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,MacroState,CategoricalStateProxy,True,MacroState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SponsorState,CategoricalStateProxy,True,SponsorState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SequencePhase,CategoricalStateProxy,True,SequencePhase
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,Volume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,VolumeSMA,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,RelativeVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,VolumeZScore,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SignedVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,UpVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,DownVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,FlatVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,UpDownVolumeDelta,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SpyderDominantVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SpyderNonDominantVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SpyderDominantVolumeShare,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SpyderNonDominantVolumeShare,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,BarDirection,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SpyderNonDominantColor,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES.csv,SpyderSplitMethod,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,RollingEntropy,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,RollingDirectionalPresence,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SponsorConfidence,NumericStateProxy,True,SponsorConfidence
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,DominanceScore,NumericStateProxy,True,DominanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,DegradationScore,NumericStateProxy,True,DegradationScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,BalanceScore,NumericStateProxy,True,BalanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,TransitionScore,NumericStateProxy,True,TransitionScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,AmbiguityScore,NumericStateProxy,True,AmbiguityScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,MacroState,CategoricalStateProxy,True,MacroState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SponsorState,CategoricalStateProxy,True,SponsorState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SequencePhase,CategoricalStateProxy,True,SequencePhase
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,Volume,ExplicitVolume,True,Volume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,VolumeSMA,ExplicitVolume,True,VolumeSMA
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,RelativeVolume,ExplicitVolume,True,RelativeVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,VolumeZScore,ExplicitVolume,True,VolumeZScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SignedVolume,ExplicitVolume,True,SignedVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,UpVolume,ExplicitVolume,True,UpVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,DownVolume,ExplicitVolume,True,DownVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,FlatVolume,ExplicitVolume,True,FlatVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,UpDownVolumeDelta,ExplicitVolume,True,UpDownVolumeDelta
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SpyderDominantVolume,ExplicitVolume,True,SpyderDominantVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SpyderNonDominantVolume,ExplicitVolume,True,SpyderNonDominantVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SpyderDominantVolumeShare,ExplicitVolume,True,SpyderDominantVolumeShare
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SpyderNonDominantVolumeShare,ExplicitVolume,True,SpyderNonDominantVolumeShare
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,BarDirection,ExplicitVolume,True,BarDirection
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SpyderNonDominantColor,ExplicitVolume,True,SpyderNonDominantColor
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES032024.csv,SpyderSplitMethod,ExplicitVolume,True,SpyderSplitMethod
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,RollingEntropy,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,RollingDirectionalPresence,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SponsorConfidence,NumericStateProxy,True,SponsorConfidence
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,DominanceScore,NumericStateProxy,True,DominanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,DegradationScore,NumericStateProxy,True,DegradationScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,BalanceScore,NumericStateProxy,True,BalanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,TransitionScore,NumericStateProxy,True,TransitionScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,AmbiguityScore,NumericStateProxy,True,AmbiguityScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,MacroState,CategoricalStateProxy,True,MacroState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SponsorState,CategoricalStateProxy,True,SponsorState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SequencePhase,CategoricalStateProxy,True,SequencePhase
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,Volume,ExplicitVolume,True,Volume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,VolumeSMA,ExplicitVolume,True,VolumeSMA
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,RelativeVolume,ExplicitVolume,True,RelativeVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,VolumeZScore,ExplicitVolume,True,VolumeZScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SignedVolume,ExplicitVolume,True,SignedVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,UpVolume,ExplicitVolume,True,UpVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,DownVolume,ExplicitVolume,True,DownVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,FlatVolume,ExplicitVolume,True,FlatVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,UpDownVolumeDelta,ExplicitVolume,True,UpDownVolumeDelta
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SpyderDominantVolume,ExplicitVolume,True,SpyderDominantVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SpyderNonDominantVolume,ExplicitVolume,True,SpyderNonDominantVolume
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SpyderDominantVolumeShare,ExplicitVolume,True,SpyderDominantVolumeShare
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SpyderNonDominantVolumeShare,ExplicitVolume,True,SpyderNonDominantVolumeShare
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,BarDirection,ExplicitVolume,True,BarDirection
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SpyderNonDominantColor,ExplicitVolume,True,SpyderNonDominantColor
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062016.csv,SpyderSplitMethod,ExplicitVolume,True,SpyderSplitMethod
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,RollingEntropy,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,RollingDirectionalPresence,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SponsorConfidence,NumericStateProxy,True,SponsorConfidence
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,DominanceScore,NumericStateProxy,True,DominanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,DegradationScore,NumericStateProxy,True,DegradationScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,BalanceScore,NumericStateProxy,True,BalanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,TransitionScore,NumericStateProxy,True,TransitionScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,AmbiguityScore,NumericStateProxy,True,AmbiguityScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,MacroState,CategoricalStateProxy,True,MacroState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SponsorState,CategoricalStateProxy,True,SponsorState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SequencePhase,CategoricalStateProxy,True,SequencePhase
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,Volume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,VolumeSMA,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,RelativeVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,VolumeZScore,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SignedVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,UpVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,DownVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,FlatVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,UpDownVolumeDelta,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SpyderDominantVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SpyderNonDominantVolume,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SpyderDominantVolumeShare,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SpyderNonDominantVolumeShare,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,BarDirection,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SpyderNonDominantColor,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062021.csv,SpyderSplitMethod,ExplicitVolume,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,PriorSlope_DominantPressureValue,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,RollingEntropy,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,RollingDirectionalPresence,NumericStateProxy,False,
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,SponsorConfidence,NumericStateProxy,True,SponsorConfidence
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,DominanceScore,NumericStateProxy,True,DominanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,DegradationScore,NumericStateProxy,True,DegradationScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,BalanceScore,NumericStateProxy,True,BalanceScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,TransitionScore,NumericStateProxy,True,TransitionScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,AmbiguityScore,NumericStateProxy,True,AmbiguityScore
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,MacroState,CategoricalStateProxy,True,MacroState
RawStateLog,data/Validation/ES/xApvaV01StateLog_ES062023.csv,SponsorState,CategoricalStateProxy,True,SponsorState
