DataScope,Breakdown,ValidationMode,Regime,Instrument,Cohort,Field,Count,AvailableCount,Mean,Median,Std,Q25,Q75,PositiveFraction
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,ES,Base_NotPriorSlope_Q3,UpVolume,206,206,4916.820388349514,0.0,8859.427441268113,0.0,6895.5,0.4029126213592233
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,ES,Base_NotPriorSlope_Q3,DownVolume,206,206,6027.291262135922,0.0,12460.294634288914,0.0,7344.75,0.4563106796116505
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,ES,Base_NotPriorSlope_Q3,FlatVolume,206,206,863.7815533980582,0.0,3158.4044591625793,0.0,0.0,0.1407766990291262
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,ES,Base_NotPriorSlope_Q3,UpDownVolumeDelta,206,206,-1110.4708737864078,0.0,17126.229506203268,-7344.75,6895.5,0.4029126213592233
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,Volume,137,137,930.3357664233577,190.0,1628.0323349033238,93.0,743.0,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,VolumeSMA,137,137,1097.9386861313867,304.95,1665.1601727076559,151.85,1420.8,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,RelativeVolume,137,137,0.9753400200678831,0.8446455505,0.8094518501106457,0.497540695,1.1261582324,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,VolumeZScore,137,137,-0.056351996494890505,-0.2405882913,1.016393959779809,-0.6977824265,0.1909655956,0.3357664233576642
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,SignedVolume,137,137,19.73722627737226,41.0,1852.0623809135564,-165.0,227.0,0.5255474452554745
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,UpVolume,137,137,453.86131386861314,41.0,1206.931422478472,0.0,227.0,0.5255474452554745
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,DownVolume,137,137,434.1240875912409,0.0,1255.5834561555052,0.0,165.0,0.40875912408759124
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,FlatVolume,137,137,42.35036496350365,0.0,300.07306931814605,0.0,0.0,0.06569343065693431
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,PriorSlope_Q3,UpDownVolumeDelta,137,137,19.73722627737226,41.0,1852.0623809135564,-165.0,227.0,0.5255474452554745
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,Volume,547,547,1026.1224862888482,226.0,2189.4222425178523,106.5,933.0,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,VolumeSMA,547,547,1044.339122486289,258.35,1604.1347299229626,147.15,1473.875,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,RelativeVolume,547,547,1.031960095087203,0.8406175966,0.9470267374215919,0.5312933849,1.27326882855,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2017 | 2017 observed regime,NQ,Base_NotPriorSlope_Q3,VolumeZScore,547,547,-0.009900754479890313,-0.2580710441,1.051339853345074,-0.72025323025,0.44691670215,0.38391224862888484
