Path,Candidate,AvailableForCheck,Count,ES_Count,NQ_Count,BothESAndNQNonzero
tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,Base_ES_NQ,True,350,190,160,True
tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,CCRRR,True,3,3,0,False
tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,PriorSlope_DominantPressureValue_Q3,True,61,33,28,True
tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,RRCCC,True,12,5,7,True
