APVA Family B Resolution Study v0.1B - Aggregate
================================================
Instruments: 6E, NQ, CL
Family B resolution uses the existing Study 30 family projection.

Aggregate Resolution Counts
===========================
Resolution           6E_Count     6E_Pct    6E_Med     NQ_Count     NQ_Pct    NQ_Med     CL_Count     CL_Pct    CL_Med ValidN    MeanPct  MeanMedian
B->A                       25     0.81%    1.0000            0     0.00%    0.0000            4     2.07%    1.0000      1     0.81%      1.0000
B->C                      853    27.79%    1.0000           18    20.45%    1.0000           53    27.46%    1.0000      2    27.63%      1.0000
B->D                      468    15.25%    1.0000           16    18.18%    1.0000           28    14.51%    1.0000      2    14.88%      1.0000
B->N                     1722    56.11%    1.0000           54    61.36%    1.0000          108    55.96%    1.0000      3    57.81%      1.0000
B->B_Persist                1     0.03%    5.0000            0     0.00%    0.0000            0     0.00%    0.0000      0     0.00%      0.0000

Aggregate Branch Predictors
===========================
Category                 Feature                                     6E_Effect    NQ_Effect    CL_Effect ValidN  PosN  NegN  MeanEffect
B->N                     ParticipationState_Silent                    0.000000     0.000000     0.000000      3     0     0    0.000000
B->N                     PositionInRun_First                         -0.070025    -0.320057    -0.066892      3     0     3   -0.152325
B->N                     PositionInRun_Last                          -0.065970    -0.320057    -0.066892      3     0     3   -0.150973
B->N                     PositionInRun_Middle                        -0.023242     0.000000    -0.024614      3     0     2   -0.015952
B->N                     PositionInRun_Only                           0.108623     0.477071     0.107846      3     3     0    0.231180
B->N                     Prev10AcceptedCount                         -0.005471     0.237898    -0.064268      3     1     2    0.056053
B->N                     Prev10ClimacticCount                        -0.079050     0.057203     0.346434      3     2     1    0.108196
B->N                     Prev10CompressedCount                        0.003573    -0.324627     0.083332      3     2     1   -0.079240
B->N                     Prev10DissipatingCount                      -0.033139     0.008245     0.031058      3     2     1    0.002055
B->N                     Prev10Dominance                             -0.019017     0.246523    -0.048222      3     1     2    0.059761
B->N                     Prev10ExpandingCount                        -0.047343    -0.007246     0.046855      3     1     2   -0.002578
B->N                     Prev10NetAcceptance                          0.105012     0.021501     0.149713      3     3     0    0.092075
B->N                     Prev10PeakCount                             -0.134684     0.221380    -0.262805      3     1     2   -0.058703
B->N                     Prev20AcceptedCount                          0.001097     0.181959     0.013040      3     3     0    0.065365
B->N                     Prev20ClimacticCount                        -0.048538    -0.098267     0.459612      3     1     2    0.104269
B->N                     Prev20CompressedCount                        0.011261    -0.177818     0.011536      3     2     1   -0.051674
B->N                     Prev20DissipatingCount                       0.010447     0.244030    -0.063341      3     2     1    0.063712
B->N                     Prev20Dominance                              0.000678     0.239395    -0.027095      3     2     1    0.070993
B->N                     Prev20ExpandingCount                         0.010714     0.034827     0.248836      3     3     0    0.098125
B->N                     Prev20NetAcceptance                          0.046078     0.019197    -0.003630      3     2     1    0.020548
B->N                     Prev20PeakCount                             -0.055734     0.212270     0.017825      3     2     1    0.058121
B->N                     Prev5AcceptedCount                           0.024268    -0.211111     0.044347      3     2     1   -0.047499
B->N                     Prev5ClimacticCount                         -0.102728     0.094529     0.267147      3     2     1    0.086316
B->N                     Prev5CompressedCount                        -0.025226     0.123601    -0.031316      3     1     2    0.022353
B->N                     Prev5DissipatingCount                       -0.061335     0.154326     0.081257      3     2     1    0.058083
B->N                     Prev5Dominance                              -0.006715    -0.093859     0.070793      3     1     2   -0.009927
B->N                     Prev5ExpandingCount                         -0.080790    -0.157025    -0.246083      3     0     3   -0.161299
B->N                     Prev5NetAcceptance                           0.124605    -0.229042     0.254590      3     2     1    0.050051
B->N                     Prev5PeakCount                              -0.137667     0.079656    -0.288332      3     1     2   -0.115448
B->N                     VolumePolarity_Black                         0.006758    -0.184742    -0.023795      3     1     2   -0.067260
B->N                     VolumePolarity_Neutral                      -0.062096    -0.072303    -0.164138      3     0     3   -0.099513
B->N                     VolumePolarity_Red                           0.040937     0.208991     0.080604      3     3     0    0.110177
B->B_Persist             AcceptanceState_Accepted                     0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             AcceptanceState_Contained                    0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             AcceptanceState_Rejected                     0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             AcceptanceState_Unknown                      0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             AcceptanceState_Unresolved                   0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionOn                                0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionState_Absent                      0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionState_Clustered                   0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionState_FailedResolution            0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionState_Lateral                     0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionState_Local                       0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionState_Resolving                   0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CompressionState_Unknown                     0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CurrentFlag_Accepted                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CurrentFlag_Climactic                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CurrentFlag_Compressed                       0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CurrentFlag_Dissipating                      0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CurrentFlag_Expanding                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             CurrentFlag_Peak                             0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             DissipationOn                                0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             DissipationState_Absent                      0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             DissipationState_Climactic                   0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             DissipationState_Local                       0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             DissipationState_Repeated                    0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             DissipationState_Strong                      0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             DissipationState_Unknown                     0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ExpansionOn                                  0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ExpansionState_Absent                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ExpansionState_Climactic                     0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ExpansionState_Failed                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ExpansionState_Local                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ExpansionState_Strong                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ExpansionState_Unknown                       0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             FamilyBRunLengthSoFar                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             FamilyBTotalRunLength                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ParticipationState_Climactic                 0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ParticipationState_Falling                   0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ParticipationState_Normal                    0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ParticipationState_Peak                      0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ParticipationState_Rising                    0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             ParticipationState_Silent                    0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             PositionInRun_First                          0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             PositionInRun_Last                           0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             PositionInRun_Middle                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             PositionInRun_Only                           0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10AcceptedCount                          0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10ClimacticCount                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10CompressedCount                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10DissipatingCount                       0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10Dominance                              0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10ExpandingCount                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10NetAcceptance                          0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev10PeakCount                              0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20AcceptedCount                          0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20ClimacticCount                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20CompressedCount                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20DissipatingCount                       0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20Dominance                              0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20ExpandingCount                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20NetAcceptance                          0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev20PeakCount                              0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5AcceptedCount                           0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5ClimacticCount                          0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5CompressedCount                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5DissipatingCount                        0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5Dominance                               0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5ExpandingCount                          0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5NetAcceptance                           0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             Prev5PeakCount                               0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             VolumePolarity_Black                         0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             VolumePolarity_Neutral                       0.000000     0.000000     0.000000      0     0     0    0.000000
B->B_Persist             VolumePolarity_Red                           0.000000     0.000000     0.000000      0     0     0    0.000000

Aggregate Branch-vs-Branch
==========================
Category                 Feature                                     6E_Effect    NQ_Effect    CL_Effect ValidN  PosN  NegN  MeanEffect
B->N vs B->D             AcceptanceState_Accepted                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             AcceptanceState_Contained                    0.199428     0.124085    -0.103186      2     1     1    0.048121
B->N vs B->D             AcceptanceState_Rejected                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             AcceptanceState_Unknown                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             AcceptanceState_Unresolved                  -0.199428    -0.124085     0.103186      2     1     1   -0.048121
B->N vs B->D             CompressionOn                                0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CompressionState_Absent                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CompressionState_Clustered                  -0.177448     0.125143     0.101278      2     1     1   -0.038085
B->N vs B->D             CompressionState_FailedResolution            0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CompressionState_Lateral                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CompressionState_Local                       0.177448    -0.125143    -0.101278      2     1     1    0.038085
B->N vs B->D             CompressionState_Resolving                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CompressionState_Unknown                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CurrentFlag_Accepted                         0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CurrentFlag_Climactic                        0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CurrentFlag_Compressed                       0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             CurrentFlag_Dissipating                     -0.214822    -0.119191     0.050171      2     1     1   -0.082326
B->N vs B->D             CurrentFlag_Expanding                        0.347037     0.388574     0.124401      2     2     0    0.235719
B->N vs B->D             CurrentFlag_Peak                             0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             DissipationOn                               -0.214822    -0.119191     0.050171      2     1     1   -0.082326
B->N vs B->D             DissipationState_Absent                      0.214822     0.119191    -0.050171      2     1     1    0.082326
B->N vs B->D             DissipationState_Climactic                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             DissipationState_Local                      -0.214822    -0.119191     0.050171      2     1     1   -0.082326
B->N vs B->D             DissipationState_Repeated                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             DissipationState_Strong                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             DissipationState_Unknown                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             ExpansionOn                                  0.347037     0.388574     0.124401      2     2     0    0.235719
B->N vs B->D             ExpansionState_Absent                       -0.347037    -0.388574    -0.124401      2     0     2   -0.235719
B->N vs B->D             ExpansionState_Climactic                     0.236506     0.335636    -0.011362      2     1     1    0.112572
B->N vs B->D             ExpansionState_Failed                        0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             ExpansionState_Local                        -0.007546     0.501848    -0.274136      2     0     2   -0.140841
B->N vs B->D             ExpansionState_Strong                        0.206637    -0.223320     0.304630      2     2     0    0.255634
B->N vs B->D             ExpansionState_Unknown                       0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             FamilyBRunLengthSoFar                       -0.042776    -0.124085     0.014030      2     1     1   -0.014373
B->N vs B->D             FamilyBTotalRunLength                       -0.064552    -0.179824     0.020936      2     1     1   -0.021808
B->N vs B->D             ParticipationState_Climactic                 0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             ParticipationState_Falling                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             ParticipationState_Normal                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             ParticipationState_Peak                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             ParticipationState_Rising                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             ParticipationState_Silent                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->D             PositionInRun_First                         -0.078605    -0.124085    -0.038750      2     0     2   -0.058678
B->N vs B->D             PositionInRun_Last                          -0.076666    -0.124085    -0.038750      2     0     2   -0.057708
B->N vs B->D             PositionInRun_Middle                         0.002004     0.000000     0.107683      2     2     0    0.054844
B->N vs B->D             PositionInRun_Only                           0.113485     0.179824     0.038360      2     2     0    0.075922
B->N vs B->D             Prev10AcceptedCount                          0.059329     0.227769     0.076198      2     2     0    0.067763
B->N vs B->D             Prev10ClimacticCount                        -0.118232    -0.201806     0.302634      2     1     1    0.092201
B->N vs B->D             Prev10CompressedCount                       -0.054517    -0.282457    -0.056307      2     0     2   -0.055412
B->N vs B->D             Prev10DissipatingCount                      -0.044606    -0.174896     0.288361      2     1     1    0.121878
B->N vs B->D             Prev10Dominance                              0.026847     0.147444     0.174320      2     2     0    0.100584
B->N vs B->D             Prev10ExpandingCount                        -0.016040    -0.062471     0.040056      2     1     1    0.012008
B->N vs B->D             Prev10NetAcceptance                          0.066336    -0.283429     0.271479      2     2     0    0.168907
B->N vs B->D             Prev10PeakCount                             -0.031634     0.635508    -0.287032      2     0     2   -0.159333
B->N vs B->D             Prev20AcceptedCount                          0.071470     0.165127     0.136865      2     2     0    0.104167
B->N vs B->D             Prev20ClimacticCount                        -0.124445    -0.397582     0.518612      2     1     1    0.197084
B->N vs B->D             Prev20CompressedCount                       -0.051920    -0.125762    -0.084356      2     0     2   -0.068138
B->N vs B->D             Prev20DissipatingCount                       0.026043     0.016438    -0.028910      2     1     1   -0.001433
B->N vs B->D             Prev20Dominance                              0.061704     0.123435     0.078762      2     2     0    0.070233
B->N vs B->D             Prev20ExpandingCount                        -0.005808     0.292490     0.313151      2     1     1    0.153672
B->N vs B->D             Prev20NetAcceptance                          0.067610    -0.346106     0.077070      2     2     0    0.072340
B->N vs B->D             Prev20PeakCount                             -0.021492     0.697789     0.027703      2     1     1    0.003106
B->N vs B->D             Prev5AcceptedCount                           0.084431    -0.037786     0.441272      2     2     0    0.262851
B->N vs B->D             Prev5ClimacticCount                         -0.092641    -0.198373     0.378539      2     1     1    0.142949
B->N vs B->D             Prev5CompressedCount                        -0.081990    -0.004489    -0.445435      2     0     2   -0.263713
B->N vs B->D             Prev5DissipatingCount                       -0.076701     0.123734     0.182978      2     1     1    0.053138
B->N vs B->D             Prev5Dominance                               0.035704     0.032155     0.479683      2     2     0    0.257693
B->N vs B->D             Prev5ExpandingCount                         -0.019617    -0.356517    -0.032795      2     0     2   -0.026206
B->N vs B->D             Prev5NetAcceptance                           0.115053    -0.322890     0.374551      2     2     0    0.244802
B->N vs B->D             Prev5PeakCount                              -0.071837     0.399221    -0.103025      2     0     2   -0.087431
B->N vs B->D             VolumePolarity_Black                         0.001294     0.110038    -0.201026      2     1     1   -0.099866
B->N vs B->D             VolumePolarity_Neutral                      -0.110597    -0.261812    -0.116344      2     0     2   -0.113471
B->N vs B->D             VolumePolarity_Red                           0.083457    -0.023053     0.235009      2     2     0    0.159233
B->N vs B->C             AcceptanceState_Accepted                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             AcceptanceState_Contained                    0.101086     0.515527    -0.260293      2     1     1   -0.079603
B->N vs B->C             AcceptanceState_Rejected                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             AcceptanceState_Unknown                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             AcceptanceState_Unresolved                  -0.101086    -0.515527     0.260293      2     1     1    0.079603
B->N vs B->C             CompressionOn                                0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CompressionState_Absent                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CompressionState_Clustered                  -0.103235    -0.450459    -0.244483      2     0     2   -0.173859
B->N vs B->C             CompressionState_FailedResolution            0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CompressionState_Lateral                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CompressionState_Local                       0.103235     0.450459     0.244483      2     2     0    0.173859
B->N vs B->C             CompressionState_Resolving                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CompressionState_Unknown                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CurrentFlag_Accepted                         0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CurrentFlag_Climactic                        0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CurrentFlag_Compressed                       0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             CurrentFlag_Dissipating                     -0.077823    -0.076073    -0.262780      2     0     2   -0.170301
B->N vs B->C             CurrentFlag_Expanding                        0.141726     0.402538     0.442492      2     2     0    0.292109
B->N vs B->C             CurrentFlag_Peak                             0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             DissipationOn                               -0.077823    -0.076073    -0.262780      2     0     2   -0.170301
B->N vs B->C             DissipationState_Absent                      0.077823     0.076073     0.262780      2     2     0    0.170301
B->N vs B->C             DissipationState_Climactic                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             DissipationState_Local                      -0.077823    -0.076073    -0.262780      2     0     2   -0.170301
B->N vs B->C             DissipationState_Repeated                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             DissipationState_Strong                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             DissipationState_Unknown                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             ExpansionOn                                  0.141726     0.402538     0.442492      2     2     0    0.292109
B->N vs B->C             ExpansionState_Absent                       -0.141726    -0.402538    -0.442492      2     0     2   -0.292109
B->N vs B->C             ExpansionState_Climactic                     0.060064    -0.092349     0.405959      2     2     0    0.233012
B->N vs B->C             ExpansionState_Failed                        0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             ExpansionState_Local                        -0.013841     0.319905    -0.127911      2     0     2   -0.070876
B->N vs B->C             ExpansionState_Strong                        0.119666     0.229243     0.273691      2     2     0    0.196678
B->N vs B->C             ExpansionState_Unknown                       0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             FamilyBRunLengthSoFar                       -0.064599    -0.515527    -0.100730      2     0     2   -0.082665
B->N vs B->C             FamilyBTotalRunLength                       -0.094412    -0.781508    -0.149142      2     0     2   -0.121777
B->N vs B->C             ParticipationState_Climactic                 0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             ParticipationState_Falling                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             ParticipationState_Normal                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             ParticipationState_Peak                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             ParticipationState_Rising                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             ParticipationState_Silent                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->N vs B->C             PositionInRun_First                         -0.057819    -0.515527    -0.061693      2     0     2   -0.059756
B->N vs B->C             PositionInRun_Last                          -0.055936    -0.515527    -0.061693      2     0     2   -0.058815
B->N vs B->C             PositionInRun_Middle                        -0.034787     0.000000    -0.086282      2     0     2   -0.060535
B->N vs B->C             PositionInRun_Only                           0.096060     0.781508     0.115079      2     2     0    0.105569
B->N vs B->C             Prev10AcceptedCount                         -0.038007     0.252071    -0.182741      2     0     2   -0.110374
B->N vs B->C             Prev10ClimacticCount                        -0.058087     0.287990     0.373815      2     1     1    0.157864
B->N vs B->C             Prev10CompressedCount                        0.037181    -0.372934     0.200112      2     2     0    0.118647
B->N vs B->C             Prev10DissipatingCount                      -0.013164     0.163441    -0.176397      2     0     2   -0.094780
B->N vs B->C             Prev10Dominance                             -0.036949     0.340506    -0.231494      2     0     2   -0.134221
B->N vs B->C             Prev10ExpandingCount                        -0.066857     0.040112     0.042687      2     1     1   -0.012085
B->N vs B->C             Prev10NetAcceptance                          0.130409     0.282307    -0.021807      2     1     1    0.054301
B->N vs B->C             Prev10PeakCount                             -0.192846    -0.086379    -0.149898      2     0     2   -0.171372
B->N vs B->C             Prev20AcceptedCount                         -0.033000     0.197895    -0.102094      2     0     2   -0.067547
B->N vs B->C             Prev20ClimacticCount                        -0.005006     0.165909     0.405943      2     1     1    0.200468
B->N vs B->C             Prev20CompressedCount                        0.046504    -0.223690     0.108898      2     2     0    0.077701
B->N vs B->C             Prev20DissipatingCount                       0.017826     0.432213    -0.189595      2     1     1   -0.085885
B->N vs B->C             Prev20Dominance                             -0.023988     0.330577    -0.165029      2     0     2   -0.094508
B->N vs B->C             Prev20ExpandingCount                         0.015052    -0.186989     0.188020      2     2     0    0.101536
B->N vs B->C             Prev20NetAcceptance                          0.037778     0.332237    -0.159002      2     1     1   -0.060612
B->N vs B->C             Prev20PeakCount                             -0.074440    -0.185513     0.108378      2     1     1    0.016969
B->N vs B->C             Prev5AcceptedCount                          -0.003421    -0.352965    -0.140857      2     0     2   -0.072139
B->N vs B->C             Prev5ClimacticCount                         -0.113861     0.369328     0.252050      2     1     1    0.069095
B->N vs B->C             Prev5CompressedCount                         0.006544     0.228176     0.160292      2     2     0    0.083418
B->N vs B->C             Prev5DissipatingCount                       -0.035768     0.181114    -0.022610      2     0     2   -0.029189
B->N vs B->C             Prev5Dominance                              -0.020334    -0.199067    -0.144851      2     0     2   -0.082593
B->N vs B->C             Prev5ExpandingCount                         -0.114519     0.018404    -0.332704      2     0     2   -0.223612
B->N vs B->C             Prev5NetAcceptance                           0.132870    -0.138347     0.149264      2     2     0    0.141067
B->N vs B->C             Prev5PeakCount                              -0.172630    -0.185120    -0.326062      2     0     2   -0.249346
B->N vs B->C             VolumePolarity_Black                         0.012030    -0.458487     0.040352      2     2     0    0.026191
B->N vs B->C             VolumePolarity_Neutral                      -0.041809     0.156392    -0.219354      2     0     2   -0.130582
B->N vs B->C             VolumePolarity_Red                           0.019595     0.421946     0.035887      2     2     0    0.027741
B->D vs B->C             AcceptanceState_Accepted                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             AcceptanceState_Contained                   -0.094556     0.317821    -0.165971      2     0     2   -0.130264
B->D vs B->C             AcceptanceState_Rejected                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             AcceptanceState_Unknown                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             AcceptanceState_Unresolved                   0.094556    -0.317821     0.165971      2     2     0    0.130264
B->D vs B->C             CompressionOn                                0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CompressionState_Absent                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CompressionState_Clustered                   0.072433    -0.554062    -0.341732      2     1     1   -0.134650
B->D vs B->C             CompressionState_FailedResolution            0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CompressionState_Lateral                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CompressionState_Local                      -0.072433     0.554062     0.341732      2     1     1    0.134650
B->D vs B->C             CompressionState_Resolving                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CompressionState_Unknown                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CurrentFlag_Accepted                         0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CurrentFlag_Climactic                        0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CurrentFlag_Compressed                       0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             CurrentFlag_Dissipating                      0.136357     0.043214    -0.312866      2     1     1   -0.088255
B->D vs B->C             CurrentFlag_Expanding                       -0.202365     0.013569     0.308153      2     1     1    0.052894
B->D vs B->C             CurrentFlag_Peak                             0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             DissipationOn                                0.136357     0.043214    -0.312866      2     1     1   -0.088255
B->D vs B->C             DissipationState_Absent                     -0.136357    -0.043214     0.312866      2     1     1    0.088255
B->D vs B->C             DissipationState_Climactic                   0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             DissipationState_Local                       0.136357     0.043214    -0.312866      2     1     1   -0.088255
B->D vs B->C             DissipationState_Repeated                    0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             DissipationState_Strong                      0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             DissipationState_Unknown                     0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             ExpansionOn                                 -0.202365     0.013569     0.308153      2     1     1    0.052894
B->D vs B->C             ExpansionState_Absent                        0.202365    -0.013569    -0.308153      2     1     1   -0.052894
B->D vs B->C             ExpansionState_Climactic                    -0.189853    -0.449042     0.524799      2     1     1    0.167473
B->D vs B->C             ExpansionState_Failed                        0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             ExpansionState_Local                        -0.006270    -0.323381     0.129509      2     1     1    0.061619
B->D vs B->C             ExpansionState_Strong                       -0.091828     0.455657    -0.034983      2     0     2   -0.063405
B->D vs B->C             ExpansionState_Unknown                       0.000000     0.000000     0.000000      2     0     0    0.000000
B->D vs B->C             FamilyBRunLengthSoFar                       -0.022739    -0.317821    -0.110675      2     0     2   -0.066707
