Prev_DominantPressure,DominantPressure,Next_DominantPressure,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,PositiveOutcomeFraction,InstrumentCount,ES_Count,NQ_Count
RotationalPressure,CompressionPressure,CompressionPressure,294,0.11438403863592231,-0.018042705276461547,1.1367209669808787,0.4897959183673469,1.2070192557446062,-2.0,-0.9394766842190977,0.9584651596435723,1.7941544048292772,12.237037037037036,33.62890735896116,0.16326530612244897,0.4897959183673469,2,55,239
CompressionPressure,CompressionPressure,CompressionPressure,1378,0.10214138894479846,0.011231476795894299,2.0819118167350643,0.5007256894049347,1.1815837004026473,-2.0,-1.0080799681862551,0.9174711749885228,1.833024131533756,16.06518010291595,140.7508339659323,0.1792452830188679,0.5007256894049347,2,320,1058
