Prev_DirPresenceBin,DirPresenceBin,Next_DirPresenceBin,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,PositiveOutcomeFraction,InstrumentCount,ES_Count,NQ_Count
D1,D1,D1,53,1.1902273161393155,-0.0935412026726058,1.8870542930639072,0.49056603773584906,3.0484269281460867,-2.0,-1.1229946524064172,1.0157728706624607,2.889487958785933,16.06518010291595,63.08204775538372,0.1320754716981132,0.49056603773584906,1,53,0
D3,D3,D3,777,0.09224840762448133,0.0553359683794466,1.6771446091038287,0.5096525096525096,1.1662549382669847,-2.0,-0.9646643109540636,0.993806574559314,1.8820118817504061,6.310880829015544,71.677012724222,0.17374517374517376,0.5096525096525096,1,0,777
D2,D2,D2,806,0.0585025487858579,0.0,0.9663844575401194,0.49503722084367247,1.1041196470311296,-2.0,-1.0049778761061947,0.8628786201126941,1.7488738738738738,15.68,47.15305432140147,0.18238213399503722,0.49503722084367247,2,308,498
D3,D2,D2,34,-0.24850118067001153,-0.3551357904069189,-1.0714276653943526,0.35294117647058826,0.5933344291145243,-2.0,-1.06734455611126,0.3780715291720356,0.8755629213906362,5.105882352941176,-8.449040142780392,0.14705882352941177,0.35294117647058826,2,13,21
