Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES122017.csv,4,2017-10-17 06:55:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2555.0,2555.0,2554.5,2555.0,Up,1,,,,5,2555.0,0.0,,0.0,,1.25,-0.25,,,0,1
ES,xApvaV01StateLog_ES122017.csv,5,2017-10-17 07:00:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2555.0,2555.5,2554.75,2555.25,Up,1,2555.0,0.75,,5,2554.75,-0.5,,-0.5,,1.0,-0.75,,,0,1
ES,xApvaV01StateLog_ES122017.csv,6,2017-10-17 07:05:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2555.25,2556.25,2555.0,2556.25,Up,1,2555.25,1.25,,5,2554.5,-1.75,,-1.75,,0.0,-2.25,,,0,1
ES,xApvaV01StateLog_ES122017.csv,7,2017-10-17 07:10:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2556.0,2556.25,2555.5,2555.75,Up,1,2556.25,0.75,,5,2554.0,-1.75,,-1.75,,0.25,-2.25,,,0,1
ES,xApvaV01StateLog_ES122017.csv,8,2017-10-17 07:15:00,Unresolved,Unknown->Unknown->Unknown->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2555.5,2556.0,2555.5,2555.75,Up,1,2555.75,0.5,,5,2553.75,-2.0,,-2.0,,0.25,-2.25,,,0,1
ES,xApvaV01StateLog_ES122017.csv,9,2017-10-17 07:20:00,Unresolved,Unknown->Unknown->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2556.0,2556.0,2554.75,2555.0,Up,1,2555.75,1.25,,5,2553.0,-2.0,,-2.0,,0.25,-2.5,,,0,1
ES,xApvaV01StateLog_ES122017.csv,10,2017-10-17 07:25:00,Unresolved,Unknown->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,2555.0,2555.25,2554.5,2554.75,Down,-1,2555.0,0.75,,5,2553.5,-1.25,,1.25,,2.5,0.0,,,1,1
ES,xApvaV01StateLog_ES122017.csv,11,2017-10-17 07:30:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.543564443196711,0.14285714285714285,0.875,0.0,0.0,0.20817501398441846,0.017857142857142856,0.8782296032525866,0.17247615052070908,CompressionPressure,0.8782296032525866,2554.5,2554.75,2554.0,2554.5,Down,-1,2554.75,0.75,,5,2554.0,-0.5,,0.5,,2.25,0.0,,,1,1
ES,xApvaV01StateLog_ES122017.csv,12,2017-10-17 07:35:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.764204506505735,0.125,0.7777777777777778,0.0,0.0,0.18189279154472873,0.015625,0.8283946257507989,0.21404473579812952,CompressionPressure,0.8283946257507989,2554.5,2554.5,2553.5,2554.0,Down,-1,2554.5,1.0,,5,2554.0,0.0,,-0.0,,1.75,-0.25,,,0,1
ES,xApvaV01StateLog_ES122017.csv,13,2017-10-17 07:40:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.8812908992278072,0.1111111111111111,0.7,0.0,0.0,0.1653733877500932,0.013888888888888888,0.7921415410204843,0.23444905087274945,CompressionPressure,0.7921415410204843,2553.75,2554.25,2553.5,2553.75,Down,-1,2554.0,0.75,,5,2554.75,1.0,,-1.0,,1.5,-1.5,,,0,1
ES,xApvaV01StateLog_ES122017.csv,14,2017-10-17 07:45:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.9709505944517833,0.1111111111111111,0.6,0.0,0.0,0.14684215066784087,0.013888888888888888,0.7448711434023191,0.2540621092029942,CompressionPressure,0.7448711434023191,2554.0,2554.0,2552.5,2553.0,Down,-1,2553.75,1.5,,5,2555.75,2.75,,-2.75,,0.75,-3.0,,,0,1
ES,xApvaV01StateLog_ES122017.csv,15,2017-10-17 07:50:00,Directional,Unresolved->Unresolved->Unresolved->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.360964047439353,0.2222222222222222,0.5,0.1,1.0,0.28617800351153044,0.2277777777777778,0.20105085814615156,0.3810442187106918,RotationalPressure,0.3810442187106918,2553.0,2553.75,2552.25,2553.5,Down,-1,2553.0,1.5,,5,2556.0,2.5,,-2.5,,0.25,-2.5,,,0,1
ES,xApvaV01StateLog_ES122017.csv,16,2017-10-17 07:55:00,Directional,Unresolved->Unresolved->Directional->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.5219280948830343,0.2222222222222222,0.4,0.2,1.0,0.23763378479989183,0.2277777777777778,0.14932393851425482,0.416255104088997,RotationalPressure,0.416255104088997,2553.5,2554.0,2553.25,2554.0,Up,1,2553.5,0.75,,5,2556.0,2.0,,2.0,,2.25,-0.75,,,1,1
ES,xApvaV01StateLog_ES122017.csv,17,2017-10-17 08:00:00,Unresolved,Unresolved->Directional->Directional->Unresolved,Directional Continuation / Sponsor Release,Soft,0.4142135623730951,1.5709505944503404,0.2222222222222222,0.4,0.3,1.0,0.24691011301954363,0.2277777777777778,0.1462600322912982,0.42697877586934524,RotationalPressure,0.42697877586934524,2553.75,2554.0,2553.25,2554.0,Up,1,2554.0,0.75,,5,2555.75,1.75,,1.75,,2.25,-0.5,,,1,1
ES,xApvaV01StateLog_ES122017.csv,18,2017-10-17 08:05:00,Unresolved,Directional->Directional->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.5709505944503404,0.3333333333333333,0.4,0.4,0.0,0.0812657617790625,0.041666666666666664,0.5684822545135204,0.4686454425360119,CompressionPressure,0.5684822545135204,2554.0,2555.25,2553.5,2554.75,Up,1,2554.0,1.75,1.0,5,2555.75,1.0,1.0,1.0,1.0,1.5,0.0,1.5,0.0,1,1
ES,xApvaV01StateLog_ES122017.csv,19,2017-10-17 08:10:00,Unresolved,Directional->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Soft,0.4142135623730951,1.5709505944503404,0.3333333333333333,0.4,0.5,0.0,0.08826576177906248,0.041666666666666664,0.5684822545135204,0.4686454425360119,CompressionPressure,0.5684822545135204,2555.0,2556.0,2554.75,2555.75,Up,1,2554.75,1.25,1.0357142857142858,5,2553.5,-2.25,-2.172413793103448,-2.25,-2.172413793103448,0.5,-2.25,0.48275862068965514,-2.172413793103448,0,1
ES,xApvaV01StateLog_ES122017.csv,20,2017-10-17 08:15:00,Directional,Unresolved->Unresolved->Unresolved->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.5219280948830343,0.3333333333333333,0.4,0.6,1.0,0.2829115625776696,0.24166666666666667,0.12154616073647705,0.4579217707556637,RotationalPressure,0.4579217707556637,2556.0,2556.0,2555.5,2556.0,Up,1,2555.75,0.5,0.9821428571428571,5,2554.0,-2.0,-2.0363636363636366,-2.0,-2.0363636363636366,0.25,-2.5,0.2545454545454546,-2.5454545454545454,0,1
ES,xApvaV01StateLog_ES122017.csv,21,2017-10-17 08:20:00,Unresolved,Unresolved->Unresolved->Directional->Unresolved,Directional Continuation / Sponsor Release,Soft,0.36602540378443865,1.4854752972230063,0.3333333333333333,0.5,0.7,1.0,0.344218945399134,0.24166666666666667,0.16549112725689544,0.44994772126753263,RotationalPressure,0.44994772126753263,2556.0,2556.25,2555.5,2556.0,Up,1,2556.0,0.75,0.9821428571428571,5,2554.25,-1.75,-1.781818181818182,-1.75,-1.781818181818182,0.25,-2.5,0.2545454545454546,-2.5454545454545454,0,1
ES,xApvaV01StateLog_ES122017.csv,22,2017-10-17 08:25:00,Unresolved,Unresolved->Directional->Unresolved->Unresolved,Directional Continuation / Sponsor Release,Soft,0.36602540378443865,1.3709505944503406,0.3333333333333333,0.6,0.8,1.0,0.42260455746398806,0.24166666666666667,0.21431558784685373,0.42489544253601197,RotationalPressure,0.42489544253601197,2556.0,2556.25,2555.5,2555.75,Up,1,2556.0,0.75,1.0,5,2554.0,-1.75,-1.75,-1.75,-1.75,0.25,-2.25,0.25,-2.25,0,1
ES,xApvaV01StateLog_ES122017.csv,23,2017-10-17 08:30:00,Unresolved,Directional->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Soft,0.4142135623730951,1.2954618442339936,0.4444444444444444,0.6,0.9,0.0,0.1485384247730571,0.05555555555555555,0.6412558569575977,0.4500489450928527,CompressionPressure,0.6412558569575977,2555.5,2556.0,2555.5,2555.75,Up,1,2555.75,0.5,0.9464285714285714,5,2553.75,-2.0,-2.1132075471698113,-2.0,-2.1132075471698113,0.0,-2.5,0.0,-2.6415094339622645,0,1
ES,xApvaV01StateLog_ES122017.csv,24,2017-10-17 08:35:00,Degrading,Unresolved->Unresolved->Unresolved->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,1.2954618442339936,0.4444444444444444,0.6,0.9,0.0,0.1485384247730571,0.15555555555555556,0.19125585695759761,0.4500489450928527,RotationalPressure,0.4500489450928527,2555.75,2555.75,2553.5,2553.5,Up,1,2555.75,2.25,1.0535714285714286,5,2553.75,0.25,0.23728813559322035,0.25,0.23728813559322035,1.25,-0.25,1.1864406779661016,-0.23728813559322035,1,1
ES,xApvaV01StateLog_ES122017.csv,25,2017-10-17 08:40:00,Unresolved,Unresolved->Unresolved->Degrading->Unresolved,Stable Compression Basin,Exact,1.0,1.360964047439353,0.5555555555555556,0.5,0.8,0.0,0.11270396789570233,0.06944444444444445,0.5677175248128182,0.5060442187106917,CompressionPressure,0.5677175248128182,2553.75,2554.5,2553.5,2554.0,Up,1,2553.5,1.0,1.0714285714285714,5,2553.75,-0.25,-0.23333333333333334,-0.25,-0.23333333333333334,0.75,-0.75,0.7000000000000001,-0.7000000000000001,0,1
ES,xApvaV01StateLog_ES122017.csv,26,2017-10-17 08:45:00,Balance,Unresolved->Degrading->Unresolved->Balance,Unstable Rotational Balance,Soft,0.5,1.7219280948815914,0.6666666666666666,0.4,0.7,0.0,0.06358333333333333,0.08333333333333333,0.033333333333333354,0.85,RotationalPressure,0.85,2554.25,2554.75,2554.0,2554.25,Up,1,2554.0,0.75,1.0535714285714286,5,2554.5,0.25,0.23728813559322035,0.25,0.23728813559322035,0.25,-1.0,0.23728813559322035,-0.9491525423728814,1,1
