BarIndex,Time,ResolvedArchetype,Quadruplet,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,RollingMeanFailure,RollingMeanContinuation,RollingMeanMigrationProbability,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue
28,2026-04-06 08:55:00,Stable Compression Basin,Balance->Balance->Unresolved->Unresolved,1.360964047439353,0.5555555555555556,0.5,0.0,0.0,18.467000000000002,0.0,0.5244682279753162,0.056703967895702326,0.13539801587301586,0.5677175248128182,0.5324256472821203,CompressionPressure,0.5677175248128182
29,2026-04-06 09:00:00,Directional Continuation / Sponsor Release,Balance->Unresolved->Unresolved->Directional,1.360964047439353,0.5555555555555556,0.5,0.1,1.0,13.466999999999999,0.0,0.5241720151818017,0.1820113368448638,0.317540873015873,0.11771752481281822,0.5252827901392632,RotationalPressure,0.5252827901392632
30,2026-04-06 09:05:00,Unstable Rotational Balance,Unresolved->Unresolved->Directional->Balance,1.360964047439353,0.6666666666666666,0.5,0.2,1.0,10.526,0.0,0.5182567980770754,0.13383129169811328,0.12092619047619046,0.08993974703504046,0.8127480282345013,RotationalPressure,0.8127480282345013
31,2026-04-06 09:10:00,Stable Compression Basin,Unresolved->Directional->Balance->Unresolved,1.360964047439353,0.6666666666666666,0.5,0.3,1.0,10.526,0.0,0.5123415809723492,0.14983129169811327,0.12092619047619046,0.5399397470350404,0.5627480282345013,RotationalPressure,0.5627480282345013
32,2026-04-06 09:15:00,Unstable Rotational Balance,Directional->Balance->Unresolved->Balance,1.360964047439353,0.7777777777777778,0.5,0.4,0.0,4.21,0.0,0.5093019972273712,0.06039841234014677,0.11225793650793651,0.06216196925726267,0.8453918377583108,RotationalPressure,0.8453918377583108
33,2026-04-06 09:20:00,Stable Compression Basin,Balance->Unresolved->Balance->Unresolved,1.360964047439353,0.7777777777777778,0.5,0.4,0.0,6.315,0.0,0.5121776305871195,0.06039841234014677,0.11977579365079366,0.5121619692572627,0.5983989806154537,RotationalPressure,0.5983989806154537
34,2026-04-06 09:25:00,Unstable Rotational Balance,Unresolved->Balance->Unresolved->Balance,1.360964047439353,0.7777777777777778,0.5,0.4,0.0,10.526,0.0,0.5093019972273712,0.06039841234014677,0.13481507936507936,0.06216196925726267,0.854414694901168,RotationalPressure,0.854414694901168
35,2026-04-06 09:30:00,Unstable Rotational Balance,Balance->Unresolved->Balance->Balance,1.360964047439353,0.7777777777777778,0.5,0.4,0.0,10.526,0.0,0.5123415809723492,0.06039841234014677,0.13481507936507936,0.06216196925726267,0.854414694901168,RotationalPressure,0.854414694901168
36,2026-04-06 09:35:00,Stable Compression Basin,Unresolved->Balance->Balance->Unresolved,1.360964047439353,0.7777777777777778,0.5,0.4,0.0,12.630999999999998,0.0,0.5152172143320974,0.06039841234014677,0.1423329365079365,0.5121619692572627,0.6074218377583108,RotationalPressure,0.6074218377583108
37,2026-04-06 09:40:00,Stable Compression Basin,Balance->Balance->Unresolved->Unresolved,1.360964047439353,0.7777777777777778,0.5,0.4,0.0,10.526,0.0,0.5152172143320974,0.06039841234014677,0.13481507936507936,0.5121619692572627,0.604414694901168,RotationalPressure,0.604414694901168
38,2026-04-06 09:45:00,Stable Compression Basin,Balance->Unresolved->Unresolved->Unresolved,1.360964047439353,0.6666666666666666,0.5,0.4,0.0,10.526,0.0,0.5152172143320974,0.07255119011792456,0.12092619047619046,0.5399397470350404,0.5627480282345013,RotationalPressure,0.5627480282345013
39,2026-04-06 09:50:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,1.360964047439353,0.6666666666666666,0.5,0.3,0.0,10.526,0.0,0.5566966335318362,0.06555119011792455,0.12092619047619046,0.5399397470350404,0.5627480282345013,RotationalPressure,0.5627480282345013
40,2026-04-06 09:55:00,Sponsor Exhaustion Collapse,Unresolved->Unresolved->Unresolved->Degrading,1.6854752972215634,0.6666666666666666,0.5,0.2,0.0,16.889999999999997,0.0,0.5569928463253507,0.04025,0.2436547619047619,0.07500000000000001,0.6241285714285714,RotationalPressure,0.6241285714285714
41,2026-04-06 10:00:00,Unstable Rotational Balance,Unresolved->Unresolved->Degrading->Balance,1.7219280948815914,0.6666666666666666,0.4,0.1,0.0,16.889999999999997,0.0,0.5569928463253507,0.021583333333333343,0.1436547619047619,0.033333333333333354,0.8741285714285714,RotationalPressure,0.8741285714285714
42,2026-04-06 10:05:00,Stable Compression Basin,Unresolved->Degrading->Balance->Unresolved,1.6854752972215634,0.6666666666666666,0.5,0.0,0.0,16.889999999999997,0.0,0.5569928463253507,0.026250000000000002,0.1436547619047619,0.525,0.6241285714285714,RotationalPressure,0.6241285714285714
43,2026-04-06 10:10:00,Stable Compression Basin,Degrading->Balance->Unresolved->Unresolved,1.6854752972215634,0.5555555555555556,0.5,0.0,0.0,14.785,0.0,0.5569928463253507,0.03840277777777777,0.12224801587301587,0.5527777777777778,0.579454761904762,RotationalPressure,0.579454761904762
44,2026-04-06 10:15:00,Stable Compression Basin,Balance->Unresolved->Unresolved->Unresolved,1.5709505944488977,0.5555555555555556,0.6,0.0,0.0,8.469,0.0,0.5598684796850991,0.05229353955695071,0.09969087301587301,0.5962600322913884,0.5640773472976011,CompressionPressure,0.5962600322913884
45,2026-04-06 10:20:00,Sponsor Exhaustion Collapse,Unresolved->Unresolved->Unresolved->Degrading,1.5709505944488977,0.5555555555555556,0.6,0.0,0.0,14.832999999999998,0.0,0.5571251087336357,0.05229353955695071,0.22241944444444445,0.14626003229138834,0.5731687758690297,RotationalPressure,0.5731687758690297
46,2026-04-06 10:25:00,Stable Compression Basin,Unresolved->Unresolved->Degrading->Unresolved,1.5709505944488977,0.6666666666666666,0.6,0.0,0.0,15.669,0.0,0.5571251087336357,0.040140761779172945,0.13929404761904762,0.5684822545136106,0.616029728249982,RotationalPressure,0.616029728249982
47,2026-04-06 10:30:00,Stable Compression Basin,Unresolved->Degrading->Unresolved->Unresolved,1.5709505944488977,0.6666666666666666,0.6,0.0,0.0,15.669,0.0,0.5571251087336356,0.040140761779172945,0.13929404761904762,0.5684822545136106,0.616029728249982,RotationalPressure,0.616029728249982
48,2026-04-06 10:35:00,Sponsor Exhaustion Collapse,Degrading->Unresolved->Unresolved->Degrading,1.6854752972215634,0.6666666666666666,0.5,0.0,0.0,22.032999999999998,0.0,0.5515061044224239,0.026250000000000002,0.26202261904761903,0.07500000000000001,0.6314757142857143,RotationalPressure,0.6314757142857143
49,2026-04-06 10:40:00,Stable Compression Basin,Unresolved->Unresolved->Degrading->Unresolved,1.2954618442339936,0.6666666666666666,0.6,0.0,0.0,24.973999999999997,0.0,0.5159419023274114,0.06123286921750154,0.17252619047619044,0.5857003014020421,0.5690594212833289,CompressionPressure,0.5857003014020421
50,2026-04-06 10:45:00,Stable Compression Basin,Unresolved->Degrading->Unresolved->Unresolved,1.1567796494427114,0.5555555555555556,0.7,0.0,0.0,18.61,0.0,0.5215609066386231,0.09567016920065352,0.13590873015873017,0.6638123830209416,0.4879645959346407,CompressionPressure,0.6638123830209416
51,2026-04-06 10:50:00,Stable Compression Basin,Degrading->Unresolved->Unresolved->Unresolved,0.7219280948844771,0.4444444444444444,0.8,0.0,0.0,18.61,0.0,0.5274761237433494,0.1527829357909628,0.12201984126984126,0.7604350496252757,0.35117415170836025,CompressionPressure,0.7604350496252757
52,2026-04-06 10:55:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,1.1567796494427114,0.5555555555555556,0.7,0.0,0.0,18.61,0.0,0.5689555429430881,0.09567016920065352,0.13590873015873017,0.6638123830209416,0.4879645959346407,CompressionPressure,0.6638123830209416
53,2026-04-06 11:00:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,1.3709505944503406,0.5555555555555556,0.6,0.0,0.0,18.61,0.0,0.6045197450381006,0.06760603955684023,0.13590873015873017,0.6087600322912982,0.5348144901550597,CompressionPressure,0.6087600322912982
54,2026-04-06 11:05:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,1.4854752972230063,0.4444444444444444,0.5,0.0,0.0,18.61,0.0,0.6400839471331131,0.059323853111919136,0.12201984126984126,0.5877133494791177,0.5182001022199135,CompressionPressure,0.5877133494791177
55,2026-04-06 11:10:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,1.360964047439353,0.3333333333333333,0.5,0.0,0.0,12.245999999999999,0.0,0.6812671535393374,0.08100952345125786,0.08540238095238095,0.6232730803683738,0.44020517109164414,CompressionPressure,0.6232730803683738
56,2026-04-06 11:15:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,1.360964047439353,0.3333333333333333,0.5,0.0,0.0,9.305,0.0,0.7168313556343499,0.08100952345125786,0.07489880952380952,0.6232730803683738,0.4360037425202156,CompressionPressure,0.6232730803683738
57,2026-04-06 11:20:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,9.305,0.0,0.7523955577293624,0.10984398032861264,0.06100992063492063,0.6968114125131533,0.38000846890237655,CompressionPressure,0.6968114125131533
58,2026-04-06 11:25:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,0.8812908992278072,0.1111111111111111,0.7,0.0,0.0,2.941,0.0,0.7935787641355866,0.1653733877500932,0.024392460317460316,0.7921415410204843,0.23865047944417803,CompressionPressure,0.7921415410204843
59,2026-04-06 11:30:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,0.7219280948844771,0.1111111111111111,0.8,0.0,0.0,0.0,0.0,0.829142966230599,0.18924126912429612,0.013888888888888888,0.8437683829586091,0.199588437422646,CompressionPressure,0.8437683829586091
60,2026-04-06 11:35:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,0.4689955935863958,0.1111111111111111,0.9,0.0,0.0,0.0,0.0,0.8647071683256116,0.2202730804215971,0.013888888888888888,0.9012433309564057,0.14425945276369073,CompressionPressure,0.9012433309564057
61,2026-04-06 11:40:00,Pure Unresolved Compression Equilibrium,Unresolved->Unresolved->Unresolved->Unresolved,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.0,0.0,0.9002713704206242,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999
