Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES062023.csv,4,2023-05-08 06:55:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4146.5,4148.5,4143.75,4144.75,Down,-1,,,,5,4145.75,1.0,,-1.0,,2.5,-5.25,,,0,1
ES,xApvaV01StateLog_ES062023.csv,5,2023-05-08 07:00:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4144.5,4147.5,4144.25,4146.75,Down,-1,4144.75,3.25,,5,4144.75,-2.0,,2.0,,4.5,-3.25,,,1,1
ES,xApvaV01StateLog_ES062023.csv,6,2023-05-08 07:05:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4146.75,4149.75,4145.75,4149.75,Up,1,4146.75,4.0,,5,4143.25,-6.5,,-6.5,,0.25,-7.5,,,0,1
ES,xApvaV01StateLog_ES062023.csv,7,2023-05-08 07:10:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4150.0,4150.0,4144.25,4145.25,Up,1,4149.75,5.75,,5,4143.25,-2.0,,-2.0,,2.0,-3.0,,,0,1
ES,xApvaV01StateLog_ES062023.csv,8,2023-05-08 07:15:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4145.25,4146.75,4142.5,4144.25,Down,-1,4145.25,4.25,,5,4144.5,0.25,,-0.25,,2.75,-3.0,,,0,1
ES,xApvaV01StateLog_ES062023.csv,9,2023-05-08 07:20:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4144.25,4147.0,4142.25,4145.75,Down,-1,4144.25,4.75,,5,4147.5,1.75,,-1.75,,4.25,-2.25,,,0,1
ES,xApvaV01StateLog_ES062023.csv,10,2023-05-08 07:25:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4146.0,4147.25,4144.0,4144.75,Down,-1,4145.75,3.25,,5,4149.25,4.5,,-4.5,,3.25,-4.75,,,0,1
ES,xApvaV01StateLog_ES062023.csv,11,2023-05-08 07:30:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4144.75,4145.0,4142.25,4143.25,Down,-1,4144.75,2.75,,5,4149.75,6.5,,-6.5,,1.75,-6.75,,,0,1
ES,xApvaV01StateLog_ES062023.csv,12,2023-05-08 07:35:00,Unresolved,Unknown->Unknown->Unknown->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4143.25,4147.25,4142.5,4143.25,Down,-1,4143.25,4.75,,5,4148.75,5.5,,-5.5,,1.75,-7.25,,,0,1
ES,xApvaV01StateLog_ES062023.csv,13,2023-05-08 07:40:00,Unresolved,Unknown->Unknown->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,4143.25,4145.0,4141.5,4144.5,Down,-1,4143.25,3.5,,5,4150.75,6.25,,-6.25,,0.5,-6.5,,,0,1
