Instrument,HorizonBars,ResolvedArchetype,DominantPressure,WalkForwardSplit,Count,MeanSignedReturn,MedianSignedReturn,StdSignedReturn,DirectionalHitRate,MeanDirectionalMFE,MeanDirectionalMAE
NQ,5,Unstable Rotational Balance,RotationalPressure,Train,670,-0.044985764630754065,0.0364556758897792,2.5518598157364276,0.5134328358208955,1.2938350073674414,-1.3120583422105143
NQ,5,Unstable Rotational Balance,RotationalPressure,Validation,451,0.10654819638062138,0.0705882352941176,1.538616142042986,0.5277161862527716,1.2984730596923644,-1.1218445159867794
NQ,10,Directional Continuation / Sponsor Release,CompressionPressure,Train,1,3.454205607476636,3.454205607476636,,1.0,3.820560747663552,-0.1831775700934579
NQ,10,Directional Continuation / Sponsor Release,CompressionPressure,Validation,1,-1.233974358974359,-1.233974358974359,,0.0,0.5665064102564102,-2.2716346153846154
NQ,10,Directional Continuation / Sponsor Release,DirectionalReleasePressure,Train,224,0.335483951996924,0.13236664276783144,2.333264070037856,0.5580357142857143,1.9297504001039891,-1.4807048421900046
NQ,10,Directional Continuation / Sponsor Release,DirectionalReleasePressure,Validation,128,-0.3450539274109705,-0.5530909889999682,2.566314193449781,0.4296875,1.630452019662461,-1.973580060012553
NQ,10,Directional Continuation / Sponsor Release,RotationalPressure,Train,138,0.30506734252648293,0.31763381187919726,2.333101172961653,0.5869565217391305,1.985261946066056,-1.6967206189838937
NQ,10,Directional Continuation / Sponsor Release,RotationalPressure,Validation,102,-0.08426560993540229,-0.07264154641311221,2.243397468364916,0.45098039215686275,1.7552689138369078,-1.7256337450819261
NQ,10,Pure Unresolved Compression Equilibrium,CompressionPressure,Train,2279,0.012436195695718676,0.0973574408901251,2.81298432954666,0.5210526315789473,1.858783960601851,-1.8333363303425496
NQ,10,Pure Unresolved Compression Equilibrium,CompressionPressure,Validation,1522,-0.09658553211849229,-0.03368187286018315,2.312503466492064,0.4908015768725361,1.7120769858642872,-1.8737899179567552
NQ,10,Pure Unresolved Compression Equilibrium,RotationalPressure,Train,113,-0.3315300736840268,-0.0927152317880794,1.9806757964774118,0.48672566371681414,1.6821317573355983,-1.6571059609200416
NQ,10,Pure Unresolved Compression Equilibrium,RotationalPressure,Validation,80,0.07025742514927585,0.0584581906392694,2.3672706961113117,0.5,1.8139421079043767,-1.5898730920139996
NQ,10,Sponsor Exhaustion Collapse,CompressionPressure,Train,69,-0.4724906407872627,-0.3983739837398373,1.8796739558868938,0.4057971014492754,1.3721511417684618,-1.9592303746437834
NQ,10,Sponsor Exhaustion Collapse,CompressionPressure,Validation,75,-0.3066981917258536,-0.4740843123704215,2.3020257187017847,0.44,1.8522490925257955,-1.8568379389507657
NQ,10,Sponsor Exhaustion Collapse,DirectionalReleasePressure,Train,24,0.24726590451650662,0.046668856380403204,3.1565528002544214,0.5,2.038497737493998,-1.7188648960632273
NQ,10,Sponsor Exhaustion Collapse,DirectionalReleasePressure,Validation,14,0.2801374497035019,0.11268820369416435,2.2138329613265464,0.5714285714285714,2.0842558115804457,-1.2406830251373522
NQ,10,Sponsor Exhaustion Collapse,RotationalPressure,Train,733,-0.1855175197419641,-0.146788990825688,2.2616708787219073,0.461118690313779,1.6968954382101062,-1.8273417809743524
NQ,10,Sponsor Exhaustion Collapse,RotationalPressure,Validation,478,0.027689287083654025,-0.05989529247179515,2.3101358176721463,0.48535564853556484,1.7198671996629789,-1.7482935165416145
NQ,10,Stable Compression Basin,CompressionPressure,Train,1166,-0.0814286434970781,0.01601526113641865,2.5290107089723652,0.5004240882103478,1.7858423816673148,-1.8255835874509392
NQ,10,Stable Compression Basin,CompressionPressure,Validation,758,0.0902750488844242,0.1021925000886933,2.0696627132378826,0.5263852242744064,1.9034242576802143,-1.6163543540129452
NQ,10,Stable Compression Basin,RotationalPressure,Train,353,-0.14922734362295673,-0.1958041958041958,2.305445797051727,0.45892351274787535,1.6620657524216782,-1.9244730052799544
NQ,10,Stable Compression Basin,RotationalPressure,Validation,234,0.3144242408476094,0.21407806096834825,2.1339248605555174,0.5641025641025641,1.9445319302521042,-1.6000895429091417
NQ,10,Unstable Rotational Balance,CompressionPressure,Train,16,-0.6128100017805458,-0.4961260534118177,2.0076194994528858,0.4375,1.429622244611374,-2.0684908929440384
NQ,10,Unstable Rotational Balance,CompressionPressure,Validation,25,0.0023053360228905005,-0.1879194630872483,1.6211457051459683,0.4,1.6399613806913556,-1.8463128061186866
NQ,10,Unstable Rotational Balance,RotationalPressure,Train,670,-0.12188218985231816,-0.1439756526226516,3.0558789014653738,0.48955223880597015,1.965206737626254,-1.9898010190056836
NQ,10,Unstable Rotational Balance,RotationalPressure,Validation,451,0.05816255772774469,0.2495948136142625,2.099429592760256,0.5476718403547672,1.8248069406139207,-1.6596985979383898
NQ,20,Directional Continuation / Sponsor Release,CompressionPressure,Train,1,1.7271028037383178,1.7271028037383178,,1.0,3.820560747663552,-0.5233644859813084
NQ,20,Directional Continuation / Sponsor Release,CompressionPressure,Validation,1,-0.9030448717948718,-0.9030448717948718,,0.0,1.2956730769230769,-2.2716346153846154
NQ,20,Directional Continuation / Sponsor Release,DirectionalReleasePressure,Train,224,0.009515581207912852,0.1185930512555899,3.3516143066831146,0.5267857142857143,2.6048770483097994,-2.358521532137188
NQ,20,Directional Continuation / Sponsor Release,DirectionalReleasePressure,Validation,128,-0.6950582764607458,-1.0758578508910683,4.160075209773609,0.40625,2.252676525244525,-3.0088184901203983
NQ,20,Directional Continuation / Sponsor Release,RotationalPressure,Train,138,0.47492252277244723,0.5439250225835592,3.1984255140127065,0.5652173913043478,2.876011906664117,-2.3269660494871034
NQ,20,Directional Continuation / Sponsor Release,RotationalPressure,Validation,102,-0.29722280728663836,0.18885408269031434,2.8808368061128196,0.5294117647058824,2.519134858147824,-2.717188359035172
NQ,20,Pure Unresolved Compression Equilibrium,CompressionPressure,Train,2279,0.17143661389853948,0.1874163319946452,3.8777886178643257,0.5350877192982456,2.773603061849447,-2.5829939501779657
NQ,20,Pure Unresolved Compression Equilibrium,CompressionPressure,Validation,1512,-0.03570070352721196,-0.026328605259176102,3.570412847450316,0.49404761904761907,2.6047325877041496,-2.648630890654008
NQ,20,Pure Unresolved Compression Equilibrium,RotationalPressure,Train,113,-0.39057836326584355,-0.0900735294117647,3.697973308890136,0.4778761061946903,2.375577338120274,-2.640137736617147
NQ,20,Pure Unresolved Compression Equilibrium,RotationalPressure,Validation,80,-0.21691708663941617,-0.2938928849589957,3.2609049553661658,0.45,2.544365955606451,-2.7032344408753883
NQ,20,Sponsor Exhaustion Collapse,CompressionPressure,Train,69,-0.4168449083482269,-0.3071593533487298,2.3908736451197554,0.463768115942029,1.9994074649747822,-2.7535409460436373
NQ,20,Sponsor Exhaustion Collapse,CompressionPressure,Validation,75,-0.33654653833837717,0.025735294117647,3.402958578931648,0.5066666666666667,2.5674449704966933,-2.7230057962302854
NQ,20,Sponsor Exhaustion Collapse,DirectionalReleasePressure,Train,24,0.3841064324361503,-0.6830849141824751,4.1971304692756535,0.375,3.4907922636882294,-2.520875365507228
NQ,20,Sponsor Exhaustion Collapse,DirectionalReleasePressure,Validation,14,-0.058283437777104145,-0.3447532982536414,2.4630822391676936,0.42857142857142855,2.5050766198562506,-2.024050453963067
NQ,20,Sponsor Exhaustion Collapse,RotationalPressure,Train,733,-0.18805973329126371,-0.1434846266471449,3.2193636892658377,0.47885402455661663,2.453211622795782,-2.6615937739107967
NQ,20,Sponsor Exhaustion Collapse,RotationalPressure,Validation,478,-0.06729428545965249,-0.0890823211875843,3.296837624938695,0.4916317991631799,2.5247585174441998,-2.603355569045646
NQ,20,Stable Compression Basin,CompressionPressure,Train,1166,-0.028717556848656213,0.08450354445254304,3.8552638155228545,0.5114503816793893,2.738926987207737,-2.7474248831006167
NQ,20,Stable Compression Basin,CompressionPressure,Validation,758,0.18667584082288474,0.06208875389743031,3.281315843229742,0.5105540897097626,2.8154624713752416,-2.4164036352002
NQ,20,Stable Compression Basin,RotationalPressure,Train,353,-0.17679260503341546,0.1603053435114504,3.454518325819082,0.5155807365439093,2.4714423122735765,-2.7399245203481604
NQ,20,Stable Compression Basin,RotationalPressure,Validation,234,0.12334491367526619,0.0849268499969647,3.148679606778571,0.5128205128205128,2.7612137629495432,-2.425594634250548
NQ,20,Unstable Rotational Balance,CompressionPressure,Train,16,-1.4418381062058483,-1.556381458035532,3.1569509142359644,0.375,1.9387805846467925,-3.2652898421459615
NQ,20,Unstable Rotational Balance,CompressionPressure,Validation,25,0.1500303878392236,-0.4093567251461988,2.4297487912000517,0.48,2.7483987289660416,-2.965300015119397
NQ,20,Unstable Rotational Balance,RotationalPressure,Train,670,-0.029746422534936746,0.11825099262155855,3.910674753427019,0.5164179104477612,3.052887797912003,-2.9247650052702934
NQ,20,Unstable Rotational Balance,RotationalPressure,Validation,451,-0.030507909781650612,-0.0164319248826291,3.055149381908566,0.49223946784922396,2.5500388819835953,-2.461947474772474
