Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES092022.csv,4,2022-07-18 06:55:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3902.0,3903.75,3899.5,3901.75,Up,1,,,,5,3892.5,-9.25,,-9.25,,3.5,-15.25,,,0,1
ES,xApvaV01StateLog_ES092022.csv,5,2022-07-18 07:00:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3902.0,3905.25,3897.25,3897.5,Down,-1,3901.75,8.0,,5,3893.25,-4.25,,4.25,,11.0,-4.0,,,1,1
ES,xApvaV01StateLog_ES092022.csv,6,2022-07-18 07:05:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3897.5,3901.5,3893.75,3897.5,Down,-1,3897.5,7.75,,5,3891.75,-5.75,,5.75,,11.0,0.0,,,1,1
ES,xApvaV01StateLog_ES092022.csv,7,2022-07-18 07:10:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3897.5,3897.5,3892.0,3894.5,Down,-1,3897.5,5.5,,5,3895.75,1.25,,-1.25,,8.0,-2.5,,,0,1
ES,xApvaV01StateLog_ES092022.csv,8,2022-07-18 07:15:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3894.5,3895.5,3886.5,3891.5,Down,-1,3894.5,9.0,,5,3893.25,1.75,,-1.75,,2.5,-5.75,,,0,1
ES,xApvaV01StateLog_ES092022.csv,9,2022-07-18 07:20:00,Unknown,Unknown->Unknown->Unknown->Unknown,Stable Compression Basin,Soft,0.36602540378443865,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3891.5,3894.75,3889.0,3892.5,Down,-1,3891.5,5.75,,5,3893.25,0.75,,-0.75,,2.5,-4.75,,,0,1
ES,xApvaV01StateLog_ES092022.csv,10,2022-07-18 07:25:00,Unresolved,Unknown->Unknown->Unknown->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3892.5,3895.25,3891.25,3893.25,Up,1,3892.5,4.0,,5,3890.25,-3.0,,-3.0,,4.0,-6.25,,,0,1
ES,xApvaV01StateLog_ES092022.csv,11,2022-07-18 07:30:00,Unresolved,Unknown->Unknown->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3893.25,3893.75,3890.0,3891.75,Up,1,3893.25,3.75,,5,3891.25,-0.5,,-0.5,,5.5,-4.75,,,0,1
ES,xApvaV01StateLog_ES092022.csv,12,2022-07-18 07:35:00,Unresolved,Unknown->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,-1.4428232973175175e-12,0.0,1.0,0.0,0.0,0.27999999999999997,0.0,0.9999999999999999,0.0,CompressionPressure,0.9999999999999999,3892.0,3897.0,3891.5,3895.75,Up,1,3891.75,5.5,,5,3893.75,-2.0,,-2.0,,1.5,-8.75,,,0,1
ES,xApvaV01StateLog_ES092022.csv,13,2022-07-18 07:40:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.4689955935863958,0.1111111111111111,0.9,0.0,0.0,0.2202730804215971,0.013888888888888888,0.9012433309564057,0.14425945276369073,CompressionPressure,0.9012433309564057,3896.0,3897.25,3890.5,3893.25,Up,1,3895.75,6.75,,5,3892.5,-0.75,,-0.75,,2.25,-6.25,,,0,1
