Instrument,HorizonBars,ResolvedArchetype,DominantPressure,Count,FutureDirectionalProbability,MeanDirectionalReleasePressure,MeanExhaustionPressure,MeanCompressionPressure,MeanRotationalPressure,BaselineFutureDirectionalProbability,DirectionalLift,DirectionalEdge,ForecastQuality
NQ,10,Directional Continuation / Sponsor Release,CompressionPressure,2,0.0,0.3058122087569482,0.2138888888888889,0.3185063422114016,0.2442555800378718,0.062271062271062216,0.0,-0.062271062271062216,Unsupported
NQ,20,Directional Continuation / Sponsor Release,DirectionalReleasePressure,367,0.0762942779291553,0.5630372549423475,0.2165758401453224,0.3628537252345985,0.2223371206253175,0.062334487675697665,1.2239497070399463,0.013959790253457637,Neutral
NQ,20,Pure Unresolved Compression Equilibrium,CompressionPressure,3859,0.0730759264058046,0.1852626367512442,0.0205040165846073,0.8194182727307068,0.214025118604831,0.062334487675697665,1.1723193553140359,0.010741438730106932,Neutral
NQ,20,Stable Compression Basin,RotationalPressure,597,0.0686767169179229,0.0426650499947149,0.0794249022892238,0.5170602256754585,0.5786895451442704,0.062334487675697665,1.1017451089872017,0.006342229242225238,Neutral
NQ,20,Stable Compression Basin,CompressionPressure,1965,0.0595419847328244,0.0947466048628985,0.0516963528413909,0.6352859505250055,0.4407379348249069,0.062334487675697665,0.9552013171680886,-0.002792502942873268,Neutral
NQ,20,Unstable Rotational Balance,RotationalPressure,1145,0.0532751091703056,0.0799073803199555,0.058791848617176,0.1522296787133661,0.7251146106749796,0.062334487675697665,0.8546650683563082,-0.009059378505392068,Neutral
NQ,20,Directional Continuation / Sponsor Release,RotationalPressure,243,0.0493827160493827,0.2335600842569547,0.2528692272519433,0.1349179778093816,0.4893382893726967,0.062334487675697665,0.7922214153150974,-0.012951771626314966,Neutral
NQ,20,Unstable Rotational Balance,CompressionPressure,41,0.048780487804878,0.2421243924624762,0.0088075880758807,0.4873738196308915,0.3414816041916087,0.062334487675697665,0.7825601785429616,-0.013553999870819664,Unsupported
NQ,20,Pure Unresolved Compression Equilibrium,RotationalPressure,193,0.0466321243523316,0.0415346086122888,0.0739061600460563,0.5192499924380745,0.5671601444863134,0.062334487675697665,0.7480950929594639,-0.015702363323366067,Neutral
NQ,20,Sponsor Exhaustion Collapse,RotationalPressure,1223,0.0449713818479149,0.0883275093606374,0.1564004724266375,0.1418429300305204,0.4833205725483068,0.062334487675697665,0.7214526584686745,-0.017363105827782763,Neutral
NQ,20,Sponsor Exhaustion Collapse,CompressionPressure,144,0.0277777777777777,0.2041412948240749,0.1178433641975308,0.4000586533711269,0.1911238027072285,0.062334487675697665,0.44562454611474117,-0.034556709897919966,StrongNegativeLift
NQ,20,Sponsor Exhaustion Collapse,DirectionalReleasePressure,39,0.0256410256410256,0.3888689433275994,0.1295584045584045,0.320255391847769,0.3119408863675661,0.062334487675697665,0.4113457348751462,-0.03669346203467207,Unsupported
NQ,20,Directional Continuation / Sponsor Release,CompressionPressure,2,0.0,0.3058122087569482,0.2138888888888889,0.3185063422114016,0.2442555800378718,0.062334487675697665,0.0,-0.062334487675697665,Unsupported
