Instrument,HorizonBars,NonOverlapOffset,ResolvedArchetype,DominantPressure,Count,MeanSignedReturn,MedianSignedReturn,StdSignedReturn,DirectionalHitRate,MeanDirectionalMFE,MeanDirectionalMAE,TStat
NQ,20,7,Unstable Rotational Balance,CompressionPressure,1,-0.7,-0.7,,0.0,0.603448275862069,-4.9,0.0
NQ,20,7,Unstable Rotational Balance,RotationalPressure,61,-0.1863471719766537,-0.5477214101461737,3.2973486828861,0.4426229508196721,2.6551179897324664,-2.7499020466715107,-0.4413903652624582
NQ,20,8,Directional Continuation / Sponsor Release,DirectionalReleasePressure,13,-1.7380102576228866,-1.068421052631579,3.8796605083507587,0.38461538461538464,1.515919818887976,-3.337059064947069,-1.6152148074949926
NQ,20,8,Directional Continuation / Sponsor Release,RotationalPressure,11,0.19902415692923936,-0.1495992876224399,2.2337085016724445,0.36363636363636365,2.9667409994124636,-2.1179550987745874,0.2955123518833682
NQ,20,8,Pure Unresolved Compression Equilibrium,CompressionPressure,197,0.2550012830938432,0.199163179916318,3.7810525350948927,0.5431472081218274,2.749201563908603,-2.6391579600102393,0.9465918635095345
NQ,20,8,Pure Unresolved Compression Equilibrium,RotationalPressure,10,-0.9604169457036319,-1.6188113621874334,2.2350993724316637,0.3,2.1384049518445694,-2.3839579502528716,-1.3588232761846026
NQ,20,8,Sponsor Exhaustion Collapse,CompressionPressure,9,0.06609809790846777,0.1535087719298245,2.177633118739275,0.6666666666666666,2.6274913253792107,-1.9360934206772151,0.09105955085777
NQ,20,8,Sponsor Exhaustion Collapse,DirectionalReleasePressure,2,-2.1156133758419564,-2.1156133758419564,1.8508987626273055,0.0,5.572692729642171,-4.551686354704721,-1.6164736771484212
NQ,20,8,Sponsor Exhaustion Collapse,RotationalPressure,63,-0.18644426515704215,0.1802828794595735,2.6351745899487398,0.5079365079365079,2.1959451874903295,-2.278343274133848,-0.5615777727152196
NQ,20,8,Stable Compression Basin,CompressionPressure,89,0.09665674317966846,0.1153054221002059,3.4029637719808488,0.5222222222222223,2.5518268638941826,-2.800657741908567,0.2679599174552026
NQ,20,8,Stable Compression Basin,RotationalPressure,40,-0.18272244520569744,-0.7169686836809008,3.701243041979064,0.4,2.83681086977548,-2.966148550259054,-0.31222975629093325
NQ,20,8,Unstable Rotational Balance,CompressionPressure,3,-2.7242958573815454,-0.5747126436781609,5.707095088420329,0.3333333333333333,1.91499473628226,-5.028962447603565,-0.8267987070003985
NQ,20,8,Unstable Rotational Balance,RotationalPressure,45,0.7909085765299573,1.2102519548218942,3.324740652036498,0.6666666666666666,3.339774160632822,-2.1985197412782003,1.595786432266806
NQ,20,9,Directional Continuation / Sponsor Release,DirectionalReleasePressure,22,-1.0826679666922916,-0.6993800011071409,3.235922206557229,0.4090909090909091,2.0463435528356864,-2.7189295131853672,-1.569309324970542
NQ,20,9,Directional Continuation / Sponsor Release,RotationalPressure,12,-0.16590833770398358,0.37459746522477977,2.6336842455772262,0.5,2.7934666369305714,-3.206587983809211,-0.21822029029118753
NQ,20,9,Pure Unresolved Compression Equilibrium,CompressionPressure,188,0.5110156077097219,0.5396319732009339,3.976029276118415,0.5531914893617021,2.8905943327546026,-2.445244657054012,1.762233755628691
NQ,20,9,Pure Unresolved Compression Equilibrium,RotationalPressure,8,-1.0079737687381674,-0.9218432415928819,3.6066338451851254,0.375,3.6819431636750592,-3.3232440695359995,-0.7904823364139804
NQ,20,9,Sponsor Exhaustion Collapse,CompressionPressure,10,-1.1956844115786,-1.3489508083935329,1.9611637474900323,0.3,1.1425468735048168,-3.089638232066097,-1.9279808267849894
NQ,20,9,Sponsor Exhaustion Collapse,DirectionalReleasePressure,1,-1.3353204172876303,-1.3353204172876303,,0.0,0.6050670640834575,-1.7317436661698955,0.0
NQ,20,9,Sponsor Exhaustion Collapse,RotationalPressure,62,-0.335273306010288,-0.0655501099959646,2.629519738660856,0.4838709677419355,2.2271259990528844,-2.595626390180058,-1.003964569140459
NQ,20,9,Stable Compression Basin,CompressionPressure,92,-0.2536730701424859,0.0458181818181818,3.059596799841571,0.4946236559139785,2.5705936658890947,-2.8509836408477125,-0.7952507379193545
NQ,20,9,Stable Compression Basin,RotationalPressure,33,-0.4638058194154356,0.8546059933407325,3.3445609801106317,0.5757575757575758,2.564056952801898,-2.673329841407015,-0.7966252077044628
NQ,20,9,Unstable Rotational Balance,CompressionPressure,1,-0.9273021001615508,-0.9273021001615508,,0.0,2.6235864297253637,-1.9903069466882068,0.0
NQ,20,9,Unstable Rotational Balance,RotationalPressure,53,0.1463200155919985,0.4632693580410324,3.734209510942574,0.5660377358490566,3.349063826579266,-2.2909074096643423,0.2852613891613457
NQ,20,10,Directional Continuation / Sponsor Release,DirectionalReleasePressure,22,-0.0672367032492739,-0.4658158801735628,4.2966323546046565,0.4090909090909091,2.826268986771083,-2.6496042626409366,-0.07339890093714646
NQ,20,10,Directional Continuation / Sponsor Release,RotationalPressure,10,-0.9284575292256463,-0.42306586463889834,3.2936426819236675,0.5,2.869673555303682,-3.051711244995329,-0.8914265409539153
NQ,20,10,Pure Unresolved Compression Equilibrium,CompressionPressure,196,-0.07069916352063202,0.06694382142952876,3.9525109850224482,0.5076142131979695,2.613126022364552,-2.7898909949182955,-0.2504201235719593
NQ,20,10,Pure Unresolved Compression Equilibrium,RotationalPressure,11,0.06438729434881357,0.1509922346850733,1.9076629650109642,0.5454545454545454,1.7640213286166135,-2.2601742333275143,0.11194246601100098
NQ,20,10,Sponsor Exhaustion Collapse,CompressionPressure,9,0.024404568216015617,1.1330935251798562,2.7942246170406952,0.5555555555555556,2.809741868439559,-2.761227535385587,0.026201796448843098
NQ,20,10,Sponsor Exhaustion Collapse,DirectionalReleasePressure,2,-1.0148201091012288,-1.0148201091012288,1.8800934824064932,0.5,2.0883497316423187,-1.7720975853064016,-0.7633515966572585
NQ,20,10,Sponsor Exhaustion Collapse,RotationalPressure,52,-0.36095755961676146,-0.19645008541217976,3.26530209796809,0.4807692307692308,2.5465901927358976,-2.636504727509675,-0.7971397135195799
NQ,20,10,Stable Compression Basin,CompressionPressure,87,-0.3447240558607765,-0.1007194244604316,3.116666436485704,0.4367816091954023,2.6076188429988787,-2.643201825170888,-1.0316702166425034
NQ,20,10,Stable Compression Basin,RotationalPressure,35,-0.02295862269548675,-0.1884438608010505,3.4302271347413047,0.4857142857142857,2.7943054505818674,-2.471139581950703,-0.03959651598605426
NQ,20,10,Unstable Rotational Balance,CompressionPressure,3,-0.8522247024628052,-1.3060556464811783,2.8012437643708075,0.3333333333333333,2.4594617645099204,-2.3661473479020128,-0.5269432467482517
NQ,20,10,Unstable Rotational Balance,RotationalPressure,55,-0.30218134899377347,-0.1344717182497332,3.5208225219114864,0.4727272727272727,2.685555883215919,-2.659943564681133,-0.6365094659811111
NQ,20,11,Directional Continuation / Sponsor Release,DirectionalReleasePressure,22,-0.6603294296133898,-0.2772895467160037,3.609269351824356,0.45454545454545453,1.9939324693821545,-3.026184357113579,-0.8581292393066554
