Instrument,HorizonBars,ResolvedArchetype,DominantPressure,InSampleSupport,InSampleMeanReturn,InSampleMedianReturn,InSampleHitRate,InSampleMFE,InSampleMAE,InSampleTStat,InSampleSignificance,WFTrainSupport,WFTrainMeanReturn,WFTrainHitRate,WFTrainTStat,WFValidationSupport,WFValidationMeanReturn,WFValidationHitRate,WFValidationTStat,WFGeneralizationClass,ValidationRetainsPositiveEdge,ValidationFlipsNegative,NOOffsetCount,NOTotalSupport,NOMeanReturn,NOMedianReturn,NOMeanTStat,NOMaxTStat,NOMinTStat,NOHitRate,NOMFE,NOMAE,NOPositiveOffsetFraction,NONegativeOffsetFraction,NORobustnessClass,InSampleComponent,WalkForwardComponent,NonOverlapComponent,FailurePenalty,SurvivorshipScore,SurvivorshipClass
NQ,10,Stable Compression Basin,CompressionPressure,1924,-0.0137823863114342,0.044494055853762,0.5105833763551885,1.8321662184748917,-1.7431533593085278,-0.2561976372007731,NotSignificant,1166.0,-0.0814286434970781,0.5004240882103478,-1.0994508184168106,758.0,0.0902750488844242,0.5263852242744064,1.2008887035319031,FailedNegative,False,False,10.0,1924.0,-0.0140918154477079,-0.0059203662099558,-0.0747047726083791,0.9962864517591068,-1.597623357345789,0.5101739755168132,1.8316217735548388,-1.742592893726099,0.4,0.6,NotRobust,-0.5640494093001933,2.6004443517659515,-0.5560285794562844,-2.5,-1.9528672194972838,WeakCandidateNegative
NQ,10,Unstable Rotational Balance,RotationalPressure,1121,-0.0494467026457094,0.0838323353293413,0.5129348795718108,1.90872118146875,-1.8569944249812864,-0.6103760595815108,NotSignificant,670.0,-0.1218821898523181,0.4895522388059701,-1.032384581789743,451.0,0.0581625577277446,0.5476718403547672,0.5883428134655151,FailedNegative,False,False,10.0,1121.0,-0.0480818465352305,-0.0483183371373065,-0.1551056002682641,0.5167833384798246,-0.7054908354631504,0.5136625602529431,1.9122761771867676,-1.8550548399798577,0.2,0.8,NotRobust,-0.6525940148953777,2.2776151186908513,-0.3663292002011981,-2.5,-1.998201651527817,WeakCandidateNegative
NQ,5,Pure Unresolved Compression Equilibrium,RotationalPressure,193,-0.0152157484740535,-0.0270096463022508,0.4922279792746113,1.2764841909984854,-1.1716397018618012,-0.1453056287850121,NotSignificant,113.0,-0.1803468838454894,0.4247787610619469,-1.3918337745577931,80.0,0.2180319802380995,0.5875,1.2695422824486593,FailedNegative,False,False,5.0,193.0,-0.0097812749944699,-0.0462429721976143,-0.0582731689408894,1.349261816838381,-1.448487597427698,0.4892072720561092,1.278387447799542,-1.1700308039659586,0.4,0.6,NotRobust,-0.4600188587852342,2.3416599296108997,-0.543704876705667,-2.5,-2.0170899909107822,CandidateNegative
NQ,20,Stable Compression Basin,RotationalPressure,587,-0.0571466435720329,0.1154299175500588,0.514480408858603,2.58695597404219,-2.614620954169555,-0.4149764986989921,NotSignificant,353.0,-0.1767926050334154,0.5155807365439093,-0.961532453276165,234.0,0.1233449136752661,0.5128205128205128,0.5992398722105005,FailedNegative,False,False,20.0,587.0,-0.0235921819240104,-0.0376317476414879,-0.0165288379770115,2.03516959255416,-1.185217418931641,0.5191353087806092,2.5820098588533638,-2.584153458073503,0.4,0.6,NotRobust,-0.603744124674748,2.1778460011588816,-0.5123966284827586,-2.5,-2.0890812073465828,CandidateNegative
6E,20,Sponsor Exhaustion Collapse,RotationalPressure,690,-0.477184846734651,-0.1628127112910219,0.4704184704184704,2.6489635771587383,-3.33812667321392,-2.7032298510501764,SignificantNegativeSignedReturn,405.0,-0.5788990588482281,0.4509803921568627,-2.548973123415738,285.0,-0.332643597941673,0.4982456140350877,-1.1862501399810357,WeakNegative,False,False,20.0,690.0,-0.4978041833271813,-0.5161618437626874,-0.6242454455732613,0.9000878977732435,-1.924104216587269,0.4685694234621147,2.6288297911199616,-3.3493159662884238,0.25,0.75,NotRobust,-2.675807462762544,-3.502944949013064,-0.7806840841799461,0.0,-2.1125000625880572,CandidateNegative
NQ,10,Sponsor Exhaustion Collapse,RotationalPressure,1211,-0.1013615712178968,-0.1206896551724137,0.4706853839801816,1.7059627395928256,-1.7961402364666326,-1.5454758169817735,WeakEvidence,733.0,-0.1855175197419641,0.461118690313779,-2.2207900892181778,478.0,0.027689287083654,0.4853556485355648,0.2620524405269573,FailedNegative,False,False,10.0,1211.0,-0.0988244813675308,-0.1128902233043881,-0.4564903666153667,0.8096866504965751,-1.8414371969150536,0.4718153081941656,1.705502238929849,-1.7924639076345792,0.3,0.7,NotRobust,-0.3863689542454434,2.1238027444723855,-0.717367774961525,-2.5,-2.1567583290164403,CandidateNegative
6E,20,Stable Compression Basin,CompressionPressure,1238,-0.3931955269683888,-0.2901632302401927,0.4408688656476267,2.622014165478183,-3.047029740137807,-3.3588560461792323,SignificantNegativeSignedReturn,740.0,-0.4753343139694829,0.4214765100671141,-3.1770995710081977,498.0,-0.2711419077298153,0.4698795180722891,-1.443514461150532,WeakNegative,False,False,20.0,1238.0,-0.3861466212291026,-0.4663430470000386,-0.7523944203091169,1.0613723011089082,-2.389433030049234,0.4394915524403314,2.622828733746357,-3.037154574436785,0.25,0.75,NotRobust,-2.75,-3.7211137918132944,-0.8767958152318376,0.0,-2.24694794398898,CandidateNegative
NQ,10,Pure Unresolved Compression Equilibrium,RotationalPressure,193,-0.1649860327168547,-0.0214067278287461,0.4922279792746113,1.7367681720791333,-1.6292374142232364,-1.064791297805278,WeakEvidence,113.0,-0.3315300736840268,0.4867256637168141,-1.7792982732639044,80.0,0.0702574251492758,0.5,0.2654540164180651,FailedNegative,False,False,5.0,116.0,-0.1763244217571977,-0.2267633453508722,-0.3868809643733238,0.6287053351299746,-1.505250053881617,0.4785159368367764,1.827403733895153,-1.5485689172756143,0.4,0.6,NotRobust,-0.18989027604030068,1.8396157965956026,-0.7901607232799929,-2.5,-2.249684851875596,CandidateNegative
ES,20,Sponsor Exhaustion Collapse,RotationalPressure,297,-0.0093315118000514,0.0528301886792452,0.51,2.5694712988867017,-2.6152633573033146,-0.0389035488720713,NotSignificant,165.0,-0.0239627964717233,0.5,-0.0740846803402366,132.0,0.0089575940395384,0.5227272727272727,0.0249615347107999,FailedNegative,False,False,2.0,41.0,-0.3128405208871978,-0.3128405208871978,-0.4676975566198794,0.4166152936601117,-1.3520104068998706,0.4523809523809524,2.4906026508555987,-2.4277819259677096,0.5,0.5,Unsupported,-0.46794162373630876,1.799139765641995,-0.9757731674649095,-2.5,-2.4029873321317727,CandidateNegative
NQ,5,Sponsor Exhaustion Collapse,CompressionPressure,144,-0.150549476424191,-0.1576966462753264,0.4305555555555556,1.237349725386379,-1.331905499301876,-0.9824935880826308,NotSignificant,69.0,-0.3768568294115905,0.4202898550724637,-2.1358855228284224,75.0,0.0576532883242164,0.44,0.2362040827336665,FailedNegative,False,False,5.0,144.0,-0.2011168833249915,-0.0360607351446623,-0.6061481424069488,1.4886110748608714,-2.615021109487766,0.4122356282176372,1.208374186414045,-1.3599391933561045,0.4,0.6,NotRobust,-0.6459007880517608,1.8147415372375097,-0.9546111068052117,-2.5,-2.423595617639569,CandidateNegative
6E,20,Unstable Rotational Balance,RotationalPressure,415,-0.5071231018795005,-0.2568807339449593,0.4265060240963855,2.2182197610826755,-2.891970775193641,-3.091158025249931,SignificantNegativeSignedReturn,254.0,-0.4785723171094255,0.4409448818897638,-2.274925248116628,161.0,-0.5521659548707988,0.4037267080745341,-2.1007125836139835,ConfirmedNegative,False,False,12.0,276.0,-0.6759436245324509,-0.5922919366455315,-0.9869935344352728,0.3588238649070291,-2.8649391606957035,0.4140019065743703,2.091284888124538,-3.003561626459064,0.1666666666666666,0.8333333333333334,NotRobust,-2.7350464354826056,-4.868744372458353,-0.9485784841597878,0.0,-2.677930135328849,CandidateNegative
6E,5,Sponsor Exhaustion Collapse,RotationalPressure,690,-0.3653910778384428,-0.2043904518330798,0.4098124098124098,1.1602671741927113,-1.5588993683100971,-4.078289136000573,SignificantNegativeSignedReturn,405.0,-0.4543659968488067,0.3897058823529412,-4.165836026008692,285.0,-0.2389530350342414,0.4385964912280701,-1.5754659483794284,WeakNegative,False,False,5.0,690.0,-0.3647101007622901,-0.3209583426421301,-1.8651180603071225,-1.3918191509479978,-2.7028355369522346,0.4083135830067285,1.1598356731716113,-1.558164229842815,0.0,1.0,WeakRobustNegative,-2.75,-3.6975528532122603,-3.898838545230342,0.0,-3.598620843977945,CandidateNegative
6E,5,Stable Compression Basin,CompressionPressure,1238,-0.2136581833014098,-0.1302579193350021,0.4416733708769107,1.2120831853259812,-1.379422660383797,-3.6608654856966014,SignificantNegativeSignedReturn,740.0,-0.2414702355722869,0.4241610738255033,-3.244213880641186,498.0,-0.1723310373567331,0.4678714859437751,-1.8340169193833036,WeakNegative,False,False,5.0,1238.0,-0.2115958826512237,-0.2003091862046294,-1.646151869959921,-0.8300442864571796,-3.1896827784677715,0.441209704778578,1.2121036720208316,-1.3780989981839704,0.0,1.0,WeakRobustNegative,-2.75,-3.9163650209296805,-3.734613902469941,0.0,-3.6013040134368617,CandidateNegative
6E,10,Sponsor Exhaustion Collapse,RotationalPressure,690,-0.4447476045411229,-0.1129693499056338,0.4617604617604617,1.7326974159253927,-2.2458940661473785,-3.639926984766709,SignificantNegativeSignedReturn,405.0,-0.4540898612388771,0.4583333333333333,-3.02029093823164,285.0,-0.4314717660758933,0.4666666666666667,-2.105509091351574,ConfirmedNegative,False,False,10.0,690.0,-0.4395593228075974,-0.5653456056360103,-1.17234260973104,0.0918650301203788,-2.3202396961616776,0.4626295203734618,1.7324856037449572,-2.240365524440812,0.1,0.9,WeakRobustNegative,-2.75,-4.962574424698333,-3.50425695729828,0.0,-3.863816679428643,CandidateNegative
6E,10,Unstable Rotational Balance,RotationalPressure,415,-0.4278279599429005,-0.2456140350882742,0.4072289156626506,1.523770072438765,-2.078996033548618,-3.606009500316244,SignificantNegativeSignedReturn,254.0,-0.3549333879330185,0.4291338582677165,-2.2259720716950104,161.0,-0.542829334418118,0.3726708074534161,-3.1173068603783114,ConfirmedNegative,False,False,10.0,415.0,-0.4191111334398084,-0.4508742180619312,-1.1005211538858848,0.6086228906499511,-2.116979776678149,0.4061011929247223,1.5260893994139113,-2.06813309881903,0.1,0.9,WeakRobustNegative,-2.7350464354826056,-5.318388080651361,-3.4503908654144135,0.0,-3.9611210047609835,CandidateNegative
6E,5,Unstable Rotational Balance,RotationalPressure,415,-0.287555244896704,-0.1971830985919439,0.4024096385542168,1.1176695302298,-1.401990403878297,-3.293566893544502,SignificantNegativeSignedReturn,254.0,-0.1847545625544752,0.4566929133858268,-1.6601090363809854,161.0,-0.4497376878465557,0.3167701863354037,-3.206321967515344,ConfirmedNegative,False,False,5.0,415.0,-0.2764890485610137,-0.2737245787589129,-1.405410705595613,0.2074638334036191,-2.606643170194121,0.4038581580716412,1.1200710719155875,-1.3916274774848674,0.2,0.8,WeakRobustNegative,-2.7350464354826056,-5.318388080651361,-3.80405802919671,0.0,-4.120271228463017,HighConvictionNegative
NQ,20,Pure Unresolved Compression Equilibrium,CompressionPressure,3791,0.0888220995361717,0.1135401974612129,0.5187236286919831,2.7062508706313806,-2.6091725452715493,1.4548362402346762,WeakEvidence,2279.0,0.1714366138985394,0.5350877192982456,2.110530395898885,1512.0,-0.0357007035272119,0.494047619047619,-0.3888071416880849,FailedPositive,False,True,20.0,3791.0,0.0940742143827339,0.1092417496457707,0.3605254994647033,1.762233755628691,-1.0827665921304608,0.5187035459915765,2.7081141076547257,-2.6035709226995456,0.65,0.35,NotRobust,1.363709060058669,-4.194403570844043,0.6453941245985275,-4.0,-4.904872081714344,HighConvictionNegative
NQ,10,Directional Continuation / Sponsor Release,RotationalPressure,240,0.1396008377301817,0.1545040724670777,0.5291666666666667,1.887514907368668,-1.7090086975755576,0.9408060145432596,NotSignificant,138.0,0.3050673425264829,0.5869565217391305,1.5360370459107866,102.0,-0.0842656099354022,0.4509803921568627,-0.3793536168590593,FailedPositive,False,True,10.0,240.0,0.1409842196068896,0.1473959159170879,0.3028637658305883,2.1011751231635656,-1.1183721835026292,0.528598502946329,1.8880114649155384,-1.715384085942936,0.7,0.3,NotRobust,0.6763422840154419,-3.9352168849386118,0.7271478243729412,-4.0,-4.9148409319576025,HighConvictionNegative
NQ,5,Directional Continuation / Sponsor Release,DirectionalReleasePressure,352,0.1096848739088658,0.0513607909513446,0.5227272727272727,1.2609280089593673,-1.0601434984866671,1.3725794611612263,WeakEvidence,224.0,0.260336660157461,0.5758928571428571,2.762965908117176,128.0,-0.1539557520261757,0.4296875,-1.0780641885845397,FailedPositive,False,True,5.0,352.0,0.0974809332117989,0.1962800574972431,0.475012371687194,1.788121384311356,-0.9337776290366112,0.5209748656746432,1.246522468740907,-1.065570964536612,0.6,0.4,NotRobust,1.31498335413308,-4.3207789711795765,0.6062592787653955,-4.0,-4.976459293641808,HighConvictionNegative
6E,5,Sponsor Exhaustion Collapse,CompressionPressure,137,0.0836124284395968,-0.0,0.4817518248175182,1.2581995005182829,-1.1611313837249886,0.652396867427771,NotSignificant,79.0,0.2125501086730797,0.5569620253164557,1.306647779426925,58.0,-0.092009584292216,0.3793103448275862,-0.4473004225989339,FailedPositive,False,True,5.0,137.0,0.080035397724597,0.067421427030207,0.285148152423608,1.2499703516297294,-0.238792495935076,0.4851834784092849,1.2683533098329949,-1.1748138670985366,0.6,0.4,NotRobust,0.5593969398458053,-3.8795607479497054,0.46386111431770605,-4.0,-5.037229372370268,HighConvictionNegative
NQ,5,Directional Continuation / Sponsor Release,RotationalPressure,240,0.0282064338265139,-0.0538994278831677,0.4791666666666667,1.2262296864279385,-1.2043309623418947,0.2946586545724918,NotSignificant,138.0,0.0817403555462548,0.4927536231884058,0.5997752233526682,102.0,-0.0442218132060765,0.4607843137254901,-0.3407285226904478,FailedPositive,False,True,5.0,240.0,0.0227432677060218,0.0114001891827666,0.04494326671396,1.1561030150946838,-1.624634413385157,0.4760199534359198,1.2222912973433095,-1.2059127460527486,0.6,0.4,NotRobust,0.51480544402275,-3.9159043378543057,0.28370745003547004,-4.0,-5.139937076928495,HighConvictionNegative
6E,10,Pure Unresolved Compression Equilibrium,RotationalPressure,113,0.3006511407145813,0.1505376344089328,0.5132743362831859,1.8623062662642231,-1.6461544311048193,1.336039816448127,WeakEvidence,52.0,0.9026978186194418,0.5769230769230769,2.686767971045903,61.0,-0.2125689781551358,0.4590163934426229,-0.7344224136383026,FailedPositive,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,1.2149411544632958,-4.031099881432919,0.0,-4.0,-5.167896727608863,HighConvictionNegative
ES,5,Pure Unresolved Compression Equilibrium,CompressionPressure,1408,0.0242246092601565,-0.0615530303030303,0.4737215909090909,1.3064637304009734,-1.2405230763573594,0.3942063491492391,NotSignificant,849.0,0.0948783214344686,0.4782096584216725,1.138309588151729,559.0,-0.0830830859741742,0.4669051878354204,-0.933903397632138,FailedPositive,False,True,5.0,1408.0,0.0233187240093955,0.0069631575591302,0.1395769353536169,1.102682711009207,-0.4888088779394922,0.4736346840079535,1.3062134681024191,-1.2414368864303555,0.6,0.4,NotRobust,0.5985515872873097,-4.466951698816069,0.35468270151521264,-4.0,-5.284115561446317,HighConvictionNegative
NQ,20,Directional Continuation / Sponsor Release,RotationalPressure,240,0.1467607574973359,0.3715389719577088,0.55,2.7243391610446923,-2.4928105310450324,0.7369763081510723,NotSignificant,138.0,0.4749225227724472,0.5652173913043478,1.7443196295605432,102.0,-0.2972228072866383,0.5294117647058824,-1.0419900230432169,FailedPositive,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,0.625384857417395,-4.2665350880306905,0.0,-4.0,-5.368210309327263,HighConvictionNegative
NQ,10,Directional Continuation / Sponsor Release,DirectionalReleasePressure,352,0.088015632212235,0.0603528012684989,0.5113636363636364,1.8209146253979789,-1.659932194125477,0.6770186137736492,NotSignificant,224.0,0.335483951996924,0.5580357142857143,2.151948462675361,128.0,-0.3450539274109705,0.4296875,-1.521185348669179,FailedPositive,False,True,10.0,352.0,0.0895767264161433,0.0983928337572689,0.1843487089997342,1.2900939123679631,-1.3583741832017189,0.5204666863548588,1.820064185909611,-1.650036112991645,0.5,0.5,NotRobust,0.6410931422861857,-4.542339551221897,0.1382615317498006,-4.0,-5.399382525183016,HighConvictionNegative
6E,10,Sponsor Exhaustion Collapse,CompressionPressure,137,-0.0077584041114671,0.1029411764708101,0.5036496350364964,1.8559170339035245,-1.7895638323534149,-0.0385999891071815,NotSignificant,79.0,0.1038105738233571,0.5569620253164557,0.4121968878775878,58.0,-0.1597230464709692,0.4310344827586206,-0.4843248892897,FailedPositive,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,-0.40594772026565795,-3.8980729812950883,0.0,-4.0,-5.445515087506412,HighConvictionNegative
6E,20,Sponsor Exhaustion Collapse,CompressionPressure,137,-0.2703656492727452,-0.0,0.4671532846715328,2.660421844365588,-2.908989733205421,-0.7109276467607089,NotSignificant,79.0,0.0068998309529313,0.5316455696202531,0.0130802680644321,58.0,-0.6480203550973738,0.3793103448275862,-1.1989666520709827,FailedPositive,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,-0.5740296346790398,-4.25539386268573,0.0,-4.0,-5.604193778875813,HighConvictionNegative
6E,5,Pure Unresolved Compression Equilibrium,RotationalPressure,113,-0.002688430117309,0.0,0.4424778761061947,1.1329719097149609,-1.10309616673851,-0.0193752700135458,NotSignificant,52.0,0.3154430210985055,0.5384615384615384,1.364899263835767,61.0,-0.2738824541045608,0.360655737704918,-1.724945342266053,FailedPositive,False,True,4.0,96.0,0.0104954970538994,0.0269421927030266,0.0703423519138285,0.6664469695044432,-0.6129394211235393,0.436007326007326,1.1031497816625733,-1.0645529304663612,0.5,0.5,NotRobust,-0.38577501785465035,-4.526361345746794,0.05275676393537143,-4.0,-5.637640930811391,HighConvictionNegative
NQ,20,Directional Continuation / Sponsor Release,DirectionalReleasePressure,352,-0.246693094307963,-0.1182187316343431,0.4829545454545454,2.4768041308315176,-2.594993153221992,-1.259038439844785,WeakEvidence,224.0,0.0095155812079128,0.5267857142857143,0.0424918161317547,128.0,-0.6950582764607458,0.40625,-1.890275135220832,FailedPositive,False,True,8.0,179.0,-0.3788217766666574,-0.1640144601608829,-0.4926293263164008,0.0367102710817004,-1.569309324970542,0.4741413749294184,2.427204330752105,-2.662860026666213,0.125,0.875,NotRobust,-0.2865980988039697,-4.726884444497723,-0.5257219947373006,-4.0,-5.948304072966782,HighConvictionNegative
6E,20,Pure Unresolved Compression Equilibrium,CompressionPressure,2524,-0.0159830143782248,0.0,0.4815841584158415,2.783136017046719,-2.659579085464298,-0.2086891980832323,NotSignificant,1521.0,0.1289860388503986,0.4888304862023653,1.3166506215081726,1003.0,-0.2358214290948115,0.4705882352941176,-1.9248739130787735,FailedPositive,False,True,20.0,2524.0,-0.0108407705040712,-0.0307101383958461,-0.0612402691044963,1.8764465237185048,-1.721917737830521,0.4814563474354051,2.78629826317329,-2.6565261664941366,0.45,0.55,NotRobust,-0.552172299520808,-4.962436956539387,-0.6084302018283723,-4.0,-6.1210809855157144,HighConvictionNegative
NQ,10,Pure Unresolved Compression Equilibrium,CompressionPressure,3801,-0.0312183872385694,0.0446570972886762,0.50894266175697,1.8000394156003852,-1.849534793996541,-0.7334114533391569,NotSignificant,2279.0,0.0124361956957186,0.5210526315789473,0.2110534215551801,1522.0,-0.0965855321184922,0.4908015768725361,-1.6294348872596112,FailedPositive,False,True,10.0,3801.0,-0.0302532105497624,-0.0344104233348153,-0.2411391735583244,1.1567741499477455,-1.655464407568659,0.5090771019554732,1.8006230083149852,-1.8485975758852315,0.5,0.5,NotRobust,-0.6833528633347892,-4.814717443629806,-0.8058543801687433,-4.0,-6.184456149013324,HighConvictionNegative
NQ,5,Pure Unresolved Compression Equilibrium,CompressionPressure,3806,-0.039911250281399,0.0175022151241016,0.5035460992907801,1.2346700040886076,-1.260920340322872,-1.3846009522475775,WeakEvidence,2279.0,0.0275232851493558,0.5197368421052632,0.7121342178833191,1527.0,-0.1405551967428858,0.4793713163064833,-3.290371441082295,FailedPositive,False,True,5.0,3806.0,-0.0394095902362996,-0.036814933861523,-0.59870594387379,0.9598945229121422,-2.069782214407771,0.5036488474596788,1.235024798424251,-1.2605239511527375,0.4,0.6,NotRobust,-0.3461502380618944,-5.5,-0.9490294579053424,-4.0,-6.421293303669783,HighConvictionNegative
