Instrument,HorizonBars,ResolvedArchetype,DominantPressure,InSampleSupport,InSampleMeanReturn,InSampleMedianReturn,InSampleHitRate,InSampleMFE,InSampleMAE,InSampleTStat,InSampleSignificance,WFTrainSupport,WFTrainMeanReturn,WFTrainHitRate,WFTrainTStat,WFValidationSupport,WFValidationMeanReturn,WFValidationHitRate,WFValidationTStat,WFGeneralizationClass,ValidationRetainsPositiveEdge,ValidationFlipsNegative,NOOffsetCount,NOTotalSupport,NOMeanReturn,NOMedianReturn,NOMeanTStat,NOMaxTStat,NOMinTStat,NOHitRate,NOMFE,NOMAE,NOPositiveOffsetFraction,NONegativeOffsetFraction,NORobustnessClass,InSampleComponent,WalkForwardComponent,NonOverlapComponent,FailurePenalty,SurvivorshipScore,SurvivorshipClass
NQ,20,Sponsor Exhaustion Collapse,CompressionPressure,144,-0.3750228406347635,-0.2770844613633601,0.4861111111111111,2.295260332434111,-2.7376372221825167,-1.5246528779317905,WeakEvidence,69.0,-0.4168449083482269,0.463768115942029,-1.4482462801365834,75.0,-0.3365465383383771,0.5066666666666667,-0.8564836891087014,NegativeButWeak,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,-0.28144061051405067,-2.124881340425027,0.0,0.0,-0.7999965912515695,WeakCandidateNegative
6E,10,Stable Compression Basin,RotationalPressure,335,-0.048700453216689,-0.0,0.4716417910447761,1.7758855311229764,-1.945750471621624,-0.326132493476379,NotSignificant,197.0,-0.0630634338710746,0.4619289340101523,-0.380537489462295,138.0,-0.0281967779347039,0.4855072463768116,-0.1023657873470111,NegativeButWeak,False,False,10.0,335.0,-0.025481517420694,-0.0954176405070593,-0.085167168663687,0.9399017863491322,-1.6872222876502454,0.4715425965904568,1.7934404990241657,-1.94204386436864,0.4,0.6,NotRobust,-0.5494018499197488,-1.8449397849569298,-0.5638753764977652,0.0,-1.0093532141428696,WeakCandidateNegative
NQ,10,Sponsor Exhaustion Collapse,CompressionPressure,144,-0.3861404069011121,-0.4174237278864431,0.4236111111111111,1.6222021577879064,-1.9059009810536705,-2.2016977883626296,SignificantNegativeSignedReturn,69.0,-0.4724906407872627,0.4057971014492754,-2.088022776225079,75.0,-0.3066981917258536,0.44,-1.1538030317016963,WeakNegative,False,False,1.0,22.0,0.0954587905293475,0.0954587905293475,0.1845304581090074,0.1845304581090074,0.1845304581090074,0.5454545454545454,2.019605962386352,-1.8267056993211104,1.0,0.0,Unsupported,-2.4507018381217605,-3.2735410117215245,1.3883978435817554,0.0,-1.0111006921150958,WeakCandidateNegative
6E,20,Stable Compression Basin,RotationalPressure,335,-0.169658102182054,-0.3359999999997214,0.4388059701492537,2.776692407217535,-2.736743103725127,-0.7784050076710946,NotSignificant,197.0,-0.2612575049067313,0.4060913705583756,-1.0118881556732746,138.0,-0.0388966359736379,0.4855072463768116,-0.1022218640841959,NegativeButWeak,False,False,7.0,150.0,-0.2430685831100952,-0.3314862916772182,-0.3499235435263,0.2861294532701758,-1.0862777782963349,0.4581632653061224,2.7238706695373978,-2.712034967630701,0.2857142857142857,0.7142857142857143,NotRobust,-0.6624699784684277,-1.8448678233255222,-0.6195855147875822,0.0,-1.0570112155120304,WeakCandidateNegative
ES,5,Sponsor Exhaustion Collapse,RotationalPressure,297,-0.0270677101349284,0.0668257756563245,0.5133333333333333,1.1040251472948768,-1.1619616009561735,-0.3464805876682724,NotSignificant,165.0,-0.017402324775439,0.5178571428571429,-0.1506799321082909,132.0,-0.0391494418342902,0.5075757575757576,-0.3885425125236517,NegativeButWeak,False,False,5.0,297.0,-0.0212496305752534,-0.0152364314768697,-0.1148551626338085,1.089983048755415,-1.2724086338025182,0.513455377014699,1.107381809938242,-1.1591580784166264,0.4,0.6,NotRobust,-0.544835883435359,-1.9809302545484209,-0.5861413719753563,0.0,-1.0660563831679295,WeakCandidateNegative
NQ,20,Unstable Rotational Balance,RotationalPressure,1121,-0.0300527835949438,0.0593975392448027,0.5066904549509367,2.850581945027336,-2.738564553660555,-0.2803110139466838,NotSignificant,670.0,-0.0297464225349367,0.5164179104477612,-0.1968885435225695,451.0,-0.0305079097816506,0.4922394678492239,-0.2120646472196669,NegativeButWeak,False,False,20.0,1121.0,-0.0222607572400133,-0.1984203184885098,-0.0071987994052114,2.2082328923874,-1.3836735017474462,0.5076403748119671,2.857330735604059,-2.734652497670328,0.4,0.6,NotRobust,-0.570077753486671,-2.089476035567927,-0.5053990995539086,0.0,-1.0727617579453674,WeakCandidateNegative
NQ,20,Sponsor Exhaustion Collapse,RotationalPressure,1211,-0.1403917860877045,-0.1218715995647442,0.4838976052848885,2.4814522632928453,-2.6386062743851637,-1.503550590150479,WeakEvidence,733.0,-0.1880597332912637,0.4788540245566166,-1.581531191971833,478.0,-0.0672942854596524,0.4916317991631799,-0.4462667977062192,NegativeButWeak,False,False,20.0,1211.0,-0.1415512879764927,-0.1279029400609061,-0.3563091834014826,0.8284481021011186,-1.665151220575563,0.4839961576899025,2.477672832918643,-2.640380293646392,0.2,0.8,NotRobust,-0.3758876475376198,-2.2159099230620165,-0.5172318875511119,0.0,-1.0835003519772302,WeakCandidateNegative
NQ,5,Sponsor Exhaustion Collapse,RotationalPressure,1211,-0.0665753048842356,-0.050179211469534,0.4814203137902559,1.1868781206987336,-1.2176309495462343,-1.4872942313782405,WeakEvidence,733.0,-0.0964340092366554,0.4747612551159618,-1.662086497447308,478.0,-0.0207877938166127,0.4916317991631799,-0.2955243859875503,NegativeButWeak,False,False,5.0,1211.0,-0.0651389069378277,-0.0636098000335076,-0.6135774276578541,0.537945180660647,-1.819136476911505,0.4819353520965903,1.186588485313414,-1.2152087549307773,0.4,0.6,NotRobust,-0.3718235578445601,-2.140538717202682,-0.9601830707433905,0.0,-1.2556356444243764,WeakCandidateNegative
6E,5,Stable Compression Basin,RotationalPressure,335,-0.2094439699474501,-0.2222222222226764,0.4,1.1913374773680987,-1.3539566098433422,-1.8489933892237915,WeakEvidence,197.0,-0.1716378938750394,0.4213197969543147,-1.4553755952839895,138.0,-0.2634135133261815,0.3695652173913043,-1.2086731950569745,WeakNegative,False,False,5.0,335.0,-0.1900248297251446,-0.1539163560233509,-0.8427154467570274,0.4799841262122663,-2.0454800575524863,0.3999969530095092,1.2020445414925212,-1.3421600723088485,0.2,0.8,NotRobust,-0.4301170738566019,-3.3980934888119116,-0.8820365850677705,0.0,-1.6722725991359861,WeakCandidateNegative
6E,10,Stable Compression Basin,CompressionPressure,1238,-0.2490548561489496,-0.1393069306930571,0.4481094127111826,1.807619473907602,-2.062373106523399,-2.9358354566977725,SignificantNegativeSignedReturn,740.0,-0.3324612079089127,0.4375838926174497,-2.9668682073835813,498.0,-0.1251177069473979,0.463855421686747,-0.9672734841547848,NegativeButWeak,False,False,10.0,1238.0,-0.2392862778199295,-0.2648510232740916,-0.8663817594697714,1.2500787921284668,-2.165918621131003,0.4497511688760058,1.8098809176673576,-2.0553653019307974,0.3,0.7,NotRobust,-2.733958864174443,-2.4829933033154212,-1.0247863196023286,0.0,-1.8769932728163339,WeakCandidateNegative
