Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection
ES,xApvaV01StateLog_ES092020.csv,14,2020-07-17 07:45:00,Unresolved,Unresolved->Unresolved->Unknown->Unresolved,Stable Compression Basin,Soft,0.5,0.7219280948844771,0.2222222222222222,0.8,0.0,0.0,0.17708849134651833,0.027777777777777776,0.8159906051808313,0.24125510408931267,CompressionPressure,0.8159906051808313,3202.0,3204.0,3201.0,3201.0,Down,-1,3202.0,3.0,,5,3212.5,11.5,,-11.5,,1.25,-11.75,,,0,1
ES,xApvaV01StateLog_ES092020.csv,15,2020-07-17 07:50:00,Unresolved,Unresolved->Unknown->Unresolved->Unresolved,Stable Compression Basin,Soft,0.5,0.7219280948844771,0.2222222222222222,0.8,0.0,0.0,0.17708849134651833,0.027777777777777776,0.8159906051808313,0.24125510408931267,CompressionPressure,0.8159906051808313,3201.0,3205.0,3199.75,3204.5,Down,-1,3201.0,5.25,,5,3211.5,7.0,,-7.0,,0.5,-9.0,,,0,1
ES,xApvaV01StateLog_ES092020.csv,16,2020-07-17 07:55:00,Unresolved,Unknown->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,0.7219280948844771,0.2222222222222222,0.8,0.0,0.0,0.17708849134651833,0.027777777777777776,0.8159906051808313,0.24125510408931267,CompressionPressure,0.8159906051808313,3204.25,3207.25,3204.0,3206.5,Up,1,3204.5,3.25,,5,3209.75,3.25,,3.25,,7.0,-0.25,,,1,1
ES,xApvaV01StateLog_ES092020.csv,17,2020-07-17 08:00:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.8812908992278072,0.3333333333333333,0.7,0.0,0.0,0.14106783219453767,0.041666666666666664,0.7365859854649287,0.3177823842060828,CompressionPressure,0.7365859854649287,3206.5,3209.75,3206.25,3209.25,Up,1,3206.5,3.5,,5,3210.0,0.75,,0.75,,4.25,-0.5,,,1,1
ES,xApvaV01StateLog_ES092020.csv,18,2020-07-17 08:05:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.9709505944517833,0.3333333333333333,0.6,0.0,0.0,0.12253659511228533,0.041666666666666664,0.6893155878467636,0.3373954425363276,CompressionPressure,0.6893155878467636,3209.25,3212.75,3208.75,3210.0,Up,1,3209.25,4.0,4.571428571428571,5,3210.75,0.75,0.1640625,0.75,0.1640625,3.5,-1.5,0.765625,-0.328125,1,1
ES,xApvaV01StateLog_ES092020.csv,19,2020-07-17 08:10:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.9999999999971146,0.3333333333333333,0.5,0.0,0.0,0.10864583333355424,0.041666666666666664,0.6458333333335138,0.3437499999993688,CompressionPressure,0.6458333333335138,3210.0,3212.5,3210.0,3212.5,Up,1,3210.0,2.5,4.482142857142857,5,3209.5,-3.0,-0.6693227091633467,-3.0,-0.6693227091633467,1.0,-4.0,0.22310756972111556,-0.8924302788844622,0,1
ES,xApvaV01StateLog_ES092020.csv,20,2020-07-17 08:15:00,Directional,Unresolved->Unresolved->Unresolved->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.360964047439353,0.3333333333333333,0.5,0.1,1.0,0.25145578128930823,0.24166666666666667,0.17327308036837377,0.42271088537735846,RotationalPressure,0.42271088537735846,3212.75,3213.5,3211.0,3211.5,Up,1,3212.5,2.5,4.071428571428571,5,3210.5,-1.0,-0.2456140350877193,-1.0,-0.2456140350877193,1.75,-3.0,0.4298245614035088,-0.736842105263158,0,1
ES,xApvaV01StateLog_ES092020.csv,21,2020-07-17 08:20:00,Directional,Unresolved->Unresolved->Directional->Directional,Directional Continuation / Sponsor Release,Exact,1.0,1.5219280948830343,0.3333333333333333,0.4,0.2,1.0,0.20291156257766962,0.24166666666666667,0.12154616073647705,0.4579217707556637,RotationalPressure,0.4579217707556637,3211.5,3213.25,3209.5,3209.75,Down,-1,3211.5,3.75,4.107142857142857,5,3209.25,-0.5,-0.12173913043478261,0.5,0.12173913043478261,2.25,-2.25,0.5478260869565218,-0.5478260869565218,1,1
ES,xApvaV01StateLog_ES092020.csv,22,2020-07-17 08:25:00,Unresolved,Unresolved->Directional->Directional->Unresolved,Directional Continuation / Sponsor Release,Soft,0.4142135623730951,1.5709505944503404,0.2222222222222222,0.4,0.3,1.0,0.24691011301954363,0.2277777777777778,0.1462600322912982,0.42697877586934524,RotationalPressure,0.42697877586934524,3210.0,3211.5,3209.5,3210.0,Down,-1,3209.75,2.0,3.982142857142857,5,3207.75,-2.25,-0.5650224215246636,2.25,0.5650224215246636,3.75,-2.0,0.9417040358744394,-0.5022421524663677,1,1
ES,xApvaV01StateLog_ES092020.csv,23,2020-07-17 08:30:00,Unresolved,Directional->Directional->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.5709505944503404,0.3333333333333333,0.4,0.4,0.0,0.0812657617790625,0.041666666666666664,0.5684822545135204,0.4686454425360119,CompressionPressure,0.5684822545135204,3209.75,3211.25,3208.5,3210.75,Down,-1,3210.0,2.75,3.8035714285714284,5,3212.25,1.5,0.3943661971830986,-1.5,-0.3943661971830986,4.5,-1.75,1.1830985915492958,-0.46009389671361506,0,1
