Threshold,Mode,RegimeWeek,Count,MeanSignedReturn,MedianSignedReturn,TStat,PositiveRowFraction
0.84,le,2026-W19,84,-1.7261904761904763,-0.25,-1.1924985747700438,0.47619047619047616
0.84,le,2026-W20,151,-0.15562913907284767,-0.75,-0.20511488038608194,0.44370860927152317
0.84,le,2026-W21,130,-1.7692307692307692,-1.25,-1.9057633904315494,0.43846153846153846
0.86,le,2026-W15,148,-0.6503378378378378,-0.75,-0.7428329621350206,0.46621621621621623
0.86,le,2026-W16,111,3.4662162162162162,0.75,2.7354625242854316,0.5495495495495496
0.86,le,2026-W17,103,-0.558252427184466,-0.25,-0.5371302351525857,0.47572815533980584
0.86,le,2026-W18,151,0.12417218543046357,-0.75,0.1563034218438044,0.44370860927152317
0.86,le,2026-W19,84,-1.7261904761904763,-0.25,-1.1924985747700438,0.47619047619047616
0.86,le,2026-W20,151,-0.15562913907284767,-0.75,-0.20511488038608194,0.44370860927152317
0.86,le,2026-W21,130,-1.7692307692307692,-1.25,-1.9057633904315494,0.43846153846153846
0.88,le,2026-W15,148,-0.6503378378378378,-0.75,-0.7428329621350206,0.46621621621621623
0.88,le,2026-W16,111,3.4662162162162162,0.75,2.7354625242854316,0.5495495495495496
0.88,le,2026-W17,103,-0.558252427184466,-0.25,-0.5371302351525857,0.47572815533980584
0.88,le,2026-W18,151,0.12417218543046357,-0.75,0.1563034218438044,0.44370860927152317
0.88,le,2026-W19,84,-1.7261904761904763,-0.25,-1.1924985747700438,0.47619047619047616
0.88,le,2026-W20,151,-0.15562913907284767,-0.75,-0.20511488038608194,0.44370860927152317
0.88,le,2026-W21,130,-1.7692307692307692,-1.25,-1.9057633904315494,0.43846153846153846
0.9,le,2026-W15,157,-0.4585987261146497,-0.75,-0.5405865573758688,0.4713375796178344
0.9,le,2026-W16,118,3.190677966101695,0.5,2.6581333075057882,0.5338983050847458
0.9,le,2026-W17,115,-0.6239130434782608,-0.25,-0.6459355089322437,0.46956521739130436
0.9,le,2026-W18,161,0.36645962732919257,-0.5,0.48229673277760216,0.4658385093167702
0.9,le,2026-W19,94,-1.800531914893617,-0.25,-1.3537845470491936,0.46808510638297873
0.9,le,2026-W20,174,-0.2543103448275862,-0.625,-0.3584728991313425,0.45977011494252873
0.9,le,2026-W21,142,-1.6901408450704225,-1.25,-1.9195576541906108,0.44366197183098594
0.92,le,2026-W15,157,-0.4585987261146497,-0.75,-0.5405865573758688,0.4713375796178344
0.92,le,2026-W16,118,3.190677966101695,0.5,2.6581333075057882,0.5338983050847458
0.92,le,2026-W17,115,-0.6239130434782608,-0.25,-0.6459355089322437,0.46956521739130436
0.92,le,2026-W18,161,0.36645962732919257,-0.5,0.48229673277760216,0.4658385093167702
0.92,le,2026-W19,94,-1.800531914893617,-0.25,-1.3537845470491936,0.46808510638297873
0.92,le,2026-W20,174,-0.2543103448275862,-0.625,-0.3584728991313425,0.45977011494252873
0.92,le,2026-W21,142,-1.6901408450704225,-1.25,-1.9195576541906108,0.44366197183098594
0.94,le,2026-W15,159,-0.5015723270440252,-0.75,-0.5976837460702612,0.4716981132075472
0.94,le,2026-W16,122,3.2418032786885247,0.5,2.765940098374463,0.5327868852459017
0.94,le,2026-W17,119,-0.5714285714285714,-0.25,-0.6097111669085113,0.47058823529411764
0.94,le,2026-W18,163,0.28067484662576686,-0.5,0.37274331817808387,0.4601226993865031
0.94,le,2026-W19,98,-1.6326530612244898,0.0,-1.277129919624454,0.4897959183673469
0.94,le,2026-W20,174,-0.2543103448275862,-0.625,-0.3584728991313425,0.45977011494252873
0.94,le,2026-W21,145,-1.8655172413793104,-1.25,-2.1197400887558913,0.4413793103448276
0.96,le,2026-W15,159,-0.5015723270440252,-0.75,-0.5976837460702612,0.4716981132075472
0.96,le,2026-W16,122,3.2418032786885247,0.5,2.765940098374463,0.5327868852459017
0.96,le,2026-W17,119,-0.5714285714285714,-0.25,-0.6097111669085113,0.47058823529411764
0.96,le,2026-W18,163,0.28067484662576686,-0.5,0.37274331817808387,0.4601226993865031
0.96,le,2026-W19,98,-1.6326530612244898,0.0,-1.277129919624454,0.4897959183673469
0.96,le,2026-W20,174,-0.2543103448275862,-0.625,-0.3584728991313425,0.45977011494252873
0.96,le,2026-W21,145,-1.8655172413793104,-1.25,-2.1197400887558913,0.4413793103448276
0.98,le,2026-W15,165,-0.40606060606060607,-0.25,-0.5004717752839859,0.47878787878787876
0.98,le,2026-W16,126,3.1488095238095237,0.5,2.7623617898335207,0.5317460317460317
0.98,le,2026-W17,128,-0.5625,-0.5,-0.6320071975628284,0.46875
0.98,le,2026-W18,169,0.35798816568047337,-0.5,0.4629765554836183,0.47337278106508873
0.98,le,2026-W19,107,-1.7897196261682242,-0.5,-1.5128705480882674,0.4672897196261682
0.98,le,2026-W20,182,-0.36538461538461536,-0.75,-0.5146608582573932,0.45604395604395603
0.98,le,2026-W21,154,-1.4626623376623376,-1.25,-1.6607715749234435,0.44155844155844154
1.0,le,2026-W15,169,-0.5340236686390533,-0.75,-0.6650502376001405,0.47337278106508873
1.0,le,2026-W16,132,3.202651515151515,0.5,2.886217130768872,0.5303030303030303
1.0,le,2026-W17,131,-0.48854961832061067,-0.25,-0.560598538215142,0.4732824427480916
1.0,le,2026-W18,171,0.5570175438596491,-0.5,0.7045751028291906,0.47368421052631576
1.0,le,2026-W19,111,-1.5382882882882882,0.0,-1.3331070161838574,0.4774774774774775
1.0,le,2026-W20,186,-0.4381720430107527,-0.75,-0.6286100870591983,0.45161290322580644
1.0,le,2026-W21,158,-1.5363924050632911,-1.375,-1.7768639848096104,0.43670886075949367
