Threshold,Mode,Count,MeanSignedReturn,MedianSignedReturn,TStat,PositiveRowFraction,StdSignedReturn,ZeroRowFraction,NegativeRowFraction,ConditionMin,ConditionMax,ConditionMean,WeekRegimeCount,WeeklyPositiveFraction,WeeklyMeanOfMeans,WeeklyMedianOfMeans,WeeklyMinMean,WeeklyMaxMean
0.0,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.02,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.04,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.06,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.08,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.1,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.12,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.14,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.16,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
0.18,ge,1326,0.7520739064856712,0.0,1.8451634752769903,0.4939668174962293,14.842171096759298,0.01282051282051282,0.49321266968325794,0.4689955935863958,2.246439344663802,1.2767983726828087,7,0.5714285714285714,0.8111990023649246,0.4032258064516129,-0.37383177570093457,3.074438202247191
