Metric,Value
entry_count,256.0
instrument_count,2.0
overall_mean,0.2591099065935348
overall_median,0.0696559876173154
overall_tstat,1.91305264205348
overall_win_rate,0.51953125
overall_profit_factor,1.479949676340812
overall_stop_rate,0.17578125
overall_top5_share_positive_sum,0.4245081589387433
instrument_positive_fraction,1.0
instrument_median_mean,0.44555538198418987
week_positive_fraction,0.625
week_median_mean,0.13662406675410513
instrument_week_positive_fraction,0.5333333333333333
instrument_week_median_mean,0.2579461827521668
ES_count,47.0
ES_mean,0.7401852690212744
ES_median,-0.0634201585503963
ES_tstat,1.3280072768278672
ES_win_rate,0.48936170212765956
ES_profit_factor,2.3136500852763047
ES_stop_rate,0.14893617021276595
NQ_count,209.0
NQ_mean,0.15092549494710536
NQ_median,0.095592799503414
NQ_tstat,1.389896439316277
NQ_win_rate,0.5263157894736842
NQ_profit_factor,1.2823335971827945
NQ_stop_rate,0.18181818181818182
