Instrument,Policy_Count,Policy_Mean,Policy_Median,Policy_Std,Policy_TStat,Policy_WinRate,Policy_LossRate,Policy_ProfitFactor,Policy_GrossWin,Policy_GrossLoss,Policy_Min,Policy_Q25,Policy_Q75,Policy_Q90,Policy_Max,Policy_Top5SharePositiveSum,Policy_Top10SharePositiveSum,Policy_Sum,RawNorm_Count,RawNorm_Mean,RawNorm_Median,RawNorm_Std,RawNorm_TStat,RawNorm_WinRate,RawNorm_LossRate,RawNorm_ProfitFactor,RawNorm_GrossWin,RawNorm_GrossLoss,RawNorm_Min,RawNorm_Q25,RawNorm_Q75,RawNorm_Q90,RawNorm_Max,RawNorm_Top5SharePositiveSum,RawNorm_Top10SharePositiveSum,RawNorm_Sum,StopRate,MeanNormMFE,MedianNormMFE,MeanNormMAE,MedianNormMAE
ES,47,0.7401852690212744,-0.0634201585503963,3.8211044722855996,1.3280072768278672,0.48936170212765956,0.5106382978723404,2.3136500852763047,61.271184244062425,26.482476600062533,-2.0,-1.1661922100849609,0.5898958333333333,1.9460619884610213,16.06518010291595,0.6868584337551569,0.810296857283547,34.78870764399989,47,0.6892203811770304,0.0446333687566418,4.2542592112244195,1.110665016470999,0.5106382978723404,0.46808510638297873,1.9782849796465283,65.505752145297,33.11239422997656,-12.202702702702704,-0.7669278996865204,0.7154373950461796,3.14210302256279,16.06518010291595,0.6424570097424921,0.7857115008561342,32.39335791532043,0.14893617021276595,2.11093170750007,0.7804878048780488,-0.9794349684894286,-0.6666666666666666
NQ,209,0.15092549494710536,0.095592799503414,1.569832476535779,1.389896439316277,0.5263157894736842,0.45933014354066987,1.2823335971827945,143.26739172247198,111.72396327852701,-2.0,-0.9032258064516128,0.975409836065574,1.948531232629904,5.644348452123831,0.3160106123368705,0.47005220330211517,31.543428443945018,209,0.12237626348665297,0.1140529531568228,1.9086225686643348,0.9269371258294372,0.5358851674641149,0.44976076555023925,1.2108439614279953,146.8826461057917,121.30600703708123,-14.847980997624704,-0.8516129032258064,1.0602666666666667,1.9552718839246352,5.644348452123831,0.30823257468766063,0.4627241999701054,25.57663906871047,0.18181818181818182,1.306034244508463,0.9891304347826088,-1.2142051204150717,-0.8742616033755275
