InputPath,Instrument,File,SourceRows,RowsAfterSessionFilter,SessionFilter,TimeMin,TimeMax,PressureRows
data/Validation/ES/xApvaV01StateLog_ES122017.csv,ES,xApvaV01StateLog_ES122017.csv,3131,3131,all,2017-10-17 06:40:00,2017-12-06 14:55:00,3128
data/Validation/NQ/xApvaV01StateLog_NQ122017.csv,NQ,xApvaV01StateLog_NQ122017.csv,9993,9993,all,2017-10-17 15:10:00,2017-12-07 14:55:00,9990
