APVA Process Graph Study v0.1
============================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35
Edge count: 157

1. Directed Graph Summary
SourceNode | DestinationNode | TransitionCount | TransitionProbability
Chain | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 104 | 0.0130 | 0.0200 | 50.00% | 48.08% | 1.92% | 1.92%
Chain | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 93 | 0.0017 | 0.0000 | 49.46% | 48.39% | 2.15% | 1.08%
Chain | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 73 | 0.0160 | 0.0400 | 50.68% | 47.95% | 1.37% | 2.74%
Chain | NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 9 | 0.2322 | 0.1600 | 66.67% | 22.22% | 11.11% | 44.44%
Chain | NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 5 | -0.0800 | 0.0000 | 40.00% | 40.00% | 20.00% | 0.00%
Chain | NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 3 | -0.0167 | 0.0000 | 33.33% | 33.33% | 33.33% | 0.00%
Chain | NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 2 | 0.0100 | 0.0100 | 50.00% | 0.00% | 50.00% | 50.00%
Chain | NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 102 | -0.0061 | -0.0700 | 46.08% | 53.92% | 0.00% | -7.84%
Chain | NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 91 | -0.0329 | -0.0900 | 43.96% | 56.04% | 0.00% | -12.09%
Chain | NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 71 | -0.0401 | -0.1200 | 43.66% | 56.34% | 0.00% | -12.68%
Chain | NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 53 | -0.0189 | -0.0400 | 49.06% | 50.94% | 0.00% | -1.89%
Chain | NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 90 | 0.0504 | 0.0250 | 51.11% | 45.56% | 3.33% | 5.56%
Chain | NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 72 | 0.0393 | 0.0400 | 52.78% | 44.44% | 2.78% | 8.33%
Chain | NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 55 | 0.0364 | 0.0800 | 54.55% | 43.64% | 1.82% | 10.91%
Chain | NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 36 | 0.1761 | 0.1400 | 58.33% | 41.67% | 0.00% | 16.67%
Chain | NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 75 | 0.1596 | 0.1400 | 65.33% | 34.67% | 0.00% | 30.67%
Chain | NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 56 | 0.1089 | 0.1300 | 62.50% | 37.50% | 0.00% | 25.00%
Chain | NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 37 | -0.0151 | 0.0700 | 56.76% | 43.24% | 0.00% | 13.51%
Chain | NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 23 | 0.1652 | 0.1300 | 73.91% | 26.09% | 0.00% | 47.83%
Chain | NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 56 | -0.2002 | -0.1450 | 35.71% | 64.29% | 0.00% | -28.57%
Chain | NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 37 | -0.2395 | -0.1100 | 37.84% | 62.16% | 0.00% | -24.32%
Chain | NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 23 | -0.3587 | -0.1100 | 34.78% | 65.22% | 0.00% | -30.43%
Chain | NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 17 | -0.3971 | -0.0400 | 41.18% | 58.82% | 0.00% | -17.65%
Chain | NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 73 | -0.2130 | -0.1400 | 38.36% | 61.64% | 0.00% | -23.29%
Chain | NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 38 | -0.4584 | -0.2000 | 26.32% | 73.68% | 0.00% | -47.37%
Chain | NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 16 | -0.5119 | -0.3150 | 18.75% | 81.25% | 0.00% | -62.50%
Chain | NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ReassertionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 36 | -0.1014 | -0.0500 | 44.44% | 55.56% | 0.00% | -11.11%
Chain | ReassertionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 27 | -0.0367 | -0.0200 | 48.15% | 51.85% | 0.00% | -3.70%
Chain | ReassertionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 17 | 0.0171 | -0.0200 | 47.06% | 52.94% | 0.00% | -5.88%
Chain | ReassertionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 15 | 0.0167 | -0.0200 | 46.67% | 53.33% | 0.00% | -6.67%
Chain | ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | 7 | 0.1843 | 0.1100 | 57.14% | 42.86% | 0.00% | 14.29%
Chain | ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 2 | 0.1400 | 0.1400 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 2 | 0.1400 | 0.1400 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 2 | 0.1400 | 0.1400 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | ReassertionProcessing_Age3 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ReassertionProcessing_Age3 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ReassertionProcessing_Age3 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ReassertionProcessing_Age3 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | RecoveryResolution_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 28 | 0.0568 | -0.0800 | 46.43% | 53.57% | 0.00% | -7.14%
Chain | RecoveryResolution_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 16 | 0.1481 | 0.1150 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | RecoveryResolution_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 8 | 0.1050 | 0.0950 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | RecoveryResolution_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 3 | 0.4000 | 0.5500 | 66.67% | 33.33% | 0.00% | 33.33%
Chain | RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 17 | -0.6600 | -0.3600 | 23.53% | 76.47% | 0.00% | -52.94%
Chain | RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 11 | -0.6027 | -0.2300 | 18.18% | 81.82% | 0.00% | -63.64%
Chain | RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 3 | -0.7600 | -0.1800 | 33.33% | 66.67% | 0.00% | -33.33%
Chain | RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 1 | -2.5300 | -2.5300 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 11 | 0.2245 | 0.1300 | 54.55% | 45.45% | 0.00% | 9.09%
Chain | RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 3 | 0.3433 | 0.4500 | 66.67% | 33.33% | 0.00% | 33.33%
Chain | RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 1 | 0.7200 | 0.7200 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | RecoveryResolution_Age4 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 1 | -0.2200 | -0.2200 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | RecoveryResolution_Age4 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 1 | -0.2200 | -0.2200 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | RecoveryResolution_Age4 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | RecoveryResolution_Age4 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 0.4450 | 0.4450 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | -0.6000 | -0.6000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 2 | -0.0100 | -0.0100 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 2 | -0.5800 | -0.5800 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 3 | 0.2033 | 1.3200 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 3 | -0.7900 | -0.2700 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 3 | -0.0300 | 0.0700 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> CompressionProcessing_Age1 | 2 | 1.8850 | 1.8850 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | -0.8350 | -0.8350 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 2 | -0.5050 | -0.5050 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 1.4150 | 1.4150 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | -0.0850 | -0.0850 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 6 | 0.1333 | 0.2550 | 83.33% | 16.67% | 0.00% | 66.67%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 2 | -0.2350 | -0.2350 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 | 6 | 0.2083 | 0.3300 | 83.33% | 16.67% | 0.00% | 66.67%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 8 | -1.3288 | -2.6350 | 37.50% | 62.50% | 0.00% | -25.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | -4.0650 | -4.0650 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | -2.1250 | -2.1250 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 3 | -0.3767 | -0.6400 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 18 | -0.0656 | 0.0900 | 55.56% | 44.44% | 0.00% | 11.11%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 9 | 0.0267 | 0.0300 | 55.56% | 44.44% | 0.00% | 11.11%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 4 | 0.2825 | 0.4950 | 75.00% | 25.00% | 0.00% | 50.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> CompressionProcessing_Age1 | 2 | -0.2500 | -0.2500 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 0.3900 | 0.3900 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 7 | 0.2514 | 0.2100 | 71.43% | 14.29% | 14.29% | 57.14%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> CompressionProcessing_Age1 | 2 | 0.1900 | 0.1900 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 0.7350 | 0.7350 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 5 | -0.4560 | -0.6200 | 20.00% | 80.00% | 0.00% | -60.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 0.3850 | 0.3850 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 7 | -0.2600 | -0.3500 | 14.29% | 85.71% | 0.00% | -71.43%
Cycle | CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | -0.5300 | -0.5300 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 5.0850 | 5.0850 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 3 | 1.0467 | 1.1200 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 4 | 0.2125 | 0.0200 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 2 | -0.1000 | -0.1000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 25 | 0.1888 | 0.1000 | 60.00% | 40.00% | 0.00% | 20.00%
Cycle | CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 22 | -0.0200 | -0.0350 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 2 | 0.0300 | 0.0300 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 1 | 0.8100 | 0.8100 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 4 | 0.3575 | 0.6250 | 75.00% | 25.00% | 0.00% | 50.00%
Cycle | CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 2 | -0.0050 | -0.0050 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 0.3200 | 0.3200 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 14 | -0.2586 | -0.2050 | 35.71% | 64.29% | 0.00% | -28.57%
Cycle | CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 3 | 13.8433 | 20.4800 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 4 | 0.0300 | 0.1550 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 2 | 0.1400 | 0.1400 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 2 | 0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> ConstructiveEmergence_Age1 | 3 | 0.3267 | 0.2500 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ConstructiveEmergence_Age1 | 2 | -0.1050 | -0.1050 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 7 | -1.1000 | -0.4200 | 42.86% | 57.14% | 0.00% | -14.29%
