APVA Destination Robustness Study v0.1 - CL
================================================================================================
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Destination event count: 64

1. Baseline Signature Table
DestinationFamily | Signal | Horizon | EffectSize | ReplicationCount | Direction | Rank
ExhaustionPersistence | MemoryStrength | t-1 | 0.0000 | 0 | Flat | 43
ExhaustionPersistence | BranchEntropy | t-1 | 0.0000 | 0 | Flat | 44
MixedStructure | VolumeRelativeToPrevious | t-1 | -0.7047 | 1 | Negative | 1
MixedStructure | VolumeRelativeToRollingMean | t-3 | 0.6714 | 1 | Positive | 2
MixedStructure | VolumeRelativeToRollingMean | t-2 | 0.6661 | 1 | Positive | 3
MixedStructure | VolumeRelativeToSessionMean | t-2 | 0.6100 | 1 | Positive | 4
MixedStructure | VolumeRelativeToRollingMean | t-5 | 0.4960 | 1 | Positive | 5
MixedStructure | VolumeRelativeToSessionMean | t-3 | 0.4940 | 1 | Positive | 6
MixedStructure | BodyRelativeToPrevious | t-1 | -0.4529 | 1 | Negative | 7
MixedStructure | EfficiencyRatio | t-1 | -0.4379 | 1 | Negative | 8
MixedStructure | VolumeRelativeToPrevious | t-2 | 0.3791 | 1 | Positive | 9
MixedStructure | TrueRangeRelativeToPrevious | t-1 | -0.3316 | 1 | Negative | 10
MixedStructure | RangeRelativeToPrevious | t-1 | -0.3301 | 1 | Negative | 11
MixedStructure | PolarityFlipFlag | t-1 | -0.3266 | 1 | Negative | 12
MixedStructure | TrueRangeRelativeToPrevious | t-2 | 0.3019 | 1 | Positive | 13
MixedStructure | RangeRelativeToPrevious | t-2 | 0.3014 | 1 | Positive | 14
MixedStructure | PolarityFlipFlag | t-3 | 0.2763 | 1 | Positive | 15
MixedStructure | PolarityFlipFlag | t-5 | -0.2735 | 1 | Negative | 16
MixedStructure | BodyRelativeToPrevious | t-2 | 0.2569 | 1 | Positive | 17
MixedStructure | MemoryStrength | t-5 | -0.2475 | 0 | Negative | 18
MixedStructure | TrueRangeRelativeToPrevious | t-3 | 0.2400 | 0 | Positive | 19
MixedStructure | RangeRelativeToPrevious | t-3 | 0.2389 | 0 | Positive | 20
MixedStructure | CloseLocation | t-3 | 0.2369 | 0 | Positive | 21
MixedStructure | CloseLocation | t-5 | 0.2209 | 0 | Positive | 22
MixedStructure | VolumeRelativeToPrevious | t-3 | 0.2158 | 0 | Positive | 23
MixedStructure | VolumeRelativeToSessionMean | t-5 | 0.2078 | 0 | Positive | 24
MixedStructure | EfficiencyRatio | t-3 | -0.1984 | 0 | Negative | 25
MixedStructure | CloseLocation | t-2 | 0.1939 | 0 | Positive | 26
MixedStructure | VolumeRelativeToPrevious | t-5 | -0.1824 | 0 | Negative | 27
MixedStructure | BranchEntropy | t-5 | 0.1484 | 0 | Positive | 28
MixedStructure | MemoryStrength | t-3 | -0.1351 | 0 | Negative | 29
MixedStructure | TrueRangeRelativeToPrevious | t-5 | -0.0967 | 0 | Negative | 30
MixedStructure | BranchEntropy | t-3 | 0.0856 | 0 | Positive | 31
MixedStructure | RangeRelativeToPrevious | t-5 | -0.0802 | 0 | Negative | 32
MixedStructure | BodyRelativeToPrevious | t-3 | -0.0708 | 0 | Negative | 33
MixedStructure | VolumeRelativeToRollingMean | t-1 | -0.0673 | 0 | Negative | 34
MixedStructure | BodyRelativeToPrevious | t-5 | -0.0467 | 0 | Negative | 35
MixedStructure | CloseLocation | t-1 | -0.0462 | 0 | Negative | 36
MixedStructure | EfficiencyRatio | t-2 | 0.0383 | 0 | Positive | 37
MixedStructure | VolumeRelativeToSessionMean | t-1 | 0.0379 | 0 | Positive | 38
MixedStructure | MemoryStrength | t-2 | 0.0099 | 0 | Positive | 39
MixedStructure | BranchEntropy | t-2 | -0.0099 | 0 | Negative | 40
MixedStructure | PolarityFlipFlag | t-2 | 0.0091 | 0 | Positive | 41
MixedStructure | EfficiencyRatio | t-5 | -0.0006 | 0 | Negative | 42
MixedStructure | MemoryStrength | t-1 | 0.0000 | 0 | Flat | 43
MixedStructure | BranchEntropy | t-1 | 0.0000 | 0 | Flat | 44
ReassertionProcessing | VolumeRelativeToRollingMean | t-1 | -0.7803 | 1 | Negative | 1
ReassertionProcessing | VolumeRelativeToSessionMean | t-1 | -0.7459 | 1 | Negative | 2
ReassertionProcessing | VolumeRelativeToRollingMean | t-2 | -0.6822 | 1 | Negative | 3
ReassertionProcessing | VolumeRelativeToSessionMean | t-2 | -0.6256 | 1 | Negative | 4
ReassertionProcessing | VolumeRelativeToRollingMean | t-3 | -0.6115 | 1 | Negative | 5
ReassertionProcessing | VolumeRelativeToRollingMean | t-5 | -0.6108 | 1 | Negative | 6
ReassertionProcessing | RangeRelativeToPrevious | t-1 | -0.4777 | 1 | Negative | 7
ReassertionProcessing | TrueRangeRelativeToPrevious | t-1 | -0.4753 | 1 | Negative | 8
ReassertionProcessing | VolumeRelativeToSessionMean | t-3 | -0.4331 | 1 | Negative | 9
ReassertionProcessing | VolumeRelativeToPrevious | t-1 | -0.4140 | 1 | Negative | 10
ReassertionProcessing | VolumeRelativeToSessionMean | t-5 | -0.4105 | 1 | Negative | 11
ReassertionProcessing | PolarityFlipFlag | t-2 | -0.3775 | 1 | Negative | 12
ReassertionProcessing | RangeRelativeToPrevious | t-5 | -0.3589 | 1 | Negative | 13
ReassertionProcessing | TrueRangeRelativeToPrevious | t-3 | -0.3500 | 1 | Negative | 14
ReassertionProcessing | TrueRangeRelativeToPrevious | t-5 | -0.3434 | 1 | Negative | 15
ReassertionProcessing | RangeRelativeToPrevious | t-3 | -0.3407 | 1 | Negative | 16
ReassertionProcessing | EfficiencyRatio | t-2 | 0.3356 | 1 | Positive | 17
ReassertionProcessing | VolumeRelativeToPrevious | t-2 | -0.3206 | 1 | Negative | 18
ReassertionProcessing | BodyRelativeToPrevious | t-3 | 0.3134 | 1 | Positive | 19
ReassertionProcessing | PolarityFlipFlag | t-5 | 0.2822 | 1 | Positive | 20
ReassertionProcessing | PolarityFlipFlag | t-1 | 0.2733 | 1 | Positive | 21
ReassertionProcessing | CloseLocation | t-3 | -0.2558 | 1 | Negative | 22
ReassertionProcessing | MemoryStrength | t-2 | 0.2475 | 0 | Positive | 23
ReassertionProcessing | BranchEntropy | t-2 | -0.2475 | 0 | Negative | 24
ReassertionProcessing | BodyRelativeToPrevious | t-1 | -0.2377 | 0 | Negative | 25
ReassertionProcessing | RangeRelativeToPrevious | t-2 | -0.2072 | 0 | Negative | 26
ReassertionProcessing | TrueRangeRelativeToPrevious | t-2 | -0.2067 | 0 | Negative | 27
ReassertionProcessing | CloseLocation | t-2 | -0.1968 | 0 | Negative | 28
ReassertionProcessing | BodyRelativeToPrevious | t-5 | -0.1816 | 0 | Negative | 29
ReassertionProcessing | VolumeRelativeToPrevious | t-3 | -0.1625 | 0 | Negative | 30
ReassertionProcessing | PolarityFlipFlag | t-3 | 0.1427 | 0 | Positive | 31
ReassertionProcessing | EfficiencyRatio | t-3 | 0.0942 | 0 | Positive | 32
ReassertionProcessing | MemoryStrength | t-5 | -0.0853 | 0 | Negative | 33
