APVA Loop Closure Study v0.1 - CL
================================================================================================
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Loop candidates: 167

1. Loop Inventory
Instrument | CompleteLoopCount | IncompleteNoExcursionCount | IncompleteNoReturnCount | CompletionRate | MeanLoopDuration | MedianLoopDuration | MaxLoopDuration
CL | 166 | 1 | 0 | 99.40% | 9.6747 | 8.0000 | 37
Aggregate | 166 | 1 | 0 | 99.40% | 9.6747 | 8.0000 | 37

2. Phase Duration Table
LoopPhase | MeanDuration | MedianDuration | MaxDuration | PercentOfLoop
NeutralFormation | NeutralFailure | 47 | 28.31% | 1
DestinationSelection | Excursion | 46 | 27.71% | 1
Excursion | ReturnToNeutral | 46 | 28.93% | 1
NeutralMaturation | LateNeutral | 45 | 52.33% | 1
LateNeutral | Excursion | 41 | 25.95% | 1
NeutralMaturation | NeutralFailure | 41 | 47.67% | 1
LateNeutral | NeutralMaturation | 39 | 24.68% | 1
DestinationSelection | ReturnToNeutral | 33 | 19.88% | 1

16. Information Retention Table
Model | Top1Accuracy | Top2Accuracy | BrierScore | Entropy
FullStateAge | 52.68% | 80.07% | 0.0839 | 0.8499
MinimalLoopPhase | 64.13% | 84.62% | 0.0667 | 0.7011

17. Outcome Diagnostics Table
CanonicalLoopClass | DRFwd1 | DRFwd3 | DRFwd5 | DRFwd10 | DRFwd20 | ContinuationRate5 | ContinuationRate10 | FailureRate5 | FlatRate5
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0375 | -0.0367 | -0.0446 | -0.5757 | -0.3039 | 41.67% | 56.52% | 58.33% | 0.00%
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.0761 | 0.0283 | 0.0739 | 0.2478 | 0.2878 | 50.00% | 44.44% | 50.00% | 0.00%
NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | 0.0723 | 0.1623 | 0.3362 | 0.4515 | 0.1938 | 69.23% | 46.15% | 30.77% | 0.00%
NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0744 | 0.1256 | 0.1656 | -0.0767 | -1.1389 | 66.67% | 44.44% | 33.33% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.0925 | -0.4075 | -0.5150 | -0.2825 | -0.7088 | 12.50% | 62.50% | 87.50% | 0.00%
NeutralStart -> Age6-10 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.1775 | -0.2225 | -0.3850 | -0.7975 | -0.8633 | 50.00% | 0.00% | 50.00% | 0.00%
NeutralStart -> Age3 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.0875 | -0.1925 | -0.0875 | 0.0975 | -0.5850 | 25.00% | 75.00% | 75.00% | 0.00%
NeutralStart -> Age5 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0650 | -0.1850 | 0.0325 | 0.0475 | 0.9250 | 50.00% | 50.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | -0.0667 | -0.2967 | 0.0200 | 0.4700 | 0.2200 | 33.33% | 66.67% | 66.67% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0967 | -0.6867 | -0.7633 | -1.4033 | -2.1900 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age4 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | 0.0200 | 0.0733 | 0.1600 | 0.0867 | -3.8333 | 100.00% | 66.67% | 0.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> RecoveryResolution -> RecoveryResolution -> NeutralStart | 0.0700 | -0.2900 | -0.1600 | 2.1000 | 0.6600 | 33.33% | 66.67% | 66.67% | 0.00%
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | 0.1300 | 0.1267 | 0.3267 | 0.6467 | 0.5633 | 66.67% | 100.00% | 33.33% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -0.0300 | -0.1567 | -0.0800 | -0.3500 | -0.4733 | 33.33% | 0.00% | 66.67% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -0.1100 | 0.2150 | -0.1550 | -0.0950 | 0.0750 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -0.1950 | -0.2200 | 0.1250 | -0.8550 | -1.2950 | 50.00% | 0.00% | 50.00% | 0.00%
NeutralStart -> Age4 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.2150 | -0.5750 | -0.4100 | -0.3700 | 0.0450 | 50.00% | 0.00% | 50.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | 0.0900 | 0.1100 | -0.0150 | 1.0350 | 0.4600 | 50.00% | 100.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> DestructiveRotation -> DestructiveRotation -> NeutralStart | -0.3900 | -0.2150 | -0.5800 | -0.7450 | 0.1350 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age5 -> MixedStructure -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -0.2550 | -0.0750 | 0.0200 | -0.5300 | -0.9550 | 50.00% | 50.00% | 50.00% | 0.00%
NeutralStart -> Age5 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.1650 | -0.0350 | -0.2100 | -0.7200 | -0.6950 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | 0.2250 | 0.3200 | 0.2400 | 0.4250 | 0.5400 | 50.00% | 50.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> DestructiveRotation -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 0.3650 | -0.0750 | -0.0800 | -0.3650 | -0.5700 | 50.00% | 0.00% | 50.00% | 0.00%
NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | 0.2350 | 0.4150 | 0.0550 | -0.0350 | -0.8800 | 50.00% | 50.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> ExhaustionPersistence -> DecayToNeutral -> DestructiveRotation -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 0.6200 | 0.8900 | 0.2600 | -0.8000 | -1.1200 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> DestructiveRotation -> DestructiveRotation -> RecoveryResolution -> RecoveryResolution -> NeutralStart | -0.2400 | -0.1900 | 0.7500 | 21.5500 | 21.1000 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> ExhaustionPersistence -> DecayToNeutral -> CompressionProcessing -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | 0.5400 | 0.6300 | 0.0500 | -1.1300 | 4.0800 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.2400 | -0.0800 | -0.1500 | -1.0000 | -3.4900 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> RecoveryResolution -> RecoveryResolution -> NeutralStart | 0.1500 | 0.6600 | 1.7700 | 1.8700 | 1.7600 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> ExhaustionPersistence -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0500 | 0.3600 | -0.2800 | 0.3200 | 1.4600 | 0.00% | 100.00% | 100.00% | 0.00%
NeutralStart -> Age5 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | -0.2600 | -0.5100 | 0.3200 | -0.0900 | 1.0700 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | -0.1900 | 0.7500 | 0.5900 | -0.2200 | 4.2900 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | 0.0100 | -0.0200 | -0.6900 | -4.1400 | -3.7600 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age11-20 -> CompressionProcessing -> CompressionProcessing -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | 0.1300 | -0.3000 | -0.3500 | -0.2400 | -0.7500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age11-20 -> ReassertionProcessing -> ReassertionProcessing -> ConstructiveEmergence -> ConstructiveEmergence -> NeutralStart | 0.0400 | 0.4300 | 0.9600 | -0.9800 | 0.8600 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> RecoveryResolution -> NeutralStart | 0.7400 | 1.1200 | 1.3500 | 1.0300 | -1.0400 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | 0.1100 | 0.1900 | -0.0400 | -0.4300 | -1.1000 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age11-20 -> MixedStructure -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -0.1500 | -0.5100 | -0.7000 | -1.0400 | -1.0200 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age6-10 -> ConstructiveEmergence -> ConstructiveEmergence -> ConstructiveEmergence -> NeutralStart | -0.4700 | -0.7500 | -0.7300 | -0.3100 | -0.4500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> DestructiveRotation -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -0.0400 | -0.7200 | -0.7100 | -0.1100 | 0.7500 | 0.00% | 0.00% | 100.00% | 0.00%

18. Recommendation
Classification: DiffuseClosedLoop
NeutralAttractorAssessment: Neutral return completion rate 99.40%.
RoutingFamilies: CompressionProcessing, MixedStructure
HighEnergyFamilies: RecoveryResolution, ExhaustionPersistence
ResetFamilies: ReassertionProcessing
RecommendedNextStep: ProceedToSignalMinimalism
Reason: Loop class uses fixed completion and entropy thresholds; no returns or trading outcomes enter construction.

20. Low-DoF Audit
Uses only existing APVA states and OHLCV-derived variables.
No new APVA states.
No new APVA families.
No context.
No arbitration.
No persistence.
No phase from discretionary rules.
No optimization.
No fitting.
No machine learning.
No trading logic.
No forward returns used in loop construction or classification.

RANKINGS
1. Most common canonical loops: NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=24; NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=18; NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart=13; NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=9; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=8
2. Most replicated canonical loops: NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=R1; NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=R1; NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart=R1; NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=R1; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=R1
3. Most common failure nodes: NeutralProcessing_Age2=80; NeutralProcessing_Age6-10=40; NeutralProcessing_Age3=19; NeutralProcessing_Age5=14; NeutralProcessing_Age4=8; NeutralProcessing_Age11-20=5
4. Most common destinations: MixedStructure=76; ReassertionProcessing=55; CompressionProcessing=27; ExhaustionPersistence=5; DestructiveRotation=2; ConstructiveEmergence=1
5. Most common return families: MixedStructure=50; CompressionProcessing=43; ReassertionProcessing=37; DecayToNeutral=13; RecoveryResolution=9; ExhaustionPersistence=8; DestructiveRotation=4; ConstructiveEmergence=2
6. Shortest loop classes: ShortLoop=3.6842; NormalLoop=9.7000; LongLoop=21.3793
7. Longest loop classes: LongLoop=21.3793; NormalLoop=9.7000; ShortLoop=3.6842
8. Strongest loop energy phases: DestinationPhase=3.5097; ExcursionPhase=3.2349; ReturnPhase=2.3200; FailurePhase=2.1843; LateNeutralPhase=2.1744
9. Best minimal state-machine transitions: NeutralFailure->DestinationSelection=100.00%; Excursion->LateNeutral=71.07%; DestinationSelection->NeutralFormation=52.41%; ReturnToNeutral->NeutralFormation=100.00%; LateNeutral->NeutralFailure=49.37%; NeutralFormation->Excursion=43.37%; NeutralFormation->NeutralMaturation=28.31%; NeutralFormation->NeutralFailure=28.31%
10. Recommended APVA closed-loop model: DiffuseClosedLoop

RESEARCH NOTES
Mechanical only.
Questions: Is APVA a closed attractor loop? Is Neutral the system attractor? Can the full APVA process be represented as a compact phase machine?
