APVA Transition Context Matrix Study v0.1
Research only. No trades, entries/exits, optimization, fitting, or machine learning.

Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Valid context observations: 2683
Structural state counts: RecoveryResolution=160, ExhaustionPersistence=176, CompressionProcessing=350, NeutralProcessing=1278, ReassertionProcessing=207, DecayToNeutral=103, DestructiveRotation=84, ConstructiveEmergence=12, MixedStructure=314
State-age counts: CompressionProcessing+Age1=177, CompressionProcessing+Age2=92, CompressionProcessing+Age3=41, CompressionProcessing+Age4=22, CompressionProcessing+Age5=12, CompressionProcessing+Age6-10=6, ConstructiveEmergence+Age1=12, DecayToNeutral+Age1=103, DestructiveRotation+Age1=71, DestructiveRotation+Age2=12, DestructiveRotation+Age3=1, ExhaustionPersistence+Age1=97, ExhaustionPersistence+Age2=31, ExhaustionPersistence+Age3=21, ExhaustionPersistence+Age4=16, ExhaustionPersistence+Age5=8, ExhaustionPersistence+Age6-10=3, MixedStructure+Age1=279, MixedStructure+Age2=28, MixedStructure+Age3=5, MixedStructure+Age4=2, NeutralProcessing+Age1=446, NeutralProcessing+Age2=253, NeutralProcessing+Age3=140, NeutralProcessing+Age4=106, NeutralProcessing+Age5=95, NeutralProcessing+Age6-10=208, NeutralProcessing+Age11-20=30, ReassertionProcessing+Age1=174, ReassertionProcessing+Age2=32, ReassertionProcessing+Age3=1, RecoveryResolution+Age1=94, RecoveryResolution+Age2=38, RecoveryResolution+Age3=27, RecoveryResolution+Age4=1

1. Baseline State+Age transition table
CurrentState | AgeBucket | Horizon | NextState | SourceCount | Count | Probability | Lift | Entropy | NormalizedEntropy
ReassertionProcessing | 2 | t+3 | CompressionProcessing | 32 | 3 | 9.38% | 0.7181 | 1.6393 | 0.8424
ReassertionProcessing | 2 | t+3 | DecayToNeutral | 32 | 1 | 3.12% | 0.8134 | 1.6393 | 0.8424
ReassertionProcessing | 2 | t+3 | DestructiveRotation | 32 | 6 | 18.75% | 5.9844 | 1.6393 | 0.8424
ReassertionProcessing | 2 | t+3 | ExhaustionPersistence | 32 | 2 | 6.25% | 0.9521 | 1.6393 | 0.8424
ReassertionProcessing | 2 | t+3 | NeutralProcessing | 32 | 11 | 34.38% | 0.7211 | 1.6393 | 0.8424
ReassertionProcessing | 2 | t+3 | ReassertionProcessing | 32 | 8 | 25.00% | 3.2379 | 1.6393 | 0.8424
ReassertionProcessing | 2 | t+3 | RecoveryResolution | 32 | 1 | 3.12% | 0.5236 | 1.6393 | 0.8424
ReassertionProcessing | 2 | t+5 | CompressionProcessing | 32 | 3 | 9.38% | 0.7176 | 1.3652 | 0.7016
ReassertionProcessing | 2 | t+5 | DecayToNeutral | 32 | 1 | 3.12% | 0.8128 | 1.3652 | 0.7016
ReassertionProcessing | 2 | t+5 | ExhaustionPersistence | 32 | 2 | 6.25% | 0.9513 | 1.3652 | 0.7016
ReassertionProcessing | 2 | t+5 | MixedStructure | 32 | 3 | 9.38% | 0.8102 | 1.3652 | 0.7016
ReassertionProcessing | 2 | t+5 | NeutralProcessing | 32 | 19 | 59.38% | 1.2456 | 1.3652 | 0.7016
ReassertionProcessing | 2 | t+5 | ReassertionProcessing | 32 | 3 | 9.38% | 1.2133 | 1.3652 | 0.7016
ReassertionProcessing | 2 | t+5 | RecoveryResolution | 32 | 1 | 3.12% | 0.5232 | 1.3652 | 0.7016
ReassertionProcessing | 3 | t+1 | DestructiveRotation | 1 | 1 | 100.00% | 31.9405 | -0.0000 | 0.0000
ReassertionProcessing | 3 | t+2 | DestructiveRotation | 1 | 1 | 100.00% | 31.9286 | -0.0000 | 0.0000
ReassertionProcessing | 3 | t+3 | ExhaustionPersistence | 1 | 1 | 100.00% | 15.2330 | -0.0000 | 0.0000
ReassertionProcessing | 3 | t+5 | RecoveryResolution | 1 | 1 | 100.00% | 16.7437 | -0.0000 | 0.0000
RecoveryResolution | 1 | t+1 | CompressionProcessing | 94 | 46 | 48.94% | 3.7513 | 0.9542 | 0.8686
RecoveryResolution | 1 | t+1 | NeutralProcessing | 94 | 10 | 10.64% | 0.2233 | 0.9542 | 0.8686
RecoveryResolution | 1 | t+1 | RecoveryResolution | 94 | 38 | 40.43% | 6.7789 | 0.9542 | 0.8686
RecoveryResolution | 1 | t+2 | CompressionProcessing | 94 | 34 | 36.17% | 2.7717 | 1.2006 | 0.8660
RecoveryResolution | 1 | t+2 | ExhaustionPersistence | 94 | 3 | 3.19% | 0.4863 | 1.2006 | 0.8660
RecoveryResolution | 1 | t+2 | NeutralProcessing | 94 | 27 | 28.72% | 0.6028 | 1.2006 | 0.8660
RecoveryResolution | 1 | t+2 | RecoveryResolution | 94 | 30 | 31.91% | 5.3497 | 1.2006 | 0.8660
RecoveryResolution | 1 | t+3 | CompressionProcessing | 94 | 53 | 56.38% | 4.3189 | 1.0541 | 0.7604
RecoveryResolution | 1 | t+3 | ExhaustionPersistence | 94 | 10 | 10.64% | 1.6205 | 1.0541 | 0.7604
RecoveryResolution | 1 | t+3 | NeutralProcessing | 94 | 27 | 28.72% | 0.6026 | 1.0541 | 0.7604
RecoveryResolution | 1 | t+3 | RecoveryResolution | 94 | 4 | 4.26% | 0.7130 | 1.0541 | 0.7604
RecoveryResolution | 1 | t+5 | CompressionProcessing | 94 | 19 | 20.21% | 1.5471 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | ConstructiveEmergence | 94 | 1 | 1.06% | 2.3750 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | DecayToNeutral | 94 | 4 | 4.26% | 1.1068 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | DestructiveRotation | 94 | 1 | 1.06% | 0.3393 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | ExhaustionPersistence | 94 | 12 | 12.77% | 1.9432 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | MixedStructure | 94 | 8 | 8.51% | 0.7355 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | NeutralProcessing | 94 | 38 | 40.43% | 0.8481 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | ReassertionProcessing | 94 | 1 | 1.06% | 0.1377 | 1.6795 | 0.7644
RecoveryResolution | 1 | t+5 | RecoveryResolution | 94 | 10 | 10.64% | 1.7812 | 1.6795 | 0.7644
RecoveryResolution | 2 | t+1 | NeutralProcessing | 38 | 11 | 28.95% | 0.6077 | 0.6017 | 0.8680
RecoveryResolution | 2 | t+1 | RecoveryResolution | 38 | 27 | 71.05% | 11.9146 | 0.6017 | 0.8680
RecoveryResolution | 2 | t+2 | CompressionProcessing | 38 | 21 | 55.26% | 4.2347 | 1.0245 | 0.7390
RecoveryResolution | 2 | t+2 | ExhaustionPersistence | 38 | 4 | 10.53% | 1.6041 | 1.0245 | 0.7390
RecoveryResolution | 2 | t+2 | NeutralProcessing | 38 | 12 | 31.58% | 0.6627 | 1.0245 | 0.7390
RecoveryResolution | 2 | t+2 | RecoveryResolution | 38 | 1 | 2.63% | 0.4411 | 1.0245 | 0.7390
RecoveryResolution | 2 | t+3 | CompressionProcessing | 38 | 23 | 60.53% | 4.6363 | 0.9589 | 0.6917
RecoveryResolution | 2 | t+3 | ExhaustionPersistence | 38 | 3 | 7.89% | 1.2026 | 0.9589 | 0.6917
RecoveryResolution | 2 | t+3 | NeutralProcessing | 38 | 11 | 28.95% | 0.6073 | 0.9589 | 0.6917
RecoveryResolution | 2 | t+3 | RecoveryResolution | 38 | 1 | 2.63% | 0.4410 | 0.9589 | 0.6917
RecoveryResolution | 2 | t+5 | CompressionProcessing | 38 | 7 | 18.42% | 1.4100 | 1.2981 | 0.7245
RecoveryResolution | 2 | t+5 | DecayToNeutral | 38 | 1 | 2.63% | 0.6845 | 1.2981 | 0.7245
RecoveryResolution | 2 | t+5 | ExhaustionPersistence | 38 | 1 | 2.63% | 0.4006 | 1.2981 | 0.7245
RecoveryResolution | 2 | t+5 | MixedStructure | 38 | 5 | 13.16% | 1.1371 | 1.2981 | 0.7245
RecoveryResolution | 2 | t+5 | NeutralProcessing | 38 | 21 | 55.26% | 1.1594 | 1.2981 | 0.7245
RecoveryResolution | 2 | t+5 | ReassertionProcessing | 38 | 3 | 7.89% | 1.0217 | 1.2981 | 0.7245
RecoveryResolution | 3 | t+1 | CompressionProcessing | 27 | 17 | 62.96% | 4.8266 | 1.0085 | 0.7275
RecoveryResolution | 3 | t+1 | ExhaustionPersistence | 27 | 4 | 14.81% | 2.2584 | 1.0085 | 0.7275
RecoveryResolution | 3 | t+1 | NeutralProcessing | 27 | 5 | 18.52% | 0.3888 | 1.0085 | 0.7275
RecoveryResolution | 3 | t+1 | RecoveryResolution | 27 | 1 | 3.70% | 0.6211 | 1.0085 | 0.7275
RecoveryResolution | 3 | t+2 | CompressionProcessing | 27 | 18 | 66.67% | 5.1086 | 0.9488 | 0.6844
RecoveryResolution | 3 | t+2 | ExhaustionPersistence | 27 | 3 | 11.11% | 1.6932 | 0.9488 | 0.6844
RecoveryResolution | 3 | t+2 | NeutralProcessing | 27 | 5 | 18.52% | 0.3886 | 0.9488 | 0.6844
RecoveryResolution | 3 | t+2 | RecoveryResolution | 27 | 1 | 3.70% | 0.6208 | 0.9488 | 0.6844
RecoveryResolution | 3 | t+3 | CompressionProcessing | 27 | 6 | 22.22% | 1.7022 | 1.4379 | 0.8025
RecoveryResolution | 3 | t+3 | DecayToNeutral | 27 | 1 | 3.70% | 0.9640 | 1.4379 | 0.8025
RecoveryResolution | 3 | t+3 | ExhaustionPersistence | 27 | 3 | 11.11% | 1.6926 | 1.4379 | 0.8025
RecoveryResolution | 3 | t+3 | MixedStructure | 27 | 2 | 7.41% | 0.6386 | 1.4379 | 0.8025
RecoveryResolution | 3 | t+3 | NeutralProcessing | 27 | 13 | 48.15% | 1.0101 | 1.4379 | 0.8025
RecoveryResolution | 3 | t+3 | RecoveryResolution | 27 | 2 | 7.41% | 1.2412 | 1.4379 | 0.8025
RecoveryResolution | 3 | t+5 | CompressionProcessing | 27 | 5 | 18.52% | 1.4175 | 1.2521 | 0.6988
RecoveryResolution | 3 | t+5 | DecayToNeutral | 27 | 1 | 3.70% | 0.9633 | 1.2521 | 0.6988
RecoveryResolution | 3 | t+5 | DestructiveRotation | 27 | 1 | 3.70% | 1.1812 | 1.2521 | 0.6988
RecoveryResolution | 3 | t+5 | MixedStructure | 27 | 2 | 7.41% | 0.6401 | 1.2521 | 0.6988
RecoveryResolution | 3 | t+5 | NeutralProcessing | 27 | 16 | 59.26% | 1.2432 | 1.2521 | 0.6988
RecoveryResolution | 3 | t+5 | ReassertionProcessing | 27 | 2 | 7.41% | 0.9587 | 1.2521 | 0.6988
RecoveryResolution | 4 | t+1 | CompressionProcessing | 1 | 1 | 100.00% | 7.6657 | -0.0000 | 0.0000
RecoveryResolution | 4 | t+2 | CompressionProcessing | 1 | 1 | 100.00% | 7.6629 | -0.0000 | 0.0000
RecoveryResolution | 4 | t+3 | CompressionProcessing | 1 | 1 | 100.00% | 7.6600 | -0.0000 | 0.0000
RecoveryResolution | 4 | t+5 | NeutralProcessing | 1 | 1 | 100.00% | 2.0979 | -0.0000 | 0.0000

2. Context transition tables
ContextType | ContextKey | Horizon | NextState | SourceCount | Count | Probability | Lift | Entropy | NormalizedEntropy
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+1 | CompressionProcessing | 92 | 41 | 44.57% | 3.4162 | 1.2870 | 0.6614
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+1 | DecayToNeutral | 92 | 2 | 2.17% | 0.5663 | 1.2870 | 0.6614
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+1 | DestructiveRotation | 92 | 1 | 1.09% | 0.3472 | 1.2870 | 0.6614
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+1 | ExhaustionPersistence | 92 | 10 | 10.87% | 1.6570 | 1.2870 | 0.6614
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+1 | MixedStructure | 92 | 1 | 1.09% | 0.0932 | 1.2870 | 0.6614
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+1 | NeutralProcessing | 92 | 33 | 35.87% | 0.7530 | 1.2870 | 0.6614
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+1 | RecoveryResolution | 92 | 4 | 4.35% | 0.7291 | 1.2870 | 0.6614
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+2 | CompressionProcessing | 92 | 39 | 42.39% | 3.2484 | 1.2446 | 0.6946
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+2 | ExhaustionPersistence | 92 | 10 | 10.87% | 1.6564 | 1.2446 | 0.6946
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+2 | MixedStructure | 92 | 3 | 3.26% | 0.2803 | 1.2446 | 0.6946
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+2 | NeutralProcessing | 92 | 36 | 39.13% | 0.8212 | 1.2446 | 0.6946
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+2 | ReassertionProcessing | 92 | 1 | 1.09% | 0.1408 | 1.2446 | 0.6946
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+2 | RecoveryResolution | 92 | 3 | 3.26% | 0.5466 | 1.2446 | 0.6946
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+3 | CompressionProcessing | 92 | 29 | 31.52% | 2.4146 | 1.5752 | 0.8095
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+3 | DecayToNeutral | 92 | 3 | 3.26% | 0.8488 | 1.5752 | 0.8095
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+3 | ExhaustionPersistence | 92 | 10 | 10.87% | 1.6558 | 1.5752 | 0.8095
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+3 | MixedStructure | 92 | 5 | 5.43% | 0.4685 | 1.5752 | 0.8095
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+3 | NeutralProcessing | 92 | 34 | 36.96% | 0.7753 | 1.5752 | 0.8095
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+3 | ReassertionProcessing | 92 | 4 | 4.35% | 0.5631 | 1.5752 | 0.8095
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+3 | RecoveryResolution | 92 | 7 | 7.61% | 1.2749 | 1.5752 | 0.8095
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | CompressionProcessing | 92 | 11 | 11.96% | 0.9152 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | DecayToNeutral | 92 | 3 | 3.26% | 0.8481 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | DestructiveRotation | 92 | 2 | 2.17% | 0.6933 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | ExhaustionPersistence | 92 | 9 | 9.78% | 1.4891 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | MixedStructure | 92 | 7 | 7.61% | 0.6575 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | NeutralProcessing | 92 | 45 | 48.91% | 1.0261 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | ReassertionProcessing | 92 | 6 | 6.52% | 0.8440 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age2 | t+5 | RecoveryResolution | 92 | 9 | 9.78% | 1.6380 | 1.6274 | 0.7826
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+1 | CompressionProcessing | 41 | 22 | 53.66% | 4.1133 | 1.2311 | 0.6871
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+1 | ExhaustionPersistence | 41 | 6 | 14.63% | 2.2309 | 1.2311 | 0.6871
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+1 | MixedStructure | 41 | 1 | 2.44% | 0.2091 | 1.2311 | 0.6871
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+1 | NeutralProcessing | 41 | 10 | 24.39% | 0.5120 | 1.2311 | 0.6871
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+1 | ReassertionProcessing | 41 | 1 | 2.44% | 0.3161 | 1.2311 | 0.6871
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+1 | RecoveryResolution | 41 | 1 | 2.44% | 0.4090 | 1.2311 | 0.6871
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+2 | CompressionProcessing | 41 | 16 | 39.02% | 2.9904 | 1.6246 | 0.8349
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+2 | DecayToNeutral | 41 | 3 | 7.32% | 1.9053 | 1.6246 | 0.8349
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+2 | ExhaustionPersistence | 41 | 4 | 9.76% | 1.4867 | 1.6246 | 0.8349
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+2 | MixedStructure | 41 | 2 | 4.88% | 0.4193 | 1.6246 | 0.8349
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+2 | NeutralProcessing | 41 | 11 | 26.83% | 0.5630 | 1.6246 | 0.8349
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+2 | ReassertionProcessing | 41 | 2 | 4.88% | 0.6320 | 1.6246 | 0.8349
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+2 | RecoveryResolution | 41 | 3 | 7.32% | 1.2265 | 1.6246 | 0.8349
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+3 | CompressionProcessing | 41 | 9 | 21.95% | 1.6815 | 1.7279 | 0.9644
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+3 | DestructiveRotation | 41 | 5 | 12.20% | 3.8923 | 1.7279 | 0.9644
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+3 | ExhaustionPersistence | 41 | 7 | 17.07% | 2.6007 | 1.7279 | 0.9644
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+3 | MixedStructure | 41 | 4 | 9.76% | 0.8410 | 1.7279 | 0.9644
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+3 | NeutralProcessing | 41 | 11 | 26.83% | 0.5628 | 1.7279 | 0.9644
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+3 | RecoveryResolution | 41 | 5 | 12.20% | 2.0434 | 1.7279 | 0.9644
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | CompressionProcessing | 41 | 6 | 14.63% | 1.1201 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | DecayToNeutral | 41 | 1 | 2.44% | 0.6344 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | DestructiveRotation | 41 | 2 | 4.88% | 1.5557 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | ExhaustionPersistence | 41 | 4 | 9.76% | 1.4850 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | MixedStructure | 41 | 4 | 9.76% | 0.8431 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | NeutralProcessing | 41 | 19 | 46.34% | 0.9722 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | ReassertionProcessing | 41 | 1 | 2.44% | 0.3157 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age3 | t+5 | RecoveryResolution | 41 | 4 | 9.76% | 1.6335 | 1.6473 | 0.7922
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+1 | CompressionProcessing | 22 | 12 | 54.55% | 4.1813 | 1.2438 | 0.7728
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+1 | DecayToNeutral | 22 | 2 | 9.09% | 2.3680 | 1.2438 | 0.7728
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+1 | ExhaustionPersistence | 22 | 2 | 9.09% | 1.3858 | 1.2438 | 0.7728
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+1 | NeutralProcessing | 22 | 5 | 22.73% | 0.4771 | 1.2438 | 0.7728
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+1 | ReassertionProcessing | 22 | 1 | 4.55% | 0.5892 | 1.2438 | 0.7728
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+2 | CompressionProcessing | 22 | 7 | 31.82% | 2.4382 | 1.5905 | 0.8877
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+2 | DestructiveRotation | 22 | 3 | 13.64% | 4.3539 | 1.5905 | 0.8877
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+2 | ExhaustionPersistence | 22 | 5 | 22.73% | 3.4633 | 1.5905 | 0.8877
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+2 | MixedStructure | 22 | 1 | 4.55% | 0.3907 | 1.5905 | 0.8877
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+2 | NeutralProcessing | 22 | 5 | 22.73% | 0.4770 | 1.5905 | 0.8877
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+2 | RecoveryResolution | 22 | 1 | 4.55% | 0.7619 | 1.5905 | 0.8877
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+3 | CompressionProcessing | 22 | 3 | 13.64% | 1.0445 | 1.6919 | 0.9443
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+3 | DecayToNeutral | 22 | 2 | 9.09% | 2.3663 | 1.6919 | 0.9443
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+3 | ExhaustionPersistence | 22 | 4 | 18.18% | 2.7696 | 1.6919 | 0.9443
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+3 | MixedStructure | 22 | 2 | 9.09% | 0.7837 | 1.6919 | 0.9443
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+3 | NeutralProcessing | 22 | 7 | 31.82% | 0.6675 | 1.6919 | 0.9443
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+3 | RecoveryResolution | 22 | 4 | 18.18% | 3.0466 | 1.6919 | 0.9443
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+5 | CompressionProcessing | 22 | 2 | 9.09% | 0.6958 | 1.7035 | 0.8754
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+5 | DecayToNeutral | 22 | 2 | 9.09% | 2.3645 | 1.7035 | 0.8754
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+5 | ExhaustionPersistence | 22 | 2 | 9.09% | 1.3838 | 1.7035 | 0.8754
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+5 | MixedStructure | 22 | 3 | 13.64% | 1.1784 | 1.7035 | 0.8754
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+5 | NeutralProcessing | 22 | 9 | 40.91% | 0.8582 | 1.7035 | 0.8754
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+5 | ReassertionProcessing | 22 | 1 | 4.55% | 0.5883 | 1.7035 | 0.8754
Context1 | CompressionProcessing->CompressionProcessing+Age4 | t+5 | RecoveryResolution | 22 | 3 | 13.64% | 2.2832 | 1.7035 | 0.8754
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+1 | CompressionProcessing | 12 | 5 | 41.67% | 3.1940 | 1.3522 | 0.8402
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+1 | DestructiveRotation | 12 | 1 | 8.33% | 2.6617 | 1.3522 | 0.8402
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+1 | ExhaustionPersistence | 12 | 4 | 33.33% | 5.0814 | 1.3522 | 0.8402
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+1 | MixedStructure | 12 | 1 | 8.33% | 0.7143 | 1.3522 | 0.8402
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+1 | NeutralProcessing | 12 | 1 | 8.33% | 0.1749 | 1.3522 | 0.8402
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+2 | CompressionProcessing | 12 | 2 | 16.67% | 1.2771 | 1.7046 | 0.9513
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+2 | DecayToNeutral | 12 | 1 | 8.33% | 2.1699 | 1.7046 | 0.9513
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+2 | ExhaustionPersistence | 12 | 3 | 25.00% | 3.8097 | 1.7046 | 0.9513
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+2 | MixedStructure | 12 | 1 | 8.33% | 0.7163 | 1.7046 | 0.9513
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+2 | NeutralProcessing | 12 | 3 | 25.00% | 0.5246 | 1.7046 | 0.9513
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+2 | RecoveryResolution | 12 | 2 | 16.67% | 2.7937 | 1.7046 | 0.9513
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+3 | CompressionProcessing | 12 | 2 | 16.67% | 1.2767 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+3 | DestructiveRotation | 12 | 1 | 8.33% | 2.6597 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+3 | ExhaustionPersistence | 12 | 2 | 16.67% | 2.5388 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+3 | MixedStructure | 12 | 1 | 8.33% | 0.7184 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+3 | NeutralProcessing | 12 | 3 | 25.00% | 0.5245 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+3 | ReassertionProcessing | 12 | 1 | 8.33% | 1.0793 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+3 | RecoveryResolution | 12 | 2 | 16.67% | 2.7927 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+5 | CompressionProcessing | 12 | 2 | 16.67% | 1.2757 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+5 | DestructiveRotation | 12 | 1 | 8.33% | 2.6577 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+5 | ExhaustionPersistence | 12 | 1 | 8.33% | 1.2685 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+5 | MixedStructure | 12 | 2 | 16.67% | 1.4403 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+5 | NeutralProcessing | 12 | 3 | 25.00% | 0.5245 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+5 | ReassertionProcessing | 12 | 2 | 16.67% | 2.1570 | 1.8637 | 0.9577
Context1 | CompressionProcessing->CompressionProcessing+Age5 | t+5 | RecoveryResolution | 12 | 1 | 8.33% | 1.3953 | 1.8637 | 0.9577
Context1 | CompressionProcessing->ExhaustionPersistence+Age1 | t+1 | CompressionProcessing | 35 | 6 | 17.14% | 1.3141 | 1.4883 | 0.9248
Context1 | CompressionProcessing->ExhaustionPersistence+Age1 | t+1 | DecayToNeutral | 35 | 3 | 8.57% | 2.2327 | 1.4883 | 0.9248
Context1 | CompressionProcessing->ExhaustionPersistence+Age1 | t+1 | ExhaustionPersistence | 35 | 11 | 31.43% | 4.7911 | 1.4883 | 0.9248
Context1 | CompressionProcessing->ExhaustionPersistence+Age1 | t+1 | NeutralProcessing | 35 | 4 | 11.43% | 0.2399 | 1.4883 | 0.9248
