APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
State counts: RecoveryResolution=160, ExhaustionPersistence=176, CompressionProcessing=350, NeutralProcessing=1278, ReassertionProcessing=207, DecayToNeutral=103, DestructiveRotation=84, ConstructiveEmergence=12, MixedStructure=314
Age counts: 1=1453, 2=486, 3=236, 4=147, 5=115, 6-10=217, 11-20=30, 21+=0
Validated context counts: B=20, C=26, D=15
Candidate interpretation counts: ValidatedContext=61, PreviousDistinctContext=2680, CurrentStateAge=2684

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
CurrentStateAge | ExhaustionPersistence+Age4 | Ambiguous | 2 | -0.9100 | -0.9100 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age4 | Moderate | 1 | -0.6100 | -0.6100 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | ExhaustionPersistence+Age4 | Unresolved | 3 | 0.2600 | 0.0800 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | MixedStructure+Age1 | Ambiguous | 9 | -0.5144 | -0.5500 | 22.22% | 77.78% | 0.00% | -55.56%
CurrentStateAge | MixedStructure+Age1 | Unresolved | 42 | 0.0105 | -0.0650 | 42.86% | 57.14% | 0.00% | -14.29%
CurrentStateAge | MixedStructure+Age2 | Unresolved | 14 | 0.0793 | 0.1150 | 57.14% | 42.86% | 0.00% | 14.29%
CurrentStateAge | NeutralProcessing+Age1 | Ambiguous | 82 | 0.0941 | 0.0550 | 52.44% | 47.56% | 0.00% | 4.88%
CurrentStateAge | NeutralProcessing+Age1 | Clear | 1 | 0.2200 | 0.2200 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | NeutralProcessing+Age1 | Moderate | 128 | 0.2494 | 0.1050 | 56.25% | 43.75% | 0.00% | 12.50%
CurrentStateAge | NeutralProcessing+Age1 | Unresolved | 44 | 0.0884 | 0.0300 | 56.82% | 43.18% | 0.00% | 13.64%
CurrentStateAge | NeutralProcessing+Age11-20 | Clear | 2 | -0.5650 | -0.5650 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | NeutralProcessing+Age11-20 | Moderate | 10 | -0.1340 | -0.0350 | 40.00% | 50.00% | 10.00% | -10.00%
CurrentStateAge | NeutralProcessing+Age2 | Ambiguous | 77 | 0.0109 | -0.0400 | 46.75% | 51.95% | 1.30% | -5.19%
CurrentStateAge | NeutralProcessing+Age2 | Clear | 6 | 0.5017 | 0.5550 | 83.33% | 16.67% | 0.00% | 66.67%
CurrentStateAge | NeutralProcessing+Age2 | Moderate | 49 | 0.0490 | -0.0500 | 44.90% | 55.10% | 0.00% | -10.20%
CurrentStateAge | NeutralProcessing+Age2 | Unresolved | 26 | -0.9608 | -0.2250 | 30.77% | 69.23% | 0.00% | -38.46%
CurrentStateAge | NeutralProcessing+Age3 | Ambiguous | 11 | 0.0900 | 0.0300 | 54.55% | 45.45% | 0.00% | 9.09%
CurrentStateAge | NeutralProcessing+Age3 | Clear | 56 | 0.3732 | 0.0200 | 51.79% | 44.64% | 3.57% | 7.14%
CurrentStateAge | NeutralProcessing+Age3 | Moderate | 29 | 0.2203 | 0.1600 | 62.07% | 34.48% | 3.45% | 27.59%
CurrentStateAge | NeutralProcessing+Age4 | Ambiguous | 18 | 0.1889 | 0.1350 | 61.11% | 38.89% | 0.00% | 22.22%
CurrentStateAge | NeutralProcessing+Age4 | Clear | 44 | 0.0470 | 0.1300 | 65.91% | 34.09% | 0.00% | 31.82%
CurrentStateAge | NeutralProcessing+Age4 | Moderate | 5 | 0.3240 | 0.5000 | 80.00% | 20.00% | 0.00% | 60.00%
CurrentStateAge | NeutralProcessing+Age4 | Unresolved | 2 | 0.1950 | 0.1950 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | NeutralProcessing+Age5 | Ambiguous | 7 | 0.1529 | 0.1600 | 71.43% | 28.57% | 0.00% | 42.86%
CurrentStateAge | NeutralProcessing+Age5 | Clear | 42 | -0.0371 | -0.0600 | 42.86% | 54.76% | 2.38% | -11.90%
CurrentStateAge | NeutralProcessing+Age5 | Moderate | 25 | -0.5168 | -0.1300 | 32.00% | 68.00% | 0.00% | -36.00%
CurrentStateAge | NeutralProcessing+Age5 | Unresolved | 1 | -0.3900 | -0.3900 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | NeutralProcessing+Age6-10 | Ambiguous | 47 | -0.1270 | -0.0600 | 46.81% | 53.19% | 0.00% | -6.38%
CurrentStateAge | NeutralProcessing+Age6-10 | Clear | 40 | -0.1905 | -0.0800 | 47.50% | 52.50% | 0.00% | -5.00%
CurrentStateAge | NeutralProcessing+Age6-10 | Moderate | 41 | -0.0110 | -0.0500 | 48.78% | 51.22% | 0.00% | -2.44%
CurrentStateAge | NeutralProcessing+Age6-10 | Unresolved | 10 | -0.1510 | -0.1350 | 20.00% | 80.00% | 0.00% | -60.00%
CurrentStateAge | ReassertionProcessing+Age1 | Ambiguous | 7 | 0.1471 | 0.1900 | 71.43% | 28.57% | 0.00% | 42.86%
CurrentStateAge | ReassertionProcessing+Age1 | Unresolved | 21 | -0.1290 | -0.0500 | 42.86% | 52.38% | 4.76% | -9.52%
CurrentStateAge | ReassertionProcessing+Age2 | Ambiguous | 15 | -0.0427 | 0.0100 | 53.33% | 46.67% | 0.00% | 6.67%
CurrentStateAge | ReassertionProcessing+Age2 | Moderate | 2 | -0.3500 | -0.3500 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | ReassertionProcessing+Age2 | Unresolved | 5 | -0.7440 | -0.0100 | 40.00% | 60.00% | 0.00% | -20.00%
CurrentStateAge | RecoveryResolution+Age1 | Ambiguous | 7 | 1.4800 | 1.6200 | 85.71% | 14.29% | 0.00% | 71.43%
CurrentStateAge | RecoveryResolution+Age1 | Unresolved | 28 | -0.1879 | -0.0550 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age1 | Ambiguous | 8 | -0.9225 | 0.2050 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age1 | Unresolved | 4 | -0.1950 | -0.1750 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->ExhaustionPersistence+Age2 | Moderate | 1 | -2.2900 | -2.2900 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age1 | Ambiguous | 1 | 0.2100 | 0.2100 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age1 | Unresolved | 2 | -0.0250 | -0.0250 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age11-20 | Moderate | 5 | 0.0080 | 0.1600 | 60.00% | 40.00% | 0.00% | 20.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age2 | Ambiguous | 22 | -0.0327 | -0.1400 | 36.36% | 63.64% | 0.00% | -27.27%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age2 | Moderate | 8 | 0.4025 | 0.3700 | 75.00% | 25.00% | 0.00% | 50.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age2 | Unresolved | 14 | -0.0057 | 0.0200 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age3 | Clear | 12 | 0.0775 | -0.0750 | 41.67% | 58.33% | 0.00% | -16.67%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age3 | Moderate | 10 | 0.1750 | -0.0600 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age4 | Ambiguous | 6 | 0.0583 | 0.2250 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age4 | Unresolved | 1 | -0.1100 | -0.1100 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Ambiguous | 21 | -0.0281 | 0.1400 | 61.90% | 38.10% | 0.00% | 23.81%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Unresolved | 15 | -0.2407 | -0.0700 | 46.67% | 53.33% | 0.00% | -6.67%
PreviousDistinctContext | CompressionProcessing->RecoveryResolution+Age1 | Clear | 4 | 0.7250 | 0.7000 | 75.00% | 0.00% | 25.00% | 75.00%
PreviousDistinctContext | CompressionProcessing->RecoveryResolution+Age1 | Moderate | 3 | 1.5333 | 0.5500 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | DecayToNeutral->DestructiveRotation+Age1 | Moderate | 1 | 0.1800 | 0.1800 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | DecayToNeutral->MixedStructure+Age1 | Ambiguous | 5 | -0.4840 | 0.0600 | 60.00% | 40.00% | 0.00% | 20.00%
PreviousDistinctContext | DecayToNeutral->MixedStructure+Age1 | Unresolved | 5 | 0.9440 | 0.1300 | 60.00% | 40.00% | 0.00% | 20.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age2 | Ambiguous | 5 | 0.1080 | 0.0600 | 80.00% | 20.00% | 0.00% | 60.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age2 | Unresolved | 4 | -0.2325 | 0.1800 | 75.00% | 25.00% | 0.00% | 50.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age3 | Clear | 5 | 0.2520 | 0.3700 | 60.00% | 40.00% | 0.00% | 20.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age5 | Moderate | 2 | -0.1550 | -0.1550 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age1 | Unresolved | 1 | 0.7400 | 0.7400 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age1 | Ambiguous | 10 | -0.1670 | -0.1100 | 30.00% | 70.00% | 0.00% | -40.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age1 | Moderate | 3 | -0.4000 | -0.6000 | 0.00% | 66.67% | 33.33% | -66.67%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age2 | Ambiguous | 1 | 0.5800 | 0.5800 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age2 | Moderate | 1 | -0.4100 | -0.4100 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age6-10 | Clear | 1 | -0.1400 | -0.1400 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ExhaustionPersistence->NeutralProcessing+Age6-10 | Moderate | 5 | -0.2600 | -0.1900 | 20.00% | 80.00% | 0.00% | -60.00%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age1 | Clear | 29 | -0.0886 | -0.0400 | 44.83% | 55.17% | 0.00% | -10.34%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age2 | Unresolved | 28 | -0.3025 | -0.1600 | 39.29% | 60.71% | 0.00% | -21.43%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age3 | Unresolved | 17 | 0.2835 | 0.2000 | 52.94% | 47.06% | 0.00% | 5.88%
PreviousDistinctContext | MixedStructure->DecayToNeutral+Age1 | Ambiguous | 1 | -0.5100 | -0.5100 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->DecayToNeutral+Age1 | Unresolved | 1 | -0.9300 | -0.9300 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Ambiguous | 5 | 0.0600 | -0.0300 | 40.00% | 60.00% | 0.00% | -20.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Moderate | 3 | -0.5500 | -0.5000 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Unresolved | 3 | 0.3633 | 0.5100 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | Ambiguous | 17 | 0.0118 | 0.1500 | 58.82% | 41.18% | 0.00% | 17.65%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | Moderate | 89 | -0.0374 | -0.0200 | 48.31% | 51.69% | 0.00% | -3.37%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | Unresolved | 2 | -0.2350 | -0.2350 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | Unresolved | 1 | -0.4900 | -0.4900 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | Ambiguous | 2 | 0.2400 | 0.2400 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | Clear | 2 | -0.2300 | -0.2300 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | Moderate | 7 | 0.1586 | 0.2400 | 71.43% | 28.57% | 0.00% | 42.86%
PreviousDistinctContext | MixedStructure->RecoveryResolution+Age1 | Ambiguous | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
PreviousDistinctContext | MixedStructure->RecoveryResolution+Age1 | Unresolved | 9 | 0.0989 | -0.1000 | 33.33% | 55.56% | 11.11% | -22.22%
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age2 | Unresolved | 6 | -0.0583 | -0.2500 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age3 | Ambiguous | 2 | 0.7900 | 0.7900 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age3 | Moderate | 1 | 0.6400 | 0.6400 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age1 | Ambiguous | 7 | -0.2586 | -0.1200 | 42.86% | 57.14% | 0.00% | -14.29%
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age1 | Unresolved | 3 | -0.1333 | 0.8100 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | Ambiguous | 64 | 0.0350 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | Moderate | 2 | 1.2400 | 1.2400 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | Unresolved | 94 | -0.0662 | -0.0650 | 44.68% | 55.32% | 0.00% | -10.64%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | Ambiguous | 2 | -0.2100 | -0.2100 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | Unresolved | 1 | -0.2300 | -0.2300 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | Ambiguous | 59 | -0.0066 | 0.0100 | 50.85% | 49.15% | 0.00% | 1.69%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | Unresolved | 77 | 0.0614 | -0.0200 | 46.75% | 53.25% | 0.00% | -6.49%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | Ambiguous | 2 | 0.3750 | 0.3750 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | Unresolved | 2 | 0.0550 | 0.0550 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | Ambiguous | 24 | -0.1304 | -0.0050 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | Moderate | 13 | -0.0092 | 0.1300 | 53.85% | 46.15% | 0.00% | 7.69%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | Unresolved | 10 | -0.2520 | 0.1000 | 60.00% | 30.00% | 10.00% | 30.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | Ambiguous | 16 | -0.4381 | -0.2450 | 37.50% | 56.25% | 6.25% | -18.75%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | Unresolved | 12 | 0.0008 | -0.1700 | 33.33% | 58.33% | 8.33% | -25.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | Ambiguous | 10 | -0.3320 | -0.2950 | 10.00% | 90.00% | 0.00% | -80.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | Moderate | 11 | 0.2855 | 0.0700 | 63.64% | 36.36% | 0.00% | 27.27%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | Unresolved | 2 | 0.0450 | 0.0450 | 50.00% | 0.00% | 50.00% | 50.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | Clear | 4 | 0.1500 | 0.1250 | 75.00% | 25.00% | 0.00% | 50.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | Moderate | 3 | -0.1367 | -0.2000 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | Ambiguous | 4 | -0.2825 | -0.3300 | 25.00% | 75.00% | 0.00% | -50.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | Moderate | 4 | -0.0150 | -0.0300 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Ambiguous | 4 | 0.0225 | 0.0850 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Clear | 1 | 1.0400 | 1.0400 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Moderate | 4 | -0.1900 | 0.0550 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Unresolved | 3 | -0.1333 | -0.4200 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | Clear | 25 | -0.1356 | -0.0100 | 48.00% | 52.00% | 0.00% | -4.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | Moderate | 27 | -0.1774 | -0.0100 | 44.44% | 51.85% | 3.70% | -7.41%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Ambiguous | 4 | -0.8050 | -0.7700 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Moderate | 1 | -0.3200 | -0.3200 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Unresolved | 2 | 0.0100 | 0.0100 | 50.00% | 50.00% | 0.00% | 0.00%
Unresolved | Unresolved | Unresolved | 294 | 0.0914 | 0.0600 | 51.70% | 47.62% | 0.68% | 4.08%
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | Ambiguous | 5 | 0.0440 | 0.3200 | 60.00% | 40.00% | 0.00% | 20.00%
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | Moderate | 4 | 0.2300 | 0.2250 | 75.00% | 25.00% | 0.00% | 50.00%
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | Unresolved | 3 | -0.4433 | -0.4400 | 33.33% | 66.67% | 0.00% | -33.33%

7. Fractal-jumping proxy
FractalJumpRiskCount: 1120
FractalJumpRiskRate: 41.73%
OutcomeSkewAfterRisk: -0.91%
MeanDRFwd5AfterRisk: 0.0080

8. Low-DoF audit
Allowed variables used:
- CurrentState
- AgeBucket
- PreviousDistinctState
- ValidatedContextFlag
- PersistenceRate_t1
- DominantDestinationProbability_t1
- Entropy_t1

Forbidden variables not used:
- Phase
- New contexts
- Optimized weights
- Forward returns in scoring
- Price outcome in scoring
- Machine learning

9. Mechanical research notes
- Arbitration scores are computed online from structural transitions already observed before each scored bar.
- ReliabilityScore is zero until its interpretation key has at least 10 prior structural transitions.
- A validated negative context receives an informational bonus, not a directional score.
- Forward price returns are attached only after arbitration as outcome diagnostics.
- Rapid winner-type replacement after short runs is reported as a mechanical fractal-jump proxy.
