APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
State counts: RecoveryResolution=160, ExhaustionPersistence=176, CompressionProcessing=350, NeutralProcessing=1278, ReassertionProcessing=207, DecayToNeutral=103, DestructiveRotation=84, ConstructiveEmergence=12, MixedStructure=314
Age counts: 1=1453, 2=486, 3=236, 4=147, 5=115, 6-10=217, 11-20=30, 21+=0
Validated context counts: B=20, C=26, D=15
Candidate interpretation counts: ValidatedContext=61, PreviousDistinctContext=2680, CurrentStateAge=2684

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age3 | 7 | 71.43% | 28.57% | 0.5983 | 0.8631 | ExhaustionPersistence | 71.43% | 0.0000
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age4 | 5 | 40.00% | 60.00% | 1.3322 | 0.9610 | ExhaustionPersistence | 40.00% | 0.0000
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age5 | 2 | 0.00% | 100.00% | 0.6931 | 1.0000 | NeutralProcessing | 50.00% | 0.0000
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 124 | 65.32% | 34.68% | 0.9863 | 0.6128 | NeutralProcessing | 65.32% | 0.6936
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age11-20 | 6 | 66.67% | 33.33% | 0.8676 | 0.7897 | NeutralProcessing | 66.67% | 0.0000
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age2 | 81 | 54.32% | 45.68% | 1.0905 | 0.7866 | NeutralProcessing | 54.32% | 0.2998
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | 44 | 68.18% | 31.82% | 0.8897 | 0.6418 | NeutralProcessing | 68.18% | 0.7218
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | 30 | 90.00% | 10.00% | 0.3887 | 0.3538 | NeutralProcessing | 90.00% | 1.4462
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age5 | 27 | 77.78% | 22.22% | 0.7545 | 0.5442 | NeutralProcessing | 77.78% | 1.0113
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age6-10 | 58 | 67.24% | 32.76% | 1.0237 | 0.6361 | NeutralProcessing | 67.24% | 0.7088
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age1 | 17 | 23.53% | 76.47% | 1.4611 | 0.9079 | MixedStructure | 41.18% | -0.2608
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age2 | 4 | 0.00% | 100.00% | 0.5623 | 0.8113 | DestructiveRotation | 75.00% | 0.0000
PreviousDistinctContext | MixedStructure->RecoveryResolution+Age1 | 30 | 0.00% | 100.00% | 0.5004 | 0.7219 | CompressionProcessing | 80.00% | 0.0781
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age1 | 86 | 34.88% | 65.12% | 1.3377 | 0.8312 | NeutralProcessing | 39.53% | -0.0870
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age2 | 30 | 43.33% | 56.67% | 1.0582 | 0.6575 | NeutralProcessing | 46.67% | 0.2425
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age3 | 13 | 61.54% | 38.46% | 1.1787 | 0.7323 | CompressionProcessing | 61.54% | 0.4984
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age4 | 8 | 62.50% | 37.50% | 0.6616 | 0.9544 | CompressionProcessing | 62.50% | 0.0000
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age5 | 5 | 20.00% | 80.00% | 0.9503 | 0.8650 | ExhaustionPersistence | 60.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age6-10 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ConstructiveEmergence+Age1 | 5 | 0.00% | 100.00% | 0.9503 | 0.8650 | NeutralProcessing | 60.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age1 | 20 | 10.00% | 90.00% | 1.3042 | 0.8103 | NeutralProcessing | 55.00% | -0.1603
PreviousDistinctContext | NeutralProcessing->DestructiveRotation+Age2 | 2 | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age1 | 8 | 0.00% | 100.00% | 0.6616 | 0.9544 | NeutralProcessing | 62.50% | 0.0000
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | 173 | 8.09% | 91.91% | 1.6505 | 0.7512 | NeutralProcessing | 43.35% | -0.2367
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | 14 | 14.29% | 85.71% | 1.5741 | 0.8785 | NeutralProcessing | 42.86% | -0.3071
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age3 | 2 | 0.00% | 100.00% | 0.6931 | 1.0000 | RecoveryResolution | 50.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | 152 | 17.76% | 82.24% | 1.3265 | 0.7403 | NeutralProcessing | 36.84% | -0.1943
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age2 | 27 | 3.70% | 96.30% | 0.8230 | 0.7492 | DestructiveRotation | 51.85% | -0.1936
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age3 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | DestructiveRotation | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->RecoveryResolution+Age1 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | CompressionProcessing | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age1 | 7 | 71.43% | 28.57% | 0.5983 | 0.8631 | CompressionProcessing | 71.43% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age2 | 5 | 20.00% | 80.00% | 0.5004 | 0.7219 | NeutralProcessing | 80.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age3 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->ConstructiveEmergence+Age1 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | 30 | 13.33% | 86.67% | 1.6123 | 0.8285 | NeutralProcessing | 40.00% | -0.2952
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age2 | 4 | 0.00% | 100.00% | 1.0397 | 0.9464 | ExhaustionPersistence | 50.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | 66 | 10.61% | 89.39% | 1.3550 | 0.7563 | NeutralProcessing | 54.55% | -0.1047
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age2 | 7 | 0.00% | 100.00% | 0.7963 | 0.7248 | DecayToNeutral | 71.43% | 0.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | 70 | 54.29% | 45.71% | 1.0092 | 0.6271 | NeutralProcessing | 54.29% | 0.4586
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age11-20 | 6 | 50.00% | 50.00% | 1.2425 | 0.8962 | NeutralProcessing | 50.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | 38 | 65.79% | 34.21% | 0.9128 | 0.6584 | NeutralProcessing | 65.79% | 0.6574
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age3 | 25 | 72.00% | 28.00% | 0.5930 | 0.8555 | NeutralProcessing | 72.00% | 0.5845
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | 18 | 100.00% | 0.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 2.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | 18 | 88.89% | 11.11% | 0.3488 | 0.5033 | NeutralProcessing | 88.89% | 1.2745
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | 39 | 66.67% | 33.33% | 1.0095 | 0.6272 | NeutralProcessing | 66.67% | 0.7061
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | 64 | 67.19% | 32.81% | 0.9164 | 0.6610 | CompressionProcessing | 67.19% | 0.6827
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | 43 | 46.51% | 53.49% | 1.3101 | 0.7312 | CompressionProcessing | 46.51% | 0.1990
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age3 | 20 | 45.00% | 55.00% | 1.1922 | 0.8600 | CompressionProcessing | 45.00% | 0.0400
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age4 | 9 | 33.33% | 66.67% | 1.5230 | 0.9463 | CompressionProcessing | 33.33% | 0.0000
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age5 | 3 | 66.67% | 33.33% | 0.6365 | 0.9183 | CompressionProcessing | 66.67% | 0.0000
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age6-10 | 2 | 0.00% | 100.00% | 0.6931 | 1.0000 | RecoveryResolution | 50.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age1 | 4 | 75.00% | 25.00% | 0.5623 | 0.8113 | ExhaustionPersistence | 75.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age2 | 3 | 66.67% | 33.33% | 0.6365 | 0.9183 | ExhaustionPersistence | 66.67% | 0.0000
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age3 | 2 | 50.00% | 50.00% | 0.6931 | 1.0000 | NeutralProcessing | 50.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age4 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age1 | 26 | 53.85% | 46.15% | 0.6902 | 0.9957 | NeutralProcessing | 53.85% | 0.0812
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age2 | 14 | 50.00% | 50.00% | 0.6931 | 1.0000 | NeutralProcessing | 50.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age3 | 7 | 42.86% | 57.14% | 0.6829 | 0.9852 | CompressionProcessing | 57.14% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age4 | 3 | 100.00% | 0.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age5 | 3 | 66.67% | 33.33% | 0.6365 | 0.9183 | NeutralProcessing | 66.67% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age6-10 | 8 | 75.00% | 25.00% | 0.7356 | 0.6696 | NeutralProcessing | 75.00% | 0.0000
ValidatedContext | B:RecoveryResolution->CompressionProcessing+Age3 | 20 | 45.00% | 55.00% | 1.1922 | 0.8600 | CompressionProcessing | 45.00% | 0.0400
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | 26 | 53.85% | 46.15% | 0.6902 | 0.9957 | NeutralProcessing | 53.85% | 0.0812
ValidatedContext | D:DecayToNeutral->NeutralProcessing+Age4 | 15 | 80.00% | 20.00% | 0.6277 | 0.5714 | NeutralProcessing | 80.00% | 1.0286

2. Interpretation scoring examples
BarIndex | WinnerType | WinnerKey | WinnerScore | RunnerUpScore | ScoreMargin | DominanceRatio | AmbiguityClass
52 | CurrentStateAge | NeutralProcessing+Age1 | 0.3827 | 0.0000 | 0.3827 | N/A | Moderate
54 | CurrentStateAge | NeutralProcessing+Age1 | 0.2567 | 0.0000 | 0.2567 | N/A | Moderate
57 | CurrentStateAge | NeutralProcessing+Age1 | 0.3587 | 0.0000 | 0.3587 | N/A | Moderate
77 | CurrentStateAge | NeutralProcessing+Age1 | 0.1813 | 0.0000 | 0.1813 | N/A | Ambiguous
84 | CurrentStateAge | MixedStructure+Age1 | -0.4139 | 0.0000 | -0.4139 | N/A | Unresolved
88 | CurrentStateAge | NeutralProcessing+Age1 | 0.2729 | 0.0000 | 0.2729 | N/A | Moderate
97 | CurrentStateAge | MixedStructure+Age1 | -0.4617 | 0.0000 | -0.4617 | N/A | Unresolved
99 | CurrentStateAge | MixedStructure+Age1 | -0.5041 | 0.0000 | -0.5041 | N/A | Unresolved
101 | CurrentStateAge | MixedStructure+Age1 | -0.5292 | 0.0000 | -0.5292 | N/A | Unresolved
103 | CurrentStateAge | NeutralProcessing+Age1 | 0.3556 | 0.0000 | 0.3556 | N/A | Moderate
107 | CurrentStateAge | ReassertionProcessing+Age1 | -0.3610 | 0.0000 | -0.3610 | N/A | Unresolved
108 | CurrentStateAge | NeutralProcessing+Age1 | 0.4306 | 0.0000 | 0.4306 | N/A | Moderate
109 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2929 | 0.0000 | -0.2929 | N/A | Unresolved
111 | CurrentStateAge | ReassertionProcessing+Age1 | -0.3402 | 0.0000 | -0.3402 | N/A | Unresolved
112 | CurrentStateAge | MixedStructure+Age1 | -0.5411 | 0.0000 | -0.5411 | N/A | Unresolved
113 | CurrentStateAge | NeutralProcessing+Age1 | 0.3356 | 0.0000 | 0.3356 | N/A | Moderate
114 | CurrentStateAge | NeutralProcessing+Age2 | 0.6702 | 0.0000 | 0.6702 | N/A | Clear
119 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.3827 | 0.0000 | 0.3827 | N/A | Moderate
120 | CurrentStateAge | MixedStructure+Age1 | -0.4785 | 0.0000 | -0.4785 | N/A | Unresolved
122 | CurrentStateAge | MixedStructure+Age1 | -0.4884 | 0.0000 | -0.4884 | N/A | Unresolved
124 | CurrentStateAge | NeutralProcessing+Age1 | 0.4022 | 0.0000 | 0.4022 | N/A | Moderate
125 | CurrentStateAge | MixedStructure+Age1 | -0.4341 | 0.0000 | -0.4341 | N/A | Unresolved
126 | CurrentStateAge | NeutralProcessing+Age1 | 0.2848 | 0.0000 | 0.2848 | N/A | Moderate
127 | CurrentStateAge | MixedStructure+Age1 | -0.4430 | 0.0000 | -0.4430 | N/A | Unresolved
129 | CurrentStateAge | MixedStructure+Age1 | -0.3954 | 0.0000 | -0.3954 | N/A | Unresolved
135 | CurrentStateAge | DecayToNeutral+Age1 | -0.4372 | 0.0000 | -0.4372 | N/A | Unresolved
136 | CurrentStateAge | NeutralProcessing+Age1 | 0.1922 | 0.0000 | 0.1922 | N/A | Ambiguous
139 | CurrentStateAge | NeutralProcessing+Age1 | 0.2244 | 0.0000 | 0.2244 | N/A | Moderate
140 | CurrentStateAge | NeutralProcessing+Age2 | 0.7632 | 0.0000 | 0.7632 | N/A | Clear
142 | CurrentStateAge | MixedStructure+Age1 | -0.4420 | -0.4814 | 0.0393 | N/A | Unresolved
143 | CurrentStateAge | NeutralProcessing+Age1 | 0.2846 | 0.0000 | 0.2846 | N/A | Moderate
144 | CurrentStateAge | NeutralProcessing+Age2 | 0.8433 | 0.0000 | 0.8433 | N/A | Clear
145 | PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | -0.3946 | -0.4491 | 0.0545 | N/A | Ambiguous
146 | CurrentStateAge | NeutralProcessing+Age1 | 0.3407 | 0.0000 | 0.3407 | N/A | Moderate
147 | CurrentStateAge | NeutralProcessing+Age2 | 0.6286 | 0.0000 | 0.6286 | N/A | Clear
149 | CurrentStateAge | NeutralProcessing+Age1 | 0.3932 | 0.0000 | 0.3932 | N/A | Moderate
156 | CurrentStateAge | ReassertionProcessing+Age1 | -0.3629 | 0.0000 | -0.3629 | N/A | Unresolved
158 | CurrentStateAge | NeutralProcessing+Age1 | 0.2963 | 0.0000 | 0.2963 | N/A | Moderate
159 | CurrentStateAge | NeutralProcessing+Age2 | 0.5438 | 0.0000 | 0.5438 | N/A | Clear
160 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.2427 | -0.4354 | 0.1926 | N/A | Ambiguous
162 | CurrentStateAge | NeutralProcessing+Age1 | 0.3462 | 0.0000 | 0.3462 | N/A | Moderate
163 | CurrentStateAge | NeutralProcessing+Age2 | 0.4227 | 0.0000 | 0.4227 | N/A | Moderate
164 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.2586 | -0.4344 | 0.1758 | N/A | Ambiguous
165 | CurrentStateAge | NeutralProcessing+Age1 | 0.3931 | 0.0000 | 0.3931 | N/A | Moderate
166 | CurrentStateAge | NeutralProcessing+Age2 | 0.3290 | 0.0000 | 0.3290 | N/A | Moderate
167 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1981 | -0.3851 | 0.1869 | N/A | Ambiguous
168 | CurrentStateAge | NeutralProcessing+Age1 | 0.4373 | 0.0000 | 0.4373 | N/A | Moderate
169 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1423 | -0.3377 | 0.1954 | N/A | Ambiguous
170 | CurrentStateAge | MixedStructure+Age1 | -0.4079 | 0.0000 | -0.4079 | N/A | Unresolved
171 | CurrentStateAge | NeutralProcessing+Age1 | 0.3813 | 0.0000 | 0.3813 | N/A | Moderate
172 | CurrentStateAge | NeutralProcessing+Age2 | 0.2545 | 0.0000 | 0.2545 | N/A | Moderate
173 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.2018 | -0.3589 | 0.1571 | N/A | Ambiguous
174 | CurrentStateAge | NeutralProcessing+Age1 | 0.4227 | 0.0000 | 0.4227 | N/A | Moderate
175 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1534 | -0.3169 | 0.1635 | N/A | Ambiguous
176 | CurrentStateAge | MixedStructure+Age1 | -0.3684 | 0.0000 | -0.3684 | N/A | Unresolved
188 | CurrentStateAge | CompressionProcessing+Age1 | 0.7216 | 0.0000 | 0.7216 | N/A | Clear
189 | CurrentStateAge | NeutralProcessing+Age1 | 0.3731 | 0.0000 | 0.3731 | N/A | Moderate
190 | CurrentStateAge | NeutralProcessing+Age2 | 0.1939 | 0.0000 | 0.1939 | N/A | Ambiguous
191 | CurrentStateAge | CompressionProcessing+Age1 | 0.5272 | 0.0000 | 0.5272 | N/A | Clear
192 | CurrentStateAge | NeutralProcessing+Age1 | 0.4119 | 0.0000 | 0.4119 | N/A | Moderate
193 | CurrentStateAge | CompressionProcessing+Age1 | 0.3911 | 0.0000 | 0.3911 | N/A | Moderate
195 | CurrentStateAge | NeutralProcessing+Age1 | 0.3432 | 0.0000 | 0.3432 | N/A | Moderate
196 | PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | -0.3167 | -0.3707 | 0.0540 | N/A | Ambiguous
197 | PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 0.3350 | 0.2905 | 0.0445 | 1.1533 | Unresolved
198 | CurrentStateAge | NeutralProcessing+Age2 | 0.0876 | 0.0000 | 0.0876 | N/A | Ambiguous
199 | PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | -0.2467 | -0.3354 | 0.0887 | N/A | Ambiguous
200 | PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 0.4467 | 0.3276 | 0.1191 | 1.3635 | Ambiguous
201 | CurrentStateAge | NeutralProcessing+Age2 | 0.0089 | 0.0000 | 0.0089 | N/A | Unresolved
202 | PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | -0.1837 | -0.3016 | 0.1178 | N/A | Ambiguous
205 | CurrentStateAge | CompressionProcessing+Age1 | 0.4865 | 0.0000 | 0.4865 | N/A | Moderate
209 | CurrentStateAge | DecayToNeutral+Age1 | -0.3602 | 0.0000 | -0.3602 | N/A | Unresolved
211 | CurrentStateAge | DecayToNeutral+Age1 | -0.4464 | 0.0000 | -0.4464 | N/A | Unresolved
212 | CurrentStateAge | NeutralProcessing+Age1 | 0.3630 | 0.0000 | 0.3630 | N/A | Moderate
213 | PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | -0.1698 | -0.2984 | 0.1286 | N/A | Ambiguous
214 | PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 0.5436 | 0.3163 | 0.2274 | 1.7188 | Moderate
215 | CurrentStateAge | NeutralProcessing+Age2 | -0.0524 | 0.0000 | -0.0524 | N/A | Unresolved
219 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.2567 | 0.0000 | 0.2567 | N/A | Moderate
220 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.1997 | -0.3352 | 0.1355 | N/A | Ambiguous
221 | CurrentStateAge | MixedStructure+Age1 | -0.2680 | 0.0000 | -0.2680 | N/A | Unresolved
223 | CurrentStateAge | DecayToNeutral+Age1 | -0.3810 | 0.0000 | -0.3810 | N/A | Unresolved
225 | CurrentStateAge | DecayToNeutral+Age1 | -0.4417 | 0.0000 | -0.4417 | N/A | Unresolved
226 | CurrentStateAge | MixedStructure+Age1 | -0.3020 | 0.0000 | -0.3020 | N/A | Unresolved
227 | CurrentStateAge | DecayToNeutral+Age1 | -0.4987 | 0.0000 | -0.4987 | N/A | Unresolved
228 | CurrentStateAge | NeutralProcessing+Age1 | 0.3500 | 0.0000 | 0.3500 | N/A | Moderate
229 | PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | -0.1177 | -0.3154 | 0.1978 | N/A | Ambiguous
230 | PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 0.6286 | 0.3081 | 0.3205 | 2.0402 | Moderate
231 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.2346 | -0.3490 | 0.1144 | N/A | Ambiguous
232 | CurrentStateAge | MixedStructure+Age1 | -0.2878 | 0.0000 | -0.2878 | N/A | Unresolved
234 | CurrentStateAge | DecayToNeutral+Age1 | -0.4464 | 0.0000 | -0.4464 | N/A | Unresolved
235 | CurrentStateAge | NeutralProcessing+Age1 | 0.2705 | 0.0000 | 0.2705 | N/A | Moderate
238 | CurrentStateAge | NeutralProcessing+Age1 | 0.3048 | 0.0000 | 0.3048 | N/A | Moderate
239 | CurrentStateAge | NeutralProcessing+Age2 | 0.0141 | 0.0000 | 0.0141 | N/A | Unresolved
240 | PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | -0.2613 | -0.3139 | 0.0526 | N/A | Ambiguous
241 | CurrentStateAge | NeutralProcessing+Age1 | 0.3361 | 0.2290 | 0.1071 | 1.4675 | Ambiguous
242 | CurrentStateAge | NeutralProcessing+Age2 | -0.0255 | 0.0000 | -0.0255 | N/A | Unresolved
243 | CurrentStateAge | NeutralProcessing+Age3 | 0.6702 | 0.0000 | 0.6702 | N/A | Clear
246 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.0794 | 0.0000 | 0.0794 | N/A | Ambiguous
247 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.1813 | 0.0000 | 0.1813 | N/A | Ambiguous
248 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.2729 | 0.0000 | 0.2729 | N/A | Moderate
249 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.3556 | 0.0000 | 0.3556 | N/A | Moderate

3. Arbitration summary
TotalBars: 2684
ResolvedBars: 2387
UnresolvedBars: 297
ClearCount: 346
ModerateCount: 665
AmbiguousCount: 705
UnresolvedCount: 968
MeanWinnerScore: 0.3922
MeanScoreMargin: 0.2482
MeanDominanceRatio: 4.0620

4. Winner stability
WinnerRunCount: 2380
MeanWinnerRunLength: 1.1277
MedianWinnerRunLength: 1.0000
MaxWinnerRunLength: 52
ReplacementRate: 88.64%

5. Conflict analysis
ConflictCount: 1690
ConflictRate: 62.97%
ContextOverrideCount: 897
ValidatedOverrideCount: 13
ClearConflictCount: 130
AmbiguousConflictCount: 1077

6. Outcome diagnostics
WinnerType | WinnerKey | AmbiguityClass | Count | MeanDRFwd5 | MedianDRFwd5 | ContinuationRate5 | FailureRate5 | FlatRate5 | OutcomeSkew
CurrentStateAge | CompressionProcessing+Age1 | Clear | 37 | 0.4895 | 0.0600 | 51.35% | 48.65% | 0.00% | 2.70%
CurrentStateAge | CompressionProcessing+Age1 | Moderate | 75 | 0.0385 | -0.0700 | 42.67% | 57.33% | 0.00% | -14.67%
CurrentStateAge | CompressionProcessing+Age2 | Ambiguous | 36 | -0.1633 | -0.1000 | 41.67% | 58.33% | 0.00% | -16.67%
CurrentStateAge | CompressionProcessing+Age2 | Moderate | 12 | -0.2733 | 0.0450 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | CompressionProcessing+Age2 | Unresolved | 18 | 0.2022 | 0.1100 | 55.56% | 44.44% | 0.00% | 11.11%
CurrentStateAge | CompressionProcessing+Age3 | Ambiguous | 10 | 1.0080 | 0.2850 | 60.00% | 30.00% | 10.00% | 30.00%
CurrentStateAge | CompressionProcessing+Age3 | Moderate | 14 | -0.0929 | 0.0150 | 50.00% | 42.86% | 7.14% | 7.14%
CurrentStateAge | CompressionProcessing+Age3 | Unresolved | 4 | 0.0775 | -0.1450 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | CompressionProcessing+Age4 | Ambiguous | 1 | -0.1600 | -0.1600 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | CompressionProcessing+Age4 | Moderate | 8 | -0.3113 | -0.2400 | 25.00% | 75.00% | 0.00% | -50.00%
CurrentStateAge | CompressionProcessing+Age4 | Unresolved | 3 | -0.2900 | -0.3500 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | CompressionProcessing+Age5 | Unresolved | 2 | -0.6950 | -0.6950 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | ConstructiveEmergence+Age1 | Unresolved | 2 | 0.0850 | 0.0850 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | DecayToNeutral+Age1 | Ambiguous | 33 | -0.2012 | 0.1100 | 60.61% | 39.39% | 0.00% | 21.21%
CurrentStateAge | DecayToNeutral+Age1 | Moderate | 29 | 0.2541 | 0.1600 | 62.07% | 37.93% | 0.00% | 24.14%
CurrentStateAge | DecayToNeutral+Age1 | Unresolved | 28 | -0.2075 | -0.1850 | 42.86% | 57.14% | 0.00% | -14.29%
CurrentStateAge | DestructiveRotation+Age1 | Ambiguous | 3 | -0.1633 | -0.1600 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | DestructiveRotation+Age1 | Unresolved | 42 | -0.2002 | 0.0550 | 52.38% | 47.62% | 0.00% | 4.76%
CurrentStateAge | DestructiveRotation+Age2 | Unresolved | 2 | 0.3000 | 0.3000 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age1 | Ambiguous | 20 | 0.0490 | -0.0150 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age1 | Unresolved | 44 | -0.7068 | -0.1950 | 40.91% | 59.09% | 0.00% | -18.18%
CurrentStateAge | ExhaustionPersistence+Age2 | Clear | 18 | -0.1439 | -0.2750 | 38.89% | 61.11% | 0.00% | -22.22%
CurrentStateAge | ExhaustionPersistence+Age2 | Moderate | 2 | 0.2600 | 0.2600 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | ExhaustionPersistence+Age3 | Clear | 11 | -0.1109 | -0.3300 | 45.45% | 54.55% | 0.00% | -9.09%
