APVA Memory Dynamics Study v0.1
============================================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35

1. Memory Stream Reconstruction
Bar | StateAgeNode | NodeCategory | MemoryStrength | HalfLife | EntropyGrowth | ForecastConfidence
2076 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2077 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2078 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2079 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2080 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2081 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2082 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2083 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2084 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2085 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2086 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2087 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2088 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 2.1685 | 0.3871
2089 | ExhaustionPersistence_Age3 | Insufficient Node | 0.1799 | 2.00 | 2.3520 | 0.5238
2090 | ExhaustionPersistence_Age4 | Insufficient Node | 0.2118 | 2.00 | 1.4612 | 0.3125
2091 | ExhaustionPersistence_Age5 | Insufficient Node | 0.2639 | 3.00 | 1.4080 | 0.1250
2092 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2093 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2094 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2095 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2096 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2097 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 2.3012 | 0.4211
2098 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 1.8948 | 0.4444
2099 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2100 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2101 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2102 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2103 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 1.6136 | 0.0870
2104 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 1.6727 | 0.2927
2105 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2106 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2107 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2108 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2109 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2110 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2111 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2112 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2113 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2114 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2115 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2116 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2117 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2118 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2119 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2120 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2121 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2122 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2123 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2124 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 1.9893 | 0.1875
2125 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2126 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2127 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2128 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2129 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2130 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2131 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2132 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2133 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2134 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2135 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2136 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2137 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2138 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2139 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2140 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2141 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2142 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2143 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2144 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2145 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 1.9893 | 0.1875
2146 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2147 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2148 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2149 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2150 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2151 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 1.6136 | 0.0870
2152 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2153 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 2.1685 | 0.3871
2154 | ExhaustionPersistence_Age3 | Insufficient Node | 0.1799 | 2.00 | 2.3520 | 0.5238
2155 | ExhaustionPersistence_Age4 | Insufficient Node | 0.2118 | 2.00 | 1.4612 | 0.3125
2156 | ExhaustionPersistence_Age5 | Insufficient Node | 0.2639 | 3.00 | 1.4080 | 0.1250
2157 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1667 | 2.00 | 2.2687 | 0.3333
2158 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1667 | 2.00 | 2.2687 | 0.3333
2159 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1667 | 2.00 | 2.2687 | 0.3333
2160 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2161 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2162 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 1.2510 | 0.0357
2163 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2164 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2165 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2166 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2167 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2168 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2169 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2170 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2171 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2172 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2173 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2174 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 2.3012 | 0.4211
2175 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 1.8948 | 0.4444
2176 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2177 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2178 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2179 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2180 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2181 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2182 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2183 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2184 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2185 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2186 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2187 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2188 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2189 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2190 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2191 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2192 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2193 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2194 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2195 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2196 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2197 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2198 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2199 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2200 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2201 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 1.9893 | 0.1875
2202 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2203 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2204 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2205 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2206 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2207 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2208 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2209 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2210 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2211 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 1.6136 | 0.0870
2212 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2213 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2214 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2215 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2216 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2217 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2218 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2219 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2220 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2221 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2222 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2223 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2224 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2225 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2226 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2227 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2228 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2229 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2230 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2231 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2232 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2233 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2234 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2235 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2236 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2237 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2238 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2239 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2240 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2241 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2242 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2243 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2244 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2245 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2246 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2247 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2248 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 1.9893 | 0.1875
2249 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2250 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2251 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2252 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2253 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2254 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2255 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2256 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2257 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2258 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2259 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2260 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2261 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2262 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2263 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2264 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2265 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2266 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2267 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2268 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2269 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2270 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2271 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2272 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2273 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2274 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2275 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2276 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 2.3012 | 0.4211
2277 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2278 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2279 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2280 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2281 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2282 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2283 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 1.2713 | 0.0704
2284 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2285 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2286 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2287 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2288 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 1.2510 | 0.0357
2289 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2290 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2291 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 1.8881 | 0.3592
2292 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2293 | ConstructiveEmergence_Age1 | Insufficient Node | 0.1574 | 2.00 | 1.8191 | 0.0833
2294 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2295 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2296 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 1.2510 | 0.0357
2297 | MixedStructure_Age3 | Insufficient Node | 0.4000 | 3.00 | 1.8403 | 0.0000
2298 | ConstructiveEmergence_Age1 | Insufficient Node | 0.1574 | 2.00 | 1.8191 | 0.0833
2299 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2300 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2301 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2302 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2303 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2304 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2305 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2306 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2307 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2308 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 1.5318 | 0.0460
2309 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 1.1813 | 0.2545
2310 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2311 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2312 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2313 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2314 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2315 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2316 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2317 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2318 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 1.7158 | 0.4904
2319 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2320 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2321 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2322 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2323 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 2.4430 | 0.8585
2324 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 2.1524 | 0.6842
2325 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2326 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 1.6136 | 0.0870
2327 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 1.6727 | 0.2927
2328 | CompressionProcessing_Age4 | Insufficient Node | 0.2803 | 2.00 | 1.6596 | 0.3182
2329 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2330 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2331 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2332 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2333 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
2334 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 2.1063 | 0.6500
2335 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2336 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 1.6136 | 0.0870
2337 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 1.6727 | 0.2927
2338 | CompressionProcessing_Age4 | Insufficient Node | 0.2803 | 2.00 | 1.6596 | 0.3182
2339 | CompressionProcessing_Age5 | Insufficient Node | 0.2037 | 3.00 | 1.5518 | 0.0833
2340 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 1.3577 | 0.0206
2341 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 1.9470 | 0.0851
2342 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 2.3012 | 0.4211
2343 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 1.8948 | 0.4444
2344 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 1.7443 | 0.2034
2345 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 1.6136 | 0.0870
2346 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 1.6396 | 0.4202
2347 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 1.6917 | 0.3399
