APVA Memory Forecast Study v0.1
============================================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35

1. Memory Stream Reconstruction
Bar | StateAgeNode | NodeCategory | MemoryStrength | HalfLife | ForecastConfidence | EntropyGrowth | AttentionCategory
2093 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2094 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2095 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2096 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
2097 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
2098 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
2099 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2100 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2101 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2102 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2103 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
2104 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
2105 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2106 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2107 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2108 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2109 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2110 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2111 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2112 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2113 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2114 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2115 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2116 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2117 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2118 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2119 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2120 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2121 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2122 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2123 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2124 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 0.1875 | 1.9893 | Insufficient Node
2125 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2126 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2127 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2128 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2129 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2130 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2131 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2132 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2133 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2134 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2135 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2136 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2137 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2138 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2139 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2140 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2141 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2142 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2143 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2144 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2145 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 0.1875 | 1.9893 | Insufficient Node
2146 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2147 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
2148 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2149 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
2150 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2151 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
2152 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2153 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 0.3871 | 2.1685 | Insufficient Node
2154 | ExhaustionPersistence_Age3 | Insufficient Node | 0.1799 | 2.00 | 0.5238 | 2.3520 | Insufficient Node
2155 | ExhaustionPersistence_Age4 | Insufficient Node | 0.2118 | 2.00 | 0.3125 | 1.4612 | Insufficient Node
2156 | ExhaustionPersistence_Age5 | Insufficient Node | 0.2639 | 3.00 | 0.1250 | 1.4080 | Insufficient Node
2157 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1667 | 2.00 | 0.3333 | 2.2687 | Insufficient Node
2158 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1667 | 2.00 | 0.3333 | 2.2687 | Insufficient Node
2159 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1667 | 2.00 | 0.3333 | 2.2687 | Insufficient Node
2160 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2161 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2162 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
2163 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2164 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2165 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2166 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2167 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2168 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2169 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2170 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2171 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2172 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2173 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
2174 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
2175 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
2176 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2177 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2178 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2179 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2180 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2181 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2182 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2183 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2184 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2185 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2186 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2187 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2188 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2189 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2190 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2191 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2192 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2193 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2194 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2195 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2196 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2197 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2198 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2199 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2200 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2201 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 0.1875 | 1.9893 | Insufficient Node
2202 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2203 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2204 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2205 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2206 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2207 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2208 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
2209 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2210 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2211 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
2212 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2213 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2214 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2215 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2216 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2217 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2218 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2219 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2220 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2221 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2222 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2223 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2224 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2225 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2226 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2227 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2228 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2229 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2230 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
2231 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2232 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2233 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2234 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2235 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2236 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2237 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2238 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2239 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2240 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2241 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2242 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2243 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2244 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2245 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2246 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2247 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2248 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 0.1875 | 1.9893 | Insufficient Node
2249 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2250 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2251 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2252 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2253 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2254 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2255 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2256 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2257 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2258 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2259 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2260 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2261 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2262 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2263 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2264 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2265 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2266 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2267 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2268 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2269 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2270 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2271 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2272 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2273 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2274 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2275 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
2276 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
2277 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2278 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2279 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2280 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2281 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2282 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2283 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
2284 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2285 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2286 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2287 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2288 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
2289 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2290 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2291 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
2292 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2293 | ConstructiveEmergence_Age1 | Insufficient Node | 0.1574 | 2.00 | 0.0833 | 1.8191 | Insufficient Node
2294 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2295 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2296 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
2297 | MixedStructure_Age3 | Insufficient Node | 0.4000 | 3.00 | 0.0000 | 1.8403 | Insufficient Node
2298 | ConstructiveEmergence_Age1 | Insufficient Node | 0.1574 | 2.00 | 0.0833 | 1.8191 | Insufficient Node
2299 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2300 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2301 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2302 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2303 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2304 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2305 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2306 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2307 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2308 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
2309 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
2310 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2311 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2312 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2313 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2314 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2315 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2316 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2317 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2318 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
2319 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
2320 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
2321 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
2322 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
2323 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
2324 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
2325 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
2326 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
2327 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
2328 | CompressionProcessing_Age4 | Insufficient Node | 0.2803 | 2.00 | 0.3182 | 1.6596 | Insufficient Node
2329 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
