APVA Stage + Alignment + Breakout Type Study v0.1 - CL
======================================================
Instrument: CL
Input: C:\Users\rz0\Documents\ApvaAnalysis\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_OPEN_apva_bar_evidence_v01.csv
Total rows: 2677
Total stage-alignment-breakout observations: 2247
Breakout, SequenceStage, alignment, event, and DRFwd logic are reused from prior studies.
This is a descriptive decomposition of the prior Stage x Alignment result.

Observation Counts by BreakoutType
==================================
IBSYM             495
Lateral          1752

Observation Counts by Stage
===========================
Stage0       170
Stage1       591
Stage2       506
Stage3       367
Stage4       613

Observation Counts by Alignment
===============================
Aligned          1136
Opposed          1111

Event x Stage x Alignment x BreakoutType
========================================
Event                    Type       Stage Alignment    Count   MeanDRFwd5       Median  ContRate5  FailRate5  FlatRate5
Mature Aligned versus Immature Aligned by BreakoutType
======================================================
Event                    Type     LeftCount  LeftCont5 RightCount  RightCont5 DeltaCont5  DeltaMean5
AllBars                  IBSYM           96    46.88%         86     40.70%     6.18%   -0.102422
AllBars                  Lateral        271    49.45%        357     46.22%     3.23%   -0.082720
DissipationAny           IBSYM           43    53.49%         44     47.73%     5.76%   -0.250085
DissipationAny           Lateral        113    51.33%        170     45.88%     5.45%   -0.066676
DissipationContained     IBSYM           18    55.56%         25     56.00%    -0.44%    0.247333
DissipationContained     Lateral         57    56.14%         91     49.45%     6.69%    0.010871
DissipationAccepted      IBSYM           25    52.00%         19     36.84%    15.16%   -0.644189
DissipationAccepted      Lateral         55    47.27%         77     42.86%     4.42%   -0.130987
ParticipationPeak        IBSYM           25    48.00%          9     33.33%    14.67%   -0.061867
ParticipationPeak        Lateral         54    53.70%         73     45.21%     8.50%   -0.134272
ParticipationClimactic   IBSYM            9    44.44%          6     33.33%    11.11%    0.191111
ParticipationClimactic   Lateral         29    44.83%         31     61.29%   -16.46%   -0.379366
PeakContained            IBSYM            5    60.00%          1      0.00%    60.00%    0.620000
PeakContained            Lateral         16    56.25%         22     50.00%     6.25%   -0.836136
PeakAccepted             IBSYM           17    35.29%          8     37.50%    -2.21%   -0.465662
PeakAccepted             Lateral         31    58.06%         48     41.67%    16.40%    0.178132
ClimacticContained       IBSYM            2    50.00%          0      0.00%    50.00%   -0.440000
ClimacticContained       Lateral          5    60.00%          3    100.00%   -40.00%   -5.734667
ClimacticAccepted        IBSYM            6    50.00%          6     33.33%    16.67%    0.151667
ClimacticAccepted        Lateral         23    43.48%         28     57.14%   -13.66%    0.105730

Largest Mature Alignment Advantages by BreakoutType
===================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 DissipationAccepted      Lateral         55         32    19.15%    0.388591
   2 DissipationAny           Lateral        113         92     5.68%    0.293961
   3 DissipationContained     Lateral         57         57     3.51%    0.355789
   4 DissipationAny           IBSYM           43         30     3.49%   -0.489054
   5 AllBars                  Lateral        271        192     2.57%    0.208360
   6 AllBars                  IBSYM           96         54    -6.83%   -0.527870

Largest Immature Alignment Advantages by BreakoutType
=====================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 DissipationContained     Lateral         91         77     6.59%    0.273027
   2 DissipationAny           IBSYM           44         43    -3.44%   -0.086195
   3 AllBars                  Lateral        357        239    -6.50%    0.014997
   4 AllBars                  IBSYM           86         75    -7.30%   -0.242211
   5 DissipationAny           Lateral        170        139    -7.36%    0.004135
   6 DissipationAccepted      Lateral         77         60   -22.14%   -0.296255

Largest Maturity Improvements for Aligned Events by BreakoutType
================================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 PeakAccepted             Lateral         31         48    16.40%    0.178132
   2 ParticipationPeak        Lateral         54         73     8.50%   -0.134272
   3 DissipationContained     Lateral         57         91     6.69%    0.010871
   4 AllBars                  IBSYM           96         86     6.18%   -0.102422
   5 DissipationAny           IBSYM           43         44     5.76%   -0.250085
   6 DissipationAny           Lateral        113        170     5.45%   -0.066676
   7 DissipationAccepted      Lateral         55         77     4.42%   -0.130987
   8 AllBars                  Lateral        271        357     3.23%   -0.082720

Largest Maturity Deteriorations for Aligned Events by BreakoutType
==================================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 AllBars                  Lateral        271        357     3.23%   -0.082720
   2 DissipationAccepted      Lateral         55         77     4.42%   -0.130987
   3 DissipationAny           Lateral        113        170     5.45%   -0.066676
   4 DissipationAny           IBSYM           43         44     5.76%   -0.250085
   5 AllBars                  IBSYM           96         86     6.18%   -0.102422
   6 DissipationContained     Lateral         57         91     6.69%    0.010871
   7 ParticipationPeak        Lateral         54         73     8.50%   -0.134272
   8 PeakAccepted             Lateral         31         48    16.40%    0.178132

Strongest Mature Aligned Combinations
=====================================
Rank Event                    Type        Count   MeanDRFwd5  ContRate5
   1 DissipationContained     Lateral        57     0.253509    56.14%
   2 DissipationAny           Lateral       113     0.060265    51.33%
   3 ParticipationPeak        Lateral        54     0.031481    53.70%
   4 AllBars                  Lateral       271     0.004871    49.45%
   5 PeakAccepted             Lateral        31    -0.026452    58.06%
   6 DissipationAccepted      Lateral        55    -0.128909    47.27%
   7 AllBars                  IBSYM          96    -0.269167    46.88%
   8 DissipationAny           IBSYM          43    -0.293721    53.49%

Strongest Mature Opposed Combinations
=====================================
Rank Event                    Type        Count   MeanDRFwd5  ContRate5
   1 AllBars                  IBSYM          54     0.258704    53.70%
   2 DissipationAny           IBSYM          30     0.195333    50.00%
   3 DissipationContained     Lateral        57    -0.102281    52.63%
   4 AllBars                  Lateral       192    -0.203490    46.88%
   5 DissipationAny           Lateral        92    -0.233696    45.65%
   6 DissipationAccepted      Lateral        32    -0.517500    28.12%

Research Notes
==============
- Largest mature alignment advantage: DissipationAccepted, Lateral (19.15%).
- Best mature alignment breakout type for DissipationContained: Lateral (3.51%).
- Best mature alignment breakout type for AllBars: Lateral (2.57%).
- Mature-alignment comparisons skipped from ranked tables because one side Count < 30: 14.
