Path,Candidate,AvailableForCheck,Count,ES_Count,NQ_Count,BothESAndNQNonzero
tables/apva_forward_signed_return_dataset_es_nq_122017_generated.csv,Base_ES_NQ,True,935,250,685,True
tables/apva_forward_signed_return_dataset_es_nq_122017_generated.csv,CCRRR,True,19,6,13,True
tables/apva_forward_signed_return_dataset_es_nq_122017_generated.csv,PriorSlope_DominantPressureValue_Q3,True,180,43,137,True
tables/apva_forward_signed_return_dataset_es_nq_122017_generated.csv,RRCCC,True,47,11,36,True
