Metric,Value
entry_count,256.0
feature_count,43.0
unsafe_feature_count,10.0
suspicious_feature_count,2.0
probably_safe_feature_count,31.0
unsafe_features,"SignedNormalizedReturn,DirectionalNormalizedMFE,DirectionalNormalizedMAE,SignedReturn,DirectionalMAE,DirectionalMFE,FutureClose,NormalizedReturn,RawReturn,DirectionalHit"
suspicious_features,"InTargetState,TargetEntry"
probably_safe_core_features,"RollingEntropy,ResolvedArchetype,RollingDirectionalPresence,HorizonBars,BarIndex,DominantPressureValue,RollingVelocity,Instrument,File,Time,MacroState,DominantPressure"
