Metric,Value
selected_count,377.0
mean_signed_return,1.7082228116710876
median_signed_return,0.25
t_stat,1.5816339966237425
positive_fraction,0.5013262599469496
max_signed_return,167.25
top5_share_positive_sum,0.5353185595567868
top10_share_positive_sum,0.6544321329639889
edge_shape_classification,convex_tail_dominated
