Path,Candidate,AvailableForCheck,Count,ES_Count,NQ_Count,BothESAndNQNonzero
outputs/feature_leakage_audit/leakage_audit_entries.csv,Base_ES_NQ,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_entries.csv,CCRRR,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_entries.csv,PriorSlope_DominantPressureValue_Q3,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_entries.csv,RRCCC,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_feature_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_feature_summary.csv,CCRRR,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_feature_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_feature_summary.csv,RRCCC,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_scorecard.csv,Base_ES_NQ,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_scorecard.csv,CCRRR,True,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_scorecard.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/feature_leakage_audit/leakage_audit_scorecard.csv,RRCCC,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entries.csv,Base_ES_NQ,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entries.csv,CCRRR,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entries.csv,PriorSlope_DominantPressureValue_Q3,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entries.csv,RRCCC,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entry_paths.csv,Base_ES_NQ,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entry_paths.csv,CCRRR,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entry_paths.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entry_paths.csv,RRCCC,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_horizon_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_horizon_summary.csv,CCRRR,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_horizon_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_horizon_summary.csv,RRCCC,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_policy_surface.csv,Base_ES_NQ,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_policy_surface.csv,CCRRR,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_policy_surface.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_policy_surface.csv,RRCCC,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_scorecard.csv,Base_ES_NQ,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_scorecard.csv,CCRRR,True,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_scorecard.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_scorecard.csv,RRCCC,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_block_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_block_summary.csv,CCRRR,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_block_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_block_summary.csv,RRCCC,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_candidate_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_candidate_summary.csv,CCRRR,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_candidate_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_candidate_summary.csv,RRCCC,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_candidate_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_candidate_summary.csv,CCRRR,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_candidate_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_candidate_summary.csv,RRCCC,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_inventory.csv,Base_ES_NQ,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_inventory.csv,CCRRR,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_inventory.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_dataset_inventory.csv,RRCCC,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_entries.csv,Base_ES_NQ,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_entries.csv,CCRRR,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_entries.csv,PriorSlope_DominantPressureValue_Q3,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_entries.csv,RRCCC,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_instrument_summary.csv,Base_ES_NQ,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_instrument_summary.csv,CCRRR,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_instrument_summary.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_instrument_summary.csv,RRCCC,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_scorecard.csv,Base_ES_NQ,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_scorecard.csv,CCRRR,True,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_scorecard.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/fixed_candidate_extended_validation/extended_scorecard.csv,RRCCC,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument.csv,CCRRR,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument.csv,RRCCC,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument_week.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument_week.csv,CCRRR,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument_week.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_futures_robustness/index_futures_by_instrument_week.csv,RRCCC,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_week.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_week.csv,CCRRR,True,0,0,0,False
outputs/index_futures_robustness/index_futures_by_week.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_futures_robustness/index_futures_by_week.csv,RRCCC,True,0,0,0,False
outputs/index_futures_robustness/index_futures_entries.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_futures_robustness/index_futures_entries.csv,CCRRR,True,0,0,0,False
outputs/index_futures_robustness/index_futures_entries.csv,PriorSlope_DominantPressureValue_Q3,True,0,0,0,False
outputs/index_futures_robustness/index_futures_entries.csv,RRCCC,True,0,0,0,False
outputs/index_futures_robustness/index_futures_scorecard.csv,Base_ES_NQ,True,0,0,0,False
outputs/index_futures_robustness/index_futures_scorecard.csv,CCRRR,True,0,0,0,False
outputs/index_futures_robustness/index_futures_scorecard.csv,PriorSlope_DominantPressureValue_Q3,False,0,0,0,False
outputs/index_futures_robustness/index_futures_scorecard.csv,RRCCC,True,0,0,0,False
