Path,ReferencePath,RowKeyColumns,UniqueRowKeyCount,OverlappingRowKeyCount,RowKeyOverlapFraction,TimeKeyColumns,UniqueTimeKeyCount,OverlappingTimeKeyCount,TimeKeyOverlapFraction,MaximumComparableOverlapFraction,IndependenceStatus,IntendedExtensionOverride,DerivedOutputExcluded
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/fixed_candidate_extended_validation/extended_block_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/fixed_candidate_extended_validation/extended_candidate_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/fixed_candidate_extended_validation/extended_dataset_candidate_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/fixed_candidate_extended_validation/extended_dataset_inventory.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/fixed_candidate_extended_validation/extended_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",1672.0,1672.0,1.0,"Instrument,File,Time",1672.0,1672.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/fixed_candidate_extended_validation/extended_instrument_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/fixed_candidate_extended_validation/extended_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_futures_robustness/index_futures_by_instrument.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_futures_robustness/index_futures_by_instrument_week.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_futures_robustness/index_futures_by_week.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_futures_robustness/index_futures_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",256.0,256.0,1.0,"Instrument,File,Time",256.0,256.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/index_futures_robustness/index_futures_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_regime_gating/regime_gating_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",256.0,256.0,1.0,"Instrument,File,Time",256.0,256.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/index_regime_gating/regime_gating_feature_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_regime_gating/regime_gating_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_topology_family_validation/topology_family_1d_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_topology_family_validation/topology_family_2d_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_topology_family_validation/topology_family_by_instrument.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_topology_family_validation/topology_family_by_week.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/index_topology_family_validation/topology_family_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",1672.0,1672.0,1.0,"Instrument,File,Time",1672.0,1672.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/index_topology_family_validation/topology_family_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/d1_persistence_by_instrument.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/d1_persistence_by_pressure_triplet.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/d1_persistence_by_week.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/d1_persistence_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",53.0,53.0,1.0,"Instrument,File,Time",53.0,53.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/d1_persistence_intersections.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/low_dir_presence_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",1672.0,1672.0,1.0,"Instrument,File,Time",1672.0,1672.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/low_dir_presence_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/low_directional_presence_persistence/low_dir_presence_triplets.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/market_family_transfer/market_family_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",364.0,364.0,1.0,"Instrument,File,Time",364.0,364.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/market_family_transfer/market_family_instrument_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/market_family_transfer/market_family_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/market_family_transfer/market_family_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/normalized_cross_instrument_transfer/normalized_transfer_by_instrument.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/normalized_cross_instrument_transfer/normalized_transfer_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",364.0,364.0,1.0,"Instrument,File,Time",364.0,364.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/normalized_cross_instrument_transfer/normalized_transfer_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/policy_surface_es_compression_entropy_mid_presence_zero/policy_detail_examples.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,"Instrument,File,Time",0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/policy_surface_es_compression_entropy_mid_presence_zero/policy_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/policy_surface_es_compression_entropy_mid_presence_zero/policy_surface.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/policy_surface_es_compression_entropy_mid_presence_zero/selected_policy_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",377.0,377.0,1.0,"Instrument,File,Time",377.0,377.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/precursor_policy_surface_es_compression_entropy_mid_presence_zero/precursor_policy_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",47.0,47.0,1.0,"Instrument,File,Time",47.0,47.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/precursor_policy_surface_es_compression_entropy_mid_presence_zero/precursor_policy_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/precursor_policy_surface_es_compression_entropy_mid_presence_zero/precursor_policy_surface.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/precursor_sequence_es_compression_entropy_mid_presence_zero/precursor_entry_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/precursor_sequence_es_compression_entropy_mid_presence_zero/precursor_offset_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/precursor_sequence_es_compression_entropy_mid_presence_zero/precursor_path_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/precursor_sequence_es_compression_entropy_mid_presence_zero/precursor_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/precursor_sequence_es_compression_entropy_mid_presence_zero/precursor_sequence_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/regime_stability_es_compression_pressure/column_mapping.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/regime_stability_es_compression_pressure/regime_file_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/regime_stability_es_compression_pressure/regime_week_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/regime_stability_es_compression_pressure/rolling_edge_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/regime_stability_es_compression_pressure/selected_candidate_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",2039.0,2039.0,1.0,"Instrument,File,Time",2039.0,2039.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/regime_stability_es_compression_pressure/stability_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/safe_regime_gating/safe_regime_gating_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",256.0,256.0,1.0,"Instrument,File,Time",256.0,256.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/safe_regime_gating/safe_regime_gating_feature_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/safe_regime_gating/safe_regime_gating_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_entry_transition_es_compression_entropy_mid_presence_zero/entry_transition_by_week.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_entry_transition_es_compression_entropy_mid_presence_zero/entry_transition_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_entry_transition_es_compression_entropy_mid_presence_zero/entry_transition_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_entry_transition_es_compression_entropy_mid_presence_zero/selected_state_entry_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",377.0,377.0,1.0,"Instrument,File,Time",377.0,377.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/state_entry_transition_es_compression_entropy_mid_presence_zero/state_run_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_es_compression_entropy_x_directional_presence/column_mapping.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_es_compression_entropy_x_directional_presence/selected_state_surface_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",2039.0,2039.0,1.0,"Instrument,File,Time",2039.0,2039.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/state_surface_es_compression_entropy_x_directional_presence/state_surface_cells.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_es_compression_entropy_x_directional_presence/state_surface_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_es_compression_entropy_x_directional_presence/state_surface_week_cells.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_es_compression_entropy_x_directional_presence/x_bin_metadata.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_es_compression_entropy_x_directional_presence/y_bin_metadata.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_neighborhood_es_compression_entropy_x_directional_presence/neighborhood_cells.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_surface_neighborhood_es_compression_entropy_x_directional_presence/neighborhood_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_transition_hazard/transition_hazard_delta_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_transition_hazard/transition_hazard_dir_presence_pairs.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_transition_hazard/transition_hazard_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",1672.0,1672.0,1.0,"Instrument,File,Time",1672.0,1672.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/state_transition_hazard/transition_hazard_entropy_pairs.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/state_transition_hazard/transition_hazard_pressure_pairs.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
