Path,ReferencePath,RowKeyColumns,UniqueRowKeyCount,OverlappingRowKeyCount,RowKeyOverlapFraction,TimeKeyColumns,UniqueTimeKeyCount,OverlappingTimeKeyCount,TimeKeyOverlapFraction,MaximumComparableOverlapFraction,IndependenceStatus,IntendedExtensionOverride,DerivedOutputExcluded
outputs/block_bootstrap_es_ex_compression_pressure/block_bootstrap_distribution.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_es_ex_compression_pressure/block_bootstrap_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_es_ex_compression_pressure/input_diagnostics.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_es_ex_compression_pressure/selected_candidate_returns.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_es_ex_compression_pressure/selected_pressure_counts.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_exclude_pressure/block_bootstrap_distribution.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_exclude_pressure/block_bootstrap_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_exclude_pressure/input_diagnostics.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_exclude_pressure/selected_candidate_returns.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/block_bootstrap_exclude_pressure/selected_pressure_counts.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/compression_persistence_analysis/compression_persistence_by_instrument.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/compression_persistence_analysis/compression_persistence_by_sequence.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/compression_persistence_analysis/compression_persistence_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",1672.0,1672.0,1.0,"Instrument,File,Time",1672.0,1672.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/compression_persistence_analysis/compression_persistence_feature_tests.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/compression_persistence_analysis/compression_persistence_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/conditioned_compression_es_directional_presence/column_mapping.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/conditioned_compression_es_directional_presence/conditioned_file_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/conditioned_compression_es_directional_presence/conditioned_quantile_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/conditioned_compression_es_directional_presence/conditioned_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/conditioned_compression_es_directional_presence/conditioned_week_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/conditioned_compression_es_directional_presence/selected_conditioned_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",2039.0,2039.0,1.0,"Instrument,File,Time",2039.0,2039.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/cross_instrument_transfer_compression_precursor/cross_instrument_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",364.0,364.0,1.0,"Instrument,File,Time",364.0,364.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/cross_instrument_transfer_compression_precursor/cross_instrument_policy_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/cross_instrument_transfer_compression_precursor/cross_instrument_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/cross_instrument_transfer_compression_precursor/cross_instrument_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/cross_instrument_transfer_compression_precursor/cross_instrument_week_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/excursion_profile_es_compression_entropy_mid_presence_zero/excursion_by_week.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/excursion_profile_es_compression_entropy_mid_presence_zero/excursion_profile_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/excursion_profile_es_compression_entropy_mid_presence_zero/excursion_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/excursion_profile_es_compression_entropy_mid_presence_zero/selected_excursion_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",377.0,377.0,1.0,"Instrument,File,Time",377.0,377.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/excursion_profile_es_compression_entropy_mid_presence_zero/tail_event_examples.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,"Instrument,File,Time",0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/expansion_followthrough_es_compression_precursor/followthrough_curve.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/expansion_followthrough_es_compression_precursor/followthrough_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",47.0,47.0,1.0,"Instrument,File,Time",47.0,47.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/expansion_followthrough_es_compression_precursor/followthrough_entry_paths.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/expansion_followthrough_es_compression_precursor/followthrough_rows.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,"Instrument,File,Time",0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/expansion_followthrough_es_compression_precursor/followthrough_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/expansion_followthrough_es_compression_precursor/followthrough_state_evolution.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/feature_leakage_audit/leakage_audit_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",256.0,256.0,1.0,"Instrument,File,Time",256.0,256.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/feature_leakage_audit/leakage_audit_feature_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/feature_leakage_audit/leakage_audit_scorecard.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entries.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",47.0,47.0,1.0,"Instrument,File,Time",47.0,47.0,1.0,1.0,ExcludedDerivedOutput,False,True
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_entry_paths.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_horizon_summary.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
outputs/five_bar_expansion_capture_es_compression_precursor/five_bar_policy_surface.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",0.0,0.0,,,0.0,0.0,,,ExcludedDerivedOutput,False,True
