InputPath,Instrument,File,SourceRows,RowsAfterSessionFilter,SessionFilter,TimeMin,TimeMax,PressureRows
data/Validation/ES/xApvaV01StateLog_ES122022.csv,ES,xApvaV01StateLog_ES122022.csv,3235,3235,all,2022-10-17 06:40:00,2022-12-06 14:55:00,3232
data/Validation/NQ/xApvaV01StateLog_NQ122022.csv,NQ,xApvaV01StateLog_NQ122022.csv,3235,3235,all,2022-10-18 06:40:00,2022-12-07 14:55:00,3232
