Path,Candidate,AvailableForCheck,Count,ES_Count,NQ_Count,BothESAndNQNonzero
tables/apva_forward_signed_return_dataset_es_nq_032024_generated.csv,Base_ES_NQ,True,386,203,183,True
tables/apva_forward_signed_return_dataset_es_nq_032024_generated.csv,CCRRR,True,4,3,1,True
tables/apva_forward_signed_return_dataset_es_nq_032024_generated.csv,PriorSlope_DominantPressureValue_Q3,True,83,44,39,True
tables/apva_forward_signed_return_dataset_es_nq_032024_generated.csv,RRCCC,True,21,11,10,True
