return,pressure,source_file,archetype,time
-23.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-06 09:50:00
-15.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-06 09:55:00
6.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-06 10:00:00
-0.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-06 10:05:00
-1.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-06 10:10:00
-6.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-06 10:20:00
-4.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-06 10:25:00
-8.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-06 10:30:00
-9.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-06 10:35:00
1.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-06 13:20:00
-1.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-06 13:25:00
-31.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-06 13:40:00
36.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-06 13:45:00
36.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-06 13:50:00
41.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-06 13:55:00
-30.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-06 14:00:00
-17.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 06:35:00
17.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 06:40:00
26.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 06:45:00
18.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 06:50:00
25.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 06:55:00
-9.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 07:05:00
-23.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 07:10:00
-16.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 07:15:00
-4.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 07:25:00
-6.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 07:30:00
-20.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 07:35:00
-25.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 07:40:00
27.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 07:45:00
20.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 07:50:00
8.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 07:55:00
2.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 08:00:00
-13.75,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 08:05:00
-18.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 08:10:00
-9.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 08:15:00
-3.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 08:20:00
6.0,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 08:25:00
-20.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 08:45:00
-22.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 08:50:00
19.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 08:55:00
15.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 09:10:00
4.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-07 09:15:00
9.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-07 09:20:00
6.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 09:25:00
4.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 09:45:00
-2.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-07 09:50:00
-4.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 09:55:00
-2.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 10:00:00
-7.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 10:20:00
-10.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 10:25:00
-12.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 10:30:00
0.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 10:35:00
-1.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 10:55:00
-5.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 11:00:00
-27.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 12:00:00
-26.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 12:05:00
-27.0,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-07 12:10:00
-3.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-07 12:20:00
11.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-07 12:25:00
17.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 12:30:00
-28.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-07 12:35:00
-35.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-07 12:40:00
-30.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 12:45:00
22.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 12:50:00
11.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-07 12:55:00
-0.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 13:00:00
-2.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-07 13:05:00
-7.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-07 13:30:00
-0.75,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-08 08:55:00
-0.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 09:00:00
-4.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-08 09:05:00
1.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 09:10:00
-5.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-08 09:15:00
-10.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 09:20:00
-11.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-08 09:25:00
10.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-08 09:30:00
7.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 09:35:00
6.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 09:40:00
-0.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 09:45:00
-1.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 09:50:00
-10.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 10:05:00
-5.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 10:30:00
-5.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-08 10:35:00
9.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 10:40:00
8.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 10:45:00
9.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-08 10:50:00
-7.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 11:00:00
-13.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 11:05:00
-16.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-08 11:10:00
10.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 11:30:00
19.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 11:35:00
1.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 11:55:00
-8.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 12:00:00
-1.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 12:05:00
8.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-08 12:10:00
-2.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-08 13:00:00
-4.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-08 13:05:00
-1.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-08 13:10:00
-2.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-08 13:15:00
-2.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-09 11:25:00
2.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-09 12:25:00
-11.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-09 12:55:00
-2.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-09 13:00:00
-1.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-10 07:35:00
3.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-10 07:40:00
-7.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-10 07:55:00
-0.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 08:55:00
-4.0,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 09:00:00
-2.0,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 09:05:00
-2.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 09:45:00
1.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 09:50:00
-5.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 09:55:00
0.0,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 10:55:00
0.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 11:00:00
-3.75,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-10 11:05:00
4.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 07:50:00
-4.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 07:55:00
-9.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 08:00:00
-3.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 08:05:00
-1.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-13 08:20:00
1.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-13 08:25:00
1.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 08:30:00
-0.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 08:35:00
-1.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 08:45:00
-3.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 08:50:00
-8.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 08:55:00
-12.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 09:00:00
-22.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 09:05:00
-17.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 09:10:00
16.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 09:15:00
13.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-13 09:25:00
7.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 09:30:00
9.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 09:35:00
9.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 09:40:00
7.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 09:45:00
3.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 09:50:00
4.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 09:55:00
0.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 10:00:00
0.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 10:05:00
1.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 10:10:00
-0.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 10:15:00
-4.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 10:20:00
-2.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 10:25:00
-3.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-13 10:30:00
-1.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-13 10:40:00
1.0,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-13 11:55:00
4.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-13 12:00:00
4.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-13 12:05:00
8.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 12:10:00
-10.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 12:15:00
-7.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 12:20:00
18.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 12:40:00
20.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 12:45:00
21.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 12:50:00
4.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 12:55:00
2.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 13:00:00
2.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 13:05:00
1.0,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-13 13:10:00
-25.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-13 13:45:00
6.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-14 06:40:00
5.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 06:45:00
11.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Sponsor Exhaustion Collapse,2026-04-14 06:50:00
-10.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Unstable Rotational Balance,2026-04-14 06:55:00
-13.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-14 07:00:00
-13.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-14 07:05:00
4.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Stable Compression Basin,2026-04-14 07:10:00
-0.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-14 07:15:00
2.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-14 07:20:00
5.5,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Pure Unresolved Compression Equilibrium,2026-04-14 07:25:00
-14.75,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 08:10:00
-17.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 08:15:00
-12.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 08:20:00
9.25,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 08:30:00
3.75,RotationalPressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 08:35:00
3.75,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 08:40:00
-5.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 09:30:00
-4.0,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 09:35:00
-2.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 09:40:00
8.5,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 12:15:00
4.25,DirectionalReleasePressure,tables\apva_forward_signed_return_dataset_v1.csv,Directional Continuation / Sponsor Release,2026-04-14 12:20:00
