APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Total rows: 1930
State counts: RecoveryResolution=68, ExhaustionPersistence=107, CompressionProcessing=205, NeutralProcessing=976, ReassertionProcessing=179, DecayToNeutral=86, DestructiveRotation=79, ConstructiveEmergence=14, MixedStructure=216
Age counts: 1=976, 2=327, 3=175, 4=114, 5=94, 6-10=207, 11-20=37, 21+=0
Validated context counts: B=11, C=13, D=23
Candidate interpretation counts: ValidatedContext=47, PreviousDistinctContext=1926, CurrentStateAge=1930

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
CurrentStateAge | NeutralProcessing+Age5 | Clear | 47 | 2.4947 | 8.2500 | 59.57% | 40.43% | 0.00% | 19.15%
CurrentStateAge | NeutralProcessing+Age5 | Moderate | 4 | 0.5000 | 1.0000 | 75.00% | 25.00% | 0.00% | 50.00%
CurrentStateAge | NeutralProcessing+Age5 | Unresolved | 2 | 5.0000 | 5.0000 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | NeutralProcessing+Age6-10 | Ambiguous | 28 | 16.1429 | 13.2500 | 64.29% | 35.71% | 0.00% | 28.57%
CurrentStateAge | NeutralProcessing+Age6-10 | Clear | 22 | -44.4091 | -18.8750 | 40.91% | 59.09% | 0.00% | -18.18%
CurrentStateAge | NeutralProcessing+Age6-10 | Moderate | 35 | -6.1214 | -2.0000 | 40.00% | 60.00% | 0.00% | -20.00%
CurrentStateAge | NeutralProcessing+Age6-10 | Unresolved | 10 | -37.4750 | -16.8750 | 30.00% | 70.00% | 0.00% | -40.00%
CurrentStateAge | ReassertionProcessing+Age1 | Ambiguous | 8 | -10.2812 | -17.5000 | 37.50% | 62.50% | 0.00% | -25.00%
CurrentStateAge | ReassertionProcessing+Age1 | Unresolved | 44 | -5.9602 | -6.5000 | 47.73% | 52.27% | 0.00% | -4.55%
CurrentStateAge | ReassertionProcessing+Age2 | Ambiguous | 7 | -43.8929 | -19.0000 | 14.29% | 85.71% | 0.00% | -71.43%
CurrentStateAge | ReassertionProcessing+Age2 | Moderate | 8 | -4.8750 | -18.6250 | 37.50% | 62.50% | 0.00% | -25.00%
CurrentStateAge | ReassertionProcessing+Age2 | Unresolved | 6 | 4.9167 | 3.3750 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | RecoveryResolution+Age1 | Ambiguous | 3 | 21.0833 | 43.0000 | 66.67% | 33.33% | 0.00% | 33.33%
CurrentStateAge | RecoveryResolution+Age1 | Unresolved | 26 | 14.8558 | 16.5000 | 65.38% | 34.62% | 0.00% | 30.77%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age1 | Ambiguous | 22 | -14.6136 | -12.0000 | 31.82% | 68.18% | 0.00% | -36.36%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age1 | Unresolved | 7 | -26.5357 | -13.0000 | 28.57% | 71.43% | 0.00% | -42.86%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age2 | Moderate | 22 | 7.8864 | 7.1250 | 68.18% | 31.82% | 0.00% | 36.36%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age3 | Ambiguous | 6 | 13.6667 | -7.3750 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age3 | Moderate | 3 | -8.8333 | -6.2500 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age4 | Ambiguous | 5 | -9.8000 | 0.2500 | 60.00% | 40.00% | 0.00% | 20.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age4 | Moderate | 5 | 0.0000 | -1.2500 | 40.00% | 60.00% | 0.00% | -20.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age5 | Ambiguous | 2 | -2.7500 | -2.7500 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age5 | Moderate | 4 | -16.6875 | -15.8750 | 25.00% | 75.00% | 0.00% | -50.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age5 | Unresolved | 2 | -15.3750 | -15.3750 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Ambiguous | 11 | 9.4545 | -8.2500 | 45.45% | 54.55% | 0.00% | -9.09%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Moderate | 32 | 14.9609 | -5.5000 | 46.88% | 53.12% | 0.00% | -6.25%
PreviousDistinctContext | CompressionProcessing->NeutralProcessing+Age6-10 | Unresolved | 3 | 93.5000 | 128.0000 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | DecayToNeutral->MixedStructure+Age1 | Ambiguous | 3 | 10.3333 | 4.7500 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | DecayToNeutral->MixedStructure+Age1 | Moderate | 8 | 0.9062 | 8.1250 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age1 | Ambiguous | 8 | -4.7500 | -6.3750 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age1 | Unresolved | 4 | -130.8125 | -47.0000 | 25.00% | 75.00% | 0.00% | -50.00%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age3 | Clear | 13 | 23.9231 | 3.7500 | 61.54% | 38.46% | 0.00% | 23.08%
PreviousDistinctContext | DecayToNeutral->NeutralProcessing+Age6-10 | Unresolved | 1 | -24.0000 | -24.0000 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | DestructiveRotation->DecayToNeutral+Age1 | Ambiguous | 4 | 13.5000 | -1.3750 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->DecayToNeutral+Age1 | Moderate | 8 | 5.1875 | 1.6250 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age1 | Ambiguous | 2 | 46.7500 | 46.7500 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | DestructiveRotation->NeutralProcessing+Age1 | Unresolved | 2 | 37.6250 | 37.6250 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age1 | Clear | 5 | 43.6500 | 17.7500 | 80.00% | 20.00% | 0.00% | 60.00%
PreviousDistinctContext | ExhaustionPersistence->RecoveryResolution+Age2 | Unresolved | 3 | 39.1667 | 52.5000 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Ambiguous | 2 | -26.6250 | -26.6250 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Moderate | 3 | 22.0833 | 29.0000 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | MixedStructure->ExhaustionPersistence+Age1 | Unresolved | 1 | 1.7500 | 1.7500 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | Ambiguous | 2 | 2.3750 | 2.3750 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | Unresolved | 3 | 17.5000 | 17.2500 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | Ambiguous | 1 | -13.2500 | -13.2500 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age3 | Moderate | 3 | 4.8333 | -7.0000 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | Ambiguous | 2 | -2.8750 | -2.8750 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age4 | Moderate | 1 | -29.0000 | -29.0000 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->NeutralProcessing+Age6-10 | Ambiguous | 1 | -2.2500 | -2.2500 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | MixedStructure->ReassertionProcessing+Age1 | Moderate | 5 | 11.8500 | 12.7500 | 60.00% | 40.00% | 0.00% | 20.00%
PreviousDistinctContext | MixedStructure->RecoveryResolution+Age1 | Unresolved | 1 | 40.2500 | 40.2500 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->CompressionProcessing+Age1 | Unresolved | 1 | 73.5000 | 73.5000 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | Ambiguous | 1 | -4.5000 | -4.5000 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | Unresolved | 2 | 6.0000 | 6.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | Ambiguous | 66 | -1.2008 | -4.5000 | 45.45% | 54.55% | 0.00% | -9.09%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | Unresolved | 14 | 3.2857 | 3.7500 | 57.14% | 42.86% | 0.00% | 14.29%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | Ambiguous | 3 | -27.4167 | -14.0000 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | Unresolved | 5 | -1.3000 | -15.5000 | 40.00% | 60.00% | 0.00% | -20.00%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | Ambiguous | 1 | -53.2500 | -53.2500 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | Moderate | 34 | -12.4926 | -10.6250 | 44.12% | 55.88% | 0.00% | -11.76%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | Ambiguous | 32 | 4.7188 | -2.2500 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | Moderate | 22 | -20.9773 | 3.5000 | 54.55% | 45.45% | 0.00% | 9.09%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | Unresolved | 3 | 13.9167 | -5.7500 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age3 | Moderate | 1 | 451.0000 | 451.0000 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age3 | Unresolved | 1 | -27.2500 | -27.2500 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | Ambiguous | 2 | 49.5000 | 49.5000 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | Moderate | 5 | -16.1000 | -17.2500 | 20.00% | 80.00% | 0.00% | -60.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | Clear | 7 | 1.5000 | -5.7500 | 42.86% | 57.14% | 0.00% | -14.29%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Ambiguous | 22 | 0.4432 | 7.5000 | 59.09% | 40.91% | 0.00% | 18.18%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Moderate | 7 | -35.3214 | -40.0000 | 28.57% | 71.43% | 0.00% | -42.86%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Unresolved | 6 | -29.7500 | -19.3750 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Ambiguous | 3 | -26.6667 | -2.5000 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Moderate | 1 | -63.2500 | -63.2500 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Unresolved | 1 | -5.2500 | -5.2500 | 0.00% | 100.00% | 0.00% | -100.00%
Unresolved | Unresolved | Unresolved | 300 | -5.1125 | -1.5000 | 47.00% | 52.00% | 1.00% | -5.00%
ValidatedContext | B:RecoveryResolution->CompressionProcessing+Age3 | Ambiguous | 1 | 2.2500 | 2.2500 | 100.00% | 0.00% | 0.00% | 100.00%
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | Unresolved | 1 | 23.2500 | 23.2500 | 100.00% | 0.00% | 0.00% | 100.00%

7. Fractal-jumping proxy
FractalJumpRiskCount: 614
FractalJumpRiskRate: 31.81%
OutcomeSkewAfterRisk: -5.44%
MeanDRFwd5AfterRisk: -2.9914

8. Low-DoF audit
Allowed variables used:
- CurrentState
- AgeBucket
- PreviousDistinctState
- ValidatedContextFlag
- PersistenceRate_t1
- DominantDestinationProbability_t1
- Entropy_t1

Forbidden variables not used:
- Phase
- New contexts
- Optimized weights
- Forward returns in scoring
- Price outcome in scoring
- Machine learning

9. Mechanical research notes
- Arbitration scores are computed online from structural transitions already observed before each scored bar.
- ReliabilityScore is zero until its interpretation key has at least 10 prior structural transitions.
- A validated negative context receives an informational bonus, not a directional score.
- Forward price returns are attached only after arbitration as outcome diagnostics.
- Rapid winner-type replacement after short runs is reported as a mechanical fractal-jump proxy.
