APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Total rows: 1930
State counts: RecoveryResolution=68, ExhaustionPersistence=107, CompressionProcessing=205, NeutralProcessing=976, ReassertionProcessing=179, DecayToNeutral=86, DestructiveRotation=79, ConstructiveEmergence=14, MixedStructure=216
Age counts: 1=976, 2=327, 3=175, 4=114, 5=94, 6-10=207, 11-20=37, 21+=0
Validated context counts: B=11, C=13, D=23
Candidate interpretation counts: ValidatedContext=47, PreviousDistinctContext=1926, CurrentStateAge=1930

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age3 | 4 | 75.00% | 25.00% | 0.5623 | 0.8113 | ExhaustionPersistence | 75.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age4 | 3 | 100.00% | 0.00% | -0.0000 | 0.0000 | ExhaustionPersistence | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age5 | 3 | 66.67% | 33.33% | 0.6365 | 0.9183 | ExhaustionPersistence | 66.67% | 0.0000
PreviousDistinctContext | NeutralProcessing->ExhaustionPersistence+Age6-10 | 3 | 33.33% | 66.67% | 1.0986 | 1.0000 | NeutralProcessing | 33.33% | 0.0000
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age1 | 97 | 14.43% | 85.57% | 1.6924 | 0.8139 | NeutralProcessing | 35.05% | -0.3190
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age2 | 14 | 14.29% | 85.71% | 1.3013 | 0.9387 | NeutralProcessing | 42.86% | -0.3673
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age3 | 2 | 50.00% | 50.00% | 0.6931 | 1.0000 | MixedStructure | 50.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age4 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | DestructiveRotation | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | 125 | 20.00% | 80.00% | 1.2816 | 0.7153 | NeutralProcessing | 45.60% | -0.0593
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age2 | 25 | 4.00% | 96.00% | 1.0386 | 0.7492 | DestructiveRotation | 52.00% | -0.1892
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age3 | 1 | 0.00% | 100.00% | -0.0000 | 0.0000 | DestructiveRotation | 100.00% | 0.0000
PreviousDistinctContext | NeutralProcessing->RecoveryResolution+Age1 | 2 | 0.00% | 100.00% | 0.6931 | 1.0000 | NeutralProcessing | 50.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age1 | 5 | 100.00% | 0.00% | -0.0000 | 0.0000 | CompressionProcessing | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age2 | 5 | 60.00% | 40.00% | 0.6730 | 0.9710 | CompressionProcessing | 60.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age3 | 3 | 66.67% | 33.33% | 0.6365 | 0.9183 | CompressionProcessing | 66.67% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age4 | 2 | 100.00% | 0.00% | -0.0000 | 0.0000 | CompressionProcessing | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age5 | 2 | 50.00% | 50.00% | 0.6931 | 1.0000 | NeutralProcessing | 50.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age6-10 | 5 | 80.00% | 20.00% | 0.5004 | 0.7219 | CompressionProcessing | 80.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->ConstructiveEmergence+Age1 | 2 | 0.00% | 100.00% | -0.0000 | 0.0000 | MixedStructure | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | 26 | 19.23% | 80.77% | 1.5734 | 0.8781 | NeutralProcessing | 38.46% | -0.3012
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age2 | 5 | 80.00% | 20.00% | 0.5004 | 0.7219 | DestructiveRotation | 80.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age3 | 4 | 0.00% | 100.00% | 0.5623 | 0.8113 | DecayToNeutral | 75.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | 47 | 6.38% | 93.62% | 1.2690 | 0.7082 | NeutralProcessing | 55.32% | -0.0912
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age2 | 3 | 0.00% | 100.00% | -0.0000 | 0.0000 | DecayToNeutral | 100.00% | 0.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | 67 | 65.67% | 34.33% | 0.9308 | 0.5783 | NeutralProcessing | 65.67% | 0.7351
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age11-20 | 15 | 66.67% | 33.33% | 1.0806 | 0.6714 | NeutralProcessing | 66.67% | 0.6619
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | 44 | 65.91% | 34.09% | 0.9155 | 0.6604 | NeutralProcessing | 65.91% | 0.6578
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age3 | 29 | 58.62% | 41.38% | 0.7969 | 0.7254 | NeutralProcessing | 58.62% | 0.4470
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | 17 | 100.00% | 0.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 2.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | 17 | 100.00% | 0.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 2.0000
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | 53 | 77.36% | 22.64% | 0.8574 | 0.4785 | NeutralProcessing | 77.36% | 1.0687
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | 33 | 51.52% | 48.48% | 0.9845 | 0.7102 | CompressionProcessing | 51.52% | 0.3201
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | 17 | 64.71% | 35.29% | 1.0878 | 0.6759 | CompressionProcessing | 64.71% | 0.6183
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age3 | 11 | 81.82% | 18.18% | 0.6002 | 0.5463 | CompressionProcessing | 81.82% | 1.0901
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age4 | 9 | 11.11% | 88.89% | 1.7351 | 0.9684 | MixedStructure | 22.22% | 0.0000
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age5 | 1 | 100.00% | 0.00% | -0.0000 | 0.0000 | CompressionProcessing | 100.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age6-10 | 2 | 50.00% | 50.00% | 0.6931 | 1.0000 | CompressionProcessing | 50.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age1 | 13 | 46.15% | 53.85% | 0.6902 | 0.9957 | CompressionProcessing | 53.85% | 0.0043
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age2 | 6 | 66.67% | 33.33% | 0.6365 | 0.9183 | NeutralProcessing | 66.67% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age3 | 4 | 25.00% | 75.00% | 0.5623 | 0.8113 | CompressionProcessing | 75.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age4 | 1 | 100.00% | 0.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age5 | 1 | 100.00% | 0.00% | -0.0000 | 0.0000 | NeutralProcessing | 100.00% | 0.0000
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age6-10 | 3 | 66.67% | 33.33% | 0.6365 | 0.9183 | NeutralProcessing | 66.67% | 0.0000
ValidatedContext | B:RecoveryResolution->CompressionProcessing+Age3 | 11 | 81.82% | 18.18% | 0.6002 | 0.5463 | CompressionProcessing | 81.82% | 1.0901
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | 13 | 46.15% | 53.85% | 0.6902 | 0.9957 | CompressionProcessing | 53.85% | 0.0043
ValidatedContext | D:DecayToNeutral->NeutralProcessing+Age4 | 23 | 86.96% | 13.04% | 0.5305 | 0.3827 | NeutralProcessing | 86.96% | 1.3564

2. Interpretation scoring examples
BarIndex | WinnerType | WinnerKey | WinnerScore | RunnerUpScore | ScoreMargin | DominanceRatio | AmbiguityClass
52 | CurrentStateAge | MixedStructure+Age1 | -0.1814 | 0.0000 | -0.1814 | N/A | Unresolved
68 | CurrentStateAge | NeutralProcessing+Age1 | 0.0628 | 0.0000 | 0.0628 | N/A | Ambiguous
73 | CurrentStateAge | MixedStructure+Age1 | -0.1362 | 0.0000 | -0.1362 | N/A | Unresolved
74 | CurrentStateAge | NeutralProcessing+Age1 | 0.1853 | 0.0000 | 0.1853 | N/A | Ambiguous
75 | CurrentStateAge | MixedStructure+Age1 | -0.0902 | 0.0000 | -0.0902 | N/A | Unresolved
77 | CurrentStateAge | NeutralProcessing+Age1 | 0.0536 | 0.0000 | 0.0536 | N/A | Ambiguous
82 | CurrentStateAge | NeutralProcessing+Age1 | 0.1575 | 0.0000 | 0.1575 | N/A | Ambiguous
85 | CurrentStateAge | NeutralProcessing+Age1 | 0.0583 | 0.0000 | 0.0583 | N/A | Ambiguous
86 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2232 | 0.0000 | -0.2232 | N/A | Unresolved
87 | CurrentStateAge | NeutralProcessing+Age1 | -0.0167 | 0.0000 | -0.0167 | N/A | Unresolved
89 | CurrentStateAge | MixedStructure+Age1 | -0.1855 | 0.0000 | -0.1855 | N/A | Unresolved
93 | CurrentStateAge | NeutralProcessing+Age1 | 0.0680 | 0.0000 | 0.0680 | N/A | Ambiguous
95 | CurrentStateAge | MixedStructure+Age1 | -0.2329 | 0.0000 | -0.2329 | N/A | Unresolved
96 | CurrentStateAge | NeutralProcessing+Age1 | 0.0846 | 0.0000 | 0.0846 | N/A | Ambiguous
103 | CurrentStateAge | NeutralProcessing+Age1 | 0.1621 | 0.0000 | 0.1621 | N/A | Ambiguous
109 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2975 | -0.3232 | 0.0258 | N/A | Unresolved
110 | CurrentStateAge | MixedStructure+Age1 | -0.1868 | 0.0000 | -0.1868 | N/A | Unresolved
111 | CurrentStateAge | NeutralProcessing+Age1 | 0.2335 | 0.0000 | 0.2335 | N/A | Moderate
112 | CurrentStateAge | NeutralProcessing+Age2 | 0.6702 | 0.0000 | 0.6702 | N/A | Clear
116 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2458 | -0.2586 | 0.0128 | N/A | Unresolved
117 | CurrentStateAge | MixedStructure+Age1 | -0.1430 | 0.0000 | -0.1430 | N/A | Unresolved
119 | CurrentStateAge | NeutralProcessing+Age1 | 0.2995 | 0.0000 | 0.2995 | N/A | Moderate
120 | CurrentStateAge | MixedStructure+Age1 | -0.1967 | 0.0000 | -0.1967 | N/A | Unresolved
121 | CurrentStateAge | NeutralProcessing+Age1 | 0.2244 | 0.0000 | 0.2244 | N/A | Moderate
122 | CurrentStateAge | ReassertionProcessing+Age1 | -0.1956 | -0.1981 | 0.0025 | N/A | Unresolved
125 | CurrentStateAge | NeutralProcessing+Age1 | 0.1695 | 0.0000 | 0.1695 | N/A | Ambiguous
128 | CurrentStateAge | NeutralProcessing+Age1 | 0.1611 | 0.0000 | 0.1611 | N/A | Ambiguous
129 | CurrentStateAge | MixedStructure+Age1 | -0.1566 | 0.0000 | -0.1566 | N/A | Unresolved
131 | CurrentStateAge | NeutralProcessing+Age1 | 0.1116 | 0.0000 | 0.1116 | N/A | Ambiguous
132 | CurrentStateAge | NeutralProcessing+Age2 | 0.7632 | 0.0000 | 0.7632 | N/A | Clear
133 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2272 | -0.2407 | 0.0135 | N/A | Unresolved
135 | CurrentStateAge | NeutralProcessing+Age1 | 0.1683 | 0.0000 | 0.1683 | N/A | Ambiguous
136 | CurrentStateAge | NeutralProcessing+Age2 | 0.5436 | 0.0000 | 0.5436 | N/A | Clear
147 | CurrentStateAge | NeutralProcessing+Age1 | 0.2217 | 0.0000 | 0.2217 | N/A | Moderate
148 | CurrentStateAge | NeutralProcessing+Age2 | 0.6286 | 0.0000 | 0.6286 | N/A | Clear
149 | CurrentStateAge | MixedStructure+Age1 | -0.1373 | 0.0000 | -0.1373 | N/A | Unresolved
154 | CurrentStateAge | NeutralProcessing+Age1 | 0.2720 | 0.0000 | 0.2720 | N/A | Moderate
155 | CurrentStateAge | MixedStructure+Age1 | -0.2025 | 0.0000 | -0.2025 | N/A | Unresolved
156 | CurrentStateAge | NeutralProcessing+Age1 | 0.2266 | 0.0628 | 0.1638 | 3.6096 | Ambiguous
157 | CurrentStateAge | MixedStructure+Age1 | -0.1687 | -0.1805 | 0.0118 | N/A | Unresolved
159 | CurrentStateAge | NeutralProcessing+Age1 | 0.1871 | 0.0000 | 0.1871 | N/A | Ambiguous
160 | CurrentStateAge | MixedStructure+Age1 | -0.2071 | -0.2929 | 0.0858 | N/A | Ambiguous
162 | CurrentStateAge | NeutralProcessing+Age1 | 0.1525 | 0.0000 | 0.1525 | N/A | Ambiguous
163 | CurrentStateAge | NeutralProcessing+Age2 | 0.4737 | 0.0000 | 0.4737 | N/A | Moderate
169 | CurrentStateAge | NeutralProcessing+Age1 | 0.1972 | 0.0000 | 0.1972 | N/A | Ambiguous
171 | CurrentStateAge | NeutralProcessing+Age1 | 0.1315 | 0.0000 | 0.1315 | N/A | Ambiguous
172 | CurrentStateAge | NeutralProcessing+Age2 | 0.5498 | 0.0000 | 0.5498 | N/A | Clear
173 | CurrentStateAge | NeutralProcessing+Age3 | 1.3310 | 0.0000 | 1.3310 | N/A | Clear
174 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2044 | -0.2272 | 0.0228 | N/A | Unresolved
176 | CurrentStateAge | NeutralProcessing+Age1 | 0.1742 | 0.0000 | 0.1742 | N/A | Ambiguous
189 | CurrentStateAge | NeutralProcessing+Age1 | 0.1119 | 0.0000 | 0.1119 | N/A | Ambiguous
191 | CurrentStateAge | NeutralProcessing+Age1 | 0.0620 | 0.0000 | 0.0620 | N/A | Ambiguous
192 | CurrentStateAge | NeutralProcessing+Age2 | 0.6182 | 0.0000 | 0.6182 | N/A | Clear
193 | CurrentStateAge | NeutralProcessing+Age3 | 1.0901 | 0.0000 | 1.0901 | N/A | Clear
198 | CurrentStateAge | NeutralProcessing+Age1 | 0.1026 | 0.0000 | 0.1026 | N/A | Ambiguous
204 | CurrentStateAge | NeutralProcessing+Age1 | 0.0547 | 0.0000 | 0.0547 | N/A | Ambiguous
205 | CurrentStateAge | NeutralProcessing+Age2 | 0.6802 | 0.0000 | 0.6802 | N/A | Clear
206 | CurrentStateAge | NeutralProcessing+Age3 | 1.1514 | 0.0000 | 1.1514 | N/A | Clear
207 | CurrentStateAge | NeutralProcessing+Age4 | 1.3310 | 0.0000 | 1.3310 | N/A | Clear
209 | CurrentStateAge | NeutralProcessing+Age6-10 | -0.0814 | 0.0000 | -0.0814 | N/A | Unresolved
210 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.0599 | 0.0000 | 0.0599 | N/A | Ambiguous
211 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.1833 | 0.0000 | 0.1833 | N/A | Ambiguous
212 | CurrentStateAge | MixedStructure+Age1 | -0.2261 | -0.3286 | 0.1025 | N/A | Ambiguous
213 | CurrentStateAge | DecayToNeutral+Age1 | -0.0298 | 0.0000 | -0.0298 | N/A | Unresolved
214 | CurrentStateAge | NeutralProcessing+Age1 | 0.0935 | 0.0000 | 0.0935 | N/A | Ambiguous
215 | CurrentStateAge | NeutralProcessing+Age2 | 0.7365 | 0.0000 | 0.7365 | N/A | Clear
216 | CurrentStateAge | MixedStructure+Age1 | -0.2521 | -0.3806 | 0.1284 | N/A | Ambiguous
217 | CurrentStateAge | NeutralProcessing+Age1 | 0.1307 | -0.0622 | 0.1929 | N/A | Ambiguous
218 | CurrentStateAge | NeutralProcessing+Age2 | 0.6178 | 0.0000 | 0.6178 | N/A | Clear
219 | CurrentStateAge | NeutralProcessing+Age3 | 1.2045 | 0.0000 | 1.2045 | N/A | Clear
220 | CurrentStateAge | NeutralProcessing+Age4 | 1.3787 | 0.0000 | 1.3787 | N/A | Clear
221 | CurrentStateAge | NeutralProcessing+Age5 | 0.6702 | 0.0000 | 0.6702 | N/A | Clear
222 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.0946 | 0.0000 | 0.0946 | N/A | Ambiguous
223 | CurrentStateAge | NeutralProcessing+Age6-10 | 0.2015 | 0.0000 | 0.2015 | N/A | Moderate
224 | CurrentStateAge | MixedStructure+Age1 | -0.2215 | -0.3219 | 0.1003 | N/A | Ambiguous
225 | CurrentStateAge | NeutralProcessing+Age1 | 0.1664 | 0.0536 | 0.1128 | 3.1048 | Ambiguous
226 | CurrentStateAge | NeutralProcessing+Age2 | 0.6702 | 0.0000 | 0.6702 | N/A | Clear
227 | CurrentStateAge | MixedStructure+Age1 | -0.1921 | -0.2670 | 0.0749 | N/A | Ambiguous
228 | CurrentStateAge | NeutralProcessing+Age1 | 0.2008 | 0.1575 | 0.0433 | 1.2752 | Unresolved
229 | CurrentStateAge | NeutralProcessing+Age2 | 0.5724 | 0.0000 | 0.5724 | N/A | Clear
230 | CurrentStateAge | NeutralProcessing+Age3 | 1.2508 | 0.0000 | 1.2508 | N/A | Clear
231 | CurrentStateAge | ReassertionProcessing+Age1 | -0.1772 | -0.2044 | 0.0272 | N/A | Unresolved
232 | CurrentStateAge | NeutralProcessing+Age1 | 0.2339 | 0.0000 | 0.2339 | N/A | Moderate
233 | CurrentStateAge | ReassertionProcessing+Age1 | -0.2236 | -0.2495 | 0.0259 | N/A | Unresolved
234 | CurrentStateAge | MixedStructure+Age1 | -0.1638 | 0.0000 | -0.1638 | N/A | Unresolved
235 | PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 0.2508 | 0.2014 | 0.0495 | 1.2458 | Unresolved
236 | CurrentStateAge | ReassertionProcessing+Age1 | -0.1898 | -0.2101 | 0.0203 | N/A | Unresolved
240 | CurrentStateAge | NeutralProcessing+Age1 | 0.1719 | 0.0000 | 0.1719 | N/A | Ambiguous
241 | CurrentStateAge | CompressionProcessing+Age1 | 0.6702 | 0.0000 | 0.6702 | N/A | Clear
243 | CurrentStateAge | NeutralProcessing+Age1 | 0.1330 | 0.0000 | 0.1330 | N/A | Ambiguous
244 | CurrentStateAge | CompressionProcessing+Age1 | 0.7632 | 0.0000 | 0.7632 | N/A | Clear
247 | CurrentStateAge | DecayToNeutral+Age1 | 0.0359 | 0.0000 | 0.0359 | N/A | Unresolved
248 | CurrentStateAge | NeutralProcessing+Age1 | 0.0988 | 0.0000 | 0.0988 | N/A | Ambiguous
249 | CurrentStateAge | MixedStructure+Age1 | -0.1367 | -0.2160 | 0.0793 | N/A | Ambiguous
251 | PreviousDistinctContext | MixedStructure->NeutralProcessing+Age1 | 0.1477 | 0.0742 | 0.0734 | 1.9895 | Ambiguous
252 | CurrentStateAge | MixedStructure+Age1 | -0.1267 | -0.2137 | 0.0870 | N/A | Ambiguous
256 | CurrentStateAge | DecayToNeutral+Age1 | 0.0933 | 0.0000 | 0.0933 | N/A | Ambiguous
257 | CurrentStateAge | NeutralProcessing+Age1 | 0.0518 | 0.0000 | 0.0518 | N/A | Ambiguous
259 | CurrentStateAge | NeutralProcessing+Age1 | 0.0814 | 0.0000 | 0.0814 | N/A | Ambiguous
260 | CurrentStateAge | NeutralProcessing+Age2 | 0.6210 | 0.0000 | 0.6210 | N/A | Clear

3. Arbitration summary
TotalBars: 1930
ResolvedBars: 1630
UnresolvedBars: 300
ClearCount: 298
ModerateCount: 439
AmbiguousCount: 519
UnresolvedCount: 674
MeanWinnerScore: 0.4314
MeanScoreMargin: 0.2669
MeanDominanceRatio: 2.3401

4. Winner stability
WinnerRunCount: 1612
MeanWinnerRunLength: 1.1973
MedianWinnerRunLength: 1.0000
MaxWinnerRunLength: 52
ReplacementRate: 83.47%

5. Conflict analysis
ConflictCount: 1040
ConflictRate: 53.89%
ContextOverrideCount: 453
ValidatedOverrideCount: 2
ClearConflictCount: 48
AmbiguousConflictCount: 638

6. Outcome diagnostics
WinnerType | WinnerKey | AmbiguityClass | Count | MeanDRFwd5 | MedianDRFwd5 | ContinuationRate5 | FailureRate5 | FlatRate5 | OutcomeSkew
CurrentStateAge | CompressionProcessing+Age1 | Ambiguous | 15 | 20.0000 | 26.0000 | 60.00% | 40.00% | 0.00% | 20.00%
CurrentStateAge | CompressionProcessing+Age1 | Clear | 19 | 17.9211 | 15.7500 | 68.42% | 31.58% | 0.00% | 36.84%
CurrentStateAge | CompressionProcessing+Age1 | Moderate | 37 | -21.9189 | -15.0000 | 27.03% | 72.97% | 0.00% | -45.95%
CurrentStateAge | CompressionProcessing+Age1 | Unresolved | 5 | 8.4000 | 20.5000 | 60.00% | 40.00% | 0.00% | 20.00%
CurrentStateAge | CompressionProcessing+Age2 | Ambiguous | 2 | -17.6250 | -17.6250 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | CompressionProcessing+Age2 | Clear | 12 | -12.3333 | -16.0000 | 41.67% | 58.33% | 0.00% | -16.67%
CurrentStateAge | CompressionProcessing+Age2 | Moderate | 21 | -2.0595 | 15.2500 | 52.38% | 47.62% | 0.00% | 4.76%
CurrentStateAge | CompressionProcessing+Age2 | Unresolved | 1 | 25.5000 | 25.5000 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | CompressionProcessing+Age3 | Ambiguous | 5 | -39.5000 | -36.5000 | 20.00% | 80.00% | 0.00% | -60.00%
CurrentStateAge | CompressionProcessing+Age3 | Clear | 1 | 110.5000 | 110.5000 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | CompressionProcessing+Age3 | Moderate | 12 | -36.7083 | -7.0000 | 41.67% | 58.33% | 0.00% | -16.67%
CurrentStateAge | CompressionProcessing+Age3 | Unresolved | 1 | 66.5000 | 66.5000 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | CompressionProcessing+Age4 | Ambiguous | 2 | -14.3750 | -14.3750 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | CompressionProcessing+Age4 | Unresolved | 6 | -1.2500 | 4.0000 | 66.67% | 33.33% | 0.00% | 33.33%
CurrentStateAge | ConstructiveEmergence+Age1 | Unresolved | 4 | 13.5000 | 9.0000 | 75.00% | 25.00% | 0.00% | 50.00%
CurrentStateAge | DecayToNeutral+Age1 | Ambiguous | 9 | -34.1944 | -34.0000 | 11.11% | 88.89% | 0.00% | -77.78%
CurrentStateAge | DecayToNeutral+Age1 | Moderate | 32 | -20.7422 | -7.7500 | 37.50% | 59.38% | 3.12% | -21.88%
CurrentStateAge | DecayToNeutral+Age1 | Unresolved | 21 | -16.4524 | 1.0000 | 52.38% | 47.62% | 0.00% | 4.76%
CurrentStateAge | DestructiveRotation+Age1 | Ambiguous | 7 | 6.7500 | 6.0000 | 71.43% | 28.57% | 0.00% | 42.86%
CurrentStateAge | DestructiveRotation+Age1 | Unresolved | 38 | -3.5066 | -5.8750 | 47.37% | 52.63% | 0.00% | -5.26%
CurrentStateAge | DestructiveRotation+Age2 | Unresolved | 1 | 20.5000 | 20.5000 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | ExhaustionPersistence+Age1 | Ambiguous | 4 | 36.3125 | 35.2500 | 75.00% | 25.00% | 0.00% | 50.00%
CurrentStateAge | ExhaustionPersistence+Age1 | Unresolved | 31 | -12.2016 | -9.0000 | 38.71% | 58.06% | 3.23% | -19.35%
CurrentStateAge | ExhaustionPersistence+Age2 | Clear | 9 | -32.0278 | -40.5000 | 22.22% | 77.78% | 0.00% | -55.56%
CurrentStateAge | ExhaustionPersistence+Age3 | Clear | 4 | -66.4375 | -32.3750 | 25.00% | 75.00% | 0.00% | -50.00%
CurrentStateAge | ExhaustionPersistence+Age4 | Ambiguous | 1 | -82.2500 | -82.2500 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | MixedStructure+Age1 | Ambiguous | 56 | -18.5000 | -6.8750 | 35.71% | 64.29% | 0.00% | -28.57%
CurrentStateAge | MixedStructure+Age1 | Unresolved | 71 | -9.5915 | -5.2500 | 46.48% | 53.52% | 0.00% | -7.04%
CurrentStateAge | MixedStructure+Age2 | Unresolved | 14 | 8.1429 | -0.2500 | 42.86% | 50.00% | 7.14% | -7.14%
CurrentStateAge | NeutralProcessing+Age1 | Ambiguous | 116 | 4.7543 | 7.2500 | 58.62% | 41.38% | 0.00% | 17.24%
CurrentStateAge | NeutralProcessing+Age1 | Moderate | 48 | 3.9583 | 3.8750 | 50.00% | 47.92% | 2.08% | 2.08%
CurrentStateAge | NeutralProcessing+Age1 | Unresolved | 18 | 15.3472 | 11.1250 | 55.56% | 44.44% | 0.00% | 11.11%
CurrentStateAge | NeutralProcessing+Age11-20 | Ambiguous | 7 | -8.5000 | 27.7500 | 71.43% | 28.57% | 0.00% | 42.86%
CurrentStateAge | NeutralProcessing+Age11-20 | Clear | 18 | 1.3472 | 1.1250 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | NeutralProcessing+Age11-20 | Moderate | 1 | -58.2500 | -58.2500 | 0.00% | 100.00% | 0.00% | -100.00%
CurrentStateAge | NeutralProcessing+Age11-20 | Unresolved | 1 | 37.7500 | 37.7500 | 100.00% | 0.00% | 0.00% | 100.00%
CurrentStateAge | NeutralProcessing+Age2 | Ambiguous | 28 | -1.8929 | -15.6250 | 42.86% | 57.14% | 0.00% | -14.29%
CurrentStateAge | NeutralProcessing+Age2 | Clear | 54 | 17.8704 | 13.1250 | 57.41% | 42.59% | 0.00% | 14.81%
CurrentStateAge | NeutralProcessing+Age2 | Moderate | 48 | -24.2917 | 0.1250 | 50.00% | 50.00% | 0.00% | 0.00%
CurrentStateAge | NeutralProcessing+Age2 | Unresolved | 8 | -1.4688 | 3.0000 | 62.50% | 37.50% | 0.00% | 25.00%
CurrentStateAge | NeutralProcessing+Age3 | Ambiguous | 7 | 19.8571 | 42.0000 | 71.43% | 28.57% | 0.00% | 42.86%
CurrentStateAge | NeutralProcessing+Age3 | Clear | 47 | 8.2447 | 5.5000 | 55.32% | 44.68% | 0.00% | 10.64%
CurrentStateAge | NeutralProcessing+Age3 | Moderate | 16 | -1.9844 | 2.7500 | 56.25% | 43.75% | 0.00% | 12.50%
CurrentStateAge | NeutralProcessing+Age3 | Unresolved | 3 | 31.4167 | 25.7500 | 66.67% | 33.33% | 0.00% | 33.33%
CurrentStateAge | NeutralProcessing+Age4 | Ambiguous | 8 | -8.1875 | -6.7500 | 37.50% | 62.50% | 0.00% | -25.00%
CurrentStateAge | NeutralProcessing+Age4 | Clear | 39 | 8.0321 | 7.7500 | 61.54% | 38.46% | 0.00% | 23.08%
CurrentStateAge | NeutralProcessing+Age4 | Moderate | 5 | -55.2500 | 2.2500 | 60.00% | 40.00% | 0.00% | 20.00%
CurrentStateAge | NeutralProcessing+Age5 | Ambiguous | 1 | -45.7500 | -45.7500 | 0.00% | 100.00% | 0.00% | -100.00%
