APVA Loop Closure Study v0.1 - NQ
================================================================================================
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Loop candidates: 114

1. Loop Inventory
Instrument | CompleteLoopCount | IncompleteNoExcursionCount | IncompleteNoReturnCount | CompletionRate | MeanLoopDuration | MedianLoopDuration | MaxLoopDuration
NQ | 113 | 1 | 0 | 99.12% | 11.1504 | 10.0000 | 30
Aggregate | 113 | 1 | 0 | 99.12% | 11.1504 | 10.0000 | 30

2. Phase Duration Table
LoopPhase | MeanDuration | MedianDuration | MaxDuration | PercentOfLoop
15. Minimal Loop State Machine Table
FromPhase | ToPhase | Count | Probability | ReplicationCount
NeutralFailure | DestinationSelection | 113 | 100.00% | 1
Excursion | LateNeutral | 70 | 64.22% | 1
LateNeutral | NeutralFailure | 67 | 56.30% | 1
ReturnToNeutral | NeutralFormation | 64 | 100.00% | 1
NeutralMaturation | LateNeutral | 49 | 67.12% | 1
DestinationSelection | NeutralFormation | 49 | 43.36% | 1
NeutralFormation | Excursion | 46 | 40.71% | 1
NeutralFormation | NeutralMaturation | 45 | 39.82% | 1
DestinationSelection | Excursion | 39 | 34.51% | 1
Excursion | ReturnToNeutral | 39 | 35.78% | 1
LateNeutral | NeutralMaturation | 28 | 23.53% | 1
DestinationSelection | ReturnToNeutral | 25 | 22.12% | 1
NeutralMaturation | NeutralFailure | 24 | 32.88% | 1
LateNeutral | Excursion | 24 | 20.17% | 1
NeutralFormation | NeutralFailure | 22 | 19.47% | 1

16. Information Retention Table
Model | Top1Accuracy | Top2Accuracy | BrierScore | Entropy
FullStateAge | 57.06% | 82.54% | 0.0787 | 0.8117
MinimalLoopPhase | 65.71% | 87.14% | 0.0655 | 0.6871

17. Outcome Diagnostics Table
CanonicalLoopClass | DRFwd1 | DRFwd3 | DRFwd5 | DRFwd10 | DRFwd20 | ContinuationRate5 | ContinuationRate10 | FailureRate5 | FlatRate5
NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.7639 | 16.8056 | 9.0833 | 21.1389 | 3.6528 | 50.00% | 55.56% | 50.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | 11.1364 | -22.3182 | -27.4318 | -31.4545 | -43.2727 | 36.36% | 27.27% | 63.64% | 0.00%
NeutralStart -> Age3 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -0.1562 | -1.9375 | 46.9688 | 43.9062 | 32.3750 | 50.00% | 50.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -11.8125 | -8.3750 | -23.7500 | 9.3750 | -20.8750 | 25.00% | 50.00% | 75.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | 2.4167 | 13.3333 | -9.0000 | 48.5833 | 79.0000 | 33.33% | 100.00% | 66.67% | 0.00%
NeutralStart -> Age6-10 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -1.2500 | -8.2500 | -24.5833 | -163.7500 | -192.9167 | 33.33% | 33.33% | 66.67% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> ReassertionProcessing -> DestructiveRotation -> DestructiveRotation -> NeutralStart | 14.5000 | 9.0000 | 17.1250 | -1.1250 | 82.1250 | 50.00% | 50.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 3.1250 | 16.7500 | -6.7500 | 30.3750 | 38.1250 | 50.00% | 100.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | 9.1250 | -5.8750 | 4.3750 | 33.2500 | -11.1250 | 50.00% | 100.00% | 50.00% | 0.00%
NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -9.1250 | -10.8750 | -42.2500 | 89.0000 | 92.1250 | 0.00% | 50.00% | 100.00% | 0.00%
NeutralStart -> Age3 -> CompressionProcessing -> CompressionProcessing -> RecoveryResolution -> RecoveryResolution -> NeutralStart | -3.7500 | 1.0000 | 4.0000 | -21.0000 | -155.5000 | 50.00% | 0.00% | 50.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> DecayToNeutral -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -24.3750 | -8.5000 | 61.2500 | 34.7500 | 211.6250 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -9.8750 | -11.6250 | -9.7500 | -10.0000 | -82.7500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age11-20 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart | -14.7500 | -42.1250 | -43.2500 | -48.1250 | -52.6250 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -8.6250 | -27.3750 | -32.8750 | -48.2500 | -82.7500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age5 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> ConstructiveEmergence -> MixedStructure -> MixedStructure -> NeutralStart | -6.0000 | -15.7500 | -8.5000 | -17.2500 | 87.2500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | 18.5000 | -10.0000 | -24.5000 | -48.2500 | -28.7500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age4 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart | -4.7500 | -16.7500 | -12.0000 | 179.2500 | 204.0000 | 0.00% | 100.00% | 100.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | 33.7500 | 46.5000 | 137.2500 | 146.7500 | 100.7500 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence -> NeutralStart | -21.2500 | -22.7500 | 0.2500 | -67.5000 | -71.7500 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age5 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -25.7500 | -25.0000 | -66.2500 | -65.7500 | -24.7500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> DestructiveRotation -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 12.0000 | 34.0000 | 22.7500 | -33.5000 | 24.7500 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age3 -> CompressionProcessing -> CompressionProcessing -> ExhaustionPersistence -> RecoveryResolution -> RecoveryResolution -> NeutralStart | 9.0000 | 19.7500 | 44.5000 | 58.0000 | -24.7500 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> RecoveryResolution -> RecoveryResolution -> RecoveryResolution -> NeutralStart | -8.0000 | -107.7500 | -114.2500 | -133.7500 | -178.7500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age2 -> ConstructiveEmergence -> ConstructiveEmergence -> ConstructiveEmergence -> NeutralStart | -11.2500 | 6.7500 | 18.2500 | 27.5000 | 4.7500 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> DecayToNeutral -> MixedStructure -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | 0.5000 | 8.5000 | 6.5000 | -10.2500 | -12.0000 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> ConstructiveEmergence -> ConstructiveEmergence -> ConstructiveEmergence -> NeutralStart | -5.2500 | 0.0000 | 3.0000 | 9.0000 | -29.2500 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age11-20 -> MixedStructure -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -0.2500 | 18.2500 | 21.0000 | 34.5000 | 82.7500 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> MixedStructure -> DecayToNeutral -> MixedStructure -> ExhaustionPersistence -> DecayToNeutral -> DestructiveRotation -> ExhaustionPersistence -> DecayToNeutral -> DestructiveRotation -> DecayToNeutral -> MixedStructure -> MixedStructure -> NeutralStart | 14.0000 | 22.2500 | 9.0000 | 48.2500 | 48.5000 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> DestructiveRotation -> ExhaustionPersistence -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 12.5000 | -29.5000 | 20.7500 | 103.0000 | 101.7500 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> DestructiveRotation -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 25.7500 | 84.2500 | 73.2500 | 72.5000 | 114.7500 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> RecoveryResolution -> CompressionProcessing -> MixedStructure -> DecayToNeutral -> DecayToNeutral -> NeutralStart | -319.0000 | -352.7500 | -416.5000 | -470.2500 | -517.2500 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age6-10 -> MixedStructure -> MixedStructure -> ReassertionProcessing -> DestructiveRotation -> ReassertionProcessing -> DestructiveRotation -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | 9.2500 | -28.2500 | -49.0000 | -42.5000 | -82.0000 | 0.00% | 0.00% | 100.00% | 0.00%
NeutralStart -> Age2 -> DestructiveRotation -> DestructiveRotation -> DestructiveRotation -> NeutralStart | 5.7500 | 4.2500 | 18.7500 | -9.5000 | -13.2500 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -18.2500 | -2.5000 | -28.2500 | 11.5000 | 55.5000 | 0.00% | 100.00% | 100.00% | 0.00%
NeutralStart -> Age11-20 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart | 23.5000 | 30.0000 | 12.2500 | 1.2500 | -24.5000 | 100.00% | 100.00% | 0.00% | 0.00%
NeutralStart -> Age3 -> MixedStructure -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | 8.2500 | -28.2500 | 1.5000 | -14.5000 | -17.7500 | 100.00% | 0.00% | 0.00% | 0.00%
NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ConstructiveEmergence -> MixedStructure -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing -> NeutralStart | -13.2500 | 56.7500 | -10.7500 | 25.2500 | 188.5000 | 0.00% | 100.00% | 100.00% | 0.00%
NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> RecoveryResolution -> RecoveryResolution -> NeutralStart | 6.0000 | 0.7500 | -2.0000 | 57.2500 | 44.2500 | 0.00% | 100.00% | 100.00% | 0.00%
NeutralStart -> Age6-10 -> ExhaustionPersistence -> ExhaustionPersistence -> RecoveryResolution -> CompressionProcessing -> DecayToNeutral -> DecayToNeutral -> NeutralStart | 43.7500 | 12.0000 | -25.7500 | 5.0000 | -37.7500 | 0.00% | 100.00% | 100.00% | 0.00%

18. Recommendation
Classification: DiffuseClosedLoop
NeutralAttractorAssessment: Neutral return completion rate 99.12%.
RoutingFamilies: CompressionProcessing, MixedStructure
HighEnergyFamilies: RecoveryResolution, ExhaustionPersistence
ResetFamilies: ReassertionProcessing
RecommendedNextStep: ProceedToSignalMinimalism
Reason: Loop class uses fixed completion and entropy thresholds; no returns or trading outcomes enter construction.

20. Low-DoF Audit
Uses only existing APVA states and OHLCV-derived variables.
No new APVA states.
No new APVA families.
No context.
No arbitration.
No persistence.
No phase from discretionary rules.
No optimization.
No fitting.
No machine learning.
No trading logic.
No forward returns used in loop construction or classification.

RANKINGS
1. Most common canonical loops: NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=18; NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=11; NeutralStart -> Age3 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=8; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=4; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart=3
2. Most replicated canonical loops: NeutralStart -> Age2 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=R1; NeutralStart -> Age2 -> MixedStructure -> MixedStructure -> MixedStructure -> NeutralStart=R1; NeutralStart -> Age3 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=R1; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> ReassertionProcessing -> NeutralStart=R1; NeutralStart -> Age6-10 -> ReassertionProcessing -> ReassertionProcessing -> MixedStructure -> MixedStructure -> NeutralStart=R1
3. Most common failure nodes: NeutralProcessing_Age2=40; NeutralProcessing_Age6-10=39; NeutralProcessing_Age3=15; NeutralProcessing_Age11-20=10; NeutralProcessing_Age5=7; NeutralProcessing_Age4=2
4. Most common destinations: ReassertionProcessing=49; MixedStructure=40; CompressionProcessing=12; ExhaustionPersistence=5; ConstructiveEmergence=4; RecoveryResolution=2; DestructiveRotation=1
5. Most common return families: ReassertionProcessing=32; MixedStructure=29; CompressionProcessing=17; DecayToNeutral=16; RecoveryResolution=7; DestructiveRotation=5; ExhaustionPersistence=4; ConstructiveEmergence=3
6. Shortest loop classes: ShortLoop=3.6429; NormalLoop=10.2712; LongLoop=21.2308
7. Longest loop classes: LongLoop=21.2308; NormalLoop=10.2712; ShortLoop=3.6429
8. Strongest loop energy phases: DestinationPhase=3.0628; ExcursionPhase=2.8211; LateNeutralPhase=2.1274; ReturnPhase=2.0371; FailurePhase=2.0338
9. Best minimal state-machine transitions: NeutralFailure->DestinationSelection=100.00%; Excursion->LateNeutral=64.22%; LateNeutral->NeutralFailure=56.30%; ReturnToNeutral->NeutralFormation=100.00%; NeutralMaturation->LateNeutral=67.12%; DestinationSelection->NeutralFormation=43.36%; NeutralFormation->Excursion=40.71%; NeutralFormation->NeutralMaturation=39.82%
10. Recommended APVA closed-loop model: DiffuseClosedLoop

RESEARCH NOTES
Mechanical only.
Questions: Is APVA a closed attractor loop? Is Neutral the system attractor? Can the full APVA process be represented as a compact phase machine?
