APVA Stage + Alignment + Breakout Type Study v0.1 - NQ
======================================================
Instrument: NQ
Input: C:\Users\rz0\Documents\ApvaAnalysis\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Total rows: 1930
Total stage-alignment-breakout observations: 1514
Breakout, SequenceStage, alignment, event, and DRFwd logic are reused from prior studies.
This is a descriptive decomposition of the prior Stage x Alignment result.

Observation Counts by BreakoutType
==================================
IBSYM             458
Lateral          1056

Observation Counts by Stage
===========================
Stage0       128
Stage1       394
Stage2       277
Stage3       257
Stage4       458

Observation Counts by Alignment
===============================
Aligned           757
Opposed           757

Event x Stage x Alignment x BreakoutType
========================================
Event                    Type       Stage Alignment    Count   MeanDRFwd5       Median  ContRate5  FailRate5  FlatRate5
PeakContained            IBSYM            6   100.00%          1    100.00%     0.00%   21.416667
PeakContained            Lateral         17    70.59%          9     88.89%   -18.30%  -19.380719
PeakAccepted             IBSYM            8    62.50%          8     37.50%    25.00%   35.812500
PeakAccepted             Lateral         12    50.00%         39     53.85%    -3.85%  -14.546474
ClimacticContained       IBSYM            0     0.00%          3    100.00%  -100.00%  -81.666667
ClimacticContained       Lateral          3    66.67%          5    100.00%   -33.33%  -29.900000
ClimacticAccepted        IBSYM            2   100.00%         11     36.36%    63.64%   75.943182
ClimacticAccepted        Lateral          2     0.00%         11     36.36%   -36.36% -127.852273

Largest Mature Alignment Advantages by BreakoutType
===================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 AllBars                  IBSYM           82         63     7.63%    1.168699
   2 DissipationContained     Lateral         71         41     7.18%   -4.350395
   3 DissipationAny           IBSYM           50         43     7.16%   -3.267209
   4 AllBars                  Lateral        188        125     2.27%   -4.476723
   5 DissipationAny           Lateral        109         71    -2.57%   -7.086833

Largest Immature Alignment Advantages by BreakoutType
=====================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 DissipationContained     Lateral         60         56     8.57%  -10.115774
   2 AllBars                  Lateral        232        142     6.18%   -4.427529
   3 DissipationAny           Lateral        128         94     4.04%   -1.033078
   4 DissipationAccepted      Lateral         66         36     3.54%   14.239899
   5 DissipationAny           IBSYM           42         55   -10.43%  -27.709307
   6 AllBars                  IBSYM           70         73   -12.00%  -27.028131

Largest Maturity Improvements for Aligned Events by BreakoutType
================================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 DissipationAny           IBSYM           50         42    15.52%   26.224762
   2 AllBars                  IBSYM           82         70    12.23%   27.353223
   3 DissipationAny           Lateral        109        128     1.89%    1.844395
   4 AllBars                  Lateral        188        232     0.33%    6.399509
   5 DissipationAccepted      Lateral         38         66    -0.32%    2.165072
   6 DissipationContained     Lateral         71         60    -1.48%    2.108040

Largest Maturity Deteriorations for Aligned Events by BreakoutType
==================================================================
Rank Event                    Type     LeftCount RightCount DeltaCont5  DeltaMean5
   1 DissipationContained     Lateral         71         60    -1.48%    2.108040
   2 DissipationAccepted      Lateral         38         66    -0.32%    2.165072
   3 AllBars                  Lateral        188        232     0.33%    6.399509
   4 DissipationAny           Lateral        109        128     1.89%    1.844395
   5 AllBars                  IBSYM           82         70    12.23%   27.353223
   6 DissipationAny           IBSYM           50         42    15.52%   26.224762

Strongest Mature Aligned Combinations
=====================================
Rank Event                    Type        Count   MeanDRFwd5  ContRate5
   1 AllBars                  IBSYM          82     4.085366    53.66%
   2 DissipationAny           IBSYM          50    -0.680000    56.00%
   3 DissipationAccepted      Lateral        38    -4.414474    42.11%
   4 AllBars                  Lateral       188    -5.478723    49.47%
   5 DissipationAny           Lateral       109    -6.600917    49.54%
   6 DissipationContained     Lateral        71    -7.771127    53.52%

Strongest Mature Opposed Combinations
=====================================
Rank Event                    Type        Count   MeanDRFwd5  ContRate5
   1 AllBars                  IBSYM          63     2.916667    46.03%
   2 DissipationAny           IBSYM          43     2.587209    48.84%
   3 DissipationAny           Lateral        71     0.485915    52.11%
   4 AllBars                  Lateral       125    -1.002000    47.20%
   5 DissipationContained     Lateral        41    -3.420732    46.34%

Research Notes
==============
- Largest mature alignment advantage: AllBars, IBSYM (7.63%).
- Best mature alignment breakout type for DissipationContained: Lateral (7.18%).
- Best mature alignment breakout type for AllBars: IBSYM (7.63%).
- Mature-alignment comparisons skipped from ranked tables because one side Count < 30: 15.
